tf1,tf2,lookback,length,lookback2,length2,min_s,max_s,koeff1,koeff2,mmcoff,exitday,sdel_day,sl_type,direction,avg_trade_1c,num_trades,total_pts,win_rate,profit_factor,avg_win,avg_loss,max_dd_1c
150,45,215,215,25,55,120,560,0.9754384679512956,0.9506258406326247,27,1,0,none,long,20.691879866518352,899,18602.0,0.4983314794215795,1.2531332072339325,205.55580357142858,-166.63718820861678,7241.0
210,60,180,65,60,35,100,540,0.9055380185169277,0.9600438811993276,10,1,0,none,long,20.691867124856817,873,18064.0,0.5200458190148912,1.2106048593946743,228.7136563876652,-206.67951807228917,7633.0
180,90,90,145,5,130,80,280,1.0025666212452367,0.912221977487136,21,1,1,none,long,20.680080482897385,497,10278.0,0.5331991951710262,1.3191033562047876,160.32830188679245,-139.43290043290042,2536.0
300,90,285,50,55,75,360,600,0.9902944384016216,1.0016571139143748,14,1,0,none,long,20.67721518987342,474,9801.0,0.5147679324894515,1.265602558196255,191.4016393442623,-161.13973799126637,8745.0
300,45,160,195,50,15,220,520,0.9466053689718708,0.9900995301128726,9,1,1,none,long,20.66496815286624,785,16222.0,0.5210191082802548,1.2639740940230746,189.91442542787286,-163.43882978723406,4736.0
210,120,270,245,5,125,170,540,0.9419839126647876,0.9247772406067655,10,1,0,none,long,20.664222873900293,682,14093.0,0.5058651026392962,1.2427274762749523,209.14202898550724,-172.80059523809524,6511.0
180,45,40,150,5,45,380,490,0.9586894614982346,0.9539008678325301,5,1,0,none,long,20.663265306122447,588,12150.0,0.532312925170068,1.4337736522670474,128.30670926517573,-104.1263940520446,2357.0
300,90,255,140,20,65,250,370,0.9178243606367232,0.9157893967548603,12,1,0,none,long,20.662921348314608,623,12873.0,0.5473515248796148,1.2858253030774014,169.82697947214075,-160.85,4431.0
180,60,135,95,45,180,140,620,0.9471622199863724,0.914772012807366,18,1,0,none,long,20.64922711058264,841,17366.0,0.5124851367419738,1.2161832441180132,226.67285382830627,-196.88725490196077,6393.0
150,60,85,145,5,135,90,330,0.9257954466648449,0.9375543348336732,21,1,0,none,long,20.635402906208718,757,15621.0,0.5178335535006605,1.353328357196173,152.6326530612245,-121.79338842975207,3005.0
300,90,85,55,20,130,360,610,0.9672802485338071,0.9341210450388878,23,1,0,none,long,20.62146892655367,708,14600.0,0.5282485875706214,1.2947410921570606,171.48395721925132,-149.20180722891567,5428.0
240,60,25,250,70,55,70,450,0.956582838693749,0.9361463045069723,22,1,1,none,long,20.62050163576881,917,18909.0,0.529989094874591,1.245456669609014,197.41769547325103,-181.68867924528303,5677.0
300,60,190,180,15,195,380,640,0.926902862199727,0.9605420829898019,26,1,0,none,long,20.601706970128024,703,14483.0,0.5078236130867709,1.3427198939870797,158.94117647058823,-125.0266272189349,5348.0
240,45,45,35,65,25,240,540,0.9125672610362814,0.9875106241560921,5,1,1,none,long,20.588172043010754,930,19147.0,0.5301075268817205,1.2725357625791758,181.34279918864098,-162.25173210161662,8213.0
300,90,295,135,35,110,310,430,0.9736955841177547,0.9185165544573578,30,1,1,none,long,20.585616438356166,584,12022.0,0.571917808219178,1.3464753011700963,139.88023952095807,-139.91129032258064,4675.0
300,90,110,45,10,95,300,580,0.9353294711396436,1.002174683993691,8,1,1,none,long,20.576991150442478,565,11626.0,0.5168141592920354,1.281726318850413,181.1404109589041,-151.71691176470588,4793.0
240,45,170,265,65,120,150,670,0.9710342954547916,0.9662750122222565,9,1,1,none,long,20.56281407035176,796,16368.0,0.5113065326633166,1.2144092219020173,227.78378378378378,-196.75257731958763,6882.0
210,60,20,215,75,185,200,590,0.941676991456892,0.9003021112857235,18,1,1,none,long,20.558679706601467,818,16817.0,0.5281173594132029,1.252008032128514,193.40046296296296,-174.2349869451697,3773.0
240,120,190,160,20,140,210,490,0.9678937750655775,0.9970204981956603,23,1,0,none,long,20.553945249597422,621,12764.0,0.5458937198067633,1.2460530120481927,190.67551622418878,-185.26785714285714,5182.0
300,45,175,30,50,25,230,510,0.9740200581427022,0.9412950051585294,11,1,0,none,long,20.55359394703657,793,16299.0,0.532156368221942,1.2871513891580486,173.12796208530807,-154.24184782608697,4773.0
210,60,280,245,90,150,250,620,0.9658524919195539,0.9902093000370511,15,1,1,none,long,20.541501976284586,759,15591.0,0.5177865612648221,1.231488767798548,211.04834605597964,-184.0191256830601,6227.0
150,45,235,185,75,40,260,690,0.9375432425622472,0.9490863520080312,24,1,1,none,long,20.53646477132262,809,16614.0,0.511742892459827,1.2267906138662517,217.07971014492753,-185.93147208121826,9108.0
180,90,45,245,65,50,140,600,0.9592608130784387,0.9202783624446881,6,1,1,none,long,20.536231884057973,897,18421.0,0.5117056856187291,1.2106171823191787,230.68191721132897,-201.06206896551726,10316.0
300,120,20,25,50,85,240,580,0.9014767499868246,0.9985130596481067,24,1,1,none,long,20.523076923076925,715,14674.0,0.5370629370629371,1.2428706201691522,195.5546875,-184.20426829268294,5619.0
240,45,155,255,45,160,270,480,0.9518729024379236,0.94996041986125,21,1,1,none,long,20.498626373626372,728,14923.0,0.5412087912087912,1.289356834002288,168.7715736040609,-154.41017964071855,5130.0
210,60,30,30,95,105,150,360,0.930907065696243,0.914316168736693,27,1,1,none,long,20.48221906116643,703,14399.0,0.5633001422475107,1.344029244516653,142.0530303030303,-137.67763157894737,2965.0
180,90,170,260,5,50,60,300,0.9848191241001385,0.9986476176828386,13,1,0,none,long,20.465753424657535,584,11952.0,0.5291095890410958,1.3114933541829554,162.85436893203882,-141.06617647058823,6621.0
210,45,275,210,30,140,390,500,1.0012533939099222,0.9442504567387802,5,1,0,none,long,20.429003021148038,331,6762.0,0.5558912386706949,1.4050799736416462,127.47282608695652,-114.33561643835617,2632.0
240,60,100,235,35,185,180,430,0.9272304832823525,0.9190106927873497,27,1,0,none,long,20.428211586901764,794,16220.0,0.5390428211586902,1.2601485188214727,183.57242990654206,-171.28846153846155,5955.0
300,120,255,170,5,105,280,600,0.9473489742208793,0.9498775151664424,9,1,1,none,long,20.426929392446635,609,12440.0,0.5057471264367817,1.2961975285125837,176.75,-141.41077441077442,8430.0
120,45,245,265,25,15,370,610,0.9228095876976967,0.9778910669074764,22,1,0,none,long,20.407022106631988,769,15693.0,0.5253576072821846,1.3182196086383453,160.9108910891089,-136.2292817679558,5437.0
210,90,80,240,35,120,90,430,0.9078441814848025,1.0021191314772837,5,1,0,none,long,20.38755304101839,707,14414.0,0.5346534653465347,1.2218699011790783,210.0,-199.28220858895705,4123.0
210,90,125,130,20,20,260,580,0.9786075149738479,0.9636124509881958,15,1,1,none,long,20.378231292517007,735,14978.0,0.508843537414966,1.2518369062631358,199.07219251336898,-166.1312849162011,8335.0
300,45,90,210,10,110,380,530,0.9699399365695489,0.9574015667396002,21,1,0,none,long,20.366718027734976,649,13218.0,0.5331278890600925,1.3569923837303517,145.21387283236993,-122.60264900662251,5383.0
180,45,245,75,70,180,220,690,0.9565248727470186,0.9530628002765444,25,1,0,none,long,20.35611510791367,834,16977.0,0.5239808153477218,1.2038104156162213,229.46224256292905,-211.95419847328245,7838.0
240,120,155,160,15,75,340,450,0.9032911097124763,0.9033163823495914,29,1,1,none,long,20.310344827586206,580,11780.0,0.5275862068965518,1.3480881744577744,149.09150326797385,-125.34074074074074,3451.0
150,45,35,70,55,115,220,480,0.9838063538179157,1.001703501022822,29,1,1,none,long,20.3015873015873,756,15348.0,0.5185185185185185,1.2847442533533702,176.65561224489795,-148.07967032967034,4329.0
120,60,55,95,40,170,380,660,0.9779778937745218,1.0061446582120468,28,1,0,none,long,20.289520426287744,563,11423.0,0.5150976909413855,1.2941721820195204,173.2896551724138,-144.8917910447761,4880.0
300,45,40,240,65,120,220,560,1.0111443662753448,0.9368615046959747,5,1,0,none,long,20.277272727272727,440,8922.0,0.5636363636363636,1.20541984205558,211.10887096774192,-226.21354166666666,8013.0
210,60,240,205,55,100,220,670,1.0008399141807443,0.926110106085009,25,1,1,none,long,20.272164948453607,485,9832.0,0.534020618556701,1.2459721805263684,192.2934362934363,-176.86725663716814,5285.0
210,60,85,105,80,100,250,660,0.9306642355421668,1.0067663824793305,25,1,1,none,long,20.26086956521739,483,9786.0,0.5031055900621118,1.2301938276251412,215.21810699588477,-178.6218487394958,6531.0
120,60,225,200,90,15,70,500,0.9367936199421827,0.967053334674385,15,1,0,none,long,20.208520179372197,892,18026.0,0.5179372197309418,1.215410721541072,220.14718614718615,-196.43661971830986,4807.0
120,90,175,180,35,130,300,640,0.9704486908891443,0.9154464818289926,29,1,0,none,long,20.208393632416787,691,13964.0,0.5224312590448625,1.2488416850809039,194.1274238227147,-171.6085626911315,6963.0
240,60,205,265,40,100,130,580,0.9370893426497715,0.9806970037533289,7,1,0,none,long,20.205479452054796,803,16225.0,0.5292652552926526,1.2124859215799262,217.84235294117647,-203.07978723404256,8601.0
120,45,155,220,45,115,380,610,0.9498909309536615,0.9825284231868332,20,1,1,none,long,20.194244604316548,695,14035.0,0.5410071942446043,1.314200004477378,156.12765957446808,-142.2579617834395,4629.0
150,60,245,210,45,130,160,500,0.9179306966761225,0.9181193561602367,5,1,1,none,long,20.193460490463217,734,14822.0,0.5286103542234333,1.215185830429733,215.72680412371133,-199.07514450867052,6977.0
180,60,80,20,75,115,190,590,0.9926063400734741,0.9864575124086721,19,1,1,none,long,20.188492063492063,1008,20350.0,0.5208333333333334,1.2488109647996675,194.5504761904762,-170.03950103950103,5410.0
240,90,280,275,15,165,360,620,0.9233304517720516,0.9454300732932883,24,1,0,none,long,20.174114021571647,649,13093.0,0.5177195685670262,1.2637643788150446,186.70238095238096,-160.1258064516129,8824.0
120,45,70,35,5,90,70,200,0.9857414573939216,0.9995354886816036,21,1,0,none,long,20.170506912442395,651,13131.0,0.5314900153609831,1.4321824704604549,125.76300578034682,-101.27666666666667,2771.0
300,60,70,125,90,145,220,580,0.9636266760455392,0.9341285980570472,27,1,0,none,long,20.168550873586845,973,19624.0,0.5107913669064749,1.2384620993025008,205.06639839034204,-174.35169491525423,7077.0
210,60,225,215,80,180,110,590,0.9362019701340345,0.9785715677202333,15,1,1,none,long,20.16273291925466,805,16231.0,0.5329192546583851,1.18699739625337,240.16083916083917,-231.46133333333333,6082.0
300,60,270,235,75,115,120,690,0.962353372100208,0.9015146984396366,22,1,1,none,long,20.14467005076142,788,15874.0,0.5342639593908629,1.1734541123507107,255.0855106888361,-252.1129476584022,7535.0
300,90,125,195,45,160,290,630,0.9571970367480609,0.9954862568893115,12,1,0,none,long,20.126358695652176,736,14813.0,0.5095108695652174,1.2629262145227995,189.73866666666666,-156.93314763231197,9297.0
120,90,220,230,20,150,180,380,0.9186773882919679,0.9378451808977845,19,1,1,none,long,20.095454545454544,660,13263.0,0.5227272727272727,1.247291779314974,193.90144927536232,-170.26349206349207,4506.0
240,60,215,75,95,145,100,320,0.9628294584921031,1.0013541920727282,13,1,0,none,long,20.09059829059829,585,11753.0,0.5367521367521367,1.3208221870393624,154.09872611464968,-137.20599250936328,3473.0
300,45,165,80,50,145,390,610,0.9927569168933867,0.942271209094943,8,1,1,none,long,20.07528409090909,704,14133.0,0.5426136363636364,1.310533485674108,156.13874345549738,-143.57097791798108,5175.0
120,60,235,245,40,165,340,590,0.9924167843115184,1.0089281308504758,8,1,1,none,long,20.06401766004415,453,9089.0,0.5253863134657837,1.2314194780394654,203.21008403361344,-183.52803738317758,4729.0
150,90,40,75,80,40,70,430,0.9595397581571905,0.9526506498436855,20,1,0,none,long,20.03174603174603,819,16406.0,0.5323565323565324,1.2165322633864348,211.4059633027523,-199.91292875989447,5647.0
240,90,20,115,70,170,270,520,0.9326513417502507,0.9986147288684657,13,1,0,none,long,20.021671826625386,646,12934.0,0.5433436532507739,1.271335067550558,172.65527065527064,-162.1360544217687,4064.0
150,45,255,90,10,190,60,400,0.9309947966155604,0.9405864945623568,19,1,0,none,long,20.019347037484884,827,16556.0,0.5066505441354293,1.2968621122467276,172.61575178997614,-137.36453201970443,4859.0
210,120,130,55,25,20,360,590,0.9996819322134112,0.9323904346253045,9,1,0,none,long,20.01461038961039,616,12329.0,0.5211038961038961,1.2740691341558297,178.54828660436138,-155.6574394463668,4638.0
120,60,185,200,25,125,390,550,0.9456085400167251,0.9273920559114508,20,1,0,none,long,19.98939393939394,660,13193.0,0.5272727272727272,1.3808602771362586,137.45114942528735,-112.46753246753246,3857.0
150,45,290,90,70,75,120,520,0.9800667694630438,0.9147869694251626,17,1,1,none,long,19.987244897959183,784,15670.0,0.5178571428571429,1.19809114468112,233.435960591133,-209.2724867724868,5657.0
210,90,285,20,25,140,350,620,0.9046212363636719,0.9888494697890776,8,1,0,none,long,19.96302003081664,649,12956.0,0.522342064714946,1.256402137344152,187.27433628318585,-164.5928338762215,8588.0
300,45,240,90,100,155,380,650,0.9203959010873987,0.9179417517376686,26,1,0,none,long,19.95069532237674,791,15781.0,0.5246523388116309,1.271505746335421,178.0843373493976,-155.82841823056302,8688.0
240,120,25,170,80,150,360,670,1.0144493573882418,0.9183135265561444,7,1,0,none,long,19.922737306843267,453,9025.0,0.5121412803532008,1.2060173031707262,227.72413793103448,-199.12272727272727,4465.0
210,45,65,255,80,150,70,370,1.0072676861761454,0.9865258638136803,9,1,1,none,long,19.920494699646643,566,11275.0,0.549469964664311,1.2409496944052656,186.71704180064307,-184.22834645669292,4747.0
120,60,195,160,20,90,110,350,0.9677898195073945,0.9867022718693785,15,1,1,none,long,19.918454935622318,699,13923.0,0.5135908440629471,1.3028121533743666,166.85793871866295,-137.2507462686567,4883.0
180,45,30,95,60,185,400,550,0.948479063639315,1.0038554196949654,8,1,1,none,long,19.911552346570396,554,11031.0,0.5469314079422383,1.3066978063224624,155.1089108910891,-143.868,5283.0
150,60,100,125,5,85,140,310,0.9965383243933639,0.9249205467861658,18,1,1,none,long,19.908943089430895,615,12244.0,0.5252032520325203,1.4020489919222434,132.19195046439629,-105.37716262975779,2187.0
120,90,20,95,95,185,320,490,0.9021665346051572,0.9981039557443024,21,1,0,none,long,19.900651465798045,614,12219.0,0.5488599348534202,1.3127703688535082,152.18397626112758,-142.58029197080293,3603.0
150,120,90,160,5,180,350,630,0.9325640627976759,0.9365619436214725,16,1,1,none,long,19.89337175792507,694,13806.0,0.5187319884726225,1.2796661669975287,175.4777777777778,-148.69277108433735,5516.0
300,60,55,45,20,120,100,550,0.9755708244628715,0.9832967867372204,5,1,0,none,long,19.885805763073638,937,18633.0,0.5026680896478122,1.2255101299832982,214.98726114649682,-178.45788336933046,10052.0
150,60,160,25,35,160,380,600,0.917422124539813,0.9087733230037458,20,1,0,none,long,19.879943502824858,708,14075.0,0.5409604519774012,1.346256980491525,142.88250652741513,-126.23913043478261,3151.0
210,60,255,285,45,55,220,450,0.9654088288224736,0.9811929388147281,26,1,0,none,long,19.865671641791046,737,14641.0,0.5278154681139756,1.2504747403897147,187.90231362467867,-168.45244956772333,7622.0
150,120,50,85,20,40,290,500,0.9122276958295296,0.9770235002873044,7,1,1,none,long,19.853620955315872,649,12885.0,0.522342064714946,1.3234917526549672,155.50442477876106,-130.16666666666666,3916.0
240,45,240,40,80,50,270,640,0.9923980270298544,0.9672025916994654,22,1,0,none,long,19.851807228915664,830,16477.0,0.5277108433734939,1.2416372142134362,193.3013698630137,-174.39641943734014,9011.0
120,60,80,205,75,145,400,550,0.9996320477849124,1.0091984308783342,8,1,0,none,long,19.85024154589372,414,8218.0,0.5144927536231884,1.3363070879030938,153.30516431924883,-123.41414141414141,2771.0
210,120,180,195,5,160,360,640,0.970984268767903,0.9341131191592815,30,1,0,none,long,19.81447963800905,663,13137.0,0.502262443438914,1.2633034694245686,189.27927927927928,-152.57798165137615,6278.0
240,60,95,55,50,175,300,630,0.9499752729563596,0.9881975742879552,6,1,0,none,long,19.813477737665462,831,16465.0,0.516245487364621,1.2378475984109787,199.74358974358975,-173.0625,5622.0
210,90,70,240,55,15,80,600,0.971997997271684,0.9060387853770175,9,1,0,none,long,19.801432958034802,977,19346.0,0.526100307062436,1.2050189695004345,221.22178988326849,-204.24675324675326,6102.0
210,60,165,215,10,130,90,690,1.0087691879472969,0.901007455159446,19,1,0,none,long,19.797040169133194,473,9364.0,0.4820295983086681,1.1936471172139962,253.1578947368421,-198.99588477366254,5507.0
210,90,140,220,20,75,130,450,0.987242547275331,0.9150363360920508,16,1,1,none,long,19.780979827089336,694,13728.0,0.5244956772334294,1.2520980626205123,187.31593406593407,-165.0151515151515,3961.0
210,45,220,100,85,40,70,500,0.9366427536461266,0.9127044412612417,14,1,0,none,long,19.77104377104377,891,17616.0,0.5185185185185185,1.2000999591076378,228.6839826839827,-206.17330210772835,11684.0
210,45,105,50,60,130,270,610,0.9322533968745257,0.913892260727984,26,1,0,none,long,19.77037037037037,945,18683.0,0.5153439153439153,1.251088592624449,191.15195071868584,-162.46288209606988,7068.0
180,60,235,70,65,180,110,500,0.9600542408632285,0.9650107939628689,7,1,1,none,long,19.765929778933682,769,15200.0,0.5279583875162549,1.193855297223533,230.564039408867,-217.1994459833795,8591.0
150,90,100,255,25,90,80,330,0.9851131710525864,1.0136512234374842,11,1,1,none,long,19.724242424242423,330,6509.0,0.5363636363636364,1.2091446565130777,212.6045197740113,-203.41176470588235,5865.0
150,45,115,175,60,125,180,460,0.9509125746580741,0.990731298527696,27,1,0,none,long,19.701834862385322,872,17180.0,0.5160550458715596,1.2519098520506167,189.73111111111112,-162.37857142857143,7070.0
210,45,260,80,55,75,130,380,0.9396750203644585,1.0021157507830407,27,1,1,none,long,19.683397683397683,518,10196.0,0.5173745173745173,1.2504851983785776,189.92910447761193,-162.82,6225.0
210,45,220,230,45,60,320,580,0.9956969092494328,0.9482449295514669,9,1,1,none,long,19.674318507890963,697,13713.0,0.5294117647058824,1.2643418922044876,177.7479674796748,-159.61846153846153,6574.0
210,45,280,180,15,25,130,490,0.900702950959384,0.9849658945962266,29,1,0,none,long,19.640181611804767,881,17303.0,0.46311010215664017,1.246720469970912,214.3014705882353,-149.21702127659574,6152.0
120,45,230,35,40,105,360,560,0.9827210228137669,0.9064458106631351,30,1,1,none,long,19.62787356321839,696,13661.0,0.5330459770114943,1.2746923510013672,170.87061994609164,-154.92834890965733,5678.0
300,60,225,300,35,145,400,650,0.9677635776783562,0.9152416810925005,11,1,1,none,long,19.627019089574155,681,13366.0,0.5095447870778267,1.307809225525643,163.65706051873198,-132.3871951219512,4708.0
120,90,260,265,10,115,70,300,1.0025977683965914,0.923933483329616,6,1,1,none,long,19.624685138539043,397,7791.0,0.5239294710327456,1.3380336688649774,148.26442307692307,-121.94708994708995,3992.0
240,60,60,275,35,20,80,630,0.9747149068310929,0.9114297008751365,24,1,0,none,long,19.6044703595724,1029,20173.0,0.48299319727891155,1.2155188991688213,228.9235412474849,-176.9413988657845,8106.0
210,45,120,190,5,70,290,470,0.9623173584847177,1.0014672768637358,24,1,0,none,long,19.602430555555557,576,11291.0,0.4913194444444444,1.342608326253186,156.34982332155477,-112.4778156996587,3413.0
150,60,265,80,20,120,210,510,0.9002380934124693,0.9552825583084318,8,1,0,none,long,19.583216783216784,715,14002.0,0.5118881118881119,1.2317866543064775,203.3087431693989,-174.0893371757925,7025.0
120,45,55,125,5,95,450,620,0.9239412248552231,0.9999098709367621,30,1,1,none,long,19.54755043227666,694,13566.0,0.5172910662824207,1.408,130.4066852367688,-100.45317220543807,3650.0
150,45,30,35,65,55,100,570,0.9525946971208208,0.969783004279022,9,1,1,none,long,19.5423197492163,957,18702.0,0.49320794148380354,1.216180601310816,222.90889830508473,-180.98535564853557,8513.0
180,90,275,230,50,110,180,700,0.9077255351268672,1.0014496946767937,11,1,1,none,long,19.506349206349206,630,12289.0,0.49523809523809526,1.1831554787170622,254.43910256410257,-210.9937106918239,9064.0
120,45,265,40,75,105,310,650,0.9960218085954801,0.9985042605594818,18,1,0,none,long,19.50194552529183,771,15036.0,0.5071335927367056,1.23906890959392,199.30946291560102,-166.3862433862434,4912.0
210,90,285,90,70,50,60,360,1.006287532506971,0.9352047984222616,9,1,1,none,long,19.49520766773163,313,6102.0,0.5303514376996805,1.337182958501409,145.77710843373495,-123.95205479452055,3138.0
150,90,160,260,5,195,240,510,0.9723902931896736,1.0107290468721404,22,1,1,none,long,19.462365591397848,465,9050.0,0.5376344086021505,1.2193992581638342,201.196,-191.85581395348837,6335.0
180,90,110,290,5,165,200,660,1.0169720532816038,0.9194382416405249,6,1,1,none,long,19.460732984293195,382,7434.0,0.4895287958115183,1.1816182937554969,258.6417112299465,-209.90769230769232,6472.0
300,60,245,195,50,190,240,550,0.9797143200728262,0.9277357957177802,8,1,0,none,long,19.40877914951989,729,14149.0,0.5390946502057613,1.220382542599919,199.36641221374046,-192.7987987987988,8395.0
150,45,240,40,75,75,250,650,0.933546446489236,0.9813501232380281,15,1,1,none,long,19.406134969325155,815,15816.0,0.5214723926380368,1.2073549655850542,216.68470588235294,-197.09302325581396,11129.0
300,45,190,80,40,170,310,490,0.9441854491256352,0.9961035833393681,15,1,0,none,long,19.406113537117903,687,13332.0,0.529839883551674,1.3060184547582978,156.3131868131868,-134.87925696594428,4576.0
180,120,40,200,25,135,110,410,0.9460555021588531,0.9573783277938258,19,1,0,none,long,19.40514075887393,817,15854.0,0.5201958384332925,1.2095787010720849,215.29647058823528,-192.97704081632654,8015.0
180,60,215,260,15,80,250,570,0.976755158714453,0.982270445164952,19,1,1,none,long,19.39943741209564,711,13793.0,0.5147679324894515,1.244517718803737,191.8087431693989,-164.93859649122808,5823.0
150,45,25,100,80,90,110,660,0.9677114839967969,0.9330985952518847,25,1,0,none,long,19.391102873030583,1079,20923.0,0.47544022242817424,1.2269699730972836,220.4814814814815,-164.32085561497325,10328.0
300,120,205,110,15,115,310,560,0.9924674078816843,0.9366483849930329,6,1,0,none,long,19.387622149837135,614,11904.0,0.509771986970684,1.280708373617563,173.51757188498402,-142.78451178451178,6614.0
180,60,100,230,25,145,280,490,0.9071888936555839,0.9702179809418349,22,1,0,none,long,19.38583815028902,692,13415.0,0.5289017341040463,1.301840518405184,158.0846994535519,-137.17283950617283,5979.0
180,45,35,115,95,100,370,690,0.9013391958278564,0.9376160784003543,22,1,1,none,long,19.384230287859825,799,15488.0,0.5206508135168961,1.2664877234639274,176.93990384615384,-151.7467362924282,9102.0
180,90,120,190,15,110,330,670,0.9137884505136589,0.9679441482566181,22,1,1,none,long,19.352367688022284,718,13895.0,0.4986072423398329,1.247992147064073,195.32122905027933,-157.83098591549296,6005.0
150,90,85,285,20,165,200,640,0.9446475263557222,0.9710031751773663,12,1,1,none,long,19.344549125168236,743,14373.0,0.5047106325706595,1.2380660549243052,199.32533333333333,-164.5068119891008,5662.0
240,45,240,200,10,190,370,620,0.9981235043467861,0.962599042700359,24,1,1,none,long,19.34257748776509,613,11857.0,0.5367047308319739,1.2995780590717299,156.3404255319149,-140.85053380782918,5966.0
300,120,295,45,20,60,400,500,0.9474895224230382,0.9017277699215995,26,1,0,none,long,19.331147540983608,305,5896.0,0.5540983606557377,1.4758292308933905,108.20710059171597,-93.87121212121212,1861.0
210,60,125,155,40,190,120,470,0.9274214785279327,0.9063840223915589,26,1,1,none,long,19.318877551020407,784,15146.0,0.5293367346938775,1.2149863025365149,206.2578313253012,-193.5467032967033,5107.0
180,120,145,90,10,30,350,590,0.965531705712596,0.9226939922897393,20,1,1,none,long,19.31160572337043,629,12147.0,0.5135135135135135,1.277969747591478,172.89783281733747,-144.69867549668874,6172.0
300,60,230,115,95,35,220,480,0.9653457771924081,0.9034331772024695,23,1,1,none,long,19.299615877080665,781,15073.0,0.5403329065300896,1.2333968194979947,188.75355450236967,-180.89915966386553,6218.0
210,45,280,195,65,25,210,650,0.9763330136549384,0.9087934703885906,10,1,0,none,long,19.290137614678898,872,16821.0,0.5022935779816514,1.2108185338831168,220.57077625570776,-184.270207852194,8318.0
210,60,190,70,45,80,130,620,0.94267450434527,0.9207596136487167,26,1,1,none,long,19.278833967046896,789,15211.0,0.523447401774398,1.1866471974084618,234.15738498789347,-217.32266666666666,12118.0
210,60,20,285,75,40,240,660,0.9598650442509793,0.9500532203638773,26,1,1,none,long,19.270207852193995,866,16688.0,0.5196304849884527,1.225333855439582,201.66,-178.88647342995168,6780.0
150,45,155,235,55,30,210,470,0.9258258270850614,0.9225070363205135,21,1,1,none,long,19.265725288831835,779,15008.0,0.527599486521181,1.2508063303196912,182.1094890510949,-162.60597826086956,4936.0
240,60,285,25,35,175,340,560,0.9377983782749009,0.9914056583185145,20,1,1,none,long,19.246932515337424,652,12549.0,0.5245398773006135,1.2578173151990797,179.01461988304092,-158.03246753246754,5130.0
300,90,160,20,25,70,120,430,0.9227360804136651,0.9633195277529311,15,1,0,none,long,19.241573033707866,712,13700.0,0.523876404494382,1.2398291436173938,189.87667560321717,-168.50737463126845,6563.0
120,60,225,260,10,140,310,540,0.9061250591236275,0.9235908235910335,7,1,1,none,long,19.234234234234233,666,12810.0,0.509009009009009,1.296178123049178,165.3716814159292,-133.90402476780187,4552.0
150,45,50,130,30,170,390,570,0.90823206415134,0.9503304008802843,20,1,1,none,long,19.20584652862363,821,15768.0,0.5225334957369062,1.2964244087679062,160.75058275058274,-136.0460358056266,5214.0
150,60,165,255,50,155,170,520,0.9628498448487623,0.9190155329653433,17,1,1,none,long,19.19607843137255,765,14685.0,0.5320261437908497,1.2069767441860466,210.40540540540542,-198.18435754189943,8785.0
300,90,180,225,40,95,200,580,0.9530582322918445,0.9042955823718145,29,1,0,none,long,19.183195592286502,726,13927.0,0.5192837465564738,1.2039301246101357,218.09018567639257,-198.52616279069767,9021.0
150,45,270,140,35,150,310,460,0.9989200447948906,0.9247876108881756,6,1,0,none,long,19.170437405731523,663,12710.0,0.5339366515837104,1.2918015473976627,158.9463276836158,-140.96116504854368,4250.0
180,45,290,225,65,140,90,380,0.9505343157958827,0.984049956679813,23,1,0,none,long,19.15897435897436,780,14944.0,0.5461538461538461,1.2446547264333192,178.46478873239437,-173.5284090909091,3567.0
210,60,255,220,95,80,280,360,0.9957613195443069,1.0000698656227978,13,1,0,none,long,19.15497076023392,342,6551.0,0.5292397660818714,1.5721897108917808,99.4475138121547,-72.00628930817611,1014.0
120,60,210,245,30,140,300,490,0.9219712583811988,0.9013253966055981,9,1,1,none,long,19.14956011730205,682,13060.0,0.532258064516129,1.2782156704017724,165.29476584022038,-147.15360501567397,5141.0
240,45,50,180,25,110,230,610,0.934713721933846,0.9947377908258183,23,1,1,none,long,19.144432194046306,907,17364.0,0.5093715545755237,1.2457158220951787,190.54329004329006,-158.80224719101125,6625.0
150,60,140,125,10,185,290,470,0.9970132314619915,1.0155268145869305,18,1,1,none,long,19.140065146579804,307,5876.0,0.5374592833876222,1.2265227447956824,192.8242424242424,-182.67605633802816,3145.0
240,45,30,275,90,175,340,560,1.0036315192782883,0.9708884171403017,26,1,1,none,long,19.126064735945487,587,11227.0,0.5502555366269165,1.259110526437259,168.90402476780187,-165.37786259541986,4725.0
210,90,60,200,40,160,150,620,0.947247531178637,0.9181974201467816,28,1,1,none,long,19.10411899313501,874,16697.0,0.5091533180778032,1.2011347483556991,224.0696629213483,-193.95794392523365,9759.0
180,45,55,265,80,40,230,640,1.0015619249124788,0.9061603110279619,30,1,0,none,long,19.097186700767264,782,14934.0,0.5230179028132992,1.218874118802304,203.33740831295844,-184.4081081081081,9869.0
150,90,240,185,10,155,320,540,0.9401218655366581,0.991203871802206,25,1,1,none,long,19.08777969018933,581,11090.0,0.5438898450946644,1.277187632782624,161.70569620253164,-152.1254752851711,6247.0
210,45,250,215,90,175,270,460,1.0009115563398683,0.9816288378381087,21,1,1,none,long,19.072434607645874,497,9479.0,0.5472837022132797,1.2570367156570312,170.43014705882354,-165.37219730941703,4533.0
