tf1,tf2,lookback,length,lookback2,length2,min_s,max_s,koeff1,koeff2,mmcoff,exitday,sdel_day,sl_type,direction,avg_trade_1c,num_trades,total_pts,win_rate,profit_factor,avg_win,avg_loss,max_dd_1c
180,90,25,260,70,160,170,520,0.9885222116576636,1.0053640200376444,22,1,1,none,long,16.240875912408757,548,8900.0,0.5164233576642335,1.1752589500216613,210.8904593639576,-192.3560606060606,6588.0
210,90,290,130,60,200,300,600,0.9008522284208799,0.9094897022142796,22,1,1,none,long,16.225108225108226,693,11244.0,0.5194805194805194,1.1986923484714613,188.42777777777778,-170.9667673716012,10876.0
300,90,55,220,45,80,160,470,0.9591288841223184,0.9364285133135817,14,1,1,none,long,16.207013574660632,884,14327.0,0.5350678733031674,1.1874525709799817,191.87526427061312,-188.71604938271605,7485.0
300,45,165,190,20,20,410,680,0.9105596034422865,0.9897384308487673,27,1,0,none,long,16.20392156862745,765,12396.0,0.49673202614379086,1.282304714188112,148.17368421052632,-115.55263157894737,5276.0
120,90,120,280,5,165,170,480,1.0090820985790614,0.9596671854954573,29,1,1,none,long,16.199143468950748,467,7565.0,0.4989293361884368,1.1808380943274448,212.00858369098714,-180.31465517241378,3311.0
210,120,255,255,30,120,280,480,0.9189881920359791,0.9199426992786374,30,1,1,none,long,16.198305084745762,590,9557.0,0.5169491525423728,1.2716832020922761,146.6688524590164,-125.18505338078292,5537.0
180,90,85,115,60,170,80,170,1.006501718961053,0.914872787345668,23,1,0,none,long,16.19675925925926,432,6997.0,0.5277777777777778,1.3578113014574278,116.45614035087719,-98.76262626262626,2451.0
150,45,160,110,70,175,250,620,0.9981097671478842,1.0019847695310646,18,1,0,none,long,16.182795698924732,744,12040.0,0.521505376344086,1.1883516105314207,195.78092783505156,-180.06478873239436,7004.0
210,90,270,225,60,50,290,580,0.9962483531713524,0.93782430466518,16,1,0,none,long,16.170731707317074,697,11271.0,0.5136298421807748,1.2015377738042021,187.69832402234636,-165.45857988165682,11475.0
150,45,25,50,95,170,360,650,0.9624291906013666,0.9779714832267594,27,1,0,none,long,16.16951219512195,820,13259.0,0.49634146341463414,1.2169551984815263,182.73464373464373,-148.33495145631068,4480.0
210,90,165,180,25,190,330,680,0.958995347856836,0.9759404784691494,14,1,1,none,long,16.165714285714287,700,11316.0,0.5071428571428571,1.1795392523957606,209.41971830985915,-185.92330383480825,8876.0
240,60,295,30,10,95,350,610,0.9660533065507731,0.9741499359086282,26,1,0,none,long,16.1566091954023,696,11245.0,0.4956896551724138,1.2330908111021288,172.42898550724638,-139.02881844380403,6151.0
300,60,260,95,55,50,210,540,0.9190711039391221,0.9208797950238559,11,1,0,none,long,16.152909336941814,739,11937.0,0.5385656292286874,1.172717144386729,203.643216080402,-205.08308605341247,13666.0
240,90,145,90,15,180,150,670,0.9782357874349445,0.9614595726485211,20,1,0,none,long,16.14987714987715,814,13146.0,0.4987714987714988,1.1710404767171054,221.6871921182266,-188.3799019607843,7243.0
300,45,105,180,100,35,280,600,0.9779923877215709,0.9917426975045297,28,1,1,none,long,16.11668484187568,917,14779.0,0.5332606324972737,1.210242549256704,173.9754601226994,-165.79009433962264,4147.0
120,60,265,40,45,85,410,570,0.9687948758256222,0.9205648525182215,19,1,0,none,long,16.112951807228917,664,10699.0,0.5225903614457831,1.2480179887801939,155.149855907781,-137.38216560509554,4323.0
300,60,20,95,40,195,280,660,0.9765364461523148,0.9707367182600859,8,1,0,none,long,16.1104033970276,942,15176.0,0.5233545647558386,1.201824613665984,183.30628803245435,-168.2192393736018,8497.0
150,120,25,165,10,135,310,420,0.972230327234396,0.9530695236309984,10,1,0,none,long,16.106569343065694,685,11033.0,0.5240875912408759,1.2923888270525257,135.84122562674094,-117.55140186915888,5231.0
300,60,190,190,50,125,340,670,0.9273395512302983,0.9588970439621028,22,1,0,none,long,16.106382978723403,752,12112.0,0.5212765957446809,1.192872384470843,191.0969387755102,-175.9047619047619,7255.0
300,45,100,140,15,195,430,580,0.9648908576053963,0.9594499583414795,6,1,0,none,long,16.10518292682927,656,10565.0,0.524390243902439,1.320151515151515,126.64244186046511,-107.49185667752442,2814.0
300,45,220,35,90,155,120,490,0.9759902428155208,0.9656907533550974,26,1,0,none,long,16.08664259927798,831,13368.0,0.5018050541516246,1.1708086835413924,219.73860911270984,-190.42092457420924,9780.0
240,45,150,25,10,155,60,310,0.9031398049109097,0.9682089208911324,21,1,0,none,long,16.07230559345157,733,11781.0,0.5075034106412005,1.2641775983854693,151.5483870967742,-124.22005571030641,5070.0
180,120,45,150,80,40,290,520,1.0160684312348829,0.979314261118509,7,1,1,none,long,16.068877551020407,392,6299.0,0.5153061224489796,1.1831424085596325,201.45049504950495,-186.92391304347825,6316.0
240,90,70,185,30,145,280,510,1.0102509387906347,0.9220378775863602,29,1,0,none,long,16.063882063882065,407,6538.0,0.5626535626535627,1.2086817746568783,165.36244541484717,-177.00564971751413,5011.0
150,45,85,200,20,75,410,590,1.0035362715580323,0.9130596101037761,5,1,1,none,long,16.06122448979592,490,7870.0,0.5102040816326531,1.282575131952174,142.884,-117.51476793248945,3388.0
180,120,100,115,5,40,310,670,0.9169507457054094,0.9553389914834601,10,1,1,none,long,16.04940119760479,668,10721.0,0.5089820359281437,1.2090311762756147,182.38235294117646,-157.32822085889572,6720.0
180,45,55,220,10,190,370,570,0.9340685685414858,0.9552923992688275,12,1,0,none,long,16.029187817258883,788,12631.0,0.5279187817258884,1.2671361800224181,144.02403846153845,-127.7918918918919,5064.0
120,90,50,140,15,170,280,490,0.9383234033564799,0.925265782765268,13,1,1,none,long,16.025280898876403,712,11410.0,0.5351123595505618,1.2358168853983673,156.94225721784778,-147.515243902439,5423.0
240,45,230,105,20,40,250,580,0.9352928206043241,0.9791296854889573,6,1,0,none,long,16.02375296912114,842,13492.0,0.5083135391923991,1.2146732644910818,178.36682242990653,-152.91727493917276,5081.0
240,45,220,70,80,155,70,360,0.933909829505282,0.9196178400347248,14,1,1,none,long,16.00925925925926,756,12103.0,0.5568783068783069,1.2022999648987915,170.85510688836104,-178.58805970149254,8076.0
240,90,290,280,50,145,310,640,0.9515170334305116,0.9698866039068915,5,1,0,none,long,16.00291120815138,687,10994.0,0.50509461426492,1.1898627061566358,198.55619596541786,-171.82492581602375,10420.0
210,90,260,125,5,175,450,630,0.9429884127613463,0.9545268462872748,8,1,0,none,long,16.00168634064081,593,9489.0,0.49409780775716694,1.3329941044357103,129.64163822525597,-96.59661016949153,3905.0
120,45,130,110,40,50,420,630,0.9506128686662927,0.9117835501679762,19,1,0,none,long,15.998624484181567,727,11631.0,0.5034387895460798,1.2970729464650592,138.7513661202186,-110.59887005649718,5434.0
180,45,85,245,60,170,80,500,0.9310881437640722,0.9888728668384467,21,1,0,none,long,15.992172211350294,1022,16344.0,0.5146771037181996,1.1727987820350165,210.8897338403042,-191.4655870445344,9915.0
240,90,205,190,30,105,250,440,1.0041444288034906,0.9603103560264262,10,1,1,none,long,15.98857142857143,350,5596.0,0.5571428571428572,1.2493427794858085,143.78974358974358,-144.79354838709676,2847.0
240,45,200,105,80,40,100,650,0.9614402267264627,0.9665610744245201,20,1,1,none,long,15.988290398126464,854,13654.0,0.4953161592505855,1.1524326255386608,244.03782505910166,-208.31162790697675,11185.0
150,60,100,115,60,120,140,500,0.9482202469444216,0.9634296121960199,8,1,0,none,long,15.982537834691502,859,13729.0,0.5227008149010477,1.179321064249422,201.0913140311804,-187.19070904645477,8040.0
210,90,295,230,45,60,110,480,0.9707085057257286,0.925646849835863,8,1,0,none,long,15.97107438016529,726,11595.0,0.5275482093663911,1.1604045043300224,219.01044386422976,-212.60588235294117,12830.0
300,120,230,285,30,45,240,540,0.9087453173425198,0.9024392105905632,14,1,0,none,long,15.967164179104477,670,10698.0,0.5134328358208955,1.1598935836310102,225.59593023255815,-207.78571428571428,10279.0
240,60,140,160,40,95,170,550,0.9285646470885861,0.9191472376045164,20,1,0,none,long,15.955070603337612,779,12429.0,0.5057766367137355,1.1848068516370773,202.24111675126903,-175.59791122715404,7190.0
300,45,25,250,65,60,370,650,0.9245441147252208,0.9381936033357952,7,1,0,none,long,15.954703832752614,861,13737.0,0.5238095238095238,1.2310681244743482,162.27716186252772,-146.42857142857142,9381.0
210,60,105,230,75,80,90,430,0.9987880164750286,0.9841394750914003,13,1,1,none,long,15.952201257861635,795,12682.0,0.5257861635220126,1.1699931638137877,208.81578947368422,-202.17615176151762,5377.0
300,60,225,30,40,105,480,560,0.9310609025739028,1.006166832175755,22,1,1,none,long,15.9280205655527,389,6196.0,0.4961439588688946,1.3777127529870763,117.09844559585493,-84.55670103092784,1903.0
300,60,190,85,15,15,220,450,0.9210807071765594,0.9175746559513135,22,1,1,none,long,15.920391061452515,716,11399.0,0.5013966480446927,1.2119561175158051,181.55710306406687,-151.49295774647888,6764.0
240,45,130,265,95,185,180,670,0.9621635316361045,0.9721692110123082,7,1,1,none,long,15.91703056768559,916,14580.0,0.5087336244541485,1.1620126009800762,224.40557939914163,-200.42984409799556,10491.0
300,90,100,235,25,25,240,590,1.0019155667835904,0.9523556970744297,12,1,0,none,long,15.914485165794066,573,9119.0,0.525305410122164,1.1825808389228152,196.22591362126246,-184.9814814814815,4487.0
210,45,260,55,60,90,220,690,0.9302332012836179,0.9941557478898386,17,1,0,none,long,15.91095890410959,876,13938.0,0.5091324200913242,1.1715953019968977,213.37219730941703,-188.89767441860465,10645.0
120,45,80,105,30,140,320,650,0.9449410914524159,0.9746563206858257,30,1,0,none,long,15.907366071428571,896,14253.0,0.49330357142857145,1.2115316117542296,184.69004524886878,-150.06681514476614,7676.0
180,120,120,25,25,105,320,450,0.9923412889443771,0.9547572704821136,23,1,0,none,long,15.904682274247492,598,9511.0,0.5183946488294314,1.2646723250313066,146.6,-126.08771929824562,3906.0
240,90,235,180,10,130,330,670,0.976197178409618,0.9839989296994373,14,1,1,none,long,15.903903903903904,666,10592.0,0.503003003003003,1.1998264347432366,189.84477611940298,-162.59509202453987,7248.0
240,60,125,205,10,185,90,320,0.9471546386005718,0.9181241247224413,20,1,1,none,long,15.9,690,10971.0,0.5304347826086957,1.2445772120293377,152.53551912568307,-140.61755485893417,4909.0
180,60,210,60,5,180,310,500,0.911910498273136,0.9875658339467971,18,1,1,none,long,15.889240506329115,632,10042.0,0.5063291139240507,1.2722368314040178,146.653125,-119.76298701298701,4310.0
180,45,210,75,95,160,370,560,1.001235938928859,0.9701588970729775,29,1,0,none,long,15.87914691943128,422,6701.0,0.5545023696682464,1.26216744913928,137.86752136752136,-135.95744680851064,5882.0
120,90,175,135,45,195,360,440,0.968630678739366,1.006737663257179,13,1,0,none,long,15.875717017208412,523,8303.0,0.5544933078393881,1.2387978142076503,148.52758620689656,-150.5194805194805,4685.0
240,60,150,55,45,105,190,640,0.9730868045743649,0.9199287293113925,19,1,0,none,long,15.875299760191847,834,13240.0,0.5143884892086331,1.179554639398953,202.74592074592076,-183.4278606965174,10302.0
150,90,190,180,30,45,180,410,0.9385504114288526,0.9055552248184,15,1,0,none,long,15.873937677053824,706,11207.0,0.5084985835694051,1.1803014946023778,204.35654596100278,-179.64450867052022,6568.0
180,90,295,60,55,60,110,550,0.9390717230856606,0.983904502192469,17,1,0,none,long,15.86986301369863,730,11585.0,0.536986301369863,1.1628044238957826,211.08163265306123,-211.15430267062314,8430.0
300,45,145,250,15,105,80,580,0.9156081976665359,0.9645891986063997,16,1,0,none,long,15.858185610010427,959,15208.0,0.46611053180396245,1.1892907819073462,213.75838926174498,-157.22504892367905,10737.0
240,120,125,120,30,145,70,510,0.9854250515773726,0.9636114127161679,11,1,0,none,long,15.853947368421053,760,12049.0,0.5092105263157894,1.1482041820418205,241.21188630490957,-219.72972972972974,11893.0
210,45,40,190,70,40,420,650,0.9824807360741817,0.9534687451432572,9,1,0,none,long,15.851553509781358,869,13775.0,0.5316455696202531,1.2708202264863164,139.9112554112554,-126.5273631840796,4263.0
300,45,20,35,45,180,380,520,0.9668186965308877,0.9188407198067359,14,1,0,none,long,15.848920863309353,695,11015.0,0.5223021582733813,1.2527883600312113,150.38292011019283,-131.64350453172204,4800.0
240,60,40,125,10,25,360,520,1.0057965799802944,0.9183148268683696,14,1,0,none,long,15.84478935698448,451,7146.0,0.5144124168514412,1.2200258636615555,170.79310344827587,-148.9816513761468,4542.0
120,60,250,195,15,60,300,560,0.9313128687923693,0.9341517237972838,25,1,1,none,long,15.844285714285714,700,11091.0,0.5028571428571429,1.1896318840084121,197.66477272727272,-169.03757225433526,6472.0
150,90,165,130,30,110,200,670,0.9530720286505697,0.9270233554665624,5,1,0,none,long,15.832446808510639,752,11906.0,0.5106382978723404,1.1542847516489783,231.96614583333334,-209.6983695652174,9482.0
300,60,225,190,90,170,190,440,0.946727198623953,0.987323565325924,23,1,0,none,long,15.831185567010309,776,12285.0,0.5257731958762887,1.1898264752692491,188.73039215686273,-176.8224043715847,5996.0
240,90,260,70,60,100,230,550,0.9988988823525978,0.9180456944754809,20,1,0,none,long,15.830357142857142,672,10638.0,0.5535714285714286,1.194749560632689,175.43548387096774,-182.08,5914.0
150,90,140,245,25,95,390,600,0.939757158225951,1.000012666450385,22,1,1,none,long,15.811722912966252,563,8902.0,0.5097690941385435,1.330892465524291,124.7560975609756,-98.54578754578755,2394.0
240,90,215,40,25,100,200,530,0.9770000757343688,0.9634262027674401,6,1,1,none,long,15.796536796536797,693,10947.0,0.5353535353535354,1.1870450739842122,187.2587601078167,-182.89375,6161.0
210,90,200,255,55,145,120,440,0.9204113437747339,0.9733992905189583,28,1,1,none,long,15.794557823129251,735,11609.0,0.5346938775510204,1.1776951217645528,195.7760814249364,-192.71681415929203,6880.0
240,120,150,140,40,25,200,450,0.9446711269815626,0.9780207335925215,23,1,0,none,long,15.722379603399434,706,11100.0,0.5311614730878187,1.1885158200438173,186.616,-179.515243902439,5499.0
120,90,255,80,25,105,160,530,0.9227581973581731,0.9432705626558469,27,1,0,none,long,15.71853856562923,739,11616.0,0.516914749661705,1.1668414173477155,212.6675392670157,-195.57022471910113,10480.0
150,45,165,265,40,20,200,620,0.9345854615533863,0.9639331135254174,30,1,0,none,long,15.71677559912854,918,14428.0,0.4869281045751634,1.1975518251773147,195.66442953020135,-156.389721627409,5241.0
180,120,220,135,30,55,60,370,0.9547377437917169,0.9090570450183273,5,1,0,none,long,15.70995670995671,693,10887.0,0.5353535353535354,1.150893970893971,223.81940700808624,-224.7663551401869,9939.0
150,45,115,180,80,100,410,590,0.9478234785153627,1.0074087689361835,18,1,1,none,long,15.697452229299364,314,4929.0,0.5127388535031847,1.2428318060892698,156.68944099378882,-134.42384105960264,3730.0
240,45,20,250,60,145,370,530,1.0033839776077034,0.9112458603376705,18,1,0,none,long,15.693950177935942,562,8820.0,0.5284697508896797,1.2395307153332247,153.67676767676767,-141.08045977011494,6344.0
300,90,115,255,45,50,240,420,0.9566435742557744,0.9962655666371341,16,1,1,none,long,15.680473372781066,676,10600.0,0.5310650887573964,1.2070636036880762,172.1225626740947,-161.48895899053628,3834.0
150,120,245,100,35,145,230,440,0.9596697691002938,0.93131313007893,6,1,1,none,long,15.672523961661343,626,9811.0,0.5335463258785943,1.183527255041341,189.42814371257484,-184.33793103448275,3224.0
150,90,110,270,25,45,210,490,0.9139785665061705,0.9455177987465908,9,1,1,none,long,15.65857142857143,700,10961.0,0.5328571428571428,1.1866941459011089,186.7882037533512,-180.09509202453987,8158.0
210,90,40,65,95,125,90,420,0.92531790888563,0.9131328669371073,12,1,1,none,long,15.657360406091371,788,12338.0,0.5329949238578681,1.1643073071340106,208.1642857142857,-205.72876712328767,9904.0
150,45,215,25,50,185,420,580,0.9293723813884712,0.9068539331936739,18,1,1,none,long,15.642857142857142,658,10293.0,0.5273556231003039,1.290303474729242,131.84149855907782,-115.11688311688312,4102.0
180,90,25,50,70,200,150,540,0.951657646709372,0.9490099183303626,8,1,1,none,long,15.639147802929427,751,11745.0,0.5206391478029294,1.174247819120527,202.42710997442455,-188.27932960893855,6525.0
210,45,235,285,65,115,300,480,0.9271471868187937,0.9030765150449909,11,1,1,none,long,15.633241758241759,728,11381.0,0.5398351648351648,1.2169048980369734,162.470737913486,-157.09580838323353,4927.0
210,60,110,105,45,140,170,460,0.9679271654078844,0.9544550185180873,12,1,0,none,long,15.63078848560701,799,12489.0,0.5319148936170213,1.1872526088521052,186.31764705882352,-179.29032258064515,6149.0
300,90,35,105,40,55,330,460,1.000335399171361,0.9441316459577187,29,1,0,none,long,15.630239520958083,668,10441.0,0.5583832335329342,1.2634686719321708,134.23592493297588,-135.25255972696246,7539.0
240,60,160,265,65,60,140,330,1.0142044677884645,0.9610522183129413,8,1,0,none,long,15.626543209876543,324,5063.0,0.5339506172839507,1.2107651319623678,168.121387283237,-161.2214765100671,2387.0
210,90,80,115,25,170,110,460,0.9583231058965767,0.985420841087,13,1,1,none,long,15.623803009575923,731,11421.0,0.518467852257182,1.1894124085775413,189.22955145118735,-171.29829545454547,4769.0
210,90,150,275,45,105,150,680,0.9430901514863124,0.9079684882988877,19,1,1,none,long,15.622077922077922,770,12029.0,0.5038961038961038,1.140696640778516,251.35309278350516,-225.5831134564644,12365.0
120,90,30,75,55,65,180,480,0.9568215175267595,0.9283619655994857,9,1,0,none,long,15.617543859649123,855,13353.0,0.543859649122807,1.1683922468693646,199.247311827957,-204.9018087855297,6737.0
180,45,230,25,100,180,420,540,0.9241297818326335,0.9345775997970325,28,1,1,none,long,15.610878661087867,717,11193.0,0.5383542538354253,1.3158295711060948,120.81088082901555,-109.38271604938272,2259.0
210,45,250,290,15,145,390,590,0.9754944686031971,0.9385466881932732,27,1,0,none,long,15.587719298245615,684,10662.0,0.543859649122807,1.251450403282864,142.6451612903226,-136.34083601286173,6556.0
180,120,125,275,20,35,250,690,0.9760110283703297,0.9146639333750297,19,1,1,none,long,15.583333333333334,684,10659.0,0.5190058479532164,1.1806059168389305,196.27323943661972,-180.48318042813455,6362.0
210,90,225,220,30,160,340,520,0.9324285170823322,0.9891858964948478,7,1,0,none,long,15.58252427184466,618,9630.0,0.5388349514563107,1.2038267789865809,170.7987987987988,-167.53900709219857,6835.0
300,45,120,180,40,120,350,620,0.9281182831426158,0.933959924280944,9,1,1,none,long,15.564580559254328,751,11689.0,0.5179760319573902,1.2009627783031032,179.573264781491,-162.01949860724233,6237.0
210,45,205,110,5,50,370,670,0.9854273953474765,0.9266996838246343,21,1,0,none,long,15.557856272838002,821,12773.0,0.47503045066991473,1.2893616057269721,145.93589743589743,-103.8635294117647,3116.0
120,45,245,40,60,90,210,470,0.933013166435748,0.9232253125842909,23,1,1,none,long,15.551948051948052,770,11975.0,0.5311688311688312,1.1897300209138728,183.59657701711492,-174.8365650969529,7284.0
180,45,270,250,90,165,430,580,0.9450927963248339,1.002540818408475,7,1,1,none,long,15.546448087431694,549,8535.0,0.5227686703096539,1.2887836237523262,132.7177700348432,-113.2375478927203,2881.0
240,90,160,245,15,65,290,690,0.9544145419637319,0.9604571061352113,20,1,1,none,long,15.534582132564841,694,10781.0,0.5014409221902018,1.1777546948937363,205.26436781609195,-179.973293768546,8195.0
120,60,65,90,25,175,150,350,0.98241460980647,1.004956479718292,28,1,0,none,long,15.53014184397163,564,8759.0,0.5212765957446809,1.2566589503911858,145.87074829931973,-127.33955223880596,2937.0
300,60,130,285,90,70,410,630,1.015144646305467,0.9098889747165485,19,1,1,none,long,15.52659574468085,376,5838.0,0.48138297872340424,1.1772905341795985,214.18232044198896,-171.50520833333334,5688.0
150,120,20,230,95,65,270,660,0.9149354272373806,0.9977390756295683,16,1,1,none,long,15.51904090267983,709,11003.0,0.5275035260930888,1.1998692121850647,176.6149732620321,-166.31722054380666,6318.0
210,45,70,205,30,80,300,570,0.9297467693242017,1.0000737741870462,20,1,0,none,long,15.512376237623762,808,12534.0,0.49504950495049505,1.2068146192558369,182.8475,-149.27339901477833,7005.0
210,90,180,40,35,70,100,520,0.9478102334888019,0.9815940093478361,22,1,1,none,long,15.50413223140496,726,11256.0,0.5358126721763086,1.1550413223140497,215.5681233933162,-216.07142857142858,8579.0
120,90,75,255,35,30,330,460,0.9975297983506731,0.9000910317617921,9,1,0,none,long,15.500881834215168,567,8789.0,0.5679012345679012,1.2569282039289056,133.5310559006211,-141.35537190082644,4404.0
210,90,190,185,60,155,110,640,0.9719224254470942,0.9187312863449514,13,1,0,none,long,15.5,788,12214.0,0.5139593908629442,1.1473643569851477,234.8074074074074,-218.11315789473684,11264.0
150,90,225,175,5,80,420,650,0.9942523269625503,0.9223767640499613,24,1,0,none,long,15.490161001788909,559,8659.0,0.4937388193202147,1.2740797011996328,145.84057971014494,-113.64388489208633,5054.0
150,90,30,115,60,50,90,520,0.9130809788327203,0.9923849683890427,18,1,0,none,long,15.477578475336323,892,13806.0,0.5302690582959642,1.15068433345703,222.892177589852,-220.24519230769232,8742.0
150,45,100,195,5,15,80,280,0.9817593315570279,0.9988470849246738,30,1,0,none,long,15.462450592885375,759,11736.0,0.4927536231884058,1.2670124906149751,148.90106951871658,-115.06020942408377,5725.0
150,120,265,155,15,35,230,670,0.9353169188474023,0.9969469478880311,6,1,0,none,long,15.459701492537313,670,10358.0,0.5029850746268657,1.1559892774314027,227.77448071216617,-200.00602409638554,9589.0
240,60,280,130,10,85,250,480,0.9234523193919838,0.9096083452855406,7,1,1,none,long,15.455974842767295,636,9830.0,0.5125786163522013,1.2170600834676617,169.07055214723925,-146.5598705501618,4786.0
180,60,190,195,45,70,420,690,0.9852237600144721,0.9190580273260144,11,1,1,none,long,15.45467032967033,728,11251.0,0.5151098901098901,1.2150872698770765,169.49333333333334,-149.02849002849004,6098.0
180,60,200,240,90,90,80,670,0.9907072402605157,0.9019510886085947,27,1,0,none,long,15.451428571428572,875,13520.0,0.52,1.143510704922035,236.76703296703297,-226.46394230769232,12568.0
300,45,130,160,5,75,270,620,0.9418495856596096,0.9276992281267418,8,1,0,none,long,15.450310559006212,966,14925.0,0.4668737060041408,1.2446641093734632,168.35254988913525,-119.14453125,4310.0
150,90,65,80,5,125,330,450,0.926160844900755,0.9871545266837717,14,1,1,none,long,15.440860215053764,558,8616.0,0.546594982078853,1.2724426877470356,131.93770491803278,-126.5,4485.0
240,90,25,125,5,135,220,640,0.938561652309936,0.930866755240904,23,1,1,none,long,15.429782082324456,826,12745.0,0.48426150121065376,1.1882987367954496,201.075,-160.39099526066352,7550.0
180,45,150,195,95,40,160,390,1.0071890556105418,0.9432840732886612,23,1,0,none,long,15.428256070640177,453,6989.0,0.5364238410596026,1.2200151104954984,159.48559670781893,-152.72115384615384,3340.0
120,60,175,165,50,80,410,610,0.9181479493216445,0.9179967687468397,24,1,1,none,long,15.426206896551724,725,11184.0,0.5227586206896552,1.2503077370694478,147.401055408971,-129.88662790697674,6094.0
150,90,105,270,50,195,70,460,0.960055143327462,0.9404155654293062,27,1,0,none,long,15.419597989949748,796,12274.0,0.5301507537688442,1.155694243600477,215.8957345971564,-213.06486486486486,9926.0
300,90,95,60,5,180,350,660,0.9790462428480089,0.9414566380382798,15,1,0,none,long,15.411366711772665,739,11389.0,0.4871447902571042,1.2062963030050537,184.98888888888888,-147.61229946524065,5591.0
120,60,295,200,85,75,180,490,0.9374080681584387,0.9861819988685092,23,1,1,none,long,15.409271523178807,755,11634.0,0.5231788079470199,1.1662688828228838,206.59493670886076,-194.90529247910862,9179.0
300,90,165,270,25,60,310,400,0.9180972538580945,0.9613014506502029,20,1,1,none,long,15.408620689655173,580,8937.0,0.5637931034482758,1.2560084791887478,134.085626911315,-140.19678714859438,6712.0
180,90,255,30,45,15,270,510,0.9917650401788537,0.9278312460122268,7,1,0,none,long,15.388728323699421,692,10649.0,0.5202312138728323,1.1832622014180492,190.99166666666667,-175.02409638554218,7272.0
150,45,95,125,15,140,360,560,1.002426511081897,1.0107140848500233,25,1,0,none,long,15.386666666666667,300,4616.0,0.5033333333333333,1.180460534031823,199.96688741721854,-174.00680272108843,7241.0
240,90,260,250,30,115,290,450,0.9916661522172817,0.9130620457214739,28,1,0,none,long,15.385008517887563,587,9031.0,0.5724020442930153,1.2484251643605755,135.07142857142858,-145.99598393574297,5942.0
300,120,200,85,10,150,320,650,0.9257894013731311,0.9737693438181475,28,1,0,none,long,15.350746268656716,670,10285.0,0.517910447761194,1.1902374963006808,185.44380403458214,-167.90062111801242,6922.0
300,60,225,130,10,170,120,330,0.9340930380036879,0.9195460366984208,28,1,0,none,long,15.336705202312139,692,10613.0,0.5404624277456648,1.2335144887676297,149.89839572192514,-145.6698717948718,7184.0
120,90,130,70,55,120,150,470,0.9150005998061733,0.9499274621872501,12,1,0,none,long,15.32741116751269,788,12078.0,0.5304568527918782,1.170972353948728,197.89712918660288,-191.96467391304347,7211.0
240,90,255,80,15,165,270,690,0.9963435468166284,0.9115284287052898,8,1,1,none,long,15.315712187958884,681,10430.0,0.5080763582966226,1.1590084458944416,219.72254335260115,-196.97897897897897,7846.0
180,45,190,60,45,195,190,610,0.9857377202452404,0.9921236048005637,29,1,1,none,long,15.305555555555555,792,12122.0,0.4936868686868687,1.1793725954424386,203.84143222506393,-169.79899497487438,8146.0
240,90,105,30,20,160,270,430,0.9629848405290803,0.9100283563813328,25,1,0,none,long,15.304012345679013,648,9917.0,0.5262345679012346,1.211928879770911,166.30791788856305,-152.42345276872965,4113.0
240,90,220,95,15,40,350,510,0.9929653680393323,0.9395553321651097,7,1,0,none,long,15.293814432989691,582,8901.0,0.5343642611683849,1.2254159596829337,155.58842443729904,-146.24814814814815,5400.0
210,120,255,150,65,115,270,420,0.9674785386648517,1.0107755843043347,10,1,1,none,long,15.289473684210526,304,4648.0,0.4934210526315789,1.2113303628262253,177.61333333333334,-145.65562913907286,3028.0
210,90,165,130,50,130,60,400,0.9382209710082068,0.9428742044623448,9,1,1,none,long,15.278514588859416,754,11520.0,0.5238726790450928,1.1503445395698475,223.1493670886076,-215.23595505617976,6101.0
210,90,250,40,50,185,330,430,0.9571210931435593,0.9799031245395883,25,1,0,none,long,15.273162939297125,626,9561.0,0.5511182108626198,1.2425049459747375,141.9913043478261,-141.31182795698925,7005.0
300,90,85,190,35,110,290,390,1.0000652896318278,0.9306273705375744,20,1,0,none,long,15.272727272727273,517,7896.0,0.5667311411992263,1.2460502944750864,136.47440273037543,-144.55405405405406,4345.0
120,90,195,155,30,160,360,440,0.98670846250094,0.92117086394535,7,1,0,none,long,15.269491525423728,590,9009.0,0.5677966101694916,1.2441926652752555,137.02089552238806,-146.9840637450199,6455.0
180,120,190,185,45,195,360,460,0.9895345309503027,0.9208224238358523,6,1,0,none,long,15.258012820512821,624,9521.0,0.5208333333333334,1.2589268717195616,142.43692307692308,-124.22635135135135,4759.0
210,90,245,265,55,80,210,670,0.9613270935075473,0.9925639896644693,18,1,0,none,long,15.247619047619047,735,11207.0,0.5047619047619047,1.1495982059428145,232.1320754716981,-206.37465564738292,8440.0
120,45,235,70,20,150,390,640,0.929900950482325,0.993889025413128,21,1,1,none,long,15.226818830242511,701,10674.0,0.5021398002853067,1.234387351778656,159.69886363636363,-131.2391930835735,6598.0
240,90,165,195,35,45,210,610,0.9407510326716795,0.9067708160456129,16,1,0,none,long,15.219810040705562,737,11217.0,0.514246947082768,1.1558479450912829,219.50131926121372,-202.17415730337078,8874.0
150,120,235,60,50,135,320,610,0.9463972839578879,0.9605063675002257,7,1,0,none,long,15.209509658246656,673,10236.0,0.5066864784546805,1.2065166952486635,175.36950146627566,-151.5749235474006,6858.0
240,90,200,105,70,40,330,590,0.9536363871672116,0.9312531699460533,28,1,0,none,long,15.203753351206434,746,11342.0,0.514745308310992,1.1819669501042835,191.85416666666666,-174.59383753501402,8998.0
