split,train_bars,test_bars,MAE,MAPE,DirAcc,PinballLoss,time_sec
1,39000,9360,0.01167019922286272,1.1585842370986938,0.4914383561643836,0.00453153516476353,49.0
2,48360,9360,0.011633103713393211,1.2677242755889893,0.4892979452054795,0.004277280221382777,63.1
3,57720,9360,0.008835747838020325,1.079002857208252,0.4922945205479452,0.004811545833945274,67.0
4,67080,9360,0.008726434782147408,1.020054578781128,0.515625,0.003309066795433561,145.1
5,76440,9360,0.012908736243844032,1.028760313987732,0.4964683219178082,0.004507027255992095,318.9
