tf1,tf2,lookback,length,lookback2,length2,min_s,max_s,koeff1,koeff2,mmcoff,exitday,sdel_day,avg_trade_1c,num_trades,total_pts,win_rate,profit_factor,avg_win,avg_loss
150,70,65,265,65,200,190,590,0.9647429854574799,1.002119687428065,20,0,1,295.20527859237535,341,100665.0,0.3313782991202346,1.279326276065874,4080.0884955752213,-1580.6359649122808
165,60,120,260,70,180,180,460,0.9798241419890583,0.9843557329576877,29,0,1,295.19607843137254,306,90330.0,0.3366013071895425,1.2660990985683145,4172.718446601942,-1672.2167487684728
165,50,105,270,60,175,170,430,0.9829649401524284,1.0100639501727273,29,0,1,295.10835913312695,323,95320.0,0.32507739938080493,1.303132453490221,3902.5714285714284,-1455.787037037037
150,45,115,305,100,205,140,570,0.9438664243010655,1.0093395915876102,22,0,1,295.0,385,113575.0,0.2909090909090909,1.3581734180608336,3845.2678571428573,-1174.4259259259259
195,45,95,310,100,165,180,440,0.9643959389481842,1.0127687085035912,30,0,1,294.85714285714283,315,92880.0,0.3238095238095238,1.316316452678541,3789.3137254901962,-1378.544600938967
165,60,60,265,105,185,230,560,0.9702851482707935,0.9991286636748673,27,0,1,294.8224852071006,338,99650.0,0.378698224852071,1.2896381339921523,3466.40625,-1646.1722488038276
165,70,60,285,100,190,210,590,0.9478987318697647,0.9927747887329073,28,0,1,294.7859327217125,327,96395.0,0.3363914373088685,1.2775034905646798,4034.181818181818,-1608.1712962962963
195,55,110,285,90,200,180,550,0.9713472895247124,0.9916478944742939,20,0,1,294.7720364741641,329,96980.0,0.3404255319148936,1.2722933513027852,4045.8928571428573,-1648.888888888889
165,55,60,320,70,175,160,600,0.9537959565630332,0.9926567036517716,27,0,1,294.75,400,117900.0,0.34,1.317545820596038,3596.948529411765,-1406.3825757575758
210,55,80,290,70,200,210,500,0.9775888797305284,0.9818937122693713,28,0,1,294.75,340,100215.0,0.36764705882352944,1.27883197462508,3677.0,-1679.4859813084113
180,50,100,320,100,165,150,370,0.9831010921684225,0.9961177545652309,23,0,1,294.6416938110749,307,90455.0,0.3583061889250814,1.2402268019333935,4245.409090909091,-1911.3705583756346
210,50,75,310,65,180,160,490,0.9511396529435747,0.9889100440187629,28,0,1,294.5833333333333,372,109585.0,0.34946236559139787,1.274928185250693,3909.076923076923,-1653.9211618257261
180,45,75,245,90,150,220,530,0.988314707048593,1.003977962281567,25,0,1,294.55012853470436,389,114580.0,0.30077120822622105,1.3365743324618864,3888.974358974359,-1251.5808823529412
