tf1,tf2,lookback,length,lookback2,length2,min_s,max_s,koeff1,koeff2,mmcoff,exitday,sdel_day,sl_type,time_bars,time_target,direction,avg_trade_1c,num_trades,total_pts,win_rate,profit_factor,avg_win,avg_loss,max_dd_1c,be_target,be_offset,trail_pts,trail_atr,sl_atr_mult,sl_pts
210,120,50,285,45,95,210,440,0.9731609221479139,1.0183982215947078,10,1,1,trail_atr,,,short,133.44532279314888,759,101285.0,0.5019762845849802,1.2335666270797543,1404.015748031496,-1147.2089947089946,27355.0,,,,1.66,,
210,60,50,95,95,140,180,490,0.9642403954951886,1.0365627159732245,13,1,0,breakeven,,,short,133.33762886597938,388,51735.0,0.46134020618556704,1.1751709893681859,1938.9664804469273,-1413.11004784689,31050.0,500.0,200.0,,,,
180,45,25,45,60,45,140,690,1.0186698610906018,0.9017397453447449,19,0,1,breakeven,,,short,133.32764505119454,293,39065.0,0.3856655290102389,1.2068627710556277,2016.9026548672566,-1060.926966292135,30525.0,1500.0,100.0,,,,
150,120,85,75,20,75,410,620,1.0007942278904207,0.96467500713664,20,0,0,atr,,,short,133.31858407079645,226,30130.0,0.3407079646017699,1.0941312463876782,4548.2467532467535,-2177.4489795918366,49065.0,,,,,3.64,
150,45,40,290,35,55,440,690,0.9861813583686545,0.9896408622265809,22,0,1,breakeven,,,short,133.2608695652174,437,58235.0,0.40274599542334094,1.1330523093092064,2817.7272727272725,-1689.903474903475,68245.0,3000.0,500.0,,,,
120,90,25,130,90,60,330,450,0.9226634415973277,0.9149273587482526,23,0,0,time,42.0,600.0,short,133.22314049586777,242,32240.0,0.40082644628099173,1.0896302474284125,4040.618556701031,-2480.689655172414,67410.0,,,,,,
240,45,270,65,30,185,230,690,0.9581207951846791,0.9772758912195567,25,0,0,trail_pts,,,short,133.1980198019802,505,67265.0,0.33861386138613864,1.1767410696690621,2619.0058479532163,-1146.3403614457832,65055.0,,,6500.0,,,
240,60,45,245,15,180,210,280,0.902238812862554,1.0087538741284796,10,0,1,time,31.0,1400.0,short,133.17241379310346,290,38620.0,0.4206896551724138,1.1127838212747316,3123.3196721311474,-2038.2440476190477,49510.0,,,,,,
210,120,150,105,50,70,300,630,0.9514659653628548,0.9531290395667198,13,0,1,time,17.0,1600.0,short,133.13993174061434,293,39010.0,0.3822525597269625,1.122158201290161,3199.5535714285716,-1764.3093922651933,63205.0,,,,,,
300,90,275,215,40,145,100,630,1.0702071159594664,1.006104223609192,15,1,0,trail_pts,,,short,133.134110787172,343,45665.0,0.42857142857142855,1.1721129202472487,2115.5442176870747,-1353.6734693877552,29525.0,,,1000.0,,,
210,45,125,215,30,95,340,510,0.9991356546026631,0.9113275822140733,27,0,0,atr,,,short,133.09872029250457,547,72805.0,0.2230347349177331,1.1860402718863392,3804.467213114754,-920.8,35715.0,,,,,0.6,
120,45,215,200,5,115,190,650,1.049297097868119,0.9117129409354379,24,1,1,trail_atr,,,short,133.046875,256,34060.0,0.40625,1.207171314741036,1908.3173076923076,-1081.6118421052631,24900.0,,,,0.59,,
150,60,65,85,10,175,60,270,0.9240274428956984,1.033638814690069,24,1,0,atr,,,short,133.02083333333334,288,38310.0,0.4930555555555556,1.2446360153256706,1372.605633802817,-1072.6027397260275,18285.0,,,,,1.23,
180,45,115,250,15,110,70,330,1.0373369002554906,1.0150347770345307,23,1,1,fixed,,,short,133.01749271137027,343,45625.0,0.4518950437317784,1.2231542393191657,1613.4193548387098,-1087.526595744681,16770.0,,,,,,1500.0
240,60,70,245,15,55,460,600,0.9140144675655318,0.9727730922750866,21,0,1,atr,,,short,132.99748110831234,397,52800.0,0.3979848866498741,1.1276503154993593,2952.0886075949365,-1730.6694560669457,35455.0,,,,,4.3,
240,120,290,265,80,185,240,500,0.9195754530707285,0.9924293690472472,25,1,1,fixed,,,short,132.96586059743956,703,93475.0,0.48933143669985774,1.2479903430345156,1367.4563953488373,-1052.877094972067,28440.0,,,,,,6000.0
150,120,20,205,65,80,160,580,0.9994199934295434,0.9895160997145782,19,1,1,time,19.0,0.0,short,132.95947901591896,691,91875.0,0.507959479015919,1.237458323641157,1364.059829059829,-1148.100890207715,35255.0,,,,,,
120,45,180,195,35,40,90,280,0.9971332436155116,0.987946685126856,15,1,0,trail_pts,,,short,132.9245283018868,636,84540.0,0.4669811320754717,1.3501708605156881,1097.5252525252524,-716.3946587537092,15130.0,,,7000.0,,,
300,120,120,65,20,110,180,390,0.9792862797434793,0.9964819878259906,29,0,1,time,18.0,1800.0,short,132.87698412698413,252,33485.0,0.40476190476190477,1.1216309480566655,3027.3039215686276,-1835.3333333333333,49405.0,,,,,,
120,60,190,170,40,25,70,660,0.9765261879144367,0.9272823142964542,8,0,0,time,41.0,1400.0,short,132.8256704980843,522,69335.0,0.37547892720306514,1.1861092470809287,2254.515306122449,-1153.405572755418,32570.0,,,,,,
180,120,80,105,55,115,180,550,0.9575464563680296,1.0384668872710532,24,1,0,trail_pts,,,short,132.82082324455206,413,54855.0,0.4576271186440678,1.2153583416759908,1637.936507936508,-1137.1205357142858,22770.0,,,1000.0,,,
210,120,280,150,10,95,430,670,0.9687335339232592,0.9757175425954094,26,0,0,none,,,short,132.6834862385321,218,28925.0,0.3577981651376147,1.1286756528315316,3252.75641025641,-1605.642857142857,43535.0,,,,,,
300,45,80,60,90,30,90,430,0.9823840491185094,0.9872902246988743,21,0,1,none,,,short,132.68103448275863,580,76955.0,0.38620689655172413,1.142543575305166,2753.683035714286,-1525.0564971751412,38355.0,,,,,,
180,45,135,130,45,50,220,400,0.9872698064405367,1.0084551830095352,15,0,0,time,40.0,1200.0,short,132.65873015873015,378,50145.0,0.37566137566137564,1.1418087723763468,2843.345070422535,-1498.3474576271187,60865.0,,,,,,
300,60,140,150,50,160,360,510,0.999739540113671,1.0374676199795874,9,1,0,time,6.0,600.0,short,132.53894080996884,321,42545.0,0.48286604361370716,1.2021668369407683,1632.1935483870968,-1283.2012195121952,24670.0,,,,,,
300,45,160,195,35,105,120,520,0.9730727628247826,0.9321289749584036,28,1,1,trail_atr,,,short,132.47613997879108,943,124925.0,0.4740190880169671,1.2524272825548854,1386.6219239373602,-1003.8438133874239,25870.0,,,,2.97,,
120,90,70,270,85,105,230,490,1.0156281533668599,1.005138219839434,21,1,0,time,20.0,0.0,short,132.45967741935485,744,98550.0,0.5147849462365591,1.235099061273662,1351.7885117493472,-1164.4027777777778,30045.0,,,,,,
240,45,35,20,50,75,290,550,1.0056837374714025,1.0371844338257812,6,1,0,time,24.0,0.0,short,132.45238095238096,210,27815.0,0.49047619047619045,1.1895917115397723,1694.4174757281553,-1371.1214953271028,19150.0,,,,,,
210,90,70,220,80,65,440,610,0.9494507138311842,0.9038750971152923,26,0,0,trail_pts,,,short,132.40740740740742,351,46475.0,0.38461538461538464,1.128180376473833,3030.0,-1678.587962962963,46935.0,,,2500.0,,,
120,90,270,275,20,190,250,520,0.9844404733723817,0.9098745705597486,13,1,0,breakeven,,,short,132.38538681948424,698,92405.0,0.497134670487106,1.26469872097853,1272.3342939481267,-1003.1465517241379,26510.0,3000.0,0.0,,,,
300,60,145,245,45,190,150,670,0.9502244794878808,0.9179370718169457,27,0,1,trail_atr,,,short,132.3787313432836,536,70955.0,0.34701492537313433,1.132783771392213,3254.4086021505377,-1535.5316091954023,44165.0,,,,3.63,,
210,90,245,115,15,140,330,610,0.97238135987024,0.9241590785599285,13,0,1,trail_pts,,,short,132.2644376899696,329,43515.0,0.3768996960486322,1.1284575645756458,3082.782258064516,-1668.71921182266,35205.0,,,6500.0,,,
240,60,165,65,60,165,260,660,0.9429318622693164,1.0301319963345592,13,1,0,trail_pts,,,short,132.24924012158056,329,43510.0,0.44376899696048633,1.225504677498769,1619.554794520548,-1065.9944751381215,22380.0,,,1000.0,,,
120,60,100,25,95,90,390,560,0.9337589003736879,0.9183817363592287,16,0,1,breakeven,,,short,132.23333333333332,300,39670.0,0.4533333333333333,1.0966064753369782,3311.0661764705883,-2503.871951219512,53775.0,2000.0,200.0,,,,
300,90,140,255,90,155,160,320,1.0033599619705291,1.0484554791711305,14,0,1,trail_pts,,,short,132.20408163265307,245,32390.0,0.3551020408163265,1.1125043417853422,3681.4942528735633,-1833.7579617834394,44690.0,,,2000.0,,,
150,45,160,220,80,155,470,660,0.9851714143117047,0.9690161549983493,13,0,1,trail_atr,,,short,132.09302325581396,344,45440.0,0.37209302325581395,1.106700480199124,3682.0703125,-1980.7674418604652,81195.0,,,,4.76,,
210,90,20,215,80,145,100,470,0.997946440801731,1.0138884321155375,18,1,1,trail_atr,,,short,132.06711409395973,745,98390.0,0.49395973154362416,1.2043108997653509,1575.9782608695652,-1280.7712765957447,44745.0,,,,1.77,,
300,90,90,200,85,190,70,360,1.031098436576917,0.9839153361049477,6,1,0,none,,,short,131.98825503355704,596,78665.0,0.5234899328859061,1.2160829556379618,1418.9583333333333,-1286.3957597173144,34185.0,,,,,,
240,120,125,260,25,160,100,430,1.0511079084946855,0.9514844724690743,19,1,1,time,47.0,200.0,short,131.986301369863,438,57810.0,0.4680365296803653,1.1627281811656416,2014.9512195121952,-1531.271551724138,27315.0,,,,,,
150,60,95,290,5,80,240,480,1.0569526838084013,0.9788387005558775,30,1,0,none,,,short,131.97154471544715,246,32465.0,0.4959349593495935,1.1894881223370104,1670.450819672131,-1381.6935483870968,29900.0,,,,,,
150,45,265,55,90,50,210,390,1.0024031467537924,1.015058983797868,26,1,1,time,10.0,600.0,short,131.91139240506328,395,52105.0,0.4582278481012658,1.2660386510428634,1369.9447513812154,-923.8443396226415,25515.0,,,,,,
240,120,125,195,10,35,110,440,0.9704679229841666,0.9232005720475577,9,1,1,trail_atr,,,short,131.88172043010752,744,98120.0,0.47580645161290325,1.2454196420755117,1406.5677966101696,-1035.7642487046633,27095.0,,,,4.38,,
240,45,275,250,35,135,90,660,0.9499471437771781,0.940483921846119,14,0,0,breakeven,,,short,131.84873949579833,595,78450.0,0.33949579831932775,1.1885477377876585,2448.1435643564355,-1061.4158163265306,36080.0,3500.0,500.0,,,,
210,120,180,270,55,90,230,570,1.0340160264240847,0.9414179301121722,10,1,1,time,31.0,400.0,short,131.84331797235023,434,57220.0,0.4769585253456221,1.191833176880783,1717.391304347826,-1319.8230088495575,26125.0,,,,,,
210,45,75,295,55,145,110,520,1.05493658105,1.0352470034216918,7,1,1,atr,,,short,131.8359375,256,33750.0,0.453125,1.1350999739807457,2444.5258620689656,-1784.392857142857,20120.0,,,,,2.01,
210,90,265,50,70,150,320,680,0.975132214916357,1.0020837961205344,7,0,1,trail_pts,,,short,131.83076923076922,325,42845.0,0.38153846153846155,1.1482192586442497,2676.6935483870966,-1452.5879396984924,29840.0,,,2000.0,,,
210,120,65,180,35,150,110,560,0.9219595896442783,0.9193393041259167,24,0,1,trail_pts,,,short,131.69675090252707,831,109440.0,0.36341756919374246,1.1731851089923646,2454.8509933774835,-1199.0986717267551,34380.0,,,1000.0,,,
150,90,225,125,10,200,230,630,1.047317818332853,0.9247006527523778,18,1,0,breakeven,,,short,131.52173913043478,276,36300.0,0.47101449275362317,1.1590326608398502,2035.0384615384614,-1563.390410958904,30130.0,500.0,500.0,,,,
300,45,25,135,90,60,200,390,0.9938254250645546,0.9505087505215016,29,0,0,none,,,short,131.5174129353234,402,52870.0,0.4079601990049751,1.1368253516388245,2678.506097560976,-1623.5504201680671,41410.0,,,,,,
120,45,90,190,85,50,170,430,1.0103632126921442,1.018180964004774,22,1,1,atr,,,short,131.4903846153846,416,54700.0,0.41586538461538464,1.2061972255729796,1849.5953757225434,-1096.198347107438,30740.0,,,,,4.78,
180,45,255,205,10,55,470,630,1.0097095055539949,0.9583255695418876,21,0,0,breakeven,,,short,131.48203592814372,334,43915.0,0.38922155688622756,1.1192095226461447,3171.5384615384614,-1805.8088235294117,48080.0,2000.0,100.0,,,,
210,45,90,260,5,20,110,230,1.0117371746444535,0.9978710461509745,12,0,0,fixed,,,short,131.47869674185463,399,52460.0,0.41353383458646614,1.132689194658033,2714.060606060606,-1704.1379310344828,37005.0,,,,,,7000.0
180,90,45,135,95,20,120,430,0.9677297499705336,0.9488129070104045,28,0,0,trail_pts,,,short,131.4434180138568,433,56915.0,0.3810623556581986,1.1641763059970578,2445.969696969697,-1293.544776119403,37035.0,,,1500.0,,,
150,45,245,220,75,155,210,440,1.0511414860164132,0.9774404513262903,12,1,0,none,,,short,131.425855513308,263,34565.0,0.4866920152091255,1.1658987281017519,1897.7734375,-1554.8507462686566,20215.0,,,,,,
240,90,25,200,55,85,290,600,0.9249272630621485,1.0101500897541178,27,0,1,breakeven,,,short,131.403785488959,317,41655.0,0.3280757097791798,1.1190482995141469,3764.951923076923,-1642.7230046948357,44620.0,1500.0,100.0,,,,
120,45,155,225,20,85,140,680,0.9796336984296963,0.9269353292559419,20,1,1,breakeven,,,short,131.3773035887488,1031,135450.0,0.4626576139670223,1.2557904576656878,1394.098532494759,-964.5446265938069,36765.0,4000.0,500.0,,,,
150,45,25,110,15,90,60,310,0.9547086949050292,0.9353277148279253,11,0,0,trail_pts,,,short,131.31052291801163,1549,203400.0,0.39186571981923823,1.3209543421146062,1379.1350906095552,-674.186170212766,17490.0,,,500.0,,,
300,90,220,165,5,60,230,400,1.0406359312362623,1.0121921831165288,26,1,0,fixed,,,short,131.2962962962963,243,31905.0,0.5102880658436214,1.2102956200771182,1480.8064516129032,-1296.7094017094016,19845.0,,,,,,1500.0
240,90,20,250,95,145,140,520,0.9650667131647913,1.0508116191557129,5,1,1,time,9.0,200.0,short,131.28246753246754,308,40435.0,0.44805194805194803,1.1544676624517707,2189.891304347826,-1539.8235294117646,35415.0,,,,,,
300,45,30,65,75,40,460,690,1.0147984495704891,0.9233866123850476,16,0,0,breakeven,,,short,131.2340425531915,235,30840.0,0.4553191489361702,1.1648580745175603,2036.5420560747664,-1461.484375,24765.0,2500.0,500.0,,,,
120,60,240,300,20,105,340,520,0.9906343276292242,0.9892138816104838,21,1,0,time,46.0,200.0,short,131.2290076335878,655,85955.0,0.48091603053435117,1.300899670937478,1179.7301587301588,-842.6548672566372,33310.0,,,,,,
210,60,20,215,15,160,60,360,0.9506357891917636,0.9007706243960495,5,0,0,fixed,,,short,131.22340425531914,658,86345.0,0.3708206686930091,1.13676140998329,2941.3934426229507,-1525.012077294686,68995.0,,,,,,5000.0
150,120,55,50,70,40,310,480,0.9853233902050595,1.0149029246403118,7,1,0,breakeven,,,short,131.21867881548974,439,57605.0,0.5011389521640092,1.3187968676499073,1083.1818181818182,-825.0913242009133,19430.0,500.0,0.0,,,,
240,90,110,190,85,30,210,360,1.0162707742140928,0.9397786200254268,17,1,1,breakeven,,,short,131.19617224880383,209,27420.0,0.5023923444976076,1.3351668500183351,1040.2857142857142,-802.0588235294117,12870.0,1500.0,100.0,,,,
210,45,40,295,30,40,140,430,0.9203273806506166,0.9151719096355102,15,1,0,fixed,,,short,131.1902231668438,941,123450.0,0.5026567481402763,1.301270240259661,1127.3044397463002,-883.114224137931,23240.0,,,,,,6500.0
240,60,30,190,70,135,340,620,0.9429110254694327,0.9383065213140129,14,0,0,none,,,short,131.17298578199052,422,55355.0,0.35308056872037913,1.1214284930845755,3431.006711409396,-1669.8351648351647,63730.0,,,,,,
300,45,130,30,50,65,210,550,0.9588114094410014,0.9325870022983418,7,0,0,trail_pts,,,short,131.15740740740742,648,84990.0,0.4058641975308642,1.1485514529167578,2498.536121673004,-1493.798955613577,37430.0,,,3000.0,,,
300,120,250,185,10,165,150,490,1.0673377340330283,0.9451790148396023,21,1,1,none,,,short,131.07798165137615,218,28575.0,0.48623853211009177,1.1520998562836005,2041.933962264151,-1677.4107142857142,21770.0,,,,,,
180,45,150,20,5,115,180,670,0.9370584215963691,0.9534710640813172,24,0,1,fixed,,,short,130.99264705882354,952,124705.0,0.31407563025210083,1.2228546409807355,2288.5785953177256,-860.8923076923077,46680.0,,,,,,8000.0
210,120,165,115,50,175,70,360,1.0244733854859076,1.0603851118807464,12,1,0,none,,,short,130.97633136094674,338,44270.0,0.4911242603550296,1.1640905889766113,1891.9277108433735,-1577.719298245614,40370.0,,,,,,
300,120,265,235,15,35,150,500,0.9869141472537323,0.9762362583973139,19,1,0,atr,,,short,130.97495527728086,559,73215.0,0.48300536672629696,1.2567100857278097,1327.4814814814815,-993.7456445993031,30010.0,,,,,2.86,
240,45,165,30,65,190,470,650,0.9071035925745783,0.9279444280543223,6,0,1,trail_atr,,,short,130.96625766871165,326,42695.0,0.3834355828220859,1.1200477998031773,3186.76,-1769.402985074627,52355.0,,,,4.66,,
240,60,75,115,75,55,360,680,0.9708375798656325,1.0012054721951327,22,0,1,fixed,,,short,130.9513274336283,452,59190.0,0.3473451327433628,1.1416926999174117,3037.7388535031846,-1416.050847457627,51220.0,,,,,,7000.0
150,120,230,265,15,190,190,400,1.0342735620451098,0.9446551964139461,27,1,0,trail_pts,,,short,130.91796875,512,67030.0,0.486328125,1.2097177898754772,1552.8112449799196,-1215.2851711026617,24600.0,,,5500.0,,,
300,60,150,165,85,195,360,520,1.0390067826248846,0.9249745265880077,19,1,1,time,9.0,1000.0,short,130.90342679127727,321,42020.0,0.5015576323987538,1.1863125457246104,1661.832298136646,-1418.4591194968552,34190.0,,,,,,
300,60,240,220,30,180,60,190,0.940492847931611,1.0093871780270025,28,0,1,trail_pts,,,short,130.89941972920695,517,67675.0,0.3965183752417795,1.2718198979796762,1544.6097560975609,-800.5466237942122,17920.0,,,500.0,,,
120,60,25,20,50,150,80,500,1.011792593547886,0.9513912964231803,23,1,0,atr,,,short,130.7910447761194,670,87630.0,0.4552238805970149,1.2412952790054108,1478.016393442623,-1003.2182320441989,31460.0,,,,,2.05,
210,45,45,170,45,170,70,600,1.0059770402211177,1.0093976869316827,30,0,1,fixed,,,short,130.79002079002078,481,62910.0,0.29313929313929316,1.1483219182119322,3454.290780141844,-1251.165191740413,36930.0,,,,,,6000.0
300,120,150,180,25,170,160,490,0.9969906720083974,0.9889404220672577,13,1,0,atr,,,short,130.76804915514592,651,85130.0,0.5053763440860215,1.2367484287223984,1351.7021276595744,-1116.7080745341616,27180.0,,,,,4.63,
210,120,260,250,10,160,120,370,0.9807690006499449,0.9056676106916581,28,0,0,trail_pts,,,short,130.7636655948553,622,81335.0,0.3729903536977492,1.2142396185910522,1986.9827586206898,-973.4487179487179,39790.0,,,500.0,,,
300,90,265,70,30,165,60,460,0.9630282153574833,0.9273248055469576,14,1,1,none,,,short,130.7494145199063,854,111660.0,0.4882903981264637,1.227401863448908,1445.2877697841727,-1131.39400921659,22965.0,,,,,,
120,45,285,85,30,190,420,580,1.0014952630168141,1.011804132213667,20,1,0,atr,,,short,130.70546737213405,567,74110.0,0.5132275132275133,1.4258461184853186,852.7147766323025,-635.1459854014598,10630.0,,,,,3.99,
150,90,100,225,30,175,160,650,1.0337734817194315,1.044197594681703,5,0,0,trail_atr,,,short,130.67193675889328,253,33060.0,0.308300395256917,1.1147378832838772,4117.884615384615,-1646.4857142857143,43780.0,,,,2.3,,
150,45,200,70,5,165,430,510,0.9949673252906077,1.017936899853097,5,1,0,none,,,short,130.6712962962963,216,28225.0,0.5231481481481481,1.6131870519226592,657.1238938053098,-451.27450980392155,6615.0,,,,,,
180,90,195,125,60,195,230,430,1.020600747021415,0.9671401710848148,6,1,0,breakeven,,,short,130.6655290102389,586,76570.0,0.5187713310580204,1.2271230682526029,1360.8552631578948,-1217.0758122743682,29160.0,4500.0,500.0,,,,
180,60,110,235,50,100,330,420,0.9714579547602583,0.9266423179981539,6,0,0,trail_pts,,,short,130.56083650190115,526,68675.0,0.3840304182509506,1.143308779032157,2712.30198019802,-1479.0432098765432,50670.0,,,1500.0,,,
120,60,150,45,30,115,130,570,0.9863056880689575,0.9945779421769652,9,0,0,none,,,short,130.54421768707482,441,57570.0,0.3378684807256236,1.1593324476917968,2811.3422818791946,-1241.6494845360826,44795.0,,,,,,
