tf1,tf2,lookback,length,lookback2,length2,min_s,max_s,koeff1,koeff2,mmcoff,exitday,sdel_day,sl_type,time_bars,time_target,direction,avg_trade_1c,num_trades,total_pts,win_rate,profit_factor,avg_win,avg_loss,max_dd_1c,be_target,be_offset,trail_pts,trail_atr,sl_atr_mult,sl_pts
300,120,60,110,50,50,260,510,0.9555992711024889,0.9656854230126254,23,0,1,fixed,,,short,691.9620253164557,237,163995.0,0.3670886075949367,1.5686274509803921,5200.0,-1935.6040268456377,35000.0,,,,,,8500.0
150,120,160,245,85,110,310,470,0.985037177976686,0.9968753865505042,16,0,1,atr,,,short,689.626168224299,214,147580.0,0.2336448598130841,1.8254607489442627,6527.3,-1090.1524390243903,27890.0,,,,,0.52,
240,60,160,275,35,40,210,650,1.0213932932027767,0.9615616359744358,6,0,0,none,,,short,683.9495798319327,238,162780.0,0.42857142857142855,1.7995677481150378,3591.8137254901962,-1508.037037037037,24030.0,,,,,,
240,120,275,200,75,15,210,480,1.0007521437626092,1.0099078395363437,23,0,1,time,21.0,1400.0,short,683.2017543859649,228,155770.0,0.44298245614035087,1.8919746900678558,3271.3366336633662,-1385.9920634920634,18170.0,,,,,,
240,120,235,155,70,145,80,460,0.9142074935819923,0.9656503353792211,16,0,0,time,18.0,1000.0,short,678.1555555555556,225,152585.0,0.4488888888888889,1.7583182168327411,3502.970297029703,-1622.7016129032259,37250.0,,,,,,
240,120,250,130,55,165,60,420,1.0240714568194589,0.966401135567169,19,0,1,trail_pts,,,short,677.8733031674208,221,149810.0,0.34841628959276016,1.4512553278009548,6257.077922077922,-2305.4513888888887,40415.0,,,4000.0,,,
300,120,140,120,50,190,80,200,1.0142313831560033,0.9798698723832231,10,0,0,trail_pts,,,short,677.1323529411765,204,138135.0,0.4117647058823529,1.4240652053785228,5522.321428571428,-2714.5,29230.0,,,5500.0,,,
210,60,290,220,30,95,90,280,1.0049801485338123,0.9574622663110188,24,0,0,fixed,,,short,675.4597701149426,261,176295.0,0.42528735632183906,1.7205272299989782,3792.5225225225226,-1631.1666666666667,36380.0,,,,,,5500.0
120,90,140,260,65,180,80,270,1.0173341775821807,0.9399645020994047,25,0,0,time,9.0,0.0,short,670.5021834061135,229,153545.0,0.25327510917030566,1.7547434132913882,6154.913793103448,-1189.7076023391812,26470.0,,,,,,
210,60,230,205,20,175,220,290,1.0148014130081198,1.0081290616561913,19,0,0,trail_pts,,,short,666.4349775784754,223,148615.0,0.42152466367713004,1.5444570633059789,4484.840425531915,-2149.2913385826773,37220.0,,,7500.0,,,
300,45,95,285,80,95,140,640,1.029145049734153,0.9914502096799022,18,0,1,breakeven,,,short,657.1551724137931,232,152460.0,0.3922413793103448,1.741374699117411,3935.21978021978,-1458.4751773049645,26630.0,2500.0,100.0,,,,
120,60,105,145,95,160,300,460,0.9537164723208603,0.9880218909732024,11,0,0,breakeven,,,short,657.1003717472119,269,176760.0,0.3643122676579926,1.5366201672763704,5164.84693877551,-1926.2865497076023,38040.0,4500.0,0.0,,,,
210,120,235,280,50,175,230,640,0.9770877885683913,1.016426429711215,28,0,1,trail_atr,,,short,654.4444444444445,216,141360.0,0.37962962962962965,1.6165925150484166,4519.756097560976,-1710.8955223880596,29745.0,,,,2.98,,
240,120,85,135,5,120,360,600,1.0147662907164283,1.0078133925686459,9,0,1,none,,,short,653.4072580645161,248,162045.0,0.3870967741935484,1.6356700141220775,4343.385416666667,-1677.1052631578948,29550.0,,,,,,
180,120,65,110,65,140,230,400,0.9004280229511006,1.0019077551804039,15,0,0,breakeven,,,short,653.128078817734,203,132585.0,0.30049261083743845,1.4764702711444126,6735.245901639344,-1959.612676056338,47890.0,2500.0,100.0,,,,
