month,trades,n_long,n_short,pnl,avg_pnl,wins,gross_profit,gross_loss,avg_contracts,date,cum_pnl,equity,wr,pf,return_pct
2019-10,3,2,1,576253.024,192084.34133333332,2,619671.784,-43418.76,64.0,2019-10-01,16072404.322999997,21072404.323,66.66666666666666,14.271982525525832,11.525060479999999
2019-11,1,0,1,-16759.48,-16759.48,0,0.0,-16759.48,40.0,2019-11-01,16055644.842999997,21055644.842999995,0.0,0.0,-0.3351896
2019-12,3,1,2,386296.792,128765.59733333334,2,395435.672,-9138.880000000001,56.0,2019-12-01,16441941.634999996,21441941.634999998,66.66666666666666,43.26959890052172,7.725935840000001
2020-01,1,0,1,-117650.44,-117650.44,0,0.0,-117650.44,40.0,2020-01-01,16324291.194999997,21324291.194999997,0.0,0.0,-2.3530088
2020-02,4,0,4,265761.79600000003,66440.44900000001,1,520614.596,-254852.8,38.5,2020-02-01,16590052.990999997,21590052.990999997,25.0,2.0428050859162625,5.315235920000001
2020-03,2,0,2,276535.118,138267.559,1,344933.14,-68398.022,21.0,2020-03-01,16866588.108999997,21866588.108999997,50.0,5.043027998675167,5.53070236
2020-04,2,2,0,118835.33999999998,59417.66999999999,1,202065.792,-83230.452,30.0,2020-04-01,16985423.448999997,21985423.448999997,50.0,2.4277867913056626,2.3767067999999996
2020-05,3,3,0,277528.256,92509.41866666666,3,277528.256,0.0,33.333333333333336,2020-05-01,17262951.705,22262951.705,100.0,inf,5.55056512
2020-06,2,2,0,136448.936,68224.468,1,148251.376,-11802.44,34.0,2020-06-01,17399400.641,22399400.641,50.0,12.56107855663744,2.7289787199999997
2020-07,7,2,5,-217931.51799999998,-31133.073999999997,3,68753.21800000001,-286684.736,46.0,2020-07-01,17181469.123,22181469.123,42.857142857142854,0.23982169040210083,-4.358630359999999
2020-08,7,4,3,-216692.492,-30956.070285714286,1,4587.28,-221279.77200000003,48.285714285714285,2020-08-01,16964776.631,21964776.631,14.285714285714285,0.020730679350121524,-4.33384984
2020-09,4,0,4,246103.96,61525.99,3,321518.52,-75414.56,40.0,2020-09-01,17210880.591000002,22210880.591000002,75.0,4.263348085568623,4.9220792
2020-10,5,1,4,-82041.094,-16408.2188,0,0.0,-82041.094,44.4,2020-10-01,17128839.497,22128839.497,0.0,0.0,-1.6408218799999998
2020-11,2,1,1,640368.892,320184.446,2,640368.892,0.0,39.0,2020-11-01,17769208.389000002,22769208.389000002,100.0,inf,12.807377840000001
2020-12,1,1,0,-67528.44,-67528.44,0,0.0,-67528.44,72.0,2020-12-01,17701679.949,22701679.949,0.0,0.0,-1.3505688
2021-01,2,1,1,318995.784,159497.892,2,318995.784,0.0,44.0,2021-01-01,18020675.733000003,23020675.733000003,100.0,inf,6.379915679999999
2021-02,2,2,0,-3045.5520000000015,-1522.7760000000007,1,6028.5599999999995,-9074.112000000001,44.0,2021-02-01,18017630.181,23017630.181,50.0,0.6643691415755061,-0.06091104000000003
2021-03,4,1,3,-97080.99,-24270.2475,1,13467.488,-110548.478,36.5,2021-03-01,17920549.191000003,22920549.191000003,25.0,0.12182427332920856,-1.9416198000000002
2021-04,6,4,2,-132856.26200000002,-22142.710333333336,2,143204.69999999998,-276060.96200000006,44.666666666666664,2021-04-01,17787692.929000005,22787692.929000005,33.33333333333333,0.518743030389063,-2.65712524
2021-05,5,5,0,44097.274000000005,8819.454800000001,2,168440.67,-124343.39600000001,51.2,2021-05-01,17831790.203000005,22831790.203000005,40.0,1.3546410619185598,0.8819454800000002
2021-06,3,2,1,553267.6159999999,184422.53866666663,2,566308.656,-13041.04,64.0,2021-06-01,18385057.819000006,23385057.819000006,66.66666666666666,43.42511456141534,11.065352319999997
2021-07,6,2,4,-330831.356,-55138.55933333334,1,123929.56,-454760.916,50.333333333333336,2021-07-01,18054226.463000007,23054226.463000007,16.666666666666664,0.2725158553423267,-6.61662712
2021-08,6,4,2,-265339.16000000003,-44223.193333333336,1,44486.812,-309825.97199999995,57.0,2021-08-01,17788887.303000007,22788887.303000007,16.666666666666664,0.14358645181624735,-5.306783200000001
2021-09,6,4,2,122404.68599999999,20400.781,1,338309.12,-215904.434,47.666666666666664,2021-09-01,17911291.989000008,22911291.989000008,16.666666666666664,1.5669391949588214,2.4480937199999997
2021-10,4,3,1,387576.596,96894.149,1,465786.816,-78210.22,43.0,2021-10-01,18298868.58500001,23298868.58500001,25.0,5.955574808509681,7.751531920000001
2021-11,5,0,5,360458.404,72091.6808,3,530961.26,-170502.856,36.4,2021-11-01,18659326.989000008,23659326.989000008,60.0,3.1140901240973933,7.20916808
2021-12,6,3,3,-249666.88400000002,-41611.147333333334,0,0.0,-249666.88400000002,38.666666666666664,2021-12-01,18409660.105000008,23409660.105000008,0.0,0.0,-4.993337680000001
2022-01,6,3,3,234193.26999999996,39032.21166666666,1,517942.736,-283749.46599999996,34.333333333333336,2022-01-01,18643853.375000007,23643853.375000007,16.666666666666664,1.82535228453963,4.683865399999999
2022-02,6,3,3,477136.226,79522.70433333334,4,664657.274,-187521.048,16.333333333333332,2022-02-01,19120989.601000007,24120989.601000007,66.66666666666666,3.5444409099078835,9.54272452
2022-04,3,0,3,28228.68,9409.56,1,50719.28,-22490.6,23.333333333333332,2022-04-01,19149218.281000007,24149218.281000007,33.33333333333333,2.255132366410856,0.5645736
2022-05,2,2,0,248926.36,124463.18,1,253408.012,-4481.652,17.0,2022-05-01,19398144.641000006,24398144.641000006,50.0,56.5434380000946,4.9785272
2022-06,3,2,1,49639.98999999999,16546.66333333333,1,90367.272,-40727.28200000001,26.666666666666668,2022-06-01,19447784.631000005,24447784.631000005,33.33333333333333,2.218838762675103,0.9927997999999999
2022-07,5,1,4,-199055.64,-39811.128000000004,0,0.0,-199055.64,21.2,2022-07-01,19248728.991000004,24248728.991000004,0.0,0.0,-3.9811128
2022-08,4,1,3,-140117.46000000002,-35029.365000000005,1,34765.32,-174882.78000000003,34.5,2022-08-01,19108611.531000003,24108611.531000003,25.0,0.1987921280757316,-2.8023492000000005
2022-09,3,1,2,964645.696,321548.56533333333,3,964645.696,0.0,32.0,2022-09-01,20073257.227,25073257.227,100.0,inf,19.29291392
2022-10,4,2,2,-143186.86000000002,-35796.715000000004,1,39234.636,-182421.496,38.5,2022-10-01,19930070.367000002,24930070.367000002,25.0,0.21507682406025216,-2.8637372000000005
2022-11,5,2,3,355827.484,71165.4968,2,432917.484,-77090.0,40.8,2022-11-01,20285897.851000004,25285897.851000004,40.0,5.6157411337397845,7.11654968
2022-12,3,0,3,-126881.64,-42293.88,1,7503.4,-134385.04,40.0,2022-12-01,20159016.211000003,25159016.211000003,33.33333333333333,0.05583508402423364,-2.5376328
2023-01,5,1,4,-111303.37999999999,-22260.676,2,55663.4,-166966.78,44.0,2023-01-01,20047712.831000004,25047712.831000004,40.0,0.33338008914108547,-2.2260675999999995
2023-02,4,2,2,-8695.673999999985,-2173.918499999996,1,169623.2,-178318.874,53.0,2023-02-01,20039017.157000005,25039017.157000005,25.0,0.9512352573513895,-0.17391347999999968
2023-03,5,4,1,-163848.668,-32769.7336,1,25502.308,-189350.976,61.6,2023-03-01,19875168.489000004,24875168.489000004,20.0,0.13468273857748692,-3.2769733600000004
2023-04,5,3,2,-27659.976000000006,-5531.995200000001,2,57804.49799999999,-85464.474,61.6,2023-04-01,19847508.513000004,24847508.513000004,40.0,0.6763570322798687,-0.5531995200000002
2023-05,9,7,2,-576695.972,-64077.33022222222,0,0.0,-576695.9720000001,59.333333333333336,2023-05-01,19270812.541000005,24270812.541000005,0.0,0.0,-11.533919439999998
2023-06,8,4,4,-81582.728,-10197.841,2,214758.2,-296340.928,65.25,2023-06-01,19189229.813000005,24189229.813000005,25.0,0.7246997620254466,-1.6316545599999999
2023-07,3,2,1,-26161.136,-8720.378666666666,1,16756.08,-42917.216,72.0,2023-07-01,19163068.677000005,24163068.677000005,33.33333333333333,0.3904279345612726,-0.52322272
2023-08,8,6,2,33608.869999999995,4201.108749999999,3,225298.664,-191689.794,66.75,2023-08-01,19196677.547000006,24196677.547000006,37.5,1.1753294700707957,0.6721773999999999
2023-09,5,1,4,-26024.500000000004,-5204.900000000001,1,97970.28,-123994.78,52.0,2023-09-01,19170653.047000006,24170653.047000006,20.0,0.7901161645675729,-0.5204900000000001
2023-10,2,1,1,301308.276,150654.138,2,301308.276,0.0,62.0,2023-10-01,19471961.323000006,24471961.323000006,100.0,inf,6.02616552
2023-11,3,3,0,367320.87200000003,122440.29066666668,1,433692.672,-66371.8,98.66666666666667,2023-11-01,19839282.195000008,24839282.195000008,33.33333333333333,6.534291250199633,7.3464174400000015
2023-12,4,3,1,198891.53600000002,49722.884000000005,2,246547.236,-47655.7,64.0,2023-12-01,20038173.731000006,25038173.731000006,50.0,5.173509905425794,3.97783072
2024-01,4,3,1,334576.93200000003,83644.23300000001,2,391780.33200000005,-57203.399999999994,79.0,2024-01-01,20372750.663000006,25372750.663000006,50.0,6.8488994010845525,6.691538640000001
2024-02,5,0,5,-2487.560000000012,-497.51200000000244,2,113817.64,-116305.2,40.0,2024-02-01,20370263.103000008,25370263.103000008,40.0,0.9786117903584707,-0.049751200000000245
2024-03,1,1,0,280720.3,280720.3,1,280720.3,0.0,100.0,2024-03-01,20650983.40300001,25650983.40300001,100.0,inf,5.614406
2024-04,7,7,0,-48353.602,-6907.657428571429,2,63231.228,-111584.83,98.28571428571429,2024-04-01,20602629.801000006,25602629.801000006,28.57142857142857,0.5666650923785966,-0.9670720399999999
2024-05,5,3,2,-51412.804000000004,-10282.560800000001,1,67645.2,-119058.00399999999,64.4,2024-05-01,20551216.997000005,25551216.997000005,20.0,0.5681701164753274,-1.02825608
2024-06,5,5,0,-149276.714,-29855.342800000002,1,33715.52,-182992.234,44.0,2024-06-01,20401940.283000004,25401940.283000004,20.0,0.1842456330687782,-2.98553428
2024-07,6,3,3,81717.726,13619.621,3,172570.48,-90852.754,53.0,2024-07-01,20483658.009000003,25483658.009000003,50.0,1.8994523820378633,1.63435452
2024-08,4,0,4,64280.12,16070.03,3,120729.68,-56449.56,40.0,2024-08-01,20547938.129000004,25547938.129000004,75.0,2.138717821715528,1.2856024000000001
2024-09,1,0,1,82050.6,82050.6,1,82050.6,0.0,40.0,2024-09-01,20629988.729000006,25629988.729000006,100.0,inf,1.641012
2024-10,4,1,3,257130.304,64282.576,3,261485.624,-4355.32,44.0,2024-10-01,20887119.033000007,25887119.033000007,75.0,60.03821165838561,5.14260608
2024-11,3,1,2,78553.656,26184.552,2,101445.56,-22891.904,48.0,2024-11-01,20965672.689000007,25965672.689000007,66.66666666666666,4.431503818992077,1.57107312
2024-12,1,1,0,46229.616,46229.616,1,46229.616,0.0,36.0,2024-12-01,21011902.305000007,26011902.305000007,100.0,inf,0.92459232
2025-01,3,3,0,229194.32400000002,76398.10800000001,2,269117.48,-39923.156,48.0,2025-01-01,21241096.629000008,26241096.629000008,66.66666666666666,6.740886917857896,4.58388648
2025-02,3,3,0,1503452.142,501150.714,2,1510837.0860000001,-7384.944,62.666666666666664,2025-02-01,22744548.77100001,27744548.77100001,66.66666666666666,204.58341810039454,30.069042839999998
2025-03,2,1,1,-361781.64800000004,-180890.82400000002,0,0.0,-361781.64800000004,36.0,2025-03-01,22382767.12300001,27382767.12300001,0.0,0.0,-7.23563296
2025-04,2,2,0,173027.556,86513.778,1,208389.564,-35362.008,36.0,2025-04-01,22555794.679000013,27555794.679000013,50.0,5.893035372878146,3.4605511200000003
2025-05,6,2,4,-496169.73600000003,-82694.956,0,0.0,-496169.736,38.666666666666664,2025-05-01,22059624.94300001,27059624.94300001,0.0,0.0,-9.923394720000001
2025-06,3,2,1,-92449.526,-30816.508666666665,1,7049.322,-99498.848,45.333333333333336,2025-06-01,21967175.41700001,26967175.41700001,33.33333333333333,0.07084827755995728,-1.84899052
2025-07,5,2,3,100203.77400000002,20040.754800000002,3,160663.46400000004,-60459.69,43.6,2025-07-01,22067379.19100001,27067379.19100001,60.0,2.6573649980673077,2.0040754800000005
2025-08,3,1,2,17242.789999999997,5747.596666666665,2,25752.83,-8510.04,35.333333333333336,2025-08-01,22084621.98100001,27084621.98100001,66.66666666666666,3.0261702647696134,0.34485579999999993
2025-09,3,0,3,96241.23999999999,32080.41333333333,3,96241.23999999999,0.0,40.0,2025-09-01,22180863.22100001,27180863.22100001,100.0,inf,1.9248248
2025-10,9,2,7,-168483.60199999998,-18720.40022222222,2,84298.824,-252782.426,39.77777777777778,2025-10-01,22012379.619000006,27012379.619000006,22.22222222222222,0.33348372089759115,-3.3696720399999998
2025-11,7,1,6,-253361.72,-36194.53142857143,1,33201.88,-286563.6,44.57142857142857,2025-11-01,21759017.899000008,26759017.899000008,14.285714285714285,0.11586216811904931,-5.0672344
2025-12,6,4,2,233207.72999999998,38867.954999999994,3,359567.43,-126359.70000000001,48.333333333333336,2025-12-01,21992225.629000008,26992225.629000008,50.0,2.8455862905657416,4.6641546
2026-01,4,3,1,219887.97600000002,54971.994000000006,1,396573.28,-176685.304,58.5,2026-01-01,22212113.605000008,27212113.605000008,25.0,2.244517631189066,4.39775952
2026-02,2,1,1,36165.727999999996,18082.863999999998,1,39472.768,-3307.04,52.0,2026-02-01,22248279.333000008,27248279.333000008,50.0,11.935981421452416,0.7233145599999999
