experiment,n_classes,l1_weight,cls_weight,q_weight,MAE,MAPE,DirAcc,PinballLoss,time_sec,n_features
E3a_hybrid,3,0.4,0.2,1.0,0.03380495309829712,2.581148147583008,0.5027716186252772,0.016902478101352852,295.5,18
E3b_pure_cls,3,0.0,1.0,0.0,0.03283001109957695,2.6777005195617676,0.5027716186252772,0.016415006170670193,289.7,18
E3c_binary_base,2,0.4,0.2,1.0,0.029127340763807297,1.1436620950698853,0.522450110864745,0.010863328663011393,289.1,18
