entry_time,exit_time,entry_price,exit_price,contracts,pnl,exit_reason,period,pnl_1c
2010-12-02 12:59:00,2010-12-08 10:59:00,166090.0,172095.0,17,102085.0,expiration,train,6005.0
2011-01-12 12:59:00,2011-01-19 12:59:00,184500.0,190500.0,29,174000.0,signal_reverse,train,6000.0
2011-01-27 13:59:00,2011-01-28 12:59:00,189595.0,189790.0,15,2925.0,signal_reverse,train,195.0
2011-02-02 12:59:00,2011-02-04 12:59:00,192925.0,191350.0,18,-28350.0,signal_reverse,train,-1575.0
2011-02-25 12:59:00,2011-03-04 12:59:00,189370.0,200635.0,15,168975.0,signal_reverse,train,11265.0
2011-03-25 12:59:00,2011-03-29 12:59:00,198645.0,198335.0,15,-4650.0,signal_reverse,train,-310.0
2011-05-30 12:59:00,2011-06-02 12:59:00,185780.0,185110.0,16,-10720.0,signal_reverse,train,-670.0
2011-06-30 12:59:00,2011-07-06 12:59:00,188180.0,192510.0,17,73610.0,signal_reverse,train,4330.0
2011-07-22 12:59:00,2011-07-28 12:59:00,197220.0,197350.0,15,1950.0,signal_reverse,train,130.0
2011-08-25 12:59:00,2011-08-25 13:59:00,160845.0,158605.0,8,-17920.0,signal_reverse,train,-2240.0
2011-08-29 12:59:00,2011-08-30 12:59:00,163195.0,163765.0,8,4560.0,signal_reverse,train,570.0
2011-08-31 12:59:00,2011-09-01 12:59:00,167595.0,165050.0,13,-33085.0,signal_reverse,train,-2545.0
2011-09-01 13:59:00,2011-09-02 12:59:00,165460.0,166150.0,12,8280.0,signal_reverse,train,690.0
2011-10-10 12:59:00,2011-10-17 13:59:00,131960.0,143865.0,9,107145.0,signal_reverse,train,11905.0
2011-10-24 12:59:00,2011-10-31 12:59:00,146510.0,157865.0,10,113550.0,signal_reverse,train,11355.0
2011-11-08 12:59:00,2011-11-09 13:59:00,157500.0,153165.0,9,-39015.0,signal_reverse,train,-4335.0
2011-12-01 12:59:00,2011-12-06 12:59:00,154445.0,154215.0,11,-2530.0,signal_reverse,train,-230.0
2012-01-03 12:59:00,2012-01-06 13:59:00,140595.0,141195.0,17,10200.0,signal_reverse,train,600.0
2012-01-10 12:59:00,2012-01-11 12:59:00,144625.0,145535.0,17,15470.0,signal_reverse,train,910.0
2012-01-18 13:59:00,2012-01-23 12:59:00,147815.0,149005.0,18,21420.0,signal_reverse,train,1190.0
2012-02-20 12:59:00,2012-02-21 12:59:00,167270.0,165900.0,21,-28770.0,signal_reverse,train,-1370.0
2012-02-27 12:59:00,2012-03-01 12:59:00,171975.0,171045.0,13,-12090.0,signal_reverse,train,-930.0
2012-03-27 12:59:00,2012-03-27 13:59:00,167310.0,165820.0,17,-25330.0,signal_reverse,train,-1490.0
2012-05-02 12:59:00,2012-05-02 13:59:00,156330.0,155585.0,30,-22350.0,signal_reverse,train,-745.0
2012-06-07 12:59:00,2012-06-08 10:59:00,127515.0,127900.0,17,6545.0,expiration,train,385.0
2012-06-29 12:59:00,2012-07-06 12:59:00,130955.0,137015.0,17,103020.0,signal_reverse,train,6060.0
2012-07-17 12:59:00,2012-07-18 12:59:00,138735.0,139150.0,27,11205.0,signal_reverse,train,415.0
2012-07-19 12:59:00,2012-07-20 12:59:00,140620.0,139615.0,23,-23115.0,signal_reverse,train,-1005.0
2012-07-30 12:59:00,2012-08-01 12:59:00,138915.0,137235.0,17,-28560.0,signal_reverse,train,-1680.0
2012-08-06 12:59:00,2012-08-10 12:59:00,140460.0,142215.0,15,26325.0,signal_reverse,train,1755.0
2012-08-23 12:59:00,2012-08-24 12:59:00,145260.0,143385.0,19,-35625.0,signal_reverse,train,-1875.0
2012-09-07 12:59:00,2012-09-10 10:59:00,145790.0,146460.0,22,14740.0,expiration,train,670.0
2012-10-18 12:59:00,2012-10-19 12:59:00,151850.0,149040.0,22,-61820.0,signal_reverse,train,-2810.0
2012-11-22 12:59:00,2012-11-23 12:59:00,142200.0,141790.0,28,-11480.0,signal_reverse,train,-410.0
2012-11-23 13:59:00,2012-11-26 13:59:00,142260.0,142560.0,34,10200.0,signal_reverse,train,300.0
2012-12-04 12:59:00,2012-12-07 12:59:00,144560.0,145930.0,28,38360.0,signal_reverse,train,1370.0
2013-01-08 12:59:00,2013-01-11 12:59:00,157760.0,157110.0,26,-16900.0,signal_reverse,train,-650.0
2013-01-14 12:59:00,2013-01-15 12:59:00,159210.0,158820.0,35,-13650.0,signal_reverse,train,-390.0
2013-01-18 12:59:00,2013-01-18 13:59:00,160420.0,160210.0,38,-7980.0,signal_reverse,train,-210.0
2013-01-29 12:59:00,2013-01-29 13:59:00,163350.0,162540.0,30,-24300.0,signal_reverse,train,-810.0
2013-02-14 12:59:00,2013-02-14 13:59:00,162030.0,160670.0,28,-38080.0,signal_reverse,train,-1360.0
2013-04-10 12:59:00,2013-04-11 12:59:00,141340.0,139870.0,29,-42630.0,signal_reverse,train,-1470.0
2013-04-29 13:59:00,2013-04-30 12:59:00,134710.0,134800.0,26,2340.0,signal_reverse,train,90.0
2013-05-20 12:59:00,2013-05-20 13:59:00,142300.0,141560.0,24,-17760.0,signal_reverse,train,-740.0
2013-05-22 12:59:00,2013-05-23 10:59:00,144800.0,141380.0,23,-78660.0,stop_loss,train,-3420.0
2013-06-28 12:59:00,2013-06-28 13:59:00,126690.0,126220.0,20,-9400.0,signal_reverse,train,-470.0
2013-07-11 12:59:00,2013-07-18 13:59:00,129520.0,137350.0,26,203580.0,signal_reverse,train,7830.0
2013-08-13 13:59:00,2013-08-16 12:59:00,133520.0,132240.0,33,-42240.0,signal_reverse,train,-1280.0
2013-09-06 12:59:00,2013-09-09 10:59:00,134180.0,135750.0,27,42390.0,expiration,train,1570.0
2013-10-09 12:59:00,2013-10-14 12:59:00,146440.0,147120.0,24,16320.0,signal_reverse,train,680.0
2013-12-19 12:59:00,2013-12-20 12:59:00,143950.0,143250.0,28,-19600.0,signal_reverse,train,-700.0
2013-12-20 13:59:00,2013-12-23 12:59:00,143690.0,144110.0,24,10080.0,signal_reverse,train,420.0
2013-12-23 13:59:00,2013-12-24 13:59:00,144720.0,145840.0,33,36960.0,signal_reverse,train,1120.0
2014-02-11 12:59:00,2014-02-13 12:59:00,134340.0,134500.0,29,4640.0,signal_reverse,train,160.0
2014-03-19 12:59:00,2014-03-20 12:59:00,112810.0,111860.0,10,-9500.0,signal_reverse,train,-950.0
2014-05-07 12:59:00,2014-05-14 12:59:00,114400.0,122300.0,22,173800.0,signal_reverse,train,7900.0
2014-06-05 13:59:00,2014-06-06 12:59:00,132040.0,131450.0,23,-13570.0,signal_reverse,train,-590.0
2014-06-19 12:59:00,2014-06-20 12:59:00,133240.0,131430.0,24,-43440.0,signal_reverse,train,-1810.0
2014-06-25 12:59:00,2014-06-26 12:59:00,135120.0,132250.0,19,-54530.0,signal_reverse,train,-2870.0
2014-07-03 12:59:00,2014-07-04 12:59:00,134820.0,134230.0,25,-14750.0,signal_reverse,train,-590.0
2014-07-08 12:59:00,2014-07-09 12:59:00,136970.0,135090.0,21,-39480.0,signal_reverse,train,-1880.0
2014-08-12 12:59:00,2014-08-20 12:59:00,120580.0,124510.0,18,70740.0,signal_reverse,train,3930.0
2014-10-31 12:59:00,2014-11-05 10:59:00,109840.0,104370.0,15,-82050.0,stop_loss,train,-5470.0
2014-11-21 12:59:00,2014-11-26 12:59:00,103880.0,102140.0,26,-45240.0,signal_reverse,train,-1740.0
2014-12-26 12:59:00,2014-12-29 12:59:00,82430.0,80400.0,13,-26390.0,signal_reverse,train,-2030.0
2015-01-19 12:59:00,2015-01-20 13:59:00,78140.0,75380.0,16,-44160.0,signal_reverse,train,-2760.0
2015-01-22 12:59:00,2015-01-26 12:59:00,78590.0,76850.0,21,-36540.0,signal_reverse,train,-1740.0
2015-02-03 12:59:00,2015-02-05 12:59:00,76410.0,76200.0,13,-2730.0,signal_reverse,train,-210.0
2015-02-06 12:59:00,2015-02-13 12:59:00,82020.0,88880.0,14,96040.0,signal_reverse,train,6860.0
2015-02-26 12:59:00,2015-02-26 13:59:00,91380.0,91420.0,20,800.0,signal_reverse,train,40.0
2015-03-03 12:59:00,2015-03-04 13:59:00,92390.0,90500.0,18,-34020.0,signal_reverse,train,-1890.0
2015-03-25 12:59:00,2015-03-27 12:59:00,87690.0,84710.0,22,-65560.0,signal_reverse,train,-2980.0
2015-04-01 12:59:00,2015-04-09 12:59:00,87960.0,98670.0,24,257040.0,signal_reverse,train,10710.0
2015-04-24 12:59:00,2015-04-28 12:59:00,103670.0,100400.0,17,-55590.0,signal_reverse,train,-3270.0
2015-05-06 12:59:00,2015-05-07 12:59:00,106450.0,104020.0,18,-43740.0,signal_reverse,train,-2430.0
2015-05-13 12:59:00,2015-05-14 12:59:00,107060.0,105070.0,20,-39800.0,signal_reverse,train,-1990.0
2015-05-18 12:59:00,2015-05-19 12:59:00,107640.0,105250.0,26,-62140.0,signal_reverse,train,-2390.0
2015-06-18 12:59:00,2015-06-19 12:59:00,95690.0,93460.0,23,-51290.0,signal_reverse,train,-2230.0
2015-06-22 12:59:00,2015-06-23 12:59:00,95600.0,93100.0,27,-67500.0,signal_reverse,train,-2500.0
2015-07-15 12:59:00,2015-07-15 13:59:00,90830.0,90400.0,30,-12900.0,signal_reverse,train,-430.0
2015-07-16 12:59:00,2015-07-20 12:59:00,90610.0,90830.0,31,6820.0,signal_reverse,train,220.0
2015-08-11 12:59:00,2015-08-12 13:25:00,84640.0,82550.0,24,-50160.0,signal_reverse,train,-2090.0
2015-09-01 12:59:00,2015-09-02 12:59:00,82900.0,79430.0,15,-52050.0,signal_reverse,train,-3470.0
2015-09-18 12:59:00,2015-09-21 15:15:00,82730.0,81420.0,24,-31440.0,signal_reverse,train,-1310.0
2015-10-06 12:59:00,2015-10-13 12:59:00,80460.0,85230.0,28,133560.0,signal_reverse,train,4770.0
2015-11-03 12:59:00,2015-11-09 12:59:00,86430.0,86120.0,28,-8680.0,signal_reverse,train,-310.0
2015-11-17 12:59:00,2015-11-19 12:59:00,85860.0,88740.0,22,63360.0,signal_reverse,train,2880.0
2015-12-24 12:59:00,2015-12-24 13:59:00,78500.0,78180.0,40,-12800.0,signal_reverse,train,-320.0
2015-12-25 12:59:00,2015-12-25 13:59:00,78090.0,77830.0,39,-10140.0,signal_reverse,train,-260.0
2016-01-27 12:59:00,2016-02-02 12:59:00,68960.0,70790.0,19,34770.0,signal_reverse,train,1830.0
2016-02-04 12:59:00,2016-02-05 12:59:00,73440.0,73660.0,18,3960.0,signal_reverse,train,220.0
2016-02-17 12:59:00,2016-02-20 12:59:00,72340.0,73400.0,24,25440.0,signal_reverse,train,1060.0
2016-02-20 13:59:00,2016-02-22 12:59:00,73600.0,74950.0,29,39150.0,signal_reverse,train,1350.0
2016-02-26 12:59:00,2016-02-29 12:59:00,76610.0,75040.0,20,-31400.0,signal_reverse,train,-1570.0
2016-02-29 13:59:00,2016-03-04 12:59:00,75760.0,79660.0,21,81900.0,signal_reverse,train,3900.0
2016-03-18 12:59:00,2016-03-23 12:59:00,86860.0,87670.0,22,17820.0,signal_reverse,train,810.0
2016-03-31 12:59:00,2016-04-01 12:59:00,86650.0,85290.0,25,-34000.0,signal_reverse,train,-1360.0
2016-04-08 12:59:00,2016-04-15 12:59:00,86970.0,90690.0,26,96720.0,signal_reverse,train,3720.0
2016-04-19 12:59:00,2016-04-22 12:59:00,91830.0,91710.0,20,-2400.0,signal_reverse,train,-120.0
2016-04-22 13:59:00,2016-04-25 12:54:00,92480.0,91850.0,21,-13230.0,signal_reverse,train,-630.0
2016-04-29 12:59:00,2016-05-04 10:59:00,95980.0,92270.0,22,-81620.0,stop_loss,train,-3710.0
2016-05-12 12:59:00,2016-05-13 12:59:00,92410.0,90290.0,25,-53000.0,signal_reverse,train,-2120.0
2016-05-26 12:59:00,2016-05-27 12:59:00,92030.0,91150.0,32,-28160.0,signal_reverse,train,-880.0
2016-05-27 13:59:00,2016-05-30 12:59:00,91210.0,91250.0,26,1040.0,signal_reverse,train,40.0
2016-05-30 13:59:00,2016-05-31 12:59:00,91690.0,91820.0,26,3380.0,signal_reverse,train,130.0
2016-06-06 12:59:00,2016-06-08 10:59:00,91780.0,95030.0,25,81250.0,expiration,train,3250.0
2016-06-20 12:59:00,2016-06-22 12:59:00,91150.0,91570.0,27,11340.0,signal_reverse,train,420.0
2016-06-30 12:59:00,2016-06-30 13:59:00,90750.0,90500.0,33,-8250.0,signal_reverse,train,-250.0
2016-07-01 14:24:00,2016-07-05 12:59:00,90380.0,90690.0,30,9300.0,signal_reverse,train,310.0
2016-07-12 12:59:00,2016-07-19 12:59:00,93760.0,95880.0,30,63600.0,signal_reverse,train,2120.0
2016-08-08 12:59:00,2016-08-11 12:59:00,94710.0,94220.0,34,-16660.0,signal_reverse,train,-490.0
2016-09-05 12:59:00,2016-09-08 10:59:00,97660.0,101260.0,34,122400.0,expiration,train,3600.0
2016-10-03 12:59:00,2016-10-04 12:59:00,100060.0,99300.0,32,-24320.0,signal_reverse,train,-760.0
2016-11-10 12:59:00,2016-11-10 23:49:00,101690.0,98610.0,25,-77000.0,stop_loss,train,-3080.0
2016-11-21 12:59:00,2016-11-25 12:59:00,100540.0,102450.0,37,70670.0,signal_reverse,train,1910.0
2016-12-01 12:59:00,2016-12-08 10:59:00,104270.0,108030.0,31,116560.0,expiration,train,3760.0
2017-01-03 12:59:00,2017-01-04 13:59:00,118140.0,116490.0,28,-46200.0,signal_reverse,train,-1650.0
2017-01-05 12:59:00,2017-01-06 12:59:00,117820.0,117210.0,21,-12810.0,signal_reverse,train,-610.0
2017-01-27 12:59:00,2017-01-31 12:59:00,118000.0,116540.0,32,-46720.0,signal_reverse,train,-1460.0
2017-03-20 12:59:00,2017-03-22 12:59:00,110680.0,110570.0,25,-2750.0,signal_reverse,train,-110.0
2017-04-05 12:59:00,2017-04-06 12:59:00,115090.0,114420.0,35,-23450.0,signal_reverse,train,-670.0
2017-04-06 13:59:00,2017-04-07 10:59:00,114550.0,112160.0,36,-86040.0,stop_loss,train,-2390.0
2017-04-24 13:59:00,2017-04-27 12:59:00,110200.0,111010.0,29,23490.0,signal_reverse,train,810.0
2017-07-04 12:59:00,2017-07-04 13:59:00,99710.0,99620.0,36,-3240.0,signal_reverse,train,-90.0
2017-07-12 13:59:00,2017-07-18 13:59:00,100350.0,102830.0,40,99200.0,signal_reverse,train,2480.0
2017-08-08 12:59:00,2017-08-09 12:59:00,104010.0,103790.0,44,-9680.0,signal_reverse,train,-220.0
2017-08-25 12:59:00,2017-08-29 12:59:00,105320.0,105400.0,61,4880.0,signal_reverse,train,80.0
2017-09-26 12:59:00,2017-09-27 11:59:00,113900.0,112090.0,48,-86880.0,stop_loss,train,-1810.0
2017-10-16 13:59:00,2017-10-17 12:59:00,115850.0,115120.0,56,-40880.0,signal_reverse,train,-730.0
2017-11-07 12:59:00,2017-11-09 12:59:00,113990.0,114770.0,32,24960.0,signal_reverse,train,780.0
2017-11-10 12:59:00,2017-11-13 12:59:00,115580.0,115490.0,37,-3330.0,signal_reverse,train,-90.0
2017-11-22 12:59:00,2017-11-27 12:59:00,114820.0,116260.0,44,63360.0,signal_reverse,train,1440.0
2017-12-18 13:00:00,2017-12-18 14:05:00,115610.0,115360.0,42,-10500.0,signal_reverse,train,-250.0
2018-01-03 12:59:00,2018-01-05 12:59:00,117910.0,121690.0,42,158760.0,signal_reverse,train,3780.0
2018-05-10 12:59:00,2018-05-16 12:59:00,116760.0,117410.0,24,15600.0,signal_reverse,train,650.0
2018-06-04 12:59:00,2018-06-04 13:59:00,117990.0,117730.0,32,-8320.0,signal_reverse,train,-260.0
2018-06-29 12:59:00,2018-07-03 12:59:00,112600.0,113030.0,30,12900.0,signal_reverse,train,430.0
2018-07-03 13:59:00,2018-07-04 12:59:00,113240.0,112650.0,30,-17700.0,signal_reverse,train,-590.0
2018-07-31 13:59:00,2018-08-01 12:59:00,116640.0,116550.0,37,-3330.0,signal_reverse,train,-90.0
2018-08-28 12:59:00,2018-08-29 12:59:00,108580.0,108220.0,32,-11520.0,signal_reverse,train,-360.0
2018-08-30 13:59:00,2018-08-30 22:24:00,108790.0,106650.0,36,-77040.0,stop_loss,train,-2140.0
2018-09-18 12:59:00,2018-09-24 12:59:00,109570.0,114240.0,32,149440.0,signal_reverse,train,4670.0
2018-11-02 12:59:00,2018-11-09 12:59:00,113770.0,112900.0,28,-24360.0,signal_reverse,train,-870.0
2018-11-16 12:59:00,2018-11-20 12:59:00,113550.0,112350.0,25,-30000.0,signal_reverse,train,-1200.0
2018-12-03 12:59:00,2018-12-05 12:59:00,115390.0,113970.0,21,-29820.0,signal_reverse,train,-1420.0
2019-01-31 12:59:00,2019-02-04 12:59:00,122020.0,121560.0,31,-14260.0,signal_reverse,test,-460.0
2019-02-25 12:59:00,2019-02-26 11:59:00,120930.0,118900.0,40,-81200.0,stop_loss,test,-2030.0
2019-03-18 12:59:00,2019-03-22 12:59:00,119680.0,120920.0,42,52080.0,signal_reverse,test,1240.0
2019-04-09 12:59:00,2019-04-11 13:59:00,122870.0,123590.0,47,33840.0,signal_reverse,test,720.0
2019-04-23 12:59:00,2019-04-24 10:59:00,126320.0,124830.0,55,-81950.0,stop_loss,test,-1490.0
2019-05-16 12:59:00,2019-05-20 12:59:00,123240.0,123480.0,31,7440.0,signal_reverse,test,240.0
2019-05-21 12:59:00,2019-05-23 12:59:00,124700.0,125530.0,37,30710.0,signal_reverse,test,830.0
2019-06-03 12:59:00,2019-06-10 11:00:00,129240.0,128720.0,26,-13520.0,expiration,test,-520.0
2019-08-30 12:59:00,2019-09-03 12:59:00,129370.0,129750.0,37,14060.0,signal_reverse,test,380.0
2019-09-03 13:59:00,2019-09-06 13:59:00,130030.0,133220.0,40,127600.0,signal_reverse,test,3190.0
2020-03-27 12:59:00,2020-03-30 12:59:00,96090.0,92790.0,7,-23100.0,signal_reverse,test,-3300.0
2020-03-31 12:59:00,2020-04-01 12:59:00,99160.0,96720.0,11,-26840.0,signal_reverse,test,-2440.0
2020-04-02 12:59:00,2020-04-10 12:59:00,98900.0,113110.0,12,170520.0,signal_reverse,test,14210.0
2020-04-29 12:59:00,2020-05-04 11:59:00,112410.0,107600.0,16,-76960.0,stop_loss,test,-4810.0
2020-05-18 13:59:00,2020-05-22 12:59:00,114290.0,118170.0,17,65960.0,signal_reverse,test,3880.0
2020-05-25 12:59:00,2020-05-25 13:59:00,120090.0,119800.0,17,-4930.0,signal_reverse,test,-290.0
2020-05-28 13:59:00,2020-05-29 12:59:00,122520.0,121750.0,16,-12320.0,signal_reverse,test,-770.0
2020-06-01 13:59:00,2020-06-04 12:59:00,123880.0,126050.0,14,30380.0,signal_reverse,test,2170.0
2020-07-21 12:59:00,2020-07-24 12:59:00,125920.0,125530.0,30,-11700.0,signal_reverse,test,-390.0
2020-07-27 12:59:00,2020-07-28 12:59:00,127170.0,126010.0,26,-30160.0,signal_reverse,test,-1160.0
2020-08-05 12:59:00,2020-08-07 12:59:00,128550.0,126940.0,27,-43470.0,signal_reverse,test,-1610.0
2020-08-11 12:59:00,2020-08-12 12:59:00,129420.0,129690.0,29,7830.0,signal_reverse,test,270.0
2020-10-23 12:59:00,2020-10-26 12:59:00,116190.0,115370.0,31,-25420.0,signal_reverse,test,-820.0
2020-11-05 12:59:00,2020-11-13 12:59:00,114790.0,122810.0,20,160400.0,signal_reverse,test,8020.0
2020-11-25 12:59:00,2020-11-27 12:59:00,129580.0,129510.0,21,-1470.0,signal_reverse,test,-70.0
2020-12-29 12:59:00,2020-12-30 12:59:00,140020.0,138920.0,38,-41800.0,signal_reverse,test,-1100.0
2021-01-04 12:59:00,2021-01-04 20:19:00,143850.0,140570.0,25,-82000.0,stop_loss,test,-3280.0
2021-01-06 12:59:00,2021-01-08 12:59:00,143860.0,145320.0,17,24820.0,signal_reverse,test,1460.0
2021-02-08 12:59:00,2021-02-11 12:59:00,145330.0,145410.0,24,1920.0,signal_reverse,test,80.0
2021-04-01 09:59:00,2021-04-02 09:59:00,146320.0,144880.0,29,-41760.0,signal_reverse,test,-1440.0
2021-04-14 09:59:00,2021-04-15 08:59:00,146240.0,142270.0,25,-99250.0,stop_loss,test,-3970.0
2021-04-16 09:59:00,2021-04-19 09:59:00,146100.0,146410.0,18,5580.0,signal_reverse,test,310.0
2021-04-23 09:59:00,2021-04-28 09:59:00,148340.0,148940.0,23,13800.0,signal_reverse,test,600.0
