y_true,y_pred,y_logit,q10,q50,q90
0.0025647879,-0.012425942,-0.03776944,-0.007216177,0.0011088627,0.0043109506
-0.0027353764,-0.01053673,-0.04263031,-0.006249341,0.0008156313,0.0036797705
0.0027353764,-0.0032496299,-0.043116562,-0.005448837,0.0001423624,0.003136295
-0.0013680458,-0.0070196637,-0.03822166,-0.006274581,0.0006672495,0.0035940278
-0.001196742,-0.007085251,-0.03641476,-0.006466536,0.0004654326,0.0035555405
0.008206129,-0.0040091225,-0.044150285,-0.005291624,0.00010555342,0.002844108
0.0049579144,-0.012033738,-0.027641319,-0.008043893,0.0015447449,0.0052542244
-0.0056419373,-0.010608055,-0.011125796,-0.008647846,0.0023435922,0.0066480655
-0.0015385151,-0.010249283,-0.03363881,-0.0072909435,0.0011709742,0.0047289254
0.0010256767,-0.0032329657,-0.04044473,-0.0053745527,0.00017407027,0.0031483928
-0.0029059649,-0.0039246823,-0.043862715,-0.0051859547,4.0892686e-05,0.0027392695
0.0068382025,-0.010315599,-0.030650048,-0.0070081875,0.0010300558,0.0040746788
0.0015386343,-0.0057922243,-0.03852949,-0.006093352,0.0005643762,0.0035298052
-0.003248334,-0.0078881495,-0.03485155,-0.006548173,0.00057745265,0.003620965
0.00051283836,-0.008593544,-0.035014838,-0.006444826,0.0007775712,0.0036542052
0.0015386343,-0.004763127,-0.03825754,-0.0048927013,-9.84521e-05,0.0024049748
-0.0064959526,-0.012195155,-0.030671705,-0.006862007,0.001049163,0.0039565833
0.0030770302,-0.0042974693,-0.03884125,-0.0057480335,0.00024738087,0.0032513896
-0.0030770302,-0.011696501,-0.029302452,-0.0070619145,0.0012671696,0.004231712
0.00051283836,-0.007222096,-0.031913765,-0.0062096445,0.0004538747,0.0034563406
0.003761053,-0.010274731,-0.03275852,-0.0064951787,0.00076225965,0.0036228201
0.0017092228,-0.005500023,-0.040978197,-0.005655084,0.00031473127,0.0031536818
-0.002906084,-0.0048279422,-0.03801714,-0.004888451,-0.00010896263,0.0023891341
0.0001707077,-0.011977676,-0.031253804,-0.006934073,0.0012934627,0.0041664997
0.0042738914,-0.010993298,-0.037040077,-0.006302125,0.0010257754,0.0037543173
-0.0064959526,-0.0064436463,-0.036148302,-0.0058334284,0.0004977462,0.003348059
-0.0020519495,-0.008661356,-0.034426097,-0.006263894,0.00085763965,0.003630159
-0.0020513535,-0.0040808213,-0.03812794,-0.0045972015,-5.6441495e-05,0.002327956
0.0023936033,-0.0100354925,-0.030909548,-0.0067004757,0.0012411762,0.0040361173
-0.005983591,-0.005158178,-0.039184812,-0.0057735955,0.00036936894,0.0033081572
0.0018802881,-0.011148129,-0.03905703,-0.006638197,0.0009269113,0.003923297
0.0029064417,-0.005594893,-0.03750568,-0.0058564153,0.00023268099,0.0032543167
0.0035899878,-0.0058365487,-0.03825341,-0.0060190833,0.00028819317,0.0033219839
-0.0032482147,-0.0057290294,-0.03866966,-0.0060568936,0.00032763166,0.003359301
0.0030776262,-0.004241154,-0.042392436,-0.005766563,3.130347e-05,0.0030763892
-0.0056419373,-0.0037595793,-0.043719284,-0.0051775975,-5.6795994e-05,0.0026598987
0.00085508823,-0.004453163,-0.044543974,-0.005904556,0.00021599623,0.0032548595
-0.0020518303,-0.0034738923,-0.04419659,-0.004723133,-2.8347393e-05,0.002407745
0.0071804523,-0.006250842,-0.040323175,-0.006236274,0.0006338505,0.0035962453
0.0039322376,-0.006516917,-0.04138223,-0.0062074186,0.0009174076,0.0037669276
-0.004103422,-0.010980932,-0.032631874,-0.0068393946,0.0013916774,0.0042112647
-0.0015385151,-0.0064640534,-0.035929225,-0.00599185,0.0007037735,0.003549718
-0.0006840229,-0.004055832,-0.041245036,-0.005536517,-5.5578304e-05,0.002868278
-0.0010256767,-0.0038626553,-0.04133301,-0.0047907634,-8.427503e-05,0.0024092575
0.0013679266,-0.0050996975,-0.042653386,-0.0059958566,0.00020808121,0.0032593682
-0.0027353764,-0.0034915903,-0.045507066,-0.0051300493,8.31279e-05,0.0027691245
-0.003761053,-0.00480203,-0.04451072,-0.0060845055,0.0006315676,0.0036403148
-0.008547902,-0.00619409,-0.04072252,-0.0063020275,0.00050722965,0.0035664905
0.0018802881,-0.0106671825,-0.01598808,-0.008414966,0.0018049781,0.006039159
0.00017106533,-0.00415126,-0.035926677,-0.0062239245,0.00057800167,0.003985394
0.0023937225,-0.00689729,-0.032095272,-0.006437432,0.00051994674,0.0036894318
-0.006325364,-0.0050827735,-0.039252646,-0.0058196518,0.00042509992,0.003369914
0.007351041,-0.010891702,-0.03502588,-0.0070201596,0.0010097693,0.0042410535
0.0029059649,-0.0049662427,-0.0368909,-0.006063002,0.00048773125,0.00360903
0.0061547756,-0.010653963,-0.028068671,-0.007105138,0.0012461399,0.0043074563
-0.004445076,-0.010783488,-0.036470756,-0.0063382136,0.0008190965,0.0036575429
-0.002564311,-0.009868849,-0.03585053,-0.0062363865,0.0009377547,0.0037112697
0.0052996874,-0.010090727,-0.03484825,-0.006152106,0.0007496849,0.0035226608
0.0011968613,-0.010165343,-0.04051456,-0.0062305615,0.0008740578,0.0038252645
0.0035899878,-0.009963259,-0.02449986,-0.0069543533,0.001110313,0.0050756047
0.023079395,-0.00863223,-0.033591922,-0.006566547,0.0006599923,0.004334419
0.007863879,-0.01040902,-0.0041257925,-0.007289373,0.00091597374,0.008456773
0.0011968613,-0.009141218,-0.009342626,-0.006490475,0.0007331968,0.006806959
0.008376837,-0.0091651585,-0.020487597,-0.0068070525,0.00041134836,0.004909625
-0.0013674498,-0.007704357,-0.028872443,-0.0070029097,0.00033350853,0.0046724183
-0.007009387,-0.0076781237,-0.028265767,-0.0064402595,1.9207975e-05,0.004381624
-0.0035899878,-0.009541867,-0.047569007,-0.0063555217,-0.00016717766,0.0038890694
-0.0102574825,-0.008398434,-0.039567694,-0.005970367,-0.00026444526,0.0036801384
0.007351041,-0.008077566,-0.045071073,-0.005806866,-0.00043067557,0.0034839436
-0.0034193993,-0.0084852055,-0.051782764,-0.005755228,-0.000417479,0.003255073
