entry_time,exit_time,entry_price,exit_price,contracts,pnl,exit_reason
2008-04-02 17:32:00,2008-04-03 16:32:00,206480.0,204670.0,11,-19910.0,signal_reverse
2008-04-04 14:32:00,2008-04-04 16:32:00,205400.0,204795.0,12,-7260.0,signal_reverse
2008-04-07 14:32:00,2008-04-14 14:32:00,208375.0,204975.0,13,-44200.0,signal_reverse
2008-04-15 14:32:00,2008-04-24 17:59:00,207125.0,209800.0,12,32100.0,signal_reverse
2008-04-28 14:32:00,2008-04-29 17:32:00,213520.0,211290.0,13,-28990.0,signal_reverse
2008-05-04 14:35:00,2008-05-04 15:35:00,213045.0,213395.0,16,5600.0,signal_reverse
2008-05-07 16:32:00,2008-05-29 14:32:00,218450.0,242870.0,18,439560.0,signal_reverse
2008-05-29 16:32:00,2008-05-29 17:32:00,244330.0,243680.0,7,-4550.0,signal_reverse
2008-06-18 14:32:00,2008-06-18 15:32:00,242085.0,241085.0,18,-18000.0,signal_reverse
2008-06-19 14:32:00,2008-06-19 17:32:00,241475.0,241065.0,17,-6970.0,signal_reverse
2008-07-17 17:32:00,2008-07-18 14:32:00,224300.0,220165.0,12,-49620.0,signal_reverse
2008-09-25 18:47:00,2008-09-26 14:32:00,139855.0,130805.0,5,-45250.0,signal_reverse
2008-10-30 14:35:00,2008-11-11 14:32:00,77785.0,73750.0,6,-24210.0,signal_reverse
2008-11-25 14:32:00,2008-11-26 16:32:00,68510.0,65390.0,7,-21840.0,signal_reverse
2008-11-27 14:32:00,2008-11-28 14:32:00,69110.0,65890.0,9,-28980.0,signal_reverse
2008-12-18 14:32:00,2008-12-18 19:47:00,66935.0,65530.0,18,-25290.0,signal_reverse
2009-02-09 14:32:00,2009-02-17 14:32:00,56490.0,55400.0,22,-23980.0,signal_reverse
2009-03-04 14:32:00,2009-03-10 11:42:00,56120.0,59900.0,18,68040.0,expiration
2009-03-18 14:32:00,2009-03-24 14:32:00,64305.0,70990.0,13,86905.0,signal_reverse
2009-04-02 19:47:00,2009-04-03 17:32:00,73130.0,72250.0,15,-13200.0,signal_reverse
2009-04-06 14:32:00,2009-04-06 16:32:00,75945.0,72945.0,15,-45000.0,signal_reverse
2009-04-08 14:32:00,2009-04-20 14:32:00,71590.0,76930.0,15,80100.0,signal_reverse
2009-04-24 14:39:00,2009-04-24 15:39:00,79225.0,78900.0,15,-4875.0,signal_reverse
2009-04-30 14:32:00,2009-05-20 17:32:00,81150.0,102185.0,20,420700.0,signal_reverse
2009-05-22 14:32:00,2009-06-08 11:29:00,102415.0,110470.0,11,88605.0,expiration
2009-07-17 14:32:00,2009-07-29 15:32:00,90800.0,96075.0,16,84400.0,signal_reverse
2009-07-30 15:32:00,2009-08-11 14:32:00,97790.0,103805.0,11,66165.0,signal_reverse
2009-08-21 18:47:00,2009-08-27 18:47:00,106840.0,104355.0,15,-37275.0,signal_reverse
2009-08-28 14:32:00,2009-08-31 16:32:00,108365.0,104800.0,13,-46345.0,signal_reverse
2009-09-04 14:32:00,2009-09-04 16:32:00,107220.0,106650.0,17,-9690.0,signal_reverse
2009-09-07 14:32:00,2009-09-08 11:29:00,107875.0,109645.0,16,28320.0,expiration
2009-09-18 14:32:00,2009-09-24 16:32:00,123180.0,124870.0,13,21970.0,signal_reverse
2009-09-29 17:32:00,2009-09-29 18:32:00,124300.0,124025.0,15,-4125.0,signal_reverse
2009-09-30 14:32:00,2009-09-30 18:32:00,125765.0,123425.0,17,-39780.0,signal_reverse
2009-10-01 14:32:00,2009-10-01 15:32:00,125010.0,125230.0,16,3520.0,signal_reverse
2009-10-06 14:32:00,2009-10-21 14:32:00,124720.0,141330.0,15,249150.0,signal_reverse
2009-10-21 18:32:00,2009-10-22 14:32:00,144465.0,143300.0,11,-12815.0,signal_reverse
2009-10-22 15:32:00,2009-10-22 16:32:00,144680.0,143980.0,10,-7000.0,signal_reverse
2009-10-26 18:32:00,2009-10-26 19:47:00,145720.0,143905.0,12,-21780.0,signal_reverse
2009-11-09 18:32:00,2009-11-19 19:47:00,139840.0,143720.0,10,38800.0,signal_reverse
2009-11-23 14:32:00,2009-11-24 14:32:00,145135.0,143670.0,13,-19045.0,signal_reverse
2009-12-18 14:32:00,2009-12-25 14:32:00,143170.0,145200.0,12,24360.0,signal_reverse
2009-12-25 18:32:00,2009-12-30 14:32:00,145400.0,143490.0,26,-49660.0,signal_reverse
2009-12-30 16:32:00,2010-01-19 17:32:00,143770.0,157205.0,34,456790.0,signal_reverse
2010-01-19 18:32:00,2010-01-20 18:32:00,159200.0,156450.0,18,-49500.0,signal_reverse
2010-02-03 14:32:00,2010-02-03 16:32:00,153410.0,152380.0,19,-19570.0,signal_reverse
2010-02-19 19:47:00,2010-02-24 14:32:00,143615.0,140375.0,14,-45360.0,signal_reverse
2010-03-02 14:32:00,2010-03-09 11:29:00,144300.0,151160.0,20,137200.0,expiration
2010-03-18 14:32:00,2010-03-22 14:32:00,156035.0,150920.0,20,-102300.0,signal_reverse
2010-03-30 14:32:00,2010-04-08 14:32:00,155660.0,157190.0,20,30600.0,signal_reverse
2010-04-08 15:32:00,2010-04-08 17:32:00,157450.0,156650.0,23,-18400.0,signal_reverse
2010-04-09 14:32:00,2010-04-16 14:32:00,159725.0,163665.0,24,94560.0,signal_reverse
2010-06-01 19:17:00,2010-06-02 13:59:00,136380.0,135555.0,13,-10725.0,signal_reverse
2010-06-02 15:02:00,2010-06-04 17:02:00,136420.0,135255.0,12,-13980.0,signal_reverse
2010-06-18 13:59:00,2010-06-24 13:59:00,138760.0,140480.0,11,18920.0,signal_reverse
2010-06-24 15:02:00,2010-06-24 16:02:00,140030.0,139705.0,16,-5200.0,signal_reverse
2010-07-12 13:59:00,2010-08-06 17:02:00,136985.0,149710.0,16,203600.0,signal_reverse
2010-08-06 18:02:00,2010-08-06 19:17:00,150680.0,149730.0,18,-17100.0,signal_reverse
2010-08-09 13:59:00,2010-08-10 13:59:00,152145.0,148035.0,19,-78090.0,signal_reverse
2010-09-01 18:02:00,2010-09-08 10:59:00,143810.0,145270.0,20,29200.0,expiration
2010-09-30 17:02:00,2010-10-14 13:59:00,150375.0,159540.0,26,238290.0,signal_reverse
2010-10-19 13:59:00,2010-10-19 16:02:00,159020.0,157170.0,21,-38850.0,signal_reverse
2010-10-21 18:02:00,2010-10-27 13:59:00,159655.0,159915.0,17,4420.0,signal_reverse
2010-11-01 13:59:00,2010-11-01 19:17:00,160895.0,160525.0,27,-9990.0,signal_reverse
2010-11-08 13:59:00,2010-11-12 13:59:00,163855.0,161375.0,22,-54560.0,signal_reverse
2010-11-25 19:17:00,2010-11-26 13:59:00,162015.0,159475.0,19,-48260.0,signal_reverse
2010-12-01 15:02:00,2010-12-08 10:59:00,161255.0,172095.0,16,173440.0,expiration
2010-12-20 13:59:00,2010-12-20 19:17:00,173800.0,173195.0,26,-15730.0,signal_reverse
2010-12-21 13:59:00,2010-12-27 13:59:00,174770.0,176040.0,30,38100.0,signal_reverse
2010-12-28 15:02:00,2010-12-28 19:17:00,176640.0,176530.0,51,-5610.0,signal_reverse
2011-01-12 13:59:00,2011-01-14 17:02:00,184185.0,186105.0,27,51840.0,signal_reverse
2011-02-01 18:02:00,2011-02-07 15:02:00,189875.0,190370.0,18,8910.0,signal_reverse
2011-02-07 18:02:00,2011-02-08 15:02:00,190890.0,190655.0,16,-3760.0,signal_reverse
2011-02-25 13:59:00,2011-03-09 10:59:00,188835.0,201960.0,15,196875.0,expiration
2011-03-23 19:17:00,2011-04-11 15:02:00,194550.0,206470.0,16,190720.0,signal_reverse
2011-04-25 13:59:00,2011-04-25 18:02:00,204490.0,201790.0,18,-48600.0,signal_reverse
2011-05-27 17:02:00,2011-06-03 17:02:00,185085.0,184515.0,15,-8550.0,signal_reverse
2011-06-06 18:02:00,2011-06-08 10:59:00,186195.0,189810.0,12,43380.0,expiration
2011-06-29 15:02:00,2011-06-29 16:02:00,188250.0,187625.0,17,-10625.0,signal_reverse
2011-06-30 13:59:00,2011-07-11 18:02:00,188250.0,191130.0,19,54720.0,signal_reverse
2011-07-14 18:02:00,2011-07-15 13:59:00,193925.0,192625.0,13,-16900.0,signal_reverse
2011-07-21 18:02:00,2011-07-29 13:59:00,195485.0,194940.0,16,-8720.0,signal_reverse
2011-07-29 19:17:00,2011-08-01 19:17:00,196960.0,197145.0,15,2775.0,signal_reverse
2011-08-29 13:59:00,2011-09-05 13:59:00,162955.0,161075.0,8,-15040.0,signal_reverse
2011-09-07 18:02:00,2011-09-08 10:59:00,165940.0,165380.0,12,-6720.0,expiration
2011-10-10 18:02:00,2011-10-20 19:17:00,135820.0,138285.0,9,22185.0,signal_reverse
2011-10-21 16:02:00,2011-11-01 15:02:00,141950.0,147975.0,9,54225.0,signal_reverse
2011-11-02 19:17:00,2011-11-03 13:59:00,152035.0,149785.0,8,-18000.0,signal_reverse
2011-11-03 19:17:00,2011-11-07 13:59:00,154075.0,152000.0,7,-14525.0,signal_reverse
2011-11-29 15:02:00,2011-11-29 16:02:00,148115.0,147700.0,12,-4980.0,signal_reverse
2011-11-30 15:02:00,2011-12-06 18:02:00,147920.0,147335.0,13,-7605.0,signal_reverse
2011-12-26 19:17:00,2011-12-27 13:59:00,139775.0,139185.0,26,-15340.0,signal_reverse
2012-01-03 13:59:00,2012-01-16 13:59:00,140855.0,143315.0,17,41820.0,signal_reverse
2012-01-16 15:02:00,2012-02-02 13:59:00,143915.0,159670.0,15,236325.0,signal_reverse
2012-02-13 13:59:00,2012-02-14 13:59:00,163850.0,164365.0,17,8755.0,signal_reverse
2012-02-14 15:02:00,2012-02-14 18:02:00,165230.0,163425.0,19,-34295.0,signal_reverse
2012-02-15 13:59:00,2012-02-16 13:59:00,165590.0,162880.0,15,-40650.0,signal_reverse
2012-02-20 13:59:00,2012-02-21 15:02:00,167420.0,164840.0,21,-54180.0,signal_reverse
2012-02-24 13:59:00,2012-03-06 13:59:00,167135.0,169460.0,17,39525.0,signal_reverse
2012-06-06 19:17:00,2012-06-07 13:59:00,128275.0,127765.0,15,-7650.0,signal_reverse
2012-06-07 15:02:00,2012-06-08 10:59:00,128540.0,127900.0,17,-10880.0,expiration
2012-06-18 13:59:00,2012-06-21 19:17:00,134600.0,129020.0,21,-117180.0,signal_reverse
2012-07-02 13:59:00,2012-07-09 18:02:00,134630.0,133965.0,15,-9975.0,signal_reverse
2012-07-09 19:17:00,2012-07-11 13:59:00,134855.0,134305.0,18,-9900.0,signal_reverse
2012-07-17 13:59:00,2012-07-18 17:02:00,138910.0,137770.0,26,-29640.0,signal_reverse
2012-07-18 18:02:00,2012-07-20 18:02:00,138065.0,138520.0,22,10010.0,signal_reverse
2012-07-20 19:17:00,2012-07-23 13:59:00,138670.0,133020.0,23,-129950.0,signal_reverse
2012-08-01 16:02:00,2012-08-01 17:02:00,137835.0,137520.0,20,-6300.0,signal_reverse
2012-08-02 13:59:00,2012-08-02 17:02:00,137935.0,134225.0,19,-70490.0,signal_reverse
2012-08-03 18:02:00,2012-08-15 13:59:00,138770.0,140970.0,14,30800.0,signal_reverse
2012-08-21 15:02:00,2012-08-21 19:17:00,143845.0,143775.0,18,-1260.0,signal_reverse
2012-08-23 13:59:00,2012-08-23 17:02:00,145635.0,144130.0,18,-27090.0,signal_reverse
2012-09-07 13:59:00,2012-09-10 10:59:00,146025.0,146460.0,23,10005.0,expiration
2012-09-18 13:59:00,2012-09-20 13:59:00,155260.0,149090.0,21,-129570.0,signal_reverse
2012-09-20 15:02:00,2012-09-24 13:59:00,149560.0,148820.0,12,-8880.0,signal_reverse
2012-10-05 17:02:00,2012-10-05 18:02:00,151280.0,150670.0,17,-10370.0,signal_reverse
2012-10-17 15:02:00,2012-10-18 17:02:00,150310.0,149710.0,24,-14400.0,signal_reverse
2012-10-18 18:02:00,2012-10-19 13:59:00,150520.0,149400.0,21,-23520.0,signal_reverse
2012-11-21 16:02:00,2012-11-27 19:17:00,141580.0,141210.0,27,-9990.0,signal_reverse
2012-11-29 15:02:00,2012-12-04 17:02:00,141490.0,144050.0,24,61440.0,signal_reverse
2012-12-04 18:02:00,2012-12-10 11:01:00,144110.0,147340.0,30,96900.0,expiration
2012-12-18 13:59:00,2012-12-21 13:59:00,151460.0,151960.0,31,15500.0,signal_reverse
2012-12-21 16:02:00,2012-12-21 17:02:00,151990.0,151680.0,24,-7440.0,signal_reverse
2012-12-24 15:02:00,2012-12-24 18:02:00,151950.0,151550.0,26,-10400.0,signal_reverse
2012-12-25 13:59:00,2012-12-25 17:02:00,151980.0,151630.0,46,-16100.0,signal_reverse
2012-12-26 13:59:00,2012-12-28 13:59:00,151910.0,152700.0,65,51350.0,signal_reverse
2012-12-28 15:02:00,2012-12-28 16:02:00,152920.0,152760.0,36,-5760.0,signal_reverse
2013-01-08 13:59:00,2013-01-16 13:59:00,157930.0,156380.0,25,-38750.0,signal_reverse
2013-01-17 15:02:00,2013-01-22 13:59:00,158290.0,158460.0,39,6630.0,signal_reverse
2013-01-23 13:59:00,2013-01-24 13:59:00,160330.0,159320.0,34,-34340.0,signal_reverse
2013-01-24 18:02:00,2013-01-30 18:02:00,160330.0,161330.0,30,30000.0,signal_reverse
2013-01-31 19:17:00,2013-02-04 15:02:00,162360.0,161910.0,29,-13050.0,signal_reverse
2013-04-10 13:59:00,2013-04-10 15:02:00,141470.0,141220.0,28,-7000.0,signal_reverse
2013-04-29 16:02:00,2013-05-15 13:59:00,134860.0,139160.0,26,111800.0,signal_reverse
2013-05-21 18:02:00,2013-05-23 13:59:00,143570.0,141740.0,24,-43920.0,signal_reverse
2013-07-05 13:59:00,2013-07-05 17:02:00,127370.0,126930.0,30,-13200.0,signal_reverse
2013-07-08 19:17:00,2013-07-10 13:59:00,126910.0,126790.0,29,-3480.0,signal_reverse
2013-07-11 13:59:00,2013-07-24 18:02:00,129880.0,136360.0,25,162000.0,signal_reverse
2013-08-14 13:59:00,2013-08-15 17:02:00,133820.0,133600.0,39,-8580.0,signal_reverse
2013-09-05 18:02:00,2013-09-09 10:59:00,133620.0,135750.0,28,59640.0,expiration
2013-09-18 13:59:00,2013-09-24 15:02:00,144270.0,144220.0,32,-1600.0,signal_reverse
2013-10-08 15:02:00,2013-10-09 16:02:00,145830.0,145630.0,25,-5000.0,signal_reverse
2013-10-09 17:02:00,2013-10-23 18:02:00,145910.0,149180.0,24,78480.0,signal_reverse
2013-12-18 13:59:00,2013-12-30 18:02:00,141790.0,144530.0,39,106860.0,signal_reverse
2013-12-30 19:17:00,2014-01-06 13:59:00,144480.0,140060.0,45,-198900.0,signal_reverse
2014-02-11 13:59:00,2014-02-13 15:02:00,134480.0,133590.0,30,-26700.0,signal_reverse
2014-02-14 13:59:00,2014-02-14 15:02:00,133850.0,133620.0,26,-5980.0,signal_reverse
2014-02-17 13:59:00,2014-02-18 19:17:00,134870.0,133950.0,24,-22080.0,signal_reverse
2014-03-25 13:59:00,2014-04-03 19:17:00,113050.0,117810.0,14,66640.0,signal_reverse
2014-04-04 13:59:00,2014-04-07 15:02:00,118800.0,115620.0,24,-76320.0,signal_reverse
2014-05-06 16:02:00,2014-05-06 17:02:00,113590.0,112580.0,23,-23230.0,signal_reverse
2014-05-07 13:59:00,2014-05-26 13:59:00,114400.0,132610.0,21,382410.0,signal_reverse
2014-05-28 18:02:00,2014-05-28 19:17:00,127540.0,127540.0,19,0.0,signal_reverse
2014-05-29 13:59:00,2014-05-29 15:02:00,129480.0,128820.0,23,-15180.0,signal_reverse
2014-06-02 15:02:00,2014-06-03 13:59:00,130840.0,129200.0,24,-39360.0,signal_reverse
2014-06-05 15:02:00,2014-06-06 15:02:00,131600.0,131020.0,23,-13340.0,signal_reverse
2014-06-06 16:02:00,2014-06-09 10:59:00,131260.0,135270.0,23,92230.0,expiration
2014-06-24 13:59:00,2014-06-25 18:02:00,133950.0,133160.0,19,-15010.0,signal_reverse
2014-06-27 13:59:00,2014-06-27 15:02:00,133430.0,133160.0,20,-5400.0,signal_reverse
2014-07-02 15:02:00,2014-07-03 13:59:00,133400.0,135220.0,24,43680.0,signal_reverse
2014-07-07 18:02:00,2014-07-10 16:02:00,134170.0,134620.0,23,10350.0,signal_reverse
2014-08-13 16:02:00,2014-08-28 13:59:00,120850.0,122110.0,21,26460.0,signal_reverse
2014-09-05 18:02:00,2014-09-08 10:59:00,126530.0,125170.0,19,-25840.0,expiration
2014-10-30 13:59:00,2014-11-05 13:59:00,107730.0,105680.0,19,-38950.0,signal_reverse
2014-11-20 19:17:00,2014-11-26 13:59:00,103740.0,102520.0,26,-31720.0,signal_reverse
2014-12-25 13:59:00,2014-12-29 18:02:00,82710.0,77080.0,13,-73190.0,signal_reverse
2015-01-08 18:02:00,2015-01-08 19:17:00,80650.0,79660.0,12,-11880.0,signal_reverse
2015-01-21 17:02:00,2015-01-27 15:02:00,76450.0,76380.0,21,-1470.0,signal_reverse
2015-01-27 19:17:00,2015-01-28 15:02:00,77920.0,76750.0,13,-15210.0,signal_reverse
2015-02-04 15:02:00,2015-02-04 18:02:00,77900.0,76960.0,15,-14100.0,signal_reverse
2015-02-05 15:02:00,2015-02-24 13:59:00,78820.0,87790.0,14,125580.0,signal_reverse
2015-02-26 15:02:00,2015-02-26 17:02:00,91860.0,90540.0,20,-26400.0,signal_reverse
2015-03-05 15:02:00,2015-03-06 18:02:00,91530.0,90300.0,21,-25830.0,signal_reverse
2015-03-24 13:59:00,2015-03-27 13:59:00,86080.0,84640.0,21,-30240.0,signal_reverse
2015-03-27 15:02:00,2015-03-27 18:02:00,85370.0,84780.0,17,-10030.0,signal_reverse
2015-03-30 13:59:00,2015-04-16 13:59:00,85270.0,103550.0,22,402160.0,signal_reverse
2015-04-29 13:59:00,2015-04-29 16:02:00,102400.0,101810.0,20,-11800.0,signal_reverse
2015-04-30 13:59:00,2015-04-30 16:02:00,102500.0,101820.0,18,-12240.0,signal_reverse
2015-05-05 13:59:00,2015-05-07 13:59:00,104590.0,104240.0,17,-5950.0,signal_reverse
2015-05-07 15:02:00,2015-05-07 18:02:00,104620.0,104810.0,19,3610.0,signal_reverse
2015-05-08 13:59:00,2015-05-15 13:59:00,103980.0,105490.0,17,25670.0,signal_reverse
2015-05-18 13:59:00,2015-05-18 18:02:00,107790.0,107610.0,27,-4860.0,signal_reverse
2015-06-18 16:02:00,2015-06-18 17:02:00,95130.0,94890.0,23,-5520.0,signal_reverse
2015-06-22 13:59:00,2015-06-23 13:59:00,95270.0,93230.0,28,-57120.0,signal_reverse
2015-07-15 13:59:00,2015-07-20 15:02:00,90400.0,89770.0,30,-18900.0,signal_reverse
2015-07-21 16:02:00,2015-07-21 19:17:00,90300.0,89730.0,36,-20520.0,signal_reverse
2015-08-28 18:02:00,2015-09-01 18:02:00,82350.0,80020.0,17,-39610.0,signal_reverse
2015-09-01 19:17:00,2015-09-02 13:59:00,80410.0,78630.0,15,-26700.0,signal_reverse
2015-09-02 16:03:00,2015-09-02 18:03:00,80860.0,78340.0,13,-32760.0,signal_reverse
2015-09-03 15:03:00,2015-09-03 16:03:00,79650.0,79200.0,15,-6750.0,signal_reverse
2015-09-18 13:59:00,2015-09-18 17:03:00,82120.0,80830.0,24,-30960.0,signal_reverse
2015-09-21 16:15:00,2015-09-21 17:15:00,81140.0,80620.0,17,-8840.0,signal_reverse
2015-10-05 17:03:00,2015-10-19 13:59:00,80200.0,86960.0,29,196040.0,signal_reverse
2015-10-23 13:59:00,2015-10-23 16:03:00,87280.0,88020.0,30,22200.0,signal_reverse
2015-11-03 15:03:00,2015-11-06 17:03:00,87770.0,86280.0,27,-40230.0,signal_reverse
2015-11-18 13:59:00,2015-11-24 13:59:00,88000.0,86560.0,20,-28800.0,signal_reverse
2015-11-24 15:03:00,2015-11-24 17:03:00,87080.0,86270.0,16,-12960.0,signal_reverse
2015-11-25 13:59:00,2015-11-26 18:03:00,87190.0,87120.0,18,-1260.0,signal_reverse
2015-12-23 19:18:00,2015-12-24 13:59:00,78450.0,78180.0,39,-10530.0,signal_reverse
2015-12-24 16:03:00,2015-12-24 18:03:00,78600.0,77790.0,38,-30780.0,signal_reverse
2016-01-27 13:59:00,2016-02-05 18:03:00,69300.0,72370.0,19,58330.0,signal_reverse
2016-02-17 15:04:00,2016-03-09 10:59:00,72280.0,82100.0,24,235680.0,expiration
2016-03-18 13:59:00,2016-03-24 13:59:00,88740.0,84050.0,20,-93800.0,signal_reverse
2016-04-08 13:59:00,2016-04-18 13:59:00,87120.0,86970.0,26,-3900.0,signal_reverse
2016-04-19 13:59:00,2016-04-21 17:04:00,91620.0,92140.0,19,9880.0,signal_reverse
2016-04-21 18:04:00,2016-04-22 13:59:00,92460.0,92480.0,20,400.0,signal_reverse
2016-04-22 15:04:00,2016-04-27 18:04:00,93260.0,91560.0,21,-35700.0,signal_reverse
2016-04-28 13:59:00,2016-04-29 17:04:00,93640.0,94440.0,24,19200.0,signal_reverse
2016-05-16 17:04:00,2016-05-16 18:04:00,93510.0,92700.0,25,-20250.0,signal_reverse
2016-05-26 15:04:00,2016-05-26 18:04:00,93010.0,91100.0,31,-59210.0,signal_reverse
2016-05-30 13:59:00,2016-05-30 17:04:00,91690.0,91520.0,26,-4420.0,signal_reverse
2016-06-06 13:59:00,2016-06-08 10:59:00,91620.0,95030.0,25,85250.0,expiration
2016-06-29 18:04:00,2016-06-30 13:59:00,90800.0,90500.0,29,-8700.0,signal_reverse
2016-07-01 18:24:00,2016-07-05 13:59:00,90970.0,90620.0,28,-9800.0,signal_reverse
2016-07-07 13:59:00,2016-07-07 18:04:00,91290.0,90750.0,34,-18360.0,signal_reverse
2016-07-08 16:04:00,2016-07-20 16:04:00,91330.0,93690.0,28,66080.0,signal_reverse
2016-07-20 18:04:00,2016-07-21 13:59:00,95050.0,94610.0,31,-13640.0,signal_reverse
2016-07-21 16:04:00,2016-07-21 18:04:00,95150.0,94590.0,33,-18480.0,signal_reverse
2016-08-08 13:59:00,2016-08-11 15:04:00,94700.0,93650.0,35,-36750.0,signal_reverse
2016-08-11 16:04:00,2016-08-22 13:59:00,94080.0,95430.0,35,47250.0,signal_reverse
2016-08-22 18:04:00,2016-08-23 13:59:00,96240.0,96230.0,34,-340.0,signal_reverse
2016-08-23 15:04:00,2016-08-24 13:59:00,96850.0,96050.0,38,-30400.0,signal_reverse
2016-09-05 13:59:00,2016-09-08 10:59:00,97500.0,101260.0,32,120320.0,expiration
2016-09-22 13:59:00,2016-09-23 15:04:00,98960.0,98720.0,36,-8640.0,signal_reverse
2016-09-23 16:04:00,2016-09-23 17:04:00,98800.0,98630.0,36,-6120.0,signal_reverse
2016-09-29 13:59:00,2016-09-30 13:59:00,99390.0,98180.0,34,-41140.0,signal_reverse
2016-09-30 16:04:00,2016-10-04 13:59:00,98650.0,99340.0,32,22080.0,signal_reverse
2016-10-04 15:04:00,2016-10-05 13:59:00,99470.0,98520.0,37,-35150.0,signal_reverse
2016-10-05 15:04:00,2016-10-05 16:04:00,99030.0,98560.0,39,-18330.0,signal_reverse
2016-10-06 13:59:00,2016-10-07 15:04:00,99450.0,99430.0,36,-720.0,signal_reverse
2016-10-07 16:04:00,2016-10-12 16:04:00,100290.0,99720.0,38,-21660.0,signal_reverse
2016-10-25 13:59:00,2016-10-25 18:04:00,100340.0,100020.0,52,-16640.0,signal_reverse
2016-11-10 13:59:00,2016-11-11 13:59:00,101770.0,97860.0,23,-89930.0,signal_reverse
2016-11-17 13:59:00,2016-11-18 13:59:00,99380.0,98920.0,28,-12880.0,signal_reverse
2016-11-21 13:59:00,2016-11-21 15:04:00,100760.0,100810.0,38,1900.0,signal_reverse
2016-11-22 13:59:00,2016-11-29 16:04:00,102620.0,101000.0,36,-58320.0,signal_reverse
2016-11-30 13:59:00,2016-12-08 10:59:00,102240.0,108030.0,39,225810.0,expiration
2016-12-28 13:59:00,2016-12-28 15:04:00,114370.0,114230.0,42,-5880.0,signal_reverse
2016-12-29 18:04:00,2016-12-30 13:59:00,114710.0,113810.0,36,-32400.0,signal_reverse
2016-12-30 18:04:00,2017-01-11 16:04:00,115230.0,115890.0,30,19800.0,signal_reverse
2017-01-27 13:59:00,2017-01-31 13:59:00,117700.0,116320.0,32,-44160.0,signal_reverse
2017-01-31 17:04:00,2017-01-31 18:04:00,117230.0,116740.0,32,-15680.0,signal_reverse
2017-02-02 13:59:00,2017-02-07 13:59:00,118090.0,117170.0,32,-29440.0,signal_reverse
2017-03-20 13:59:00,2017-03-28 13:59:00,110700.0,111180.0,26,12480.0,signal_reverse
2017-03-28 16:04:00,2017-03-28 17:04:00,111860.0,111520.0,29,-9860.0,signal_reverse
2017-03-30 13:59:00,2017-03-30 16:04:00,112330.0,113210.0,38,33440.0,signal_reverse
2017-04-04 18:04:00,2017-04-07 13:59:00,113280.0,111500.0,36,-64080.0,signal_reverse
2017-04-24 16:04:00,2017-05-03 13:59:00,110180.0,109790.0,31,-12090.0,signal_reverse
2017-05-16 15:04:00,2017-05-16 17:04:00,111360.0,111320.0,33,-1320.0,signal_reverse
2017-07-03 16:04:00,2017-07-05 17:04:00,98620.0,98300.0,34,-10880.0,signal_reverse
2017-07-05 18:04:00,2017-07-07 13:59:00,98460.0,97990.0,41,-19270.0,signal_reverse
2017-07-10 18:04:00,2017-07-11 13:59:00,99510.0,98560.0,33,-31350.0,signal_reverse
2017-07-11 18:04:00,2017-07-24 13:59:00,99250.0,101930.0,37,99160.0,signal_reverse
2017-08-07 16:04:00,2017-08-07 18:04:00,103380.0,103230.0,43,-6450.0,signal_reverse
