experiment,ticker,timeframe,period,generator,MAE,MAPE,DirAcc,PinballLoss,time_sec,n_features,n_bars,train_samples,test_samples
SBER_2006_2012,SBER,M5,2006-01-01..2012-12-31,tst,0.08813425153493881,35213.30859375,0.4740225760633924,0.00041835794885021943,757.1,73,165193,138426,26767
SBER_2012_2018,SBER,M5,2012-01-01..2018-12-31,tst,0.00766562856733799,1.534313440322876,0.4848189153687371,0.0027088300169756017,1169.8,74,182983,156325,26658
SBER_2015_2021,SBER,M5,2015-01-01..2021-12-31,tst,0.004012978170067072,1.0182442665100098,0.4852362671216645,0.0015200849544877808,991.4,74,206597,164386,42211
SBER_2006_2021,SBER,M5,2006-01-01..2021-12-31,tst,0.0004864518123213202,88.60517120361328,0.48305606900800985,0.0004895866792746043,1251.4,74,425740,383529,42211
