tf1,tf2,lookback,length,lookback2,length2,min_s,max_s,koeff1,koeff2,mmcoff,exitday,sdel_day,avg_trade_1c,num_trades,total_pts,win_rate,profit_factor,avg_win,avg_loss
120,60,145,175,65,140,110,450,0.913215842183879,0.9002134930045494,5,0,1,346.9701086956522,368,127685.0,0.375,1.3784660985550203,3370.0,-1466.8478260869565
150,60,245,190,70,115,170,530,0.9852040505535486,0.9764067871548625,5,0,0,342.0571428571429,350,119720.0,0.39714285714285713,1.3703806827849707,3186.726618705036,-1531.9194312796208
180,45,205,35,80,130,180,610,0.9613600492279001,1.0231496159012208,22,0,0,342.0376175548589,319,109110.0,0.34796238244514105,1.5623502126014688,2730.945945945946,-932.8125
180,90,70,110,30,105,130,530,1.0010525065101656,0.9170790014229241,22,0,1,341.8587896253602,347,118625.0,0.37752161383285304,1.3362434274862172,3598.625954198473,-1633.3101851851852
240,60,95,150,30,110,190,330,0.9033851137885146,0.923758529581898,20,0,1,341.53846153846155,325,111000.0,0.4123076923076923,1.2990503131945847,3598.320895522388,-1953.5526315789473
180,60,170,105,30,85,250,460,0.9455418698096679,0.9059823410314842,15,0,0,340.2835820895522,335,113995.0,0.41492537313432837,1.3181684971461267,3397.6978417266187,-1837.3589743589744
210,45,90,190,55,110,140,330,0.9515190599986553,1.0079167140645844,16,0,1,340.2564102564103,351,119430.0,0.34472934472934474,1.32938937613768,3983.5537190082646,-1576.4347826086957
210,90,175,285,15,45,250,440,0.9921860056839664,0.9912085889467883,20,0,1,340.2329192546584,322,109555.0,0.38819875776397517,1.3331508765527833,3507.2,-1669.263959390863
210,90,55,135,45,115,190,520,0.9722262821333334,0.9074644482402057,9,0,0,340.1948051948052,308,104780.0,0.4025974025974026,1.2800518515548784,3862.298387096774,-2033.3967391304348
150,60,200,295,90,25,170,520,0.9784018365938925,0.9825812657474524,30,0,1,339.1326530612245,392,132940.0,0.35714285714285715,1.3811681050549072,3440.785714285714,-1384.0079365079366
240,60,255,190,85,85,80,410,0.9784454554889376,0.9634583430787221,19,0,1,338.65384615384613,312,105660.0,0.41025641025641024,1.3167361131928415,3431.640625,-1812.9891304347825
