tf1,tf2,lookback,length,lookback2,length2,min_s,max_s,koeff1,koeff2,mmcoff,exitday,sdel_day,direction,avg_trade_1c,num_trades,total_pts,win_rate,profit_factor,avg_win,avg_loss
120,45,230,155,80,30,180,580,0.9387454644075464,0.9516778508118157,23,1,1,short,-4.802631578947368,836,-4015.0,0.47248803827751196,0.9903278649032786,1040.746835443038,-945.5808656036446
180,90,270,125,50,45,350,580,1.0280750019835332,1.0092278986801928,14,1,0,short,-4.834123222748815,422,-2040.0,0.46919431279620855,0.9919879033049899,1275.6313131313132,-1136.674107142857
150,90,45,45,5,170,480,590,0.9627066252925647,0.9635495647569833,7,1,0,short,-4.881141045958795,631,-3080.0,0.47385103011093505,0.9739743968904474,385.5016722408027,-363.02147239263803
300,120,180,130,95,115,90,670,0.9410547406772074,0.9572094275262546,8,1,1,short,-4.905362776025236,951,-4665.0,0.4647739221871714,0.9928915910493474,1474.20814479638,-1296.9664031620553
240,60,275,105,40,185,390,630,0.904989222931352,0.99673532289609,16,1,1,short,-4.946070878274268,649,-3210.0,0.44684129429892144,0.9891018350336961,1004.6034482758621,-822.7513966480446
120,45,165,290,35,190,340,660,1.0483881000828466,1.020692199791115,21,1,0,short,-4.955357142857143,336,-1665.0,0.44345238095238093,0.9935952916738792,1733.5570469798658,-1397.6612903225807
180,120,85,270,55,155,340,680,1.0490970909374582,1.0516805496443586,30,1,1,short,-5.059880239520958,334,-1690.0,0.47604790419161674,0.9930153744420566,1511.132075471698,-1382.6285714285714
120,45,100,70,80,185,390,610,0.9570171006601004,1.0242325612340002,7,1,0,short,-5.061349693251533,326,-1650.0,0.44785276073619634,0.9901150251617541,1131.986301369863,-943.0508474576271
120,45,95,110,55,30,230,480,0.990669621542827,0.9071653847320753,9,0,1,short,-5.087719298245614,456,-2320.0,0.38596491228070173,0.9934823222036493,2009.2897727272727,-1275.8243727598567
180,60,165,285,85,115,280,600,0.9106397927979489,0.9543933065990715,29,1,1,short,-5.101190476190476,840,-4285.0,0.4714285714285714,0.9904333459846845,1120.2651515151515,-1011.0835214446953
300,60,265,290,20,35,270,600,0.9443842404325047,0.9403983675655335,5,0,0,short,-5.149769585253456,434,-2235.0,0.41705069124423966,0.9948591144335825,2389.585635359116,-1718.3794466403162
120,45,260,120,85,45,450,680,0.991449600723572,0.9944466439896243,8,0,1,short,-5.182926829268292,328,-1700.0,0.3902439024390244,0.9941938899229836,2274.1796875,-1463.975
240,60,30,285,25,135,490,640,0.946203973925687,1.0050934575252162,6,0,1,short,-5.1916932907348246,313,-1625.0,0.34824281150159747,0.9959233847195916,3642.1100917431195,-1973.3415841584158
150,60,225,95,60,130,440,610,0.978349353391914,0.9100475012235988,28,1,1,short,-5.301047120418848,764,-4050.0,0.4620418848167539,0.9755884391669931,458.5127478753541,-408.63300492610836
150,60,155,250,65,150,270,410,0.9364078116206836,0.9127931819314598,8,1,0,short,-5.325693606755126,829,-4415.0,0.46562123039806996,0.9881272521916851,951.9300518134716,-845.1363636363636
300,120,115,65,65,45,340,630,0.9784875800042279,0.9614323199673352,16,1,0,short,-5.349932705248991,743,-3975.0,0.46433378196500674,0.987210630459613,889.3623188405797,-788.8451776649746
120,60,280,55,60,140,480,560,0.9692436226350838,0.9057534074083478,18,1,1,short,-5.367036011080333,722,-3875.0,0.4598337950138504,0.9732111994469409,424.0210843373494,-377.6762402088773
180,90,85,70,80,105,180,580,0.9404982471923371,0.9985040178100154,15,1,0,short,-5.424973767051417,953,-5170.0,0.4690451206715635,0.9912409253784445,1308.8926174496644,-1168.8019801980197
300,60,240,165,70,185,170,380,0.901474851452645,1.0033079175698225,27,1,1,short,-5.497118155619597,694,-3815.0,0.4812680115273775,0.9883422459893048,968.3682634730538,-919.2415730337078
150,60,75,80,35,40,410,630,0.993755644114551,1.0007661932908662,5,1,0,short,-5.550898203592815,835,-4635.0,0.45149700598802395,0.9853034434650263,824.2572944297082,-697.7433628318585
210,45,235,90,80,75,210,290,0.929155190775904,0.9279206108902563,12,1,0,short,-5.613532110091743,872,-4895.0,0.4919724770642202,0.9792992620472374,539.7902097902098,-543.5977011494252
120,45,265,40,75,105,310,650,0.9960218085954801,0.9985042605594818,18,1,0,short,-5.682730923694779,747,-4245.0,0.42570281124497994,0.9877806563039724,1079.1037735849056,-813.5831381733021
300,60,290,115,30,130,220,460,0.969005597368523,0.979211788956731,19,0,0,short,-5.720461095100864,347,-1985.0,0.3227665706051873,0.9947840025225982,3380.1339285714284,-1619.404255319149
180,120,25,40,65,125,340,590,1.0202408625408914,1.02141970689907,14,1,0,short,-5.738916256157635,406,-2330.0,0.4482758620689655,0.9885037621808314,1100.7967032967033,-921.25
180,60,65,250,5,75,190,340,0.987336939074261,0.9380611125567433,14,1,0,short,-5.751043115438108,719,-4135.0,0.4659248956884562,0.9834801542118615,734.8358208955224,-663.9389920424403
150,60,285,95,30,120,190,550,0.9340420602651324,0.971694608450145,28,0,1,short,-5.7808564231738035,397,-2295.0,0.3148614609571788,0.994317056259905,3212.36,-1490.1845018450185
240,60,100,20,5,120,220,650,0.9138228426226851,0.940046292920274,28,0,1,short,-5.853018372703412,762,-4460.0,0.3346456692913386,0.9924055374870162,2285.529411764706,-1162.9108910891089
150,120,20,25,45,130,270,690,1.0232482672280994,0.9246689323179674,27,1,0,short,-5.860058309037901,343,-2010.0,0.43440233236151604,0.9925152209126962,1788.8255033557048,-1384.2525773195875
240,90,30,185,45,70,120,240,0.9576948956027732,0.932245654919864,20,1,0,short,-5.865070729053318,919,-5390.0,0.48639825897714906,0.9804074807800658,603.3892617449665,-591.6236559139785
240,60,270,190,20,190,330,400,0.9355718259978781,0.9374354542613017,11,1,1,short,-5.879501385041551,722,-4245.0,0.47645429362880887,0.9839775043406054,757.8343023255813,-706.5066666666667
180,60,135,95,45,180,140,620,0.9471622199863724,0.914772012807366,18,1,0,short,-5.9167404782993795,1129,-6680.0,0.45438441098317095,0.9904533924041588,1350.9649122807018,-1141.4763458401305
150,120,95,280,20,185,330,540,0.9241584762953127,0.9274992958879448,11,1,1,short,-5.96130592503023,827,-4930.0,0.46311970979443773,0.9864321884632321,935.8485639686684,-825.8181818181819
240,45,115,200,80,120,420,630,0.9306984410748381,1.0165364923461517,27,1,0,short,-5.975820379965458,579,-3460.0,0.45768566493955093,0.9845855701334284,833.9811320754717,-719.4391025641025
210,60,40,250,60,125,260,330,0.9696496566368527,0.9530118707345777,23,1,0,short,-5.988671472708548,971,-5815.0,0.5036045314109165,0.97868362689932,545.9713701431493,-574.3052631578947
300,60,190,180,15,195,380,640,0.926902862199727,0.9605420829898019,26,1,0,short,-6.049661399548532,886,-5360.0,0.46613995485327314,0.9857603974336836,898.4382566585956,-800.8829787234042
180,90,255,110,65,50,100,490,0.913987992689733,0.9523469779270736,9,1,0,short,-6.083995459704881,881,-5360.0,0.46651532349602726,0.9887729881446106,1148.5644768856448,-1033.3766233766235
210,45,125,195,50,155,370,650,1.0167707459820798,0.9439238828790444,14,1,0,short,-6.099050203527815,737,-4495.0,0.4531886024423338,0.9887480130668236,1182.6047904191616,-996.2219451371571
180,90,75,75,20,140,280,610,0.9374214733187385,0.9422908937155995,11,1,0,short,-6.104887983706721,982,-5995.0,0.4684317718940937,0.9873715032018874,1018.9673913043479,-920.0
120,60,220,210,15,150,180,610,0.9130131429795967,0.9059306903017157,8,0,0,short,-6.108247422680412,582,-3555.0,0.3247422680412371,0.9926420366345855,2537.5396825396824,-1232.5255102040817
240,60,285,140,15,180,110,350,0.9681250325104185,1.017390551301043,12,1,1,short,-6.168674698795181,415,-2560.0,0.44096385542168676,0.9878690233616073,1139.1803278688524,-909.6120689655172
150,45,225,45,85,175,150,640,0.9590655152153467,0.9850845259667472,13,1,1,short,-6.257668711656442,815,-5100.0,0.4269938650306748,0.988359884968275,1244.367816091954,-946.3066954643629
240,60,225,100,15,60,400,550,0.9621287585457401,0.9428171598475981,8,0,0,short,-6.284916201117318,358,-2250.0,0.3715083798882682,0.9937952430196484,2709.5864661654136,-1633.445945945946
210,45,175,215,85,55,480,580,0.951121203250863,0.9407966135585117,18,1,0,short,-6.306930693069307,505,-3185.0,0.46732673267326735,0.9656214582546279,379.06779661016947,-349.60377358490564
300,45,175,140,15,115,460,620,0.9835519384482634,0.9462135934936412,16,0,0,short,-6.34433962264151,424,-2690.0,0.37028301886792453,0.9938398827516717,2764.267515923567,-1641.654135338346
210,45,75,90,45,15,340,670,1.0003336248344725,1.0091379894309118,19,1,1,short,-6.350293542074364,511,-3245.0,0.4070450097847358,0.9878578110383536,1269.2548076923076,-887.873754152824
150,45,210,85,35,140,270,630,0.9437790305052807,0.9385080938239719,5,1,0,short,-6.358695652173913,1104,-7020.0,0.4601449275362319,0.9874094267881484,1083.740157480315,-945.0169491525423
300,60,255,30,10,150,90,510,0.9988475627554602,0.9224101031247359,12,1,0,short,-6.370449678800856,934,-5950.0,0.4271948608137045,0.9881970204915593,1248.5213032581453,-945.797373358349
180,120,290,60,85,125,60,230,0.9294893777477602,0.9900361711172703,11,1,1,short,-6.373534338358459,597,-3805.0,0.49748743718592964,0.9802394121160188,635.5218855218856,-661.7010309278351
150,90,65,115,75,170,160,670,0.9634395374524807,1.0072271111077715,17,1,0,short,-6.413043478260869,966,-6195.0,0.4554865424430642,0.9913459523643221,1612.8522727272727,-1360.9315589353612
210,45,175,195,85,175,480,640,1.0318302159103476,0.965091995072621,25,1,0,short,-6.4171122994652405,374,-2400.0,0.4786096256684492,0.9803439803439803,668.7150837988827,-629.3814432989691
180,60,175,205,40,100,90,690,0.9540665169390192,0.9297974804296077,11,1,0,short,-6.453110492107706,1077,-6950.0,0.42804085422469823,0.9896741027983924,1444.9349240780912,-1101.5793780687397
240,60,40,85,35,20,290,360,0.9433146261483485,0.9368494988957689,23,1,1,short,-6.480263157894737,608,-3940.0,0.5082236842105263,0.9760915076306926,520.5663430420713,-560.5272108843537
180,120,290,55,20,150,280,550,0.9664819688895148,0.9330226484055915,18,1,1,short,-6.521181001283697,779,-5080.0,0.44801026957637996,0.9847174380650111,937.8939828080229,-780.293427230047
240,45,260,70,80,80,320,460,0.9895968554417212,0.9178950082371393,24,1,1,short,-6.535141800246609,811,-5300.0,0.468557336621455,0.9852167970656737,929.5131578947369,-837.6518691588785
150,45,25,180,80,95,480,590,0.9038601684422504,0.9068899715630646,5,1,1,short,-6.539440203562341,786,-5140.0,0.4770992366412214,0.967840830882813,412.50666666666666,-391.7401960784314
120,60,175,220,75,65,180,560,0.9155843584798606,0.9420537823077312,23,1,1,short,-6.569767441860465,774,-5085.0,0.44315245478036175,0.9888348501981622,1312.9737609329445,-1059.1511627906978
120,60,280,155,15,40,390,660,0.9505029528507435,0.9890469990292665,24,0,0,short,-6.611111111111111,450,-2975.0,0.36666666666666664,0.9933417633696272,2689.939393939394,-1578.851590106007
240,45,225,250,5,160,480,620,0.9402644775289593,0.936335311919483,29,1,0,short,-6.7983074753173485,709,-4820.0,0.44428772919605075,0.9693948822147438,484.6666666666667,-404.8586118251928
150,60,80,145,80,145,80,270,1.0379566056036198,0.9903804790639689,26,1,1,short,-6.807909604519774,354,-2410.0,0.4858757062146893,0.98842125492457,1196.1046511627908,-1149.9447513812154
150,60,50,125,15,55,270,670,0.9395861557905268,0.9618079918501885,21,1,0,short,-6.83786078098472,1178,-8055.0,0.44227504244482174,0.9868666693840948,1161.7466410748561,-939.2419601837672
120,90,130,40,25,115,140,400,0.9502716323554671,0.9076530524533396,15,1,1,short,-6.869318181818182,880,-6045.0,0.4863636363636364,0.9878176578464762,1145.2453271028037,-1105.1447661469933
240,60,135,155,50,25,480,580,0.9086093125932426,0.900554933811142,26,1,0,short,-6.876172607879925,533,-3665.0,0.4427767354596623,0.9668355804904534,452.7330508474576,-377.1672354948806
210,60,165,250,10,135,180,430,0.9003259595961048,0.9972475565216764,29,0,1,short,-6.889848812095033,463,-3190.0,0.3282937365010799,0.991832868224993,2548.684210526316,-1255.9163987138263
150,90,265,180,80,55,450,580,0.9282456928631283,0.9216717216829882,9,1,1,short,-6.89344262295082,610,-4205.0,0.44426229508196724,0.9721246271130262,541.1254612546126,-457.1212121212121
240,60,260,145,80,185,480,610,0.9176464020716639,0.9306716550758346,7,1,1,short,-6.976439790575916,764,-5330.0,0.4568062827225131,0.9694966663805191,485.40114613180515,-427.2249388753056
210,45,200,30,5,185,80,160,0.9914311066968988,0.9516966482515182,15,1,0,short,-7.010014306151645,699,-4900.0,0.463519313304721,0.9719839908519153,524.6913580246913,-471.42857142857144
300,45,295,85,70,35,370,630,0.940950778399589,0.9243673823512831,6,0,1,short,-7.045454545454546,352,-2480.0,0.44886363636363635,0.9941818864294847,2682.1202531645567,-2197.1907216494847
240,45,160,150,75,155,420,660,1.000621109311955,0.9739552848547903,5,1,0,short,-7.094515752625438,857,-6080.0,0.456242707117853,0.9820818106801839,852.2762148337596,-739.2592592592592
150,45,210,265,85,80,190,350,0.9952330874775912,0.926590316041874,27,1,0,short,-7.101167315175097,514,-3650.0,0.4980544747081712,0.9786730550118321,654.27734375,-665.9338521400779
120,45,45,155,90,160,470,640,0.9939355741138334,1.0141578200097676,18,1,0,short,-7.113095238095238,672,-4780.0,0.4732142857142857,0.9753162922798864,593.930817610063,-553.2857142857143
180,120,30,175,75,170,300,590,0.9322119629396404,0.9173280332352125,13,1,1,short,-7.121052631578947,950,-6765.0,0.4589473684210526,0.9841453982985305,963.1307339449542,-833.37890625
210,60,255,220,95,80,280,360,0.9957613195443069,1.0000698656227978,13,1,0,short,-7.142857142857143,560,-4000.0,0.5017857142857143,0.9748980232193285,552.846975088968,-575.2707581227437
180,45,110,65,85,195,310,380,0.9824877039938862,0.9464215763945555,14,1,1,short,-7.205707491082046,841,-6060.0,0.48989298454221164,0.9769743716397211,624.0898058252427,-616.3583138173302
240,45,60,230,35,155,390,590,0.9077866120790551,0.9762104585807929,15,0,0,short,-7.212581344902386,461,-3325.0,0.36225596529284165,0.9937623112278398,3172.005988023952,-1813.095238095238
120,45,245,40,60,90,210,470,0.933013166435748,0.9232253125842909,23,1,1,short,-7.248459958932238,974,-7060.0,0.4650924024640657,0.986300838248991,1122.0750551876379,-998.7596899224807
120,90,255,80,25,105,160,530,0.9227581973581731,0.9432705626558469,27,1,0,short,-7.260273972602739,949,-6890.0,0.46259220231822973,0.9876695658398654,1257.1526195899771,-1106.4950495049504
180,90,205,135,95,90,110,330,0.9095534643917152,0.9439272775387941,5,1,1,short,-7.2631578947368425,855,-6210.0,0.5029239766081871,0.9831284384975888,841.546511627907,-870.1536643026004
120,60,55,95,40,170,380,660,0.9779778937745218,1.0061446582120468,28,1,0,short,-7.27751756440281,854,-6215.0,0.44730679156908665,0.9844461684769007,1029.7513089005236,-853.8034188034188
120,90,145,160,20,100,370,640,1.0174130826697605,1.0011311779280432,8,1,1,short,-7.303571428571429,560,-4090.0,0.4732142857142857,0.9808659446562653,791.188679245283,-734.553264604811
150,90,210,25,30,95,260,350,0.910554067011572,1.0119415567739918,14,1,1,short,-7.329545454545454,352,-2580.0,0.48579545454545453,0.978428093645485,684.327485380117,-683.4285714285714
150,90,175,180,90,75,230,640,0.9470918340937666,0.9129125599269051,28,1,0,short,-7.335243553008596,698,-5120.0,0.47707736389684813,0.9872279388836919,1188.4534534534534,-1107.389502762431
180,45,275,110,95,75,340,670,0.9164316143437742,0.9116729836513257,27,0,0,short,-7.361563517915309,307,-2260.0,0.41042345276872966,0.9938438908788799,2895.6746031746034,-2050.921787709497
180,90,275,200,10,50,300,520,0.9738684187936348,0.9801413275524687,20,0,0,short,-7.402597402597403,308,-2280.0,0.36363636363636365,0.9939168367551127,3326.1160714285716,-1912.2704081632653
240,90,215,275,5,45,430,590,0.9192422973884553,0.9757534864529808,8,1,0,short,-7.403536977491961,622,-4605.0,0.45016077170418006,0.9725803090297419,583.3571428571429,-498.35311572700294
210,60,275,150,25,85,410,660,0.9029754501497814,0.9863638591010901,18,1,0,short,-7.4189364461738005,771,-5720.0,0.45136186770428016,0.980992257335593,848.3045977011494,-719.9282296650717
240,120,55,175,85,195,260,670,0.9528271415368826,1.0082640493571449,21,1,0,short,-7.4266503667481665,818,-6075.0,0.44621026894865523,0.9873745245962965,1301.6301369863013,-1074.0401785714287
300,60,285,105,70,40,490,600,0.9707285262707674,0.9372398568719228,21,1,1,short,-7.579564489112228,597,-4525.0,0.46901172529313234,0.9621085245352538,410.3392857142857,-383.9871382636656
150,45,255,75,95,95,360,570,0.9339787217508614,0.9727422908226987,20,1,1,short,-7.591743119266055,872,-6620.0,0.46215596330275227,0.9844407361271065,1039.3300248138958,-916.9612068965517
210,90,55,150,25,185,260,340,1.0081990981530602,0.9450976773122692,10,1,0,short,-7.6352288488210815,721,-5505.0,0.4909847434119279,0.979921216763322,758.9406779661017,-757.3756906077348
150,45,145,175,90,105,370,500,0.9578739035313194,0.906338900747296,14,1,1,short,-7.6503067484662575,815,-6235.0,0.47730061349693254,0.9818554840962663,867.3393316195372,-820.1193317422434
210,45,125,270,45,130,440,520,0.9212359319633249,0.9841912002488773,17,1,0,short,-7.724438902743142,802,-6195.0,0.4688279301745636,0.9736354931375678,608.4574468085107,-555.4964539007092
300,90,150,240,85,55,280,690,0.9595218507064793,0.9716201273269531,30,1,1,short,-7.728026533996683,603,-4660.0,0.46434494195688225,0.9843784046529559,1048.732142857143,-926.4130434782609
180,90,70,120,15,145,460,580,0.92576160869067,1.0316455571167429,22,1,0,short,-7.744807121661721,337,-2610.0,0.44807121661721067,0.9799392798124592,844.3377483443709,-707.0923913043479
300,90,45,95,95,175,420,630,0.9435688410926866,1.0421530861305852,16,1,1,short,-7.746710526315789,304,-2355.0,0.45723684210526316,0.9812894768204028,888.5611510791367,-772.1779141104295
240,120,55,170,55,45,330,600,0.9317983862649241,1.0288396199078098,7,1,0,short,-7.814285714285714,350,-2735.0,0.46285714285714286,0.9871042270787656,1292.283950617284,-1134.144385026738
300,45,40,185,10,145,460,570,0.9481301873970888,0.9935377967748563,27,1,0,short,-7.81700288184438,694,-5425.0,0.4668587896253602,0.9655260064181997,468.95061728395063,-433.5123966942149
120,60,205,255,25,55,240,450,0.931598323736234,1.0191748231290603,20,1,0,short,-7.8841309823677586,397,-3130.0,0.43828715365239296,0.9874092399283976,1410.7183908045977,-1119.7972972972973
180,120,115,235,35,115,120,240,0.9326587334804175,0.9968558968618698,26,1,0,short,-7.925824175824176,728,-5770.0,0.49725274725274726,0.9770763393655271,679.378453038674,-699.1805555555555
210,45,230,80,10,85,260,420,0.9585738483457269,0.9412903677398123,7,1,1,short,-7.932960893854749,895,-7100.0,0.43687150837988825,0.981655405841849,971.7007672634271,-770.9860557768924
210,45,280,115,5,35,310,650,0.9990578376901826,0.9338176771356983,7,0,0,short,-7.96875,672,-5355.0,0.36755952380952384,0.9877555220194814,1748.9271255060728,-1031.4622641509434
210,45,125,95,85,15,150,570,0.9336663000162178,0.9596545372519145,18,0,1,short,-7.9787234042553195,470,-3750.0,0.4148936170212766,0.9905001963292759,2005.1025641025642,-1435.4363636363637
120,60,285,70,85,105,260,650,0.9669015333775172,0.9977319636733363,25,1,1,short,-7.9921773142112125,767,-6130.0,0.4380704041720991,0.9854689407497836,1237.2767857142858,-981.0581395348837
300,60,200,30,95,130,180,280,0.9820252788206678,0.9559228930775633,15,1,0,short,-8.16055625790139,791,-6455.0,0.48419721871049304,0.9713467684659091,571.3446475195823,-557.6237623762377
150,90,195,135,95,155,150,330,0.9777521084820301,1.0091242209110116,6,1,1,short,-8.165869218500797,627,-5120.0,0.4864433811802233,0.9825639803163684,945.983606557377,-914.7819314641745
150,90,285,245,40,115,280,560,1.0270143814547004,1.0268311953832256,14,1,0,short,-8.209302325581396,430,-3530.0,0.4720930232558139,0.9861394691377415,1237.192118226601,-1121.9383259911895
180,60,290,205,20,120,190,290,0.9107505654438037,1.0044086980738285,7,1,1,short,-8.279022403258656,491,-4065.0,0.5010183299389002,0.9676043991074275,493.5569105691057,-518.5123966942149
120,60,145,50,10,120,330,690,0.9214675549961063,0.9756117016429025,5,0,1,short,-8.312829525483304,569,-4730.0,0.3391915641476274,0.9903869604097227,2524.922279792746,-1308.6170212765958
180,120,95,150,60,65,110,570,0.9446072132262913,0.9743430594967624,16,1,1,short,-8.35873388042204,853,-7130.0,0.4783118405627198,0.98716425433859,1343.9950980392157,-1256.7420814479638
240,45,95,85,65,155,400,620,0.9990839227192535,0.9005258520119035,8,1,0,short,-8.364389233954451,966,-8080.0,0.4492753623188406,0.9811153180947039,967.2350230414746,-811.8785578747628
180,60,280,90,25,90,150,420,0.9153381985894511,0.9386282254034923,9,0,1,short,-8.406862745098039,408,-3430.0,0.33088235294117646,0.9917845295265925,3067.222222222222,-1529.3223443223444
210,90,35,250,45,120,180,270,0.9453007123357551,0.9435642051064334,20,1,1,short,-8.452041785375119,1053,-8900.0,0.47863247863247865,0.9718976949794759,610.7142857142857,-585.3974121996304
150,60,225,100,65,190,260,660,0.9483896381862182,0.9022232581484184,12,1,0,short,-8.45427435387674,1006,-8505.0,0.45029821073558646,0.9844215076610281,1186.401766004415,-999.8992673992674
180,90,125,85,80,90,450,540,0.9275912859942779,0.9799376178766307,23,1,0,short,-8.473479948253557,773,-6550.0,0.47736093143596375,0.9554891101219802,381.04336043360433,-369.7361809045226
240,90,55,260,10,20,120,340,0.9262553418813285,0.9103776601621,9,0,0,short,-8.492462311557789,398,-3380.0,0.40954773869346733,0.9930281966131062,2953.558282208589,-2071.837606837607
150,60,240,45,75,40,410,490,0.9194981044806998,0.9834992658211749,23,1,0,short,-8.512931034482758,696,-5925.0,0.4870689655172414,0.9681391659720915,531.0914454277286,-525.3248587570622
120,45,110,160,15,85,460,660,1.00534554426942,1.0060799067375403,20,1,1,short,-8.548136645962733,644,-5505.0,0.4472049689440994,0.9709850840668318,639.6701388888889,-537.4787535410765
300,45,145,185,40,130,480,610,0.9936656178882435,0.9575752831707133,27,1,0,short,-8.55421686746988,747,-6390.0,0.4578313253012048,0.9653799268590004,521.0087719298245,-463.7562814070352
210,60,160,190,15,170,430,530,0.9179509207564417,0.9390343403003388,19,1,1,short,-8.610271903323262,662,-5700.0,0.4622356495468278,0.9583835286387034,428.97058823529414,-391.3285714285714
300,60,80,290,15,110,370,460,0.9316855911584356,1.0311905461946422,6,1,0,short,-8.621262458471762,301,-2595.0,0.48172757475083056,0.9817472040514876,962.5862068965517,-917.2258064516129
210,90,190,185,60,155,110,640,0.9719224254470942,0.9187312863449514,13,1,0,short,-8.626882966396291,863,-7445.0,0.45770567786790267,0.9868697201107565,1416.620253164557,-1216.7596566523605
240,120,295,235,75,180,150,670,0.9625647363146761,0.9085301994183967,22,1,0,short,-8.679504814305364,727,-6310.0,0.4621733149931224,0.9857039285876116,1294.8511904761904,-1140.5167958656332
150,120,120,205,50,135,310,550,0.9898999608845978,0.9309208784119001,22,1,0,short,-8.722527472527473,728,-6350.0,0.4642857142857143,0.9823390349047421,1044.9704142011835,-926.6752577319587
240,90,90,240,35,125,120,260,0.9338702450765302,1.0236422251330224,10,1,1,short,-8.777985074626866,536,-4705.0,0.47761194029850745,0.9754788273615635,731.1328125,-692.6895306859205
180,60,245,205,95,130,440,590,0.9321678796286667,0.9270491081144815,15,1,1,short,-8.858321870701513,727,-6440.0,0.4511691884456671,0.9604883735198478,477.2865853658537,-414.7328244274809
150,45,110,155,5,175,440,640,0.9701773778747491,0.9752433017614325,30,0,0,short,-8.912671232876713,584,-5205.0,0.4092465753424658,0.9896285816761646,2078.054393305439,-1480.4129793510324
300,45,210,145,35,170,110,180,0.9374578727001757,0.9319163513212255,11,1,1,short,-8.91644908616188,766,-6830.0,0.48172323759791125,0.9551086134937067,393.80758807588074,-391.1182519280206
210,120,100,255,30,125,340,530,0.9316224141788625,1.0213249703176783,10,1,0,short,-8.923220973782772,534,-4765.0,0.45880149812734083,0.9792148309705562,916.265306122449,-796.0069444444445
240,120,270,115,65,135,290,520,0.9019231635056021,0.996037642788184,26,1,1,short,-8.949386503067485,652,-5835.0,0.4539877300613497,0.981095397774214,1023.0405405405405,-869.4507042253521
300,60,75,200,55,40,440,540,0.9757786925767941,0.9070019477934124,27,1,0,short,-8.977777777777778,450,-4040.0,0.45555555555555555,0.9472205891958978,353.6829268292683,-315.0
300,90,150,190,35,165,240,640,0.9077046929973341,0.9791136447825239,20,1,0,short,-8.993055555555555,864,-7770.0,0.4618055555555556,0.984550841054599,1241.0275689223058,-1086.2634989200865
210,60,155,230,70,110,370,520,0.9223871862952561,0.9327433388924911,28,1,1,short,-9.009247027741083,757,-6820.0,0.4795244385733157,0.9780820156832498,838.4022038567493,-791.7557251908397
120,45,265,180,70,20,240,370,0.9230556897957682,0.9363833169902733,14,0,0,short,-9.019607843137255,357,-3220.0,0.47619047619047616,0.9914010655201421,2183.794117647059,-2002.4866310160428
180,60,135,20,35,195,340,630,0.9768277036851462,0.9495574113981792,20,1,0,short,-9.182754182754183,777,-7135.0,0.46846846846846846,0.9785329602551374,893.5027472527472,-812.640586797066
210,60,125,115,20,190,240,360,1.0075060768773918,1.03069144087849,29,1,1,short,-9.19953596287703,431,-3965.0,0.48491879350348027,0.9798975866964105,924.7607655502393,-904.7706422018349
300,60,225,90,40,180,160,530,0.9307886119523798,0.9283412025334619,25,1,0,short,-9.207920792079207,1010,-9300.0,0.45643564356435645,0.9840145759565472,1241.822125813449,-1067.48623853211
300,45,180,115,60,160,200,350,0.9294292430185062,0.948446284853268,22,1,0,short,-9.219088937093275,922,-8500.0,0.48156182212581344,0.9730901953335233,692.2747747747748,-673.496801705757
210,120,165,35,40,185,330,690,0.9907221139850734,0.953096004056864,12,1,0,short,-9.219440353460971,679,-6260.0,0.43888070692194403,0.9824344800493855,1174.8993288590605,-952.8877005347593
240,60,250,135,40,45,80,360,1.0225473197391486,0.9718213084266315,17,1,1,short,-9.238095238095237,315,-2910.0,0.48253968253968255,0.9842361863488625,1195.328947368421,-1132.515337423313
180,120,60,165,30,145,280,510,0.9795604605914233,0.9594378505331465,13,1,1,short,-9.37170010559662,947,-8875.0,0.4625131995776135,0.9802490291424184,1005.6392694063927,-888.0335968379446
120,90,190,290,75,195,360,650,0.9198320050553632,1.0424579410363735,25,1,0,short,-9.41988950276243,362,-3410.0,0.43922651933701656,0.9860722527416423,1518.3962264150944,-1224.175
150,60,260,245,30,135,140,420,0.9017490600001614,0.9342844800892429,13,1,1,short,-9.443084455324357,817,-7715.0,0.46511627906976744,0.9822513113094691,1123.592105263158,-1006.2037037037037
300,45,245,190,30,45,200,280,0.9523245398223001,0.9488312901207491,16,1,1,short,-9.45945945945946,703,-6650.0,0.44096728307254623,0.9640618244703848,575.4516129032259,-479.37823834196894
240,60,250,20,70,190,190,330,0.9108074361515722,0.9295518397067067,17,1,1,short,-9.466666666666667,675,-6390.0,0.47703703703703704,0.9707182953373812,657.8726708074535,-632.536231884058
300,60,85,45,25,70,460,600,0.989171284470409,0.9178497335261776,14,1,0,short,-9.504283965728273,817,-7765.0,0.46266829865361075,0.9556906045821564,443.0687830687831,-405.65972222222223
120,60,70,240,40,45,170,340,1.0145695595256066,0.968552525754634,13,1,0,short,-9.562363238512035,457,-4370.0,0.4814004376367615,0.9807459299892054,1011.7954545454545,-961.7161016949152
150,60,40,210,5,20,500,590,0.9749994691805888,0.9333170989342359,29,0,1,short,-9.580498866213151,441,-4225.0,0.4126984126984127,0.9907064219174466,2474.6703296703295,-1762.0736434108528
120,45,155,125,10,125,340,670,0.9423796699803991,0.9450570087415554,9,0,0,short,-9.611842105263158,760,-7305.0,0.34868421052631576,0.9880953350987981,2288.0,-1247.2052845528456
