tf1,tf2,lookback,length,lookback2,length2,min_s,max_s,koeff1,koeff2,mmcoff,exitday,sdel_day,direction,avg_trade_1c,num_trades,total_pts,win_rate,profit_factor,avg_win,avg_loss
180,45,155,20,95,80,310,550,0.9993959120920256,0.9958445225777955,24,0,0,short,104.71046770601336,449,47015.0,0.42538975501113585,1.1378092390667136,2032.3298429319373,-1327.4708171206225
210,45,295,245,15,70,60,240,0.9814259243081918,0.9100623459223298,29,1,0,short,104.671581769437,746,78085.0,0.5067024128686327,1.3346189282423775,823.9153439153439,-639.3287671232877
180,60,240,90,15,180,80,600,0.9591141578135727,0.9476739107728454,29,1,1,short,104.57171314741036,1004,104990.0,0.4392430278884462,1.201901904789377,1417.2222222222222,-926.9251336898395
240,45,170,215,60,60,230,590,0.9704564411794243,1.0243510880470978,9,1,0,short,104.56582633053222,357,37330.0,0.3949579831932773,1.1599194619371975,1920.2836879432625,-1085.7209302325582
180,90,75,230,70,55,80,440,0.9898707882066264,0.9226969866203424,14,1,1,short,104.41984732824427,655,68395.0,0.5022900763358779,1.174664181010266,1398.1003039513678,-1204.8615384615384
240,60,215,150,90,190,70,690,0.9083453067475793,0.9682631402903934,12,0,0,short,104.3358395989975,399,41630.0,0.3258145363408521,1.1154000748451123,3095.1923076923076,-1341.0594795539034
150,45,80,70,10,155,80,340,0.9802906324692963,0.9484936203266453,21,0,1,short,104.32926829268293,738,76995.0,0.35636856368563685,1.1291299097709053,2559.9049429657794,-1260.5919661733615
300,120,205,250,5,125,230,370,1.0090866362676452,0.9233028937203481,26,1,0,short,104.28802588996764,618,64450.0,0.4919093851132686,1.1810164445505484,1383.2072368421052,-1137.523961661342
180,90,45,120,95,20,130,680,0.9179919761614316,0.9415738879891744,21,0,0,short,104.25373134328358,402,41910.0,0.36069651741293535,1.1118226206675739,2873.793103448276,-1469.764705882353
180,90,235,35,65,125,60,490,0.9336955276974555,0.948763635850183,6,1,1,short,104.20306965761512,847,88260.0,0.4817001180637544,1.1750079314720812,1452.4019607843138,-1151.4155251141553
120,60,190,180,40,195,230,380,1.037199888117612,0.9390616173707262,11,1,0,short,104.19736842105263,380,39595.0,0.48947368421052634,1.1868173346858855,1352.3655913978494,-1103.8802083333333
210,90,285,90,70,50,60,360,1.006287532506971,0.9352047984222616,9,1,1,short,104.17690417690417,407,42400.0,0.5208845208845209,1.2234813545921728,1094.9292452830189,-977.9639175257732
180,45,245,225,85,60,290,580,0.9931717982495294,0.9450876073477793,12,1,1,short,104.11196911196912,518,53930.0,0.5096525096525096,1.2373052890961893,1065.1136363636363,-898.2608695652174
240,90,25,200,15,20,140,670,0.9616825330969101,1.0176129212859384,12,0,1,short,104.08587257617728,361,37575.0,0.3407202216066482,1.1498893033089335,2343.5772357723577,-1057.7426160337552
180,60,50,105,20,150,70,310,1.0096063514314528,1.0201672332468559,22,1,0,short,104.05448717948718,624,64930.0,0.47435897435897434,1.2144036454893674,1242.4662162162163,-931.8153846153846
180,60,185,210,55,40,290,490,0.9038517400054694,0.9401761646683094,16,1,1,short,104.0327380952381,672,69910.0,0.49851190476190477,1.2263265240053094,1130.7462686567164,-927.5975975975975
240,120,200,85,85,190,160,520,1.0300154539056046,1.013644796369195,14,1,1,short,103.97802197802197,455,47310.0,0.47692307692307695,1.142349932300286,1749.5852534562212,-1396.4285714285713
180,60,260,285,70,60,100,640,1.0288491317652346,1.013668498583258,30,1,1,short,103.9430894308943,492,51140.0,0.4166666666666667,1.135015972753914,2097.121951219512,-1329.017543859649
300,60,75,160,15,140,110,200,0.9486288199930728,0.9337751789360167,9,0,1,short,103.94278606965175,402,41785.0,0.39552238805970147,1.0903772115758965,3170.5974842767296,-1902.633744855967
240,90,190,270,15,40,320,590,0.9322228580688061,0.9125875165984,12,0,0,short,103.93393393393393,333,34610.0,0.3813813813813814,1.097589172423516,3065.0393700787404,-1730.0
120,90,80,95,65,115,220,540,1.0203708902653912,0.9269072881885231,13,1,1,short,103.89430894308943,615,63895.0,0.4959349593495935,1.1693928950159067,1446.2131147540983,-1224.6753246753246
300,45,210,230,45,185,210,340,0.9436162004574378,0.9269434032702356,7,0,1,short,103.86567164179104,335,34795.0,0.35522388059701493,1.0932217012726055,3428.9495798319326,-1736.046511627907
210,60,170,35,90,180,280,520,0.9110158841211405,1.0100184203423879,8,1,1,short,103.85224274406332,379,39360.0,0.45910290237467016,1.2031064554414572,1339.942528735632,-945.3170731707318
240,45,45,175,35,80,340,680,0.9769251923335329,0.9882411751968031,9,0,0,short,103.82770870337478,563,58455.0,0.36767317939609234,1.0999777656153793,3106.9323671497586,-1646.9859154929577
300,90,295,185,25,140,160,470,0.915381666101083,1.0154883284889258,20,1,0,short,103.81198347107438,484,50245.0,0.4896694214876033,1.1615205336333683,1524.5569620253164,-1264.5325203252032
240,45,135,280,95,45,350,540,0.9765367809299861,0.9467774657728169,27,1,0,short,103.78600823045268,486,50440.0,0.4897119341563786,1.2581305493718176,1032.9621848739496,-791.1133603238867
180,120,160,140,95,130,230,530,1.012864316248999,1.0514380667268652,24,1,1,short,103.7696335078534,382,39640.0,0.4869109947643979,1.1290154597233524,1865.0,-1575.6410256410256
120,60,155,210,65,55,70,470,0.9271332089907011,0.9295293985133349,11,1,0,short,103.73113854595336,729,75620.0,0.4883401920438957,1.1987176118147895,1281.3483146067415,-1025.7142857142858
120,60,130,290,40,160,180,500,0.953630771860505,0.956340637890119,13,1,0,short,103.7192118226601,1015,105275.0,0.48669950738916257,1.1800572967888143,1396.65991902834,-1128.7162162162163
120,45,30,250,65,55,200,560,0.9687707962250841,1.0033324656255862,15,1,1,short,103.69900271985495,1103,114380.0,0.43245693563009974,1.189623587728678,1504.350104821803,-972.8951612903226
150,60,210,90,90,130,250,530,1.024872551465609,0.9067678314670591,27,1,0,short,103.68571428571428,350,36290.0,0.4857142857142857,1.1671118069626083,1490.8823529411766,-1206.4444444444443
300,90,220,60,85,110,130,450,0.9101373081773533,1.0254047945557634,13,1,1,short,103.6698717948718,312,32345.0,0.483974358974359,1.144788379328096,1693.6423841059602,-1405.0
240,60,55,85,55,35,100,540,0.9215068065238069,0.935698536925462,17,1,0,short,103.63915715539947,1139,118045.0,0.456540825285338,1.1941242250324788,1396.4134615384614,-987.1590909090909
300,90,45,175,25,80,250,470,1.0148153053431639,0.9511535803093937,17,1,0,short,103.62992125984252,635,65805.0,0.5165354330708661,1.167370348704123,1399.314024390244,-1289.0819672131147
120,90,170,245,10,145,320,550,0.9215805786543687,0.9681686388455165,30,0,0,short,103.55140186915888,321,33240.0,0.3644859813084112,1.0889400243488032,3478.4188034188032,-1841.0591133004925
150,120,240,285,50,115,200,270,0.9593689648200275,1.018211633614045,16,1,0,short,103.531669865643,521,53940.0,0.5009596928982726,1.258866439506647,1005.0191570881226,-807.6356589147287
180,120,165,240,10,30,150,410,0.9102531803746311,0.9299005748550293,18,1,0,short,103.50640113798009,703,72765.0,0.492176386913229,1.2144973248632953,1190.7514450867052,-955.5915492957746
240,45,240,200,40,100,80,410,0.9449501015204117,0.9097042622841833,23,1,0,short,103.2422293676313,933,96325.0,0.4844587352625938,1.2031894360477993,1261.924778761062,-998.0315789473684
240,120,150,95,85,115,120,580,1.0247057508740816,0.958447021226403,21,1,0,short,103.23913043478261,460,47490.0,0.4934782608695652,1.1268581960972874,1858.3480176211453,-1620.5844155844156
150,60,65,60,30,125,420,660,0.9969680736693474,0.9763066263521009,27,0,0,short,103.20802005012531,399,41180.0,0.37593984962406013,1.0961049266027212,3131.133333333333,-1727.782258064516
300,60,195,155,20,55,370,630,0.9277891387836853,0.9249350916680164,5,0,1,short,103.15035799522673,419,43220.0,0.4105011933174224,1.1050878366056776,2642.4127906976746,-1671.8495934959349
150,60,225,290,70,185,280,500,1.0491795147551353,0.9941786109510998,18,1,0,short,103.14323607427056,377,38885.0,0.4854111405835544,1.1478320375615412,1649.8360655737704,-1362.8756476683939
150,60,275,185,70,90,280,660,1.036416870559173,1.00237227916046,19,1,0,short,103.12775330396475,454,46820.0,0.4779735682819383,1.1463650999577972,1689.884792626728,-1355.4449152542372
180,60,160,280,30,105,160,690,1.0118847985563244,0.9089559413924468,13,1,0,short,103.09709821428571,896,92375.0,0.4453125,1.1575692963752666,1700.814536340852,-1181.9556451612902
150,120,255,205,20,160,180,510,1.036399517968621,0.9083088979454006,22,1,0,short,103.07070707070707,495,51020.0,0.4868686868686869,1.1470338189311085,1651.5145228215767,-1371.5217391304348
210,60,60,270,30,45,250,530,0.9334934027804429,0.9827676176418213,11,1,1,short,103.00227014755959,881,90745.0,0.4767309875141884,1.2107236987239773,1241.3809523809523,-938.2026143790849
240,120,125,225,20,180,230,500,0.9858228807634712,0.993842908263295,19,1,1,short,102.97683923705722,734,75585.0,0.4904632152588556,1.1884231387652844,1324.25,-1072.5802139037432
210,120,85,55,60,140,250,560,0.9937398972044071,1.0292765838863565,12,1,0,short,102.9601226993865,326,33565.0,0.4723926380368098,1.1844737565265182,1399.448051948052,-1057.8488372093022
210,60,125,185,70,175,130,490,1.031972392140103,0.98347257897652,30,1,1,short,102.94466403162055,506,52090.0,0.4782608695652174,1.1394757276354193,1758.5123966942149,-1414.659090909091
300,120,140,155,50,90,160,490,0.9201262806515069,0.9162590791171458,20,1,0,short,102.9105473965287,749,77080.0,0.5006675567423231,1.191168264282437,1280.76,-1080.9785522788204
240,120,145,180,65,75,280,430,0.9410123690987677,0.9135885643605289,9,1,1,short,102.81666666666666,600,61690.0,0.49833333333333335,1.276122910279077,953.5284280936455,-744.7166666666667
210,45,50,250,85,130,240,520,1.0224265296198936,0.9189522949808293,26,1,1,short,102.8125,480,49350.0,0.475,1.1553401114293809,1609.8245614035088,-1270.76
210,45,65,255,45,150,300,630,0.9167164230462087,0.921827447191847,8,0,1,short,102.79497098646034,517,53145.0,0.35009671179883944,1.1013946655473728,3189.4198895027625,-1564.597014925373
180,120,70,60,95,140,300,430,0.9982290577579691,0.9390897269231638,19,1,1,short,102.77006172839506,648,66595.0,0.5,1.2729471074041436,958.5802469135803,-755.3715170278638
240,120,20,125,85,110,200,430,1.0187031184884385,0.9043662783291624,21,1,1,short,102.65656565656566,495,50815.0,0.49696969696969695,1.1761443402603255,1379.2682926829268,-1158.574297188755
120,45,170,80,40,150,60,250,0.9010884214174201,0.9504695110814692,9,0,0,short,102.63227513227513,378,38795.0,0.35714285714285715,1.0905970131826301,3459.3333333333335,-1762.201646090535
300,90,260,295,15,140,270,510,0.9726127171926233,0.928455058523102,8,1,0,short,102.574047954866,709,72725.0,0.5049365303244006,1.201445923299586,1211.5642458100558,-1043.3959537572255
180,60,105,215,65,75,150,390,0.900849221414653,0.996366506884027,26,1,0,short,102.54959159859976,857,87885.0,0.4912485414235706,1.233805102556599,1101.6033254156769,-872.1345707656612
240,90,235,115,60,95,160,410,1.010164261624171,0.9027661134314363,7,1,1,short,102.48039215686275,510,52265.0,0.5098039215686274,1.1661500802695786,1410.8846153846155,-1278.719512195122
120,45,135,140,5,110,130,560,0.9209293580600978,1.0174836951537802,13,1,0,short,102.42005813953489,688,70465.0,0.38226744186046513,1.2026603393730226,1589.9809885931559,-820.0471698113207
180,60,250,180,45,150,210,420,1.0125745722068957,1.0125993559703232,18,1,0,short,102.39938080495357,646,66150.0,0.4938080495356037,1.19959266802444,1246.3166144200627,-1016.6411042944785
210,90,150,195,20,70,180,300,1.0181584975920521,0.9067802960912373,7,1,1,short,102.37881508078995,557,57025.0,0.518850987432675,1.2075598747907113,1147.9757785467127,-1028.9887640449438
210,120,30,180,5,70,240,590,0.9202590116921626,1.0315468963209078,26,1,0,short,102.24586288416076,423,43250.0,0.4491725768321513,1.1513560804899388,1731.578947368421,-1226.3948497854078
210,90,20,190,10,195,270,400,0.9725193014416242,0.9553544622093462,16,0,1,short,102.22619047619048,420,42935.0,0.36428571428571427,1.0873665896812397,3492.6143790849674,-1840.5805243445693
150,120,110,85,10,145,210,540,0.9920013356836166,0.9975793257407878,20,1,0,short,102.21251819505095,687,70220.0,0.4992721979621543,1.1912335407617207,1275.262390670554,-1079.985294117647
210,45,95,80,30,110,220,530,0.901460029969841,0.9496230584953209,18,0,0,short,102.20890410958904,584,59690.0,0.3407534246575342,1.1221791237245289,2754.9497487437184,-1275.574412532637
240,120,280,275,10,130,170,260,1.0201752120956982,0.9090010774796222,22,1,0,short,102.06896551724138,493,50320.0,0.5050709939148073,1.2260607830364563,1096.0441767068273,-923.6307053941908
120,60,85,75,5,35,70,680,0.9106272075636188,0.955513312739359,8,0,0,short,102.06848030018762,1066,108805.0,0.3227016885553471,1.1570669669279516,2330.0436046511627,-960.7905686546463
120,45,285,220,35,175,360,540,0.9876339526833923,0.9414040801680365,7,1,0,short,102.04244031830238,754,76940.0,0.513262599469496,1.2248852775260866,1082.8682170542636,-942.5068870523417
300,60,140,175,60,185,170,530,0.942027685037897,0.9877149230971003,6,1,1,short,102.00815494393476,981,100070.0,0.4740061162079511,1.1725196103784157,1462.6236559139784,-1135.1272015655577
120,90,70,120,40,175,190,290,0.9164478648525471,1.024751529820959,18,1,1,short,101.96936542669584,457,46600.0,0.5361050328227571,1.2858369625222352,855.6326530612245,-776.3333333333334
300,45,35,175,70,180,180,500,0.9753708029742081,1.0029046591622508,24,1,1,short,101.95328031809144,1006,102565.0,0.4691848906560636,1.1818931500775882,1411.949152542373,-1063.9150943396226
150,120,160,190,10,165,250,470,1.013117428967716,1.0234605781545405,15,1,0,short,101.88775510204081,490,49925.0,0.49387755102040815,1.2483830845771144,1036.8801652892562,-817.0731707317074
240,45,50,180,45,25,440,650,0.9499475382790422,0.9678624329894078,15,0,1,short,101.88470066518848,451,45950.0,0.43902439024390244,1.1142963746035695,2262.5,-1595.3373015873017
210,90,185,220,5,50,300,500,0.9893950601766228,0.9448842138516821,19,0,1,short,101.85015290519878,327,33305.0,0.41590214067278286,1.096564221513482,2780.919117647059,-1815.2631578947369
150,45,150,170,25,35,390,560,1.0144120997628603,0.9162819966576058,30,1,0,short,101.84397163120568,423,43080.0,0.5200945626477541,1.2376368701216316,1019.8409090909091,-893.0295566502463
210,45,120,50,45,105,340,410,1.0083513198617233,1.0015819612533667,21,0,1,short,101.82926829268293,328,33400.0,0.4481707317073171,1.0881789980859349,2803.91156462585,-2092.6795580110497
240,90,125,250,40,145,60,450,0.9053155529994583,0.9098918274292032,29,1,0,short,101.82119205298014,906,92250.0,0.48344370860927155,1.1799719068243006,1380.890410958904,-1104.698275862069
210,45,175,205,40,105,130,390,0.9708127700532871,0.9465714449690583,21,1,1,short,101.6547192353644,837,85085.0,0.5077658303464755,1.2316404176251992,1064.4705882352941,-902.4938574938575
150,60,55,25,95,135,120,600,0.9020586392191138,0.9195504761119353,8,1,1,short,101.6320293398533,818,83135.0,0.4718826405867971,1.2131830653640023,1225.660621761658,-906.9069767441861
120,90,40,275,40,90,80,480,0.9699044035033156,0.9121255971409165,12,1,1,short,101.32352941176471,1122,113685.0,0.46880570409982175,1.1639127989964964,1534.7053231939165,-1165.6638655462184
210,90,80,240,35,120,90,430,0.9078441814848025,1.0021191314772837,5,1,0,short,101.27681307456588,979,99150.0,0.4698672114402451,1.1727096161718213,1463.554347826087,-1114.7281553398059
300,120,295,55,80,175,200,570,0.9532764369839127,0.9789548291918997,16,1,0,short,101.26888217522658,662,67040.0,0.4697885196374622,1.1874353454301452,1365.6270096463022,-1024.8424068767908
120,45,50,50,45,130,70,670,0.9592888771563717,0.9291685541687686,24,1,1,short,101.2629246676514,1354,137110.0,0.4549483013293944,1.1747548066812392,1496.2581168831168,-1068.91689373297
120,60,30,105,5,115,120,600,0.912662931723725,0.9156102669801423,14,1,0,short,101.22773536895674,1572,159130.0,0.42366412213740456,1.2016026351629556,1424.1066066066066,-874.1140642303433
210,60,50,105,25,135,110,510,0.9757072094967835,0.93366607102851,26,0,1,short,101.17056856187291,598,60500.0,0.34448160535117056,1.1101762820512822,2959.3203883495144,-1408.0
120,60,180,260,10,180,340,570,0.9273850626812618,0.9167796526625337,11,0,1,short,101.0693641618497,519,52455.0,0.36416184971098264,1.1161948431685274,2666.1111111111113,-1376.341463414634
240,60,260,145,90,65,80,690,1.0217596140908225,0.9129692087679515,9,1,1,short,101.05590062111801,322,32540.0,0.484472049689441,1.1429952539989454,1667.3076923076924,-1387.560975609756
210,45,145,190,85,60,400,690,0.981343825745528,1.0211312627600475,29,1,0,short,100.99734042553192,376,37975.0,0.4228723404255319,1.206728544598383,1394.1509433962265,-850.4398148148148
300,120,155,260,80,165,90,470,0.9024162536590916,0.9519120879418846,28,1,1,short,100.96618357487922,828,83600.0,0.4975845410628019,1.1599035987873338,1471.881067961165,-1262.8381642512077
210,60,125,155,40,190,120,470,0.9274214785279327,0.9063840223915589,26,1,1,short,100.94581280788178,1015,102460.0,0.4886699507389163,1.1770933257283105,1373.0342741935483,-1123.4271844660195
150,60,255,285,20,90,320,500,0.9732721437846064,0.9166548124676999,21,0,0,short,100.94043887147335,319,32200.0,0.41379310344827586,1.092410566947438,2883.6742424242425,-1863.3422459893047
300,90,220,110,55,40,80,160,0.9022253539183016,0.9853866205333808,14,1,1,short,100.8085808580858,606,61090.0,0.5346534653465347,1.4409556806698427,616.141975308642,-494.7857142857143
300,60,270,215,55,165,250,570,0.961874701815713,0.9038200902150234,26,0,0,short,100.7717041800643,311,31340.0,0.31511254019292606,1.0957297330319506,3660.408163265306,-1536.9953051643192
210,90,270,285,5,130,70,550,0.9238330424251231,0.9058745047762137,14,1,1,short,100.77056778679027,863,86965.0,0.45770567786790267,1.1847018095319004,1412.1645569620252,-1014.7413793103449
300,60,295,95,65,135,60,270,0.9588354567826601,0.9620725510063961,26,0,1,short,100.74503311258277,302,30425.0,0.33774834437086093,1.0833755806146637,3875.8823529411766,-1824.575
180,45,140,135,25,50,110,570,0.9021325626336251,0.9037655772412221,7,1,0,short,100.71120689655173,1160,116825.0,0.44224137931034485,1.2024433565827666,1352.6315789473683,-900.2730109204368
180,45,285,270,55,195,230,620,0.9407164391544982,0.9611184999273716,28,0,0,short,100.70071258907363,421,42395.0,0.34441805225653205,1.1094233945901302,2964.3793103448274,-1408.8727272727272
300,60,75,175,15,25,320,500,0.9760357370648675,1.0094588561358355,20,0,0,short,100.5774278215223,381,38320.0,0.3937007874015748,1.1062481804444568,2659.9,-1574.9563318777293
300,60,140,140,30,125,230,550,1.0355480053575972,1.0056327745581655,19,1,0,short,100.54621848739495,357,35895.0,0.4481792717086835,1.1196420238650757,2099.46875,-1538.5641025641025
180,45,30,120,80,75,280,560,0.9641934783445313,1.0213268759888563,16,1,1,short,100.51356589147287,516,51865.0,0.4321705426356589,1.1666639888173012,1628.0717488789237,-1065.736301369863
150,90,145,185,55,175,60,390,0.9865133158966412,0.909660227588788,17,1,1,short,100.47079856972586,839,84295.0,0.4862932061978546,1.1639087656529516,1467.0955882352941,-1207.2300469483569
300,90,95,50,15,70,220,620,0.9813704871508027,1.0209099380028224,5,1,0,short,100.46116504854369,412,41390.0,0.470873786407767,1.1667673959466538,1492.680412371134,-1149.0277777777778
150,120,200,260,30,20,130,670,0.9742435988343984,0.9914673133543809,13,1,1,short,100.44384057971014,552,55445.0,0.46195652173913043,1.2157770815901616,1225.0980392156862,-868.0912162162163
300,90,140,260,75,75,260,460,0.9203739473152626,0.9106189588994896,16,1,0,short,100.41396103896103,616,61855.0,0.5113636363636364,1.2216071940384063,1082.4603174603174,-946.1694915254237
180,45,105,35,85,190,280,560,1.0209348208282554,1.0022064901590129,16,1,0,short,100.38709677419355,310,31120.0,0.46774193548387094,1.1552777985679714,1596.7931034482758,-1229.5398773006134
120,60,125,195,15,35,80,520,0.9484833499938656,0.9400346242827179,10,1,1,short,100.32978723404256,940,94310.0,0.43829787234042555,1.1971630760868428,1389.9150485436894,-912.8530534351145
210,60,190,50,25,35,70,530,0.9012383777133777,0.9567358708216865,16,1,1,short,100.32738095238095,1008,101130.0,0.46130952380952384,1.1986446670595168,1312.3225806451612,-939.2988929889299
120,90,265,235,75,190,350,480,0.9614383146852375,1.0409769392090227,17,1,0,short,100.3125,320,32100.0,0.515625,1.178472145001668,1284.6060606060605,-1175.5555555555557
150,90,70,145,90,130,120,410,0.9322522410327269,1.0096063414552068,15,1,1,short,100.28026905829596,892,89450.0,0.4966367713004484,1.16477848392742,1427.313769751693,-1219.887640449438
150,45,25,255,65,140,100,390,0.9628002146853427,0.9867508075959613,10,1,1,short,100.22128060263654,1062,106435.0,0.4915254237288136,1.220243761122377,1129.683908045977,-906.6791744840525
150,60,210,90,15,15,100,350,0.9997476730672132,0.9737121784737209,29,0,0,short,100.20253164556962,395,39580.0,0.44050632911392407,1.1364380633930264,1894.683908045977,-1312.6470588235295
210,60,250,20,55,100,360,540,0.9240764967789065,0.9701101156962016,12,0,1,short,100.14802631578948,304,30445.0,0.41118421052631576,1.085126312404759,3104.72,-2009.241573033708
300,120,220,290,75,25,200,550,0.9011588039606253,0.9488971686745302,29,1,1,short,100.11299435028249,531,53160.0,0.4896421845574388,1.2180967814724404,1141.9423076923076,-906.1152416356878
150,90,160,260,5,195,240,510,0.9723902931896736,1.0107290468721404,22,1,1,short,100.096,625,62560.0,0.496,1.196189729517836,1230.4354838709678,-1025.3215434083602
240,90,25,260,60,60,180,390,0.9971344354614985,0.9041534682594129,12,1,0,short,100.04578754578755,546,54625.0,0.5128205128205128,1.171340296728459,1333.6964285714287,-1216.8320610687024
240,45,120,120,5,95,190,410,0.9372935221671113,0.9650492313903948,30,0,0,short,100.03617945007235,691,69125.0,0.3704775687409551,1.1172047204042186,2573.84765625,-1355.816091954023
180,60,110,105,10,50,310,430,0.9590469904683689,0.9148048219972643,10,0,0,short,99.98949579831933,476,47595.0,0.3865546218487395,1.094591237466835,2993.2608695652175,-1741.0553633217994
240,45,60,25,75,180,60,270,0.9028286792948708,0.904266387629758,29,0,1,short,99.97601918465227,417,41690.0,0.43884892086330934,1.1066022297228189,2364.863387978142,-1678.4549356223176
240,120,115,220,10,135,250,390,0.9469635766311483,0.9667266767344299,17,1,0,short,99.9364406779661,708,70755.0,0.4703389830508475,1.2827090200779143,964.0540540540541,-672.7822580645161
300,90,165,60,65,155,90,640,1.0115957386429622,1.004669979594735,21,1,1,short,99.9171270718232,724,72340.0,0.48756906077348067,1.1453194053836881,1615.127478753541,-1349.0514905149053
210,60,75,35,65,145,270,550,0.982894342228837,1.0077117635610469,13,1,1,short,99.90566037735849,477,47655.0,0.4779874213836478,1.2102581072137657,1203.092105263158,-910.2409638554217
240,45,180,170,85,60,270,690,0.9275358505328289,0.9359101415753603,11,0,1,short,99.86449864498645,369,36850.0,0.39295392953929537,1.098768410190434,2827.206896551724,-1665.6026785714287
150,45,175,270,5,40,120,430,0.9478979655863207,0.9177004395690368,28,1,1,short,99.8140703517588,995,99315.0,0.4221105527638191,1.2180040169898916,1321.142857142857,-793.6672473867595
300,90,50,145,75,110,270,420,1.0198307761126761,0.9355939385706971,18,1,1,short,99.78102189781022,548,54680.0,0.5182481751824818,1.1645451536216185,1362.6408450704225,-1278.1153846153845
300,45,245,115,25,185,370,700,0.9741084570507438,0.9419672754139734,19,0,0,short,99.70408163265306,490,48855.0,0.373469387755102,1.1112971569163477,2665.655737704918,-1439.2131147540983
180,90,25,50,70,200,150,540,0.951657646709372,0.9490099183303626,8,1,1,short,99.69453376205787,933,93015.0,0.4855305466237942,1.17544372559745,1375.6843267108168,-1113.8025210084033
180,45,220,65,70,135,180,480,1.0245780767617396,1.0083564082752932,30,1,0,short,99.67692307692307,325,32395.0,0.47384615384615386,1.1289943655802657,1841.1038961038962,-1468.625730994152
300,45,200,35,60,75,60,540,0.9477095576856175,0.9055144226818302,24,0,1,short,99.66950959488273,469,46745.0,0.373134328358209,1.1098280156007707,2699.2285714285713,-1462.6116838487972
210,60,100,110,10,55,70,280,0.9020490720766959,0.9678923941141382,26,0,1,short,99.65517241379311,522,52020.0,0.39080459770114945,1.10832083958021,2609.1176470588234,-1514.9526813880127
150,120,190,90,65,145,180,430,0.9746613933030074,1.0201070487742845,7,1,1,short,99.63983050847457,472,47030.0,0.5021186440677966,1.1591647488831731,1445.1898734177216,-1257.3617021276596
240,60,170,110,65,125,250,550,1.0253018782085574,0.9145245066992254,12,1,1,short,99.63007159904535,419,41745.0,0.47255369928400953,1.149919195546777,1617.1464646464647,-1259.9547511312217
120,45,140,260,45,195,90,280,0.9104986517719336,0.9718655761867341,5,1,0,short,99.61918892185955,1011,100715.0,0.4846686449060336,1.2515485288975474,1022.6428571428571,-775.9302325581396
240,45,245,150,80,125,220,590,0.9732988988540201,0.9443387672802406,7,0,0,short,99.55882352941177,408,40620.0,0.34558823529411764,1.1064618852297894,2994.078014184397,-1429.0074906367042
180,90,95,75,90,90,200,450,1.0271352050944582,1.0152896039440444,10,1,0,short,99.40972222222223,432,42945.0,0.5023148148148148,1.1438115330520393,1574.032258064516,-1415.260663507109
150,60,40,285,10,105,220,580,1.0086502608946688,0.9495842756989181,11,1,0,short,99.37984496124031,774,76920.0,0.46382428940568476,1.1903866145240334,1339.6657381615598,-975.8937198067633
120,90,135,205,85,180,180,470,1.0067839105839032,0.9044545953102018,28,1,1,short,99.3030303030303,825,81925.0,0.49818181818181817,1.1585895835148137,1456.2287104622872,-1259.9634146341464
120,90,270,60,20,100,200,430,0.9615118631603857,0.9851962868898219,30,1,1,short,99.26950354609929,705,69985.0,0.5148936170212766,1.2095767140311737,1112.7272727272727,-987.9733727810651
240,120,95,185,30,160,120,430,0.9864252232794404,1.0152327824042728,14,1,1,short,99.22475106685633,703,69755.0,0.4822190611664296,1.1557587531261164,1526.8289085545723,-1233.719008264463
300,45,135,240,10,150,200,650,0.9280980202127167,0.9667252830535437,11,0,0,short,99.16855203619909,884,87665.0,0.3404977375565611,1.1405248140548858,2363.8039867109633,-1071.890034364261
150,45,95,230,15,160,220,590,0.9555767154638591,0.9026479875089374,24,0,1,short,99.15229885057471,696,69010.0,0.3175287356321839,1.1332818309111101,2655.135746606335,-1092.3523206751054
180,45,240,225,5,140,210,630,0.9531114253529139,1.0113437549293995,17,0,0,short,99.11917098445596,579,57390.0,0.3229706390328152,1.1543634089594792,2295.053475935829,-950.8567774936062
150,90,125,265,50,145,170,540,0.9355039353769591,1.034663148641272,14,1,1,short,98.97291196388262,443,43845.0,0.46275395033860045,1.139086713087062,1751.6097560975609,-1324.5168067226891
150,120,25,205,85,135,220,360,1.0185414714959835,0.9756584728853372,27,1,0,short,98.9329268292683,492,48675.0,0.5,1.2113272261537793,1134.1666666666667,-943.9754098360655
300,90,250,265,60,85,140,490,1.0261088583560376,0.9884258848008128,16,1,0,short,98.88145315487571,523,51715.0,0.5066921606118547,1.1492862606988727,1502.377358490566,-1347.9182879377431
240,120,30,180,65,120,140,410,0.9372027087674839,0.9453684331163645,15,1,0,short,98.87765419615774,989,97790.0,0.48028311425682507,1.18670586999895,1308.536842105263,-1020.9844054580897
300,120,175,265,25,85,130,520,0.9999651774781423,0.9931767781844013,19,1,1,short,98.83900928792569,646,63850.0,0.48606811145510836,1.1793186732945768,1337.3248407643312,-1085.5792682926829
210,45,195,70,95,145,400,480,0.9477450985485784,1.0166390110884074,12,1,0,short,98.7883008356546,359,35465.0,0.48467966573816157,1.2237116003280135,1114.9137931034484,-861.5760869565217
240,90,155,245,80,90,260,480,0.900163070097037,0.9999718502062447,15,1,1,short,98.7627365356623,687,67850.0,0.4890829694323144,1.1942650995662318,1241.4136904761904,-1006.5273775216139
300,45,155,285,55,165,330,440,1.0415138319951878,0.9201377559692427,16,1,0,short,98.74251497005989,334,32980.0,0.5389221556886228,1.17119572270238,1253.4722222222222,-1250.9415584415585
