entry_time,exit_time,entry_price,exit_price,contracts,pnl,exit_reason,direction,pnl_1c,period
2006-02-01 15:23:00,2006-02-03 17:43:00,128500.0,126240.0,20,-45200.0,signal_reverse,long,-2260.0,train
2006-02-06 15:21:00,2006-02-15 15:12:00,129150.0,133650.0,24,108000.0,signal_reverse,long,4500.0,train
2006-02-15 16:36:00,2006-03-07 18:42:00,134445.0,138300.0,24,92520.0,signal_reverse,long,3855.0,train
2006-03-23 15:23:00,2006-03-23 16:33:00,146700.0,145805.0,26,-23270.0,signal_reverse,long,-895.0,train
2006-03-30 14:48:00,2006-05-03 15:26:00,145000.0,173340.0,28,793520.0,signal_reverse,long,28340.0,train
2006-05-17 18:05:00,2006-05-25 16:59:00,156360.0,144000.0,18,222480.0,signal_reverse,short,12360.0,train
2006-06-06 17:03:00,2006-06-08 11:14:00,148995.0,134600.0,18,259110.0,expiration,short,14395.0,train
2006-06-28 17:15:00,2006-07-17 15:00:00,142250.0,144165.0,20,38300.0,signal_reverse,long,1915.0,train
2006-07-31 14:49:00,2006-07-31 16:03:00,157330.0,156450.0,24,-21120.0,signal_reverse,long,-880.0,train
2006-08-01 15:10:00,2006-08-18 18:14:00,157200.0,158105.0,22,19910.0,signal_reverse,long,905.0,train
2006-09-05 16:45:00,2006-09-06 15:09:00,164805.0,163480.0,34,-45050.0,signal_reverse,long,-1325.0,train
2006-09-07 17:54:00,2006-09-08 11:17:00,158700.0,157500.0,32,38400.0,expiration,short,1200.0,train
2006-09-22 17:06:00,2006-09-27 16:53:00,151205.0,152570.0,30,-40950.0,signal_reverse,short,-1365.0,train
2006-10-09 18:44:00,2006-10-30 14:54:00,160690.0,160360.0,26,-8580.0,signal_reverse,long,-330.0,train
2006-11-01 17:02:00,2006-11-02 16:45:00,164300.0,163500.0,34,-27200.0,signal_reverse,long,-800.0,train
2006-11-03 17:23:00,2006-11-03 18:44:00,165000.0,165380.0,34,12920.0,signal_reverse,long,380.0,train
2006-11-07 14:47:00,2006-12-07 18:43:00,167920.0,184300.0,32,524160.0,signal_reverse,long,16380.0,train
2006-12-26 16:45:00,2006-12-26 18:44:00,186085.0,185415.0,40,-26800.0,signal_reverse,long,-670.0,train
2006-12-27 16:20:00,2007-01-09 14:49:00,187500.0,181305.0,44,-272580.0,signal_reverse,long,-6195.0,train
2007-01-16 18:44:00,2007-01-17 15:02:00,188500.0,184900.0,18,-64800.0,signal_reverse,long,-3600.0,train
2007-01-17 17:15:00,2007-01-17 18:44:00,180305.0,181495.0,16,-19040.0,signal_reverse,short,-1190.0,train
2007-01-26 17:35:00,2007-01-26 18:35:00,187000.0,186415.0,24,-14040.0,signal_reverse,long,-585.0,train
2007-01-30 17:30:00,2007-02-01 14:36:00,181355.0,188360.0,30,-210150.0,close_opposing,short,-7005.0,train
2007-02-02 14:50:00,2007-02-12 14:52:00,189935.0,185230.0,24,-112920.0,signal_reverse,long,-4705.0,train
2007-02-14 14:45:00,2007-02-20 14:44:00,188720.0,189430.0,20,14200.0,signal_reverse,long,710.0,train
2007-02-20 15:50:00,2007-02-20 17:01:00,190360.0,189335.0,28,-28700.0,signal_reverse,long,-1025.0,train
2007-02-22 16:50:00,2007-02-22 17:51:00,192620.0,192600.0,32,-640.0,signal_reverse,long,-20.0,train
2007-02-26 14:47:00,2007-02-27 17:41:00,196665.0,189700.0,28,-195020.0,signal_reverse,long,-6965.0,train
2007-02-28 17:16:00,2007-03-09 11:14:00,183745.0,179300.0,18,80010.0,expiration,short,4445.0,train
2007-03-23 14:53:00,2007-04-18 17:59:00,188605.0,193700.0,18,91710.0,signal_reverse,long,5095.0,train
2007-04-20 17:48:00,2007-04-23 15:45:00,194590.0,194200.0,26,-10140.0,signal_reverse,long,-390.0,train
2007-04-23 17:47:00,2007-04-24 14:35:00,194950.0,193140.0,26,-47060.0,signal_reverse,long,-1810.0,train
2007-04-27 17:59:00,2007-04-28 17:12:00,188930.0,191250.0,24,-55680.0,signal_reverse,short,-2320.0,train
2007-05-07 17:33:00,2007-05-16 17:59:00,191420.0,186975.0,40,177800.0,signal_reverse,short,4445.0,train
2007-05-23 17:15:00,2007-05-31 17:20:00,181425.0,176540.0,36,175860.0,signal_reverse,short,4885.0,train
2007-06-18 14:31:00,2007-07-16 14:31:00,192500.0,208490.0,24,383760.0,signal_reverse,long,15990.0,train
2007-08-09 17:14:00,2007-08-22 17:14:00,193550.0,186245.0,32,233760.0,signal_reverse,short,7305.0,train
2007-08-31 17:29:00,2007-08-31 17:59:00,192900.0,191990.0,26,-23660.0,signal_reverse,long,-910.0,train
2007-09-03 14:29:00,2007-09-03 15:29:00,192945.0,191800.0,28,-32060.0,signal_reverse,long,-1145.0,train
2007-09-05 17:59:00,2007-09-06 17:14:00,190060.0,192600.0,38,-96520.0,signal_reverse,short,-2540.0,train
2007-09-06 17:29:00,2007-09-07 14:29:00,193025.0,191285.0,34,-59160.0,signal_reverse,long,-1740.0,train
2007-09-18 14:29:00,2007-10-03 14:29:00,195350.0,214000.0,36,671400.0,signal_reverse,long,18650.0,train
2007-10-25 14:34:00,2007-10-25 17:59:00,217115.0,216050.0,30,-31950.0,signal_reverse,long,-1065.0,train
2007-10-26 14:34:00,2007-11-14 14:34:00,219230.0,224730.0,28,154000.0,signal_reverse,long,5500.0,train
2007-11-14 16:34:00,2007-11-15 14:34:00,225680.0,224485.0,22,-26290.0,signal_reverse,long,-1195.0,train
2007-11-19 17:19:00,2007-11-20 17:59:00,217700.0,220210.0,32,-80320.0,signal_reverse,short,-2510.0,train
2007-11-21 17:19:00,2007-11-23 17:19:00,215900.0,216050.0,20,-3000.0,signal_reverse,short,-150.0,train
2007-12-05 14:34:00,2007-12-10 11:29:00,225190.0,229300.0,28,115080.0,expiration,long,4110.0,train
2007-12-18 14:34:00,2007-12-25 17:34:00,233845.0,233800.0,18,-810.0,signal_reverse,long,-45.0,train
2008-01-14 14:34:00,2008-01-15 17:59:00,236450.0,235380.0,32,-34240.0,signal_reverse,long,-1070.0,train
2008-01-16 17:19:00,2008-01-16 17:59:00,225080.0,224900.0,14,2520.0,signal_reverse,short,180.0,train
2008-01-17 17:19:00,2008-01-25 17:19:00,221200.0,205995.0,12,182460.0,signal_reverse,short,15205.0,train
2008-01-28 17:19:00,2008-01-29 17:19:00,199890.0,203050.0,14,-44240.0,signal_reverse,short,-3160.0,train
2008-02-05 17:59:00,2008-02-12 17:17:00,196600.0,199060.0,16,-39360.0,signal_reverse,short,-2460.0,train
2008-02-18 15:32:00,2008-02-19 14:32:00,204170.0,203585.0,14,-8190.0,signal_reverse,long,-585.0,train
2008-02-19 15:32:00,2008-03-03 14:32:00,205055.0,200500.0,18,-81990.0,signal_reverse,long,-4555.0,train
2008-03-03 17:17:00,2008-03-04 17:17:00,202375.0,201950.0,18,7650.0,signal_reverse,short,425.0,train
2008-03-05 17:17:00,2008-03-05 17:32:00,203955.0,204300.0,18,-6210.0,close_opposing,short,-345.0,train
2008-03-06 14:32:00,2008-03-07 14:32:00,205230.0,201390.0,18,-69120.0,signal_reverse,long,-3840.0,train
2008-03-20 17:17:00,2008-03-24 17:59:00,196100.0,201000.0,16,-78400.0,signal_reverse,short,-4900.0,train
2008-03-25 17:59:00,2008-03-26 17:17:00,198375.0,199200.0,22,-18150.0,signal_reverse,short,-825.0,train
2008-04-02 17:32:00,2008-04-03 16:32:00,206480.0,204670.0,22,-39820.0,signal_reverse,long,-1810.0,train
2008-04-04 14:32:00,2008-04-04 16:32:00,205400.0,204795.0,24,-14520.0,signal_reverse,long,-605.0,train
2008-04-07 14:32:00,2008-04-14 14:32:00,208375.0,204975.0,26,-88400.0,signal_reverse,long,-3400.0,train
