Id,Direction,EntryTime,ExitTime,EntryPrice,ExitPrice,Contracts,Pnl1c,PnlNet,ExitReason,MlScore
68,Long,2009-04-06 14:32:00,2009-04-06 16:32:00,75945,72945,15,-3000,-45000,signal_reverse,0,000
69,Long,2009-04-08 14:32:00,2009-04-20 14:32:00,71590,76930,15,5340,80100,signal_reverse,0,000
70,Long,2009-04-24 14:39:00,2009-04-24 15:39:00,79225,78900,15,-325,-4875,signal_reverse,0,000
71,Short,2009-04-28 17:17:00,2009-04-30 14:32:00,74250,81150,20,-6900,-138000,close_opposing,0,000
72,Long,2009-05-04 14:32:00,2009-05-20 17:32:00,82030,102185,19,20155,382945,signal_reverse,0,000
73,Long,2009-05-22 14:32:00,2009-06-08 11:29:00,102415,110470,11,8055,88605,expiration,0,000
74,Short,2009-06-18 17:17:00,2009-06-22 17:17:00,99305,95120,12,4185,50220,signal_reverse,0,000
75,Long,2009-07-17 14:32:00,2009-07-29 15:32:00,90800,96075,16,5275,84400,signal_reverse,0,000
76,Long,2009-07-30 15:32:00,2009-08-11 14:32:00,97790,103805,11,6015,66165,signal_reverse,0,000
77,Short,2009-08-12 17:17:00,2009-08-21 18:47:00,101160,106840,14,-5680,-79520,close_opposing,0,000
78,Long,2009-08-24 14:32:00,2009-08-27 17:17:00,106745,106645,16,-100,-1600,close_opposing,0,000
79,Long,2009-08-27 17:32:00,2009-08-27 18:47:00,106510,104355,12,-2155,-25860,signal_reverse,0,000
80,Long,2009-08-28 14:32:00,2009-08-31 16:32:00,108365,104800,13,-3565,-46345,signal_reverse,0,000
81,Short,2009-09-02 17:17:00,2009-09-04 14:32:00,103335,107220,16,-3885,-62160,close_opposing,0,000
82,Long,2009-09-07 14:32:00,2009-09-08 11:29:00,107875,109645,16,1770,28320,expiration,0,000
83,Long,2009-09-18 14:32:00,2009-09-24 16:32:00,123180,124870,13,1690,21970,signal_reverse,0,000
84,Long,2009-09-29 17:32:00,2009-09-30 18:32:00,124300,123425,15,-875,-13125,signal_reverse,0,000
85,Long,2009-09-30 19:47:00,2009-10-01 15:32:00,124120,125230,16,1110,17760,signal_reverse,0,000
86,Long,2009-10-01 17:32:00,2009-10-01 18:32:00,125720,125400,17,-320,-5440,signal_reverse,0,000
87,Short,2009-10-02 18:02:00,2009-10-06 14:32:00,119430,124720,17,-5290,-89930,close_opposing,0,000
88,Long,2009-10-07 14:32:00,2009-10-21 14:32:00,129890,141330,18,11440,205920,signal_reverse,0,000
89,Long,2009-10-21 18:32:00,2009-10-22 16:32:00,144465,143980,11,-485,-5335,signal_reverse,0,000
90,Long,2009-10-26 18:32:00,2009-10-26 19:47:00,145720,143905,12,-1815,-21780,signal_reverse,0,000
91,Short,2009-10-28 19:47:00,2009-11-03 17:17:00,132865,128595,12,4270,51240,signal_reverse,0,000
92,Long,2009-11-09 18:32:00,2009-11-13 17:17:00,139840,139305,10,-535,-5350,close_opposing,0,000
93,Long,2009-11-13 17:32:00,2009-11-19 19:47:00,139595,143720,12,4125,49500,signal_reverse,0,000
94,Long,2009-11-23 14:32:00,2009-11-24 14:32:00,145135,143670,13,-1465,-19045,signal_reverse,0,000
95,Short,2009-12-07 17:17:00,2009-12-08 11:14:00,137300,136280,14,1020,14280,expiration,0,000
96,Long,2009-12-18 14:32:00,2009-12-25 14:32:00,143170,145200,12,2030,24360,signal_reverse,0,000
97,Long,2009-12-25 18:32:00,2009-12-30 14:32:00,145400,143490,26,-1910,-49660,signal_reverse,0,000
98,Long,2009-12-30 16:32:00,2010-01-19 17:32:00,143770,157205,34,13435,456790,signal_reverse,0,000
99,Long,2010-01-19 18:32:00,2010-01-20 18:32:00,159200,156450,18,-2750,-49500,signal_reverse,0,000
100,Short,2010-01-26 17:17:00,2010-01-28 22:02:00,144400,145800,15,-1400,-21000,signal_reverse,0,000
101,Long,2010-02-03 14:32:00,2010-02-03 16:32:00,153410,152380,19,-1030,-19570,signal_reverse,0,000
102,Long,2010-02-19 19:47:00,2010-02-24 14:32:00,143615,140375,14,-3240,-45360,signal_reverse,0,000
103,Long,2010-03-02 14:32:00,2010-03-09 11:29:00,144300,151160,20,6860,137200,expiration,0,000
104,Long,2010-03-18 14:32:00,2010-03-22 14:32:00,156035,150920,20,-5115,-102300,signal_reverse,0,000
105,Long,2010-03-30 14:32:00,2010-04-08 14:32:00,155660,157190,20,1530,30600,signal_reverse,0,000
106,Long,2010-04-08 15:32:00,2010-04-08 17:32:00,157450,156650,23,-800,-18400,signal_reverse,0,000
107,Long,2010-04-09 14:32:00,2010-04-16 14:32:00,159725,163665,24,3940,94560,signal_reverse,0,000
108,Short,2010-04-21 17:17:00,2010-04-23 17:17:00,158580,156755,26,1825,47450,signal_reverse,0,000
109,Short,2010-04-27 17:17:00,2010-06-01 16:47:00,156950,132905,29,24045,697305,signal_reverse,0,000
110,Long,2010-06-01 19:17:00,2010-06-02 13:59:00,136380,135555,13,-825,-10725,signal_reverse,0,000
111,Long,2010-06-02 15:02:00,2010-06-04 16:47:00,136420,135245,12,-1175,-14100,close_opposing,0,000
112,Short,2010-06-07 16:47:00,2010-06-08 10:44:00,133550,134910,11,-1360,-14960,expiration,0,000
113,Long,2010-06-18 13:59:00,2010-06-24 13:59:00,138760,140480,11,1720,18920,signal_reverse,0,000
114,Long,2010-06-24 15:02:00,2010-06-24 16:02:00,140030,139705,16,-325,-5200,signal_reverse,0,000
115,Short,2010-06-24 16:47:00,2010-07-01 17:32:00,141130,130065,17,11065,188105,signal_reverse,0,000
116,Long,2010-07-12 13:59:00,2010-08-06 17:02:00,136985,149710,16,12725,203600,signal_reverse,0,000
117,Long,2010-08-06 18:02:00,2010-08-06 19:17:00,150680,149730,18,-950,-17100,signal_reverse,0,000
118,Long,2010-08-09 13:59:00,2010-08-11 19:17:00,152145,144065,19,-8080,-153520,close_opposing,0,000
119,Short,2010-08-12 16:47:00,2010-09-01 18:02:00,142310,143810,21,-1500,-31500,close_opposing,0,000
120,Long,2010-09-02 13:59:00,2010-09-07 16:47:00,145880,145085,19,-795,-15105,close_opposing,0,000
121,Long,2010-09-07 17:02:00,2010-09-08 10:59:00,145345,145270,34,-75,-2550,expiration,0,000
122,Short,2010-09-28 18:17:00,2010-09-28 19:17:00,147475,147840,35,-365,-12775,signal_reverse,0,000
123,Long,2010-09-30 17:02:00,2010-10-14 13:59:00,150375,159540,26,9165,238290,signal_reverse,0,000
124,Long,2010-10-19 13:59:00,2010-10-19 16:02:00,159020,157170,21,-1850,-38850,signal_reverse,0,000
125,Long,2010-10-21 18:02:00,2010-10-27 13:59:00,159655,159915,17,260,4420,signal_reverse,0,000
126,Short,2010-10-28 16:47:00,2010-11-01 13:59:00,158655,160895,29,-2240,-64960,close_opposing,0,000
127,Long,2010-11-08 13:59:00,2010-11-12 13:59:00,163855,161375,22,-2480,-54560,signal_reverse,0,000
128,Short,2010-11-12 19:17:00,2010-11-23 16:47:00,160855,157185,21,3670,77070,signal_reverse,0,000
129,Short,2010-11-24 16:47:00,2010-11-25 19:17:00,158475,162015,22,-3540,-77880,close_opposing,0,000
130,Long,2010-12-01 15:02:00,2010-12-08 10:59:00,161255,172095,16,10840,173440,expiration,0,000
131,Long,2010-12-20 13:59:00,2010-12-20 19:17:00,173800,173195,26,-605,-15730,signal_reverse,0,000
132,Long,2010-12-21 13:59:00,2010-12-27 13:59:00,174770,176040,30,1270,38100,signal_reverse,0,000
133,Long,2010-12-28 15:02:00,2010-12-28 19:17:00,176640,176530,51,-110,-5610,signal_reverse,0,000
134,Long,2011-01-12 13:59:00,2011-01-14 17:02:00,184185,186105,27,1920,51840,signal_reverse,0,000
135,Long,2011-02-01 18:02:00,2011-02-07 15:02:00,189875,190370,18,495,8910,signal_reverse,0,000
136,Short,2011-02-07 16:47:00,2011-02-07 18:02:00,190185,190890,19,-705,-13395,close_opposing,0,000
137,Long,2011-02-08 13:59:00,2011-02-08 15:02:00,192485,190655,14,-1830,-25620,signal_reverse,0,000
138,Short,2011-02-09 21:32:00,2011-02-15 19:27:00,188020,184950,16,3070,49120,signal_reverse,0,000
139,Short,2011-02-17 20:47:00,2011-02-25 13:59:00,185295,188835,23,-3540,-81420,close_opposing,0,000
140,Long,2011-02-28 13:59:00,2011-03-09 10:59:00,193270,201960,15,8690,130350,expiration,0,000
141,Long,2011-03-23 19:17:00,2011-04-11 15:02:00,194550,206470,16,11920,190720,signal_reverse,0,000
142,Short,2011-04-14 16:47:00,2011-04-19 16:47:00,196250,192600,15,3650,54750,signal_reverse,0,000
143,Long,2011-04-25 13:59:00,2011-04-25 18:02:00,204490,201790,18,-2700,-48600,signal_reverse,0,000
144,Short,2011-04-26 18:17:00,2011-04-26 19:17:00,197910,199845,13,-1935,-25155,signal_reverse,0,000
145,Short,2011-04-27 16:47:00,2011-05-12 20:01:00,198805,184855,14,13950,195300,signal_reverse,0,000
146,Short,2011-05-13 16:47:00,2011-05-30 13:59:00,185770,186065,16,-295,-4720,close_opposing,0,000
147,Long,2011-05-31 13:59:00,2011-06-03 17:02:00,188800,184515,21,-4285,-89985,signal_reverse,0,000
148,Short,2011-06-06 16:47:00,2011-06-06 18:02:00,185345,186195,14,-850,-11900,close_opposing,0,000
149,Long,2011-06-07 13:59:00,2011-06-08 10:59:00,188270,189810,13,1540,20020,expiration,0,000
150,Short,2011-06-20 16:47:00,2011-06-23 16:47:00,182780,182190,19,590,11210,signal_reverse,0,000
151,Short,2011-06-24 18:17:00,2011-06-29 15:02:00,181955,188250,14,-6295,-88130,close_opposing,0,000
152,Long,2011-06-30 13:59:00,2011-07-11 18:02:00,188250,191130,19,2880,54720,signal_reverse,0,000
153,Long,2011-07-14 18:02:00,2011-07-15 18:02:00,193925,193310,13,-615,-7995,signal_reverse,0,000
154,Long,2011-07-21 18:02:00,2011-07-29 13:59:00,195485,194940,16,-545,-8720,signal_reverse,0,000
155,Long,2011-07-29 19:17:00,2011-08-01 19:17:00,196960,197145,15,185,2775,signal_reverse,0,000
156,Short,2011-08-03 16:47:00,2011-09-08 10:44:00,192110,165555,15,26555,398325,expiration,0,000
157,Short,2011-09-19 16:46:00,2011-10-26 13:59:00,151475,152150,12,-675,-8100,close_opposing,0,000
158,Long,2011-10-27 13:59:00,2011-11-01 15:02:00,157880,147975,9,-9905,-89145,signal_reverse,0,000
159,Long,2011-11-02 19:17:00,2011-11-03 18:02:00,152035,151430,8,-605,-4840,signal_reverse,0,000
160,Long,2011-11-03 19:17:00,2011-11-07 15:02:00,154075,152410,7,-1665,-11655,signal_reverse,0,000
161,Short,2011-11-11 18:17:00,2011-11-15 17:32:00,152670,150635,10,2035,20350,signal_reverse,0,000
162,Short,2011-11-16 19:27:00,2011-11-16 20:12:00,150920,152015,10,-1095,-10950,signal_reverse,0,000
163,Short,2011-11-17 16:46:00,2011-11-17 18:16:00,148155,151760,10,-3605,-36050,signal_reverse,0,000
164,Short,2011-11-18 16:47:00,2011-11-30 17:02:00,150255,151435,11,-1180,-12980,close_opposing,0,000
165,Long,2011-12-01 13:59:00,2011-12-06 16:47:00,155145,150070,10,-5075,-50750,close_opposing,0,000
166,Long,2011-12-06 17:02:00,2011-12-06 18:02:00,148955,147335,12,-1620,-19440,signal_reverse,0,000
167,Short,2011-12-07 16:47:00,2011-12-08 10:44:00,146050,148145,10,-2095,-20950,expiration,0,000
168,Long,2011-12-26 19:17:00,2011-12-27 13:59:00,139775,139185,26,-590,-15340,signal_reverse,0,000
169,Long,2012-01-03 13:59:00,2012-02-02 13:59:00,140855,159670,17,18815,319855,signal_reverse,0,000
170,Long,2012-02-13 13:59:00,2012-02-14 13:59:00,163850,164365,17,515,8755,signal_reverse,0,000
171,Long,2012-02-14 15:02:00,2012-02-14 18:02:00,165230,163425,19,-1805,-34295,signal_reverse,0,000
172,Long,2012-02-15 13:59:00,2012-02-17 18:02:00,165590,164660,15,-930,-13950,signal_reverse,0,000
173,Long,2012-02-20 13:59:00,2012-02-21 15:02:00,167420,164840,21,-2580,-54180,signal_reverse,0,000
174,Short,2012-02-22 20:02:00,2012-02-24 13:59:00,163340,167135,21,-3795,-79695,close_opposing,0,000
175,Long,2012-02-27 13:59:00,2012-03-06 13:59:00,172145,169460,13,-2685,-34905,signal_reverse,0,000
176,Short,2012-03-06 19:17:00,2012-03-11 10:44:00,165090,166025,15,-935,-14025,expiration,0,000
177,Short,2012-03-19 16:47:00,2012-03-28 16:47:00,166300,161520,17,4780,81260,signal_reverse,0,000
178,Short,2012-03-28 18:17:00,2012-06-08 10:44:00,160050,127730,17,32320,549440,expiration,0,000
179,Long,2012-06-18 13:59:00,2012-06-21 19:17:00,134600,129020,21,-5580,-117180,signal_reverse,0,000
180,Short,2012-06-28 19:17:00,2012-06-28 20:02:00,127265,127600,20,-335,-6700,signal_reverse,0,000
181,Long,2012-07-02 13:59:00,2012-07-09 16:47:00,134630,134150,15,-480,-7200,close_opposing,0,000
182,Long,2012-07-09 17:02:00,2012-07-09 18:02:00,134340,133965,19,-375,-7125,signal_reverse,0,000
183,Long,2012-07-10 13:59:00,2012-07-18 17:02:00,136405,137770,18,1365,24570,signal_reverse,0,000
184,Long,2012-07-18 18:02:00,2012-07-20 18:02:00,138065,138520,22,455,10010,signal_reverse,0,000
185,Long,2012-07-20 19:17:00,2012-07-23 16:47:00,138670,132015,23,-6655,-153065,close_opposing,0,000
186,Short,2012-07-24 16:47:00,2012-08-01 16:02:00,130615,137835,18,-7220,-129960,close_opposing,0,000
187,Long,2012-08-02 13:59:00,2012-08-02 17:02:00,137935,134225,19,-3710,-70490,signal_reverse,0,000
188,Short,2012-08-02 19:17:00,2012-08-03 18:02:00,134000,138770,14,-4770,-66780,close_opposing,0,000
189,Long,2012-08-06 13:59:00,2012-08-15 13:59:00,140680,140970,16,290,4640,signal_reverse,0,000
190,Long,2012-08-21 15:02:00,2012-08-21 19:17:00,143845,143775,18,-70,-1260,signal_reverse,0,000
191,Long,2012-08-23 13:59:00,2012-08-23 17:02:00,145635,144130,18,-1505,-27090,signal_reverse,0,000
192,Short,2012-08-27 16:47:00,2012-09-05 16:47:00,143460,139045,26,4415,114790,signal_reverse,0,000
193,Long,2012-09-07 13:59:00,2012-09-10 10:59:00,146025,146460,23,435,10005,expiration,0,000
194,Long,2012-09-18 13:59:00,2012-09-20 13:59:00,155260,149090,21,-6170,-129570,signal_reverse,0,000
195,Long,2012-09-20 15:02:00,2012-09-24 13:59:00,149560,148820,12,-740,-8880,signal_reverse,0,000
196,Short,2012-09-26 19:17:00,2012-09-27 16:47:00,145400,146870,20,-1470,-29400,signal_reverse,0,000
197,Short,2012-10-04 19:17:00,2012-10-04 20:02:00,147100,147520,18,-420,-7560,signal_reverse,0,000
198,Long,2012-10-05 17:02:00,2012-10-05 18:02:00,151280,150670,17,-610,-10370,signal_reverse,0,000
199,Short,2012-10-09 19:17:00,2012-10-10 16:47:00,147580,148000,23,-420,-9660,signal_reverse,0,000
200,Short,2012-10-10 19:17:00,2012-10-17 15:02:00,147640,150310,34,-2670,-90780,close_opposing,0,000
201,Long,2012-10-18 13:59:00,2012-10-18 17:02:00,151600,149710,23,-1890,-43470,signal_reverse,0,000
202,Short,2012-10-22 21:32:00,2012-12-10 10:46:00,148300,147380,23,920,21160,expiration,0,000
203,Long,2012-12-18 13:59:00,2012-12-21 13:59:00,151460,151960,31,500,15500,signal_reverse,0,000
204,Long,2012-12-21 16:02:00,2012-12-21 17:02:00,151990,151680,24,-310,-7440,signal_reverse,0,000
205,Long,2012-12-24 15:02:00,2012-12-25 17:02:00,151950,151630,26,-320,-8320,signal_reverse,0,000
206,Long,2012-12-25 18:02:00,2012-12-25 19:17:00,151740,151430,57,-310,-17670,signal_reverse,0,000
207,Long,2012-12-26 13:59:00,2012-12-28 13:59:00,151910,152700,65,790,51350,signal_reverse,0,000
208,Long,2012-12-28 15:02:00,2012-12-28 16:02:00,152920,152760,36,-160,-5760,signal_reverse,0,000
209,Long,2013-01-08 13:59:00,2013-01-16 13:59:00,157930,156380,25,-1550,-38750,signal_reverse,0,000
210,Long,2013-01-17 15:02:00,2013-01-22 13:59:00,158290,158460,39,170,6630,signal_reverse,0,000
211,Long,2013-01-23 13:59:00,2013-01-24 15:02:00,160330,159600,34,-730,-24820,signal_reverse,0,000
212,Long,2013-01-24 18:02:00,2013-01-30 18:02:00,160330,161330,30,1000,30000,signal_reverse,0,000
213,Long,2013-01-31 19:17:00,2013-02-04 15:02:00,162360,161910,29,-450,-13050,signal_reverse,0,000
214,Short,2013-02-06 19:17:00,2013-02-14 16:47:00,159840,159100,31,740,22940,signal_reverse,0,000
215,Short,2013-02-14 20:12:00,2013-03-11 10:44:00,158330,150920,21,7410,155610,expiration,0,000
216,Long,2013-04-10 13:59:00,2013-04-10 15:02:00,141470,141220,28,-250,-7000,signal_reverse,0,000
217,Long,2013-04-29 16:02:00,2013-05-15 13:59:00,134860,139160,26,4300,111800,signal_reverse,0,000
218,Long,2013-05-21 18:02:00,2013-05-23 13:59:00,143570,141740,24,-1830,-43920,signal_reverse,0,000
219,Short,2013-05-23 20:47:00,2013-06-10 10:44:00,140170,130430,21,9740,204540,expiration,0,000
220,Short,2013-07-03 17:32:00,2013-07-04 17:32:00,125300,126520,29,-1220,-35380,signal_reverse,0,000
221,Long,2013-07-05 13:59:00,2013-07-05 17:02:00,127370,126930,30,-440,-13200,signal_reverse,0,000
222,Short,2013-07-05 19:17:00,2013-07-08 16:47:00,125890,126630,30,-740,-22200,signal_reverse,0,000
223,Long,2013-07-08 19:17:00,2013-07-10 13:59:00,126910,126790,29,-120,-3480,signal_reverse,0,000
224,Long,2013-07-11 13:59:00,2013-07-24 18:02:00,129880,136360,25,6480,162000,signal_reverse,0,000
225,Short,2013-07-31 16:47:00,2013-07-31 18:17:00,131290,131310,30,-20,-600,signal_reverse,0,000
226,Long,2013-08-14 13:59:00,2013-08-15 17:02:00,133820,133600,39,-220,-8580,signal_reverse,0,000
227,Short,2013-08-16 16:47:00,2013-09-05 18:02:00,131480,133620,24,-2140,-51360,close_opposing,0,000
228,Long,2013-09-06 13:59:00,2013-09-09 10:59:00,134180,135750,27,1570,42390,expiration,0,000
229,Long,2013-09-18 13:59:00,2013-09-24 15:02:00,144270,144220,32,-50,-1600,signal_reverse,0,000
230,Long,2013-10-08 15:02:00,2013-10-09 16:02:00,145830,145630,25,-200,-5000,signal_reverse,0,000
231,Long,2013-10-09 17:02:00,2013-10-23 18:02:00,145910,149180,24,3270,78480,signal_reverse,0,000
232,Short,2013-10-30 20:02:00,2013-10-30 20:47:00,148630,148820,40,-190,-7600,signal_reverse,0,000
233,Short,2013-10-31 16:47:00,2013-12-09 10:44:00,147910,139290,29,8620,249980,expiration,0,000
234,Long,2013-12-18 13:59:00,2014-01-06 16:47:00,141790,139500,39,-2290,-89310,close_opposing,0,000
235,Short,2014-01-08 19:17:00,2014-01-10 16:47:00,138920,139520,40,-600,-24000,signal_reverse,0,000
236,Long,2014-02-11 13:59:00,2014-02-13 15:02:00,134480,133590,30,-890,-26700,signal_reverse,0,000
237,Short,2014-02-13 16:47:00,2014-02-14 13:59:00,133360,133850,35,-490,-17150,close_opposing,0,000
238,Long,2014-02-17 13:59:00,2014-02-18 19:17:00,134870,133950,24,-920,-22080,signal_reverse,0,000
239,Short,2014-02-19 16:47:00,2014-02-25 16:47:00,130730,130160,27,570,15390,signal_reverse,0,000
240,Short,2014-02-26 16:47:00,2014-03-11 10:44:00,128080,113310,34,14770,502180,expiration,0,000
241,Short,2014-03-24 19:17:00,2014-03-25 13:59:00,109490,113050,15,-3560,-53400,close_opposing,0,000
242,Long,2014-03-26 13:59:00,2014-04-03 19:17:00,116550,117810,14,1260,17640,signal_reverse,0,000
243,Long,2014-04-04 13:59:00,2014-04-07 16:02:00,118800,115400,24,-3400,-81600,signal_reverse,0,000
244,Short,2014-04-14 16:47:00,2014-04-21 19:17:00,114760,115030,22,-270,-5940,signal_reverse,0,000
245,Long,2014-05-06 16:02:00,2014-05-06 17:02:00,113590,112580,23,-1010,-23230,signal_reverse,0,000
246,Long,2014-05-07 13:59:00,2014-05-26 13:59:00,114400,132610,21,18210,382410,signal_reverse,0,000
