Id,Direction,EntryTime,ExitTime,EntryPrice,ExitPrice,Contracts,Pnl1c,PnlNet,ExitReason,MlScore
536,Long,2022-08-23 13:59:00,2022-09-01 13:59:00,114450,121570,40,7120,284800,signal_reverse,0,000
537,Short,2022-09-19 18:04:00,2022-10-19 18:04:00,115750,101960,40,13790,551600,signal_reverse,0,000
538,Long,2022-10-20 12:59:00,2022-11-02 15:04:00,103600,110730,36,7130,256680,signal_reverse,0,000
539,Long,2022-11-03 18:04:00,2022-11-18 12:59:00,109700,112860,48,3160,151680,signal_reverse,0,000
540,Short,2022-11-21 15:49:00,2022-11-24 18:04:00,111450,113410,40,-1960,-78400,signal_reverse,0,000
541,Short,2022-11-28 15:49:00,2022-12-08 09:44:00,111430,110390,40,1040,41600,expiration,0,000
542,Long,2023-01-11 12:59:00,2023-01-19 12:59:00,100120,99510,60,-610,-36600,signal_reverse,0,000
543,Short,2023-01-30 15:49:00,2023-01-31 16:34:00,99030,99240,40,-210,-8400,signal_reverse,0,000
544,Long,2023-02-02 16:04:00,2023-02-02 18:04:00,101640,100740,66,-900,-59400,signal_reverse,0,000
545,Long,2023-02-06 15:05:00,2023-02-06 17:05:00,101030,100880,66,-150,-9900,signal_reverse,0,000
546,Short,2023-02-08 15:49:00,2023-03-09 09:44:00,99230,95760,40,3470,138800,expiration,0,000
547,Long,2023-03-20 14:15:00,2023-03-31 12:59:00,97600,98110,52,510,26520,signal_reverse,0,000
548,Long,2023-04-03 12:59:00,2023-04-03 13:59:00,99270,99080,74,-190,-14060,signal_reverse,0,000
549,Short,2023-04-06 15:49:00,2023-04-07 15:49:00,97360,96500,40,860,34400,signal_reverse,0,000
550,Short,2023-04-11 18:04:00,2023-04-12 15:50:00,97210,97720,40,-510,-20400,signal_reverse,0,000
551,Long,2023-04-17 12:59:00,2023-04-20 12:59:00,100090,99580,92,-510,-46920,signal_reverse,0,000
552,Long,2023-04-20 13:59:00,2023-04-25 12:59:00,99800,100210,62,410,25420,signal_reverse,0,000
553,Long,2023-04-28 13:59:00,2023-05-02 18:04:00,102230,100830,100,-1400,-140000,signal_reverse,0,000
554,Long,2023-05-05 12:59:00,2023-05-05 16:04:00,101800,101000,64,-800,-51200,signal_reverse,0,000
555,Short,2023-05-08 15:50:00,2023-05-10 12:59:00,99420,102790,40,-3370,-134800,close_opposing,0,000
556,Long,2023-05-11 12:59:00,2023-05-12 16:04:00,105500,102030,50,-3470,-173500,signal_reverse,0,000
557,Long,2023-05-12 17:04:00,2023-05-12 18:04:00,102290,101900,40,-390,-15600,signal_reverse,0,000
558,Long,2023-05-15 18:04:00,2023-05-16 12:59:00,102470,102340,50,-130,-6500,signal_reverse,0,000
559,Long,2023-05-16 13:59:00,2023-05-16 15:04:00,102530,102310,56,-220,-12320,signal_reverse,0,000
560,Long,2023-05-26 17:07:00,2023-05-30 18:04:00,103740,103280,94,-460,-43240,signal_reverse,0,000
561,Short,2023-05-30 18:49:00,2023-06-02 12:59:00,102950,104290,40,-1340,-53600,close_opposing,0,000
562,Long,2023-06-05 12:59:00,2023-06-05 15:04:00,104780,103660,78,-1120,-87360,signal_reverse,0,000
563,Short,2023-06-06 15:49:00,2023-06-08 09:44:00,102340,102540,40,-200,-8000,expiration,0,000
564,Long,2023-06-19 12:59:00,2023-06-20 16:04:00,104830,104480,100,-350,-35000,signal_reverse,0,000
565,Long,2023-06-21 12:59:00,2023-06-23 13:59:00,105990,105000,94,-990,-93060,signal_reverse,0,000
566,Short,2023-06-23 15:49:00,2023-06-30 15:49:00,105050,99160,40,5890,235600,signal_reverse,0,000
567,Long,2023-07-12 12:59:00,2023-07-12 13:59:00,102210,102050,96,-160,-15360,signal_reverse,0,000
568,Long,2023-07-13 12:59:00,2023-07-21 18:04:00,102630,102860,80,230,18400,signal_reverse,0,000
569,Long,2023-07-24 12:59:00,2023-08-04 16:04:00,103710,105530,86,1820,156520,signal_reverse,0,000
570,Short,2023-08-08 15:49:00,2023-08-14 17:19:00,102060,102320,40,-260,-10400,signal_reverse,0,000
571,Long,2023-08-17 13:59:00,2023-08-17 15:04:00,105210,105000,58,-210,-12180,signal_reverse,0,000
572,Long,2023-08-18 12:59:00,2023-08-24 13:59:00,105580,105080,72,-500,-36000,signal_reverse,0,000
573,Long,2023-08-24 15:04:00,2023-08-24 16:04:00,105320,105240,66,-80,-5280,signal_reverse,0,000
574,Long,2023-08-25 12:59:00,2023-08-25 17:05:00,105680,104900,76,-780,-59280,signal_reverse,0,000
575,Long,2023-08-28 15:04:00,2023-08-29 12:59:00,106040,106730,96,690,66240,signal_reverse,0,000
576,Long,2023-09-04 12:59:00,2023-09-04 14:05:00,107280,107250,100,-30,-3000,signal_reverse,0,000
577,Short,2023-09-06 15:49:00,2023-09-08 09:44:00,104950,102480,40,2470,98800,expiration,0,000
578,Short,2023-10-02 16:36:00,2023-10-12 12:59:00,101110,103570,40,-2460,-98400,close_opposing,0,000
579,Long,2023-10-13 12:59:00,2023-10-27 18:04:00,103470,106740,92,3270,300840,signal_reverse,0,000
580,Long,2023-11-07 15:05:00,2023-11-07 16:05:00,108980,108860,100,-120,-12000,signal_reverse,0,000
581,Long,2023-11-08 12:59:00,2023-11-10 17:04:00,109920,109420,100,-500,-50000,signal_reverse,0,000
582,Long,2023-11-10 18:05:00,2023-11-23 13:00:00,109570,114110,96,4540,435840,signal_reverse,0,000
583,Short,2023-11-30 18:05:00,2023-12-01 15:49:00,110310,109080,40,1230,49200,signal_reverse,0,000
584,Long,2023-12-18 17:04:00,2023-12-19 15:05:00,107840,107310,60,-530,-31800,signal_reverse,0,000
585,Long,2023-12-19 17:05:00,2023-12-28 18:05:00,107580,110210,76,2630,199880,signal_reverse,0,000
586,Long,2023-12-29 13:59:00,2023-12-29 15:04:00,110380,110220,80,-160,-12800,signal_reverse,0,000
587,Long,2024-01-04 13:01:00,2024-01-18 17:08:00,110270,113440,100,3170,317000,signal_reverse,0,000
588,Long,2024-01-18 18:09:00,2024-01-19 16:06:00,113550,113450,84,-100,-8400,signal_reverse,0,000
589,Long,2024-01-19 17:06:00,2024-01-22 15:06:00,113840,114700,92,860,79120,signal_reverse,0,000
590,Short,2024-01-26 18:07:00,2024-02-01 16:37:00,111500,112880,40,-1380,-55200,signal_reverse,0,000
591,Short,2024-02-02 15:50:00,2024-02-29 12:59:00,112030,112570,40,-540,-21600,close_opposing,0,000
592,Long,2024-03-01 12:59:00,2024-03-11 10:00:00,112520,115400,100,2880,288000,expiration,0,000
593,Long,2024-04-01 12:59:00,2024-04-01 15:07:00,112940,112670,100,-270,-27000,signal_reverse,0,000
594,Long,2024-04-02 12:59:00,2024-04-09 18:16:00,112790,113410,100,620,62000,signal_reverse,0,000
595,Long,2024-04-10 13:59:00,2024-04-10 15:04:00,113670,113450,100,-220,-22000,signal_reverse,0,000
596,Long,2024-04-11 17:11:00,2024-04-16 15:06:00,114160,113920,94,-240,-22560,signal_reverse,0,000
597,Long,2024-04-19 16:05:00,2024-04-22 15:04:00,115460,115420,100,-40,-4000,signal_reverse,0,000
598,Long,2024-04-22 18:06:00,2024-04-23 12:59:00,115520,115400,100,-120,-12000,signal_reverse,0,000
599,Long,2024-04-26 17:05:00,2024-04-27 16:07:00,116120,115830,94,-290,-27260,signal_reverse,0,000
600,Short,2024-05-02 18:05:00,2024-05-13 12:59:00,115130,117390,40,-2260,-90400,close_opposing,0,000
601,Long,2024-05-14 13:01:00,2024-05-21 13:59:00,117260,118090,100,830,83000,signal_reverse,0,000
602,Long,2024-05-21 18:05:00,2024-05-23 13:04:00,118730,117930,58,-800,-46400,signal_reverse,0,000
603,Long,2024-05-23 17:11:00,2024-05-24 13:02:00,119050,118890,84,-160,-13440,signal_reverse,0,000
604,Short,2024-05-29 15:50:00,2024-05-29 18:05:00,115030,115720,40,-690,-27600,signal_reverse,0,000
605,Long,2024-06-19 13:59:00,2024-06-20 15:04:00,115830,113640,50,-2190,-109500,signal_reverse,0,000
606,Long,2024-06-20 18:05:00,2024-06-21 15:04:00,114840,114190,32,-650,-20800,signal_reverse,0,000
607,Long,2024-06-21 18:04:00,2024-06-24 14:05:00,114400,113810,32,-590,-18880,signal_reverse,0,000
608,Long,2024-06-24 17:07:00,2024-06-25 13:59:00,114850,114130,42,-720,-30240,signal_reverse,0,000
609,Long,2024-06-26 13:59:00,2024-06-28 15:04:00,115700,116250,64,550,35200,signal_reverse,0,000
610,Long,2024-07-02 18:05:00,2024-07-03 14:06:00,116430,115550,74,-880,-65120,signal_reverse,0,000
611,Short,2024-07-04 19:20:00,2024-07-22 15:04:00,111160,111250,40,-90,-3600,close_opposing,0,000
612,Long,2024-07-23 13:59:00,2024-07-26 18:20:00,111420,111300,66,-120,-7920,close_opposing,0,000
613,Short,2024-07-29 16:49:00,2024-09-09 10:44:00,109720,94850,40,14870,594800,expiration,0,000
614,Long,2024-09-18 14:06:00,2024-10-07 16:49:00,97590,95320,56,-2270,-127120,close_opposing,0,000
615,Long,2024-11-08 17:04:00,2024-11-14 13:59:00,88600,87510,64,-1090,-69760,signal_reverse,0,000
616,Short,2024-11-19 17:23:00,2024-11-21 16:49:00,83310,80970,40,2340,93600,signal_reverse,0,000
617,Long,2024-12-06 13:59:00,2024-12-09 10:59:00,78570,79870,36,1300,46800,expiration,0,000
618,Long,2024-12-20 14:05:00,2025-01-13 18:04:00,80500,88980,26,8480,220480,signal_reverse,0,000
619,Long,2025-01-16 13:59:00,2025-01-28 12:59:00,90670,92070,66,1400,92400,signal_reverse,0,000
620,Long,2025-01-28 13:59:00,2025-02-03 13:59:00,92400,93870,60,1470,88200,signal_reverse,0,000
621,Long,2025-02-05 13:01:00,2025-02-07 18:04:00,95610,95510,62,-100,-6200,signal_reverse,0,000
622,Long,2025-02-10 12:59:00,2025-02-26 13:59:00,97180,118910,66,21730,1434180,signal_reverse,0,000
623,Short,2025-03-06 18:49:00,2025-03-10 09:44:00,112640,115460,34,-2820,-95880,expiration,0,000
624,Long,2025-03-18 12:59:00,2025-03-24 12:59:00,124930,118380,38,-6550,-248900,signal_reverse,0,000
625,Long,2025-04-16 17:04:00,2025-04-30 12:59:00,104100,109910,36,5810,209160,signal_reverse,0,000
626,Long,2025-04-30 15:04:00,2025-04-30 16:04:00,111870,110910,36,-960,-34560,signal_reverse,0,000
627,Short,2025-05-05 18:04:00,2025-05-08 17:19:00,103820,107860,40,-4040,-161600,signal_reverse,0,000
628,Long,2025-05-12 16:04:00,2025-05-15 12:59:00,111760,108750,40,-3010,-120400,signal_reverse,0,000
629,Short,2025-05-15 18:49:00,2025-05-19 12:59:00,108960,110720,32,-1760,-56320,close_opposing,0,000
630,Short,2025-05-20 15:49:00,2025-05-29 12:59:00,108810,111240,40,-2430,-97200,close_opposing,0,000
631,Long,2025-05-30 12:59:00,2025-06-02 12:59:00,111650,109680,46,-1970,-90620,signal_reverse,0,000
632,Long,2025-06-02 18:04:00,2025-06-06 18:04:00,110700,110890,42,190,7980,signal_reverse,0,000
633,Short,2025-06-19 15:52:00,2025-06-27 17:21:00,108070,109550,40,-1480,-59200,signal_reverse,0,000
634,Long,2025-06-30 13:59:00,2025-07-02 12:58:00,110770,110160,50,-610,-30500,signal_reverse,0,000
635,Short,2025-07-02 15:48:00,2025-07-10 15:49:00,110640,107230,40,3410,136400,signal_reverse,0,000
636,Long,2025-07-16 12:58:00,2025-07-25 17:05:00,109520,110300,48,780,37440,signal_reverse,0,000
637,Short,2025-07-28 18:03:00,2025-08-06 18:05:00,106110,109160,40,-3050,-122000,signal_reverse,0,000
638,Long,2025-08-07 12:59:00,2025-08-17 16:37:00,115870,116180,26,310,8060,signal_reverse,0,000
639,Short,2025-08-22 18:04:00,2025-08-25 16:35:00,113220,112740,40,480,19200,signal_reverse,0,000
640,Long,2025-10-07 12:58:00,2025-10-07 17:03:00,103600,102880,40,-720,-28800,signal_reverse,0,000
641,Short,2025-10-08 17:18:00,2025-10-08 18:03:00,100390,100080,40,310,12400,signal_reverse,0,000
642,Short,2025-10-10 15:49:00,2025-10-14 18:03:00,101150,100950,40,200,8000,signal_reverse,0,000
643,Short,2025-10-14 19:48:00,2025-10-16 15:48:00,100970,101180,40,-210,-8400,signal_reverse,0,000
644,Long,2025-10-16 18:03:00,2025-10-21 18:03:00,103430,103100,42,-330,-13860,signal_reverse,0,000
645,Short,2025-10-22 18:48:00,2025-10-29 18:48:00,103700,99780,36,3920,141120,signal_reverse,0,000
646,Short,2025-10-29 19:50:00,2025-10-31 15:48:00,99800,99330,40,470,18800,signal_reverse,0,000
647,Long,2025-11-11 17:05:00,2025-11-11 18:05:00,101080,100620,72,-460,-33120,signal_reverse,0,000
648,Short,2025-11-12 17:24:00,2025-11-19 15:04:00,99130,102850,40,-3720,-148800,close_opposing,0,000
649,Long,2025-11-20 12:59:00,2025-12-03 13:59:00,104600,107530,38,2930,111340,signal_reverse,0,000
650,Long,2025-12-04 12:59:00,2025-12-08 09:59:00,109790,112090,48,2300,110400,expiration,0,000
651,Short,2025-12-18 18:03:00,2025-12-18 19:48:00,107870,108340,40,-470,-18800,signal_reverse,0,000
652,Short,2025-12-19 15:48:00,2025-12-23 17:03:00,107900,111320,40,-3420,-136800,close_opposing,0,000
653,Long,2025-12-25 17:08:00,2025-12-30 17:04:00,110630,111120,64,490,31360,signal_reverse,0,000
654,Long,2025-12-30 18:04:00,2026-01-05 15:52:00,111340,108530,42,-2810,-118020,close_opposing,0,000
655,Short,2026-01-06 15:54:00,2026-01-15 15:49:00,109240,109910,40,-670,-26800,signal_reverse,0,000
656,Long,2026-01-16 12:58:00,2026-01-20 12:59:00,111840,111550,72,-290,-20880,signal_reverse,0,000
657,Long,2026-01-20 15:04:00,2026-01-30 12:58:00,111680,116660,80,4980,398400,signal_reverse,0,000
658,Short,2026-02-06 15:52:00,2026-02-07 17:45:00,113350,113410,40,-60,-2400,signal_reverse,0,000
659,Long,2026-02-13 17:05:00,2026-02-17 23:49:00,115870,116510,64,640,40960,end_of_data,0,000
