trade_num,pnl_pct,equity_pct,exit_time,direction
1,-0.37910530426876893,-0.37910530426876893,2021-01-14 17:00:00,long
2,-0.2646922656256447,-0.6437975698944136,2021-01-15 10:00:00,long
3,0.48886190954826847,-0.15493566034614514,2021-01-20 12:00:00,long
4,0.5254512345762626,0.3705155742301175,2021-01-20 16:00:00,long
5,-0.7410525506263734,-0.37053697639625593,2021-01-20 20:00:00,long
6,-1.7063346086464506,-2.0768715850427064,2021-01-21 12:00:00,long
7,0.0036195151384558616,-2.0732520699042505,2021-01-21 19:00:00,long
8,-2.2400355501921694,-4.313287620096419,2021-01-22 11:00:00,long
9,-0.03255429317090037,-4.34584191326732,2021-01-22 21:00:00,long
10,0.08659801585172805,-4.259243897415591,2021-01-25 12:00:00,long
11,-2.256402944171506,-6.515646841587097,2021-01-25 16:00:00,long
12,0.0015819056215811247,-6.514064935965516,2021-01-26 10:00:00,long
13,0.19542474699095871,-6.318640188974557,2021-01-26 15:00:00,long
14,-0.1928531831116187,-6.511493372086176,2021-01-26 19:00:00,long
15,1.0362491626620896,-5.475244209424086,2021-01-27 11:00:00,long
16,-1.4253285115797212,-6.900572721003807,2021-01-27 15:00:00,long
17,-1.760120504315629,-8.660693225319436,2021-01-28 10:00:00,long
18,0.575704072529423,-8.084989152790014,2021-01-28 18:00:00,long
19,0.4170726922089778,-7.667916460581036,2021-01-28 22:00:00,long
20,-1.9313923103374344,-9.599308770918471,2021-01-29 12:00:00,long
21,0.41609311804358057,-9.18321565287489,2021-02-01 14:00:00,long
22,0.03249168088801789,-9.150723971986872,2021-02-01 18:00:00,long
23,0.5280761170616356,-8.622647854925237,2021-02-01 22:00:00,long
24,0.6120521528528722,-8.010595702072365,2021-02-02 12:00:00,long
25,0.7132868367097535,-7.297308865362612,2021-02-02 16:00:00,long
26,-1.1427938193948244,-8.440102684757436,2021-02-02 20:00:00,long
27,-0.35266789296585904,-8.792770577723296,2021-02-03 14:00:00,long
28,1.281013140008222,-7.511757437715074,2021-02-04 11:00:00,long
29,-0.32847899723573803,-7.840236434950812,2021-02-04 15:00:00,long
30,0.36339616493469223,-7.47684027001612,2021-02-04 20:00:00,long
31,0.35061499364098836,-7.1262252763751315,2021-02-05 10:00:00,long
32,-0.06593136417652416,-7.192156640551656,2021-02-05 14:00:00,long
33,-0.14309069638070837,-7.3352473369323645,2021-02-05 22:00:00,long
34,0.7180366089614522,-6.617210727970912,2021-02-08 13:00:00,long
35,0.12069346333476319,-6.496517264636148,2021-02-08 17:00:00,long
36,0.16418874331022887,-6.33232852132592,2021-02-08 21:00:00,long
37,-1.1243699535372222,-7.456698474863142,2021-02-09 11:00:00,long
38,-0.46972010534890374,-7.9264185802120455,2021-02-10 14:00:00,long
39,-0.758394130081458,-8.684812710293503,2021-02-10 19:00:00,long
40,-0.5902460429693432,-9.275058753262847,2021-02-11 12:00:00,long
41,-0.11543274235601451,-9.390491495618862,2021-02-11 22:00:00,long
42,1.6724327635152068,-7.718058732103655,2021-02-12 19:00:00,long
43,0.16714928239720422,-7.550909449706451,2021-02-12 23:00:00,long
44,0.7305179681993069,-6.820391481507143,2021-02-15 13:00:00,long
45,0.7731271336973963,-6.047264347809747,2021-02-15 17:00:00,long
46,0.1930786185316441,-5.854185729278103,2021-02-15 21:00:00,long
47,0.048596605952989896,-5.805589123325113,2021-02-16 11:00:00,long
48,0.007944994064775833,-5.797644129260338,2021-02-16 15:00:00,long
49,-0.15428301811632283,-5.951927147376661,2021-02-16 20:00:00,long
50,1.1295127007178274,-4.822414446658833,2021-02-17 11:00:00,long
51,0.1751505648428657,-4.6472638818159675,2021-02-17 15:00:00,long
52,-2.179623188560329,-6.826887070376296,2021-02-17 19:00:00,long
53,0.699497058112174,-6.127390012264122,2021-02-18 11:00:00,long
54,-0.8841732184046991,-7.011563230668822,2021-02-18 15:00:00,long
55,-0.14089897327564505,-7.1524622039444665,2021-02-19 12:00:00,long
56,1.4202449636760899,-5.732217240268376,2021-02-19 17:00:00,long
57,-0.3086968874811189,-6.040914127749495,2021-02-19 21:00:00,long
58,0.2528409260498621,-5.788073201699634,2021-02-20 18:00:00,long
59,-0.07696207341276108,-5.865035275112395,2021-02-20 22:00:00,long
60,0.0930499210746483,-5.771985354037747,2021-02-22 13:00:00,long
61,0.9012295000331235,-4.870755854004623,2021-02-22 17:00:00,long
62,0.27080592095900774,-4.5999499330456155,2021-02-22 21:00:00,long
63,-1.1591026828031041,-5.75905261584872,2021-02-24 11:00:00,long
64,-0.6660421232294657,-6.425094739078186,2021-02-24 18:00:00,long
65,0.14787619977627114,-6.277218539301915,2021-02-24 23:00:00,long
66,1.1697648485305598,-5.107453690771354,2021-02-25 13:00:00,long
67,0.25064565875006906,-4.856808032021285,2021-02-25 17:00:00,long
68,-1.3839797072860043,-6.240787739307289,2021-02-25 21:00:00,long
69,-0.4461098623807205,-6.68689760168801,2021-02-26 21:00:00,long
70,-0.2309207966217293,-6.917818398309739,2021-03-01 16:00:00,long
71,-0.13492706148548,-7.0527454597952195,2021-03-01 21:00:00,long
72,1.3329274075388218,-5.7198180522563975,2021-03-02 16:00:00,long
73,0.333612355370188,-5.3862056968862095,2021-03-02 20:00:00,long
74,0.5648557021659232,-4.821349994720286,2021-03-03 10:00:00,long
75,0.8813913513333903,-3.939958643386896,2021-03-03 14:00:00,long
76,-1.7143820887223007,-5.654340732109197,2021-03-03 18:00:00,long
