iter	Passed	Remaining
1707	3860	659
1708	3862	657
1709	3863	655
1710	3865	652
1711	3867	650
1712	3869	648
1713	3871	646
1714	3873	643
1715	3875	641
1716	3877	639
1717	3879	636
1718	3881	634
1719	3883	632
1720	3885	629
1721	3886	627
1722	3888	625
1723	3891	623
1724	3895	620
1725	3896	618
1726	3898	616
1727	3900	614
1728	3902	611
1729	3905	609
1730	3907	607
1731	3908	604
1732	3910	602
1733	3912	600
1734	3914	597
1735	3915	595
1736	3917	593
1737	3919	590
1738	3921	588
1739	3923	586
1740	3925	583
1741	3927	581
1742	3929	579
1743	3930	577
1744	3932	574
1745	3934	572
1746	3936	570
1747	3938	567
1748	3940	565
1749	3942	563
1750	3943	560
1751	3945	558
1752	3947	556
1753	3949	553
1754	3951	551
1755	3953	549
1756	3956	547
1757	3958	544
1758	3961	542
1759	3963	540
1760	3966	538
1761	3969	536
1762	3971	533
1763	3973	531
1764	3976	529
1765	3978	527
1766	3980	524
1767	3983	522
1768	3985	520
1769	3988	518
1770	3990	516
1771	3993	513
1772	3995	511
1773	3997	509
1774	4000	507
1775	4003	504
1776	4005	502
1777	4007	500
1778	4009	498
1779	4012	495
1780	4015	493
1781	4017	491
1782	4019	489
1783	4022	487
1784	4024	484
1785	4026	482
1786	4029	480
1787	4032	478
1788	4034	475
1789	4037	473
1790	4039	471
1791	4041	469
1792	4044	466
1793	4046	464
1794	4049	462
1795	4051	460
1796	4053	457
1797	4056	455
1798	4059	453
1799	4061	451
1800	4064	449
1801	4066	446
1802	4068	444
1803	4070	442
1804	4073	440
1805	4075	437
1806	4078	435
1807	4080	433
1808	4082	431
1809	4085	428
1810	4087	426
1811	4089	424
1812	4092	422
1813	4094	419
1814	4096	417
1815	4099	415
1816	4101	413
1817	4104	410
1818	4106	408
1819	4108	406
1820	4111	404
1821	4113	401
1822	4116	399
1823	4119	397
1824	4121	395
1825	4123	392
1826	4126	390
1827	4128	388
1828	4130	386
1829	4133	383
1830	4135	381
1831	4138	379
1832	4140	377
1833	4142	374
1834	4145	372
1835	4148	370
1836	4150	368
1837	4153	366
1838	4155	363
1839	4158	361
1840	4160	359
1841	4163	357
1842	4165	354
1843	4167	352
1844	4170	350
1845	4172	348
1846	4175	345
1847	4177	343
1848	4180	341
1849	4182	339
1850	4184	336
1851	4186	334
1852	4188	332
1853	4191	330
1854	4193	327
1855	4195	325
1856	4197	323
1857	4199	320
1858	4201	318
1859	4203	316
1860	4205	314
1861	4207	311
1862	4210	309
1863	4213	307
1864	4215	305
1865	4217	302
1866	4220	300
1867	4222	298
1868	4225	296
1869	4228	293
1870	4231	291
1871	4233	289
1872	4235	287
1873	4238	284
1874	4240	282
1875	4243	280
1876	4246	278
1877	4249	276
1878	4251	273
1879	4254	271
1880	4256	269
1881	4259	267
1882	4261	264
1883	4264	262
1884	4266	260
1885	4268	258
1886	4271	255
1887	4273	253
1888	4276	251
1889	4279	249
1890	4281	246
1891	4282	244
1892	4285	242
1893	4287	239
1894	4289	237
1895	4292	235
1896	4294	233
1897	4296	230
1898	4298	228
1899	4300	226
1900	4303	224
1901	4305	221
1902	4307	219
1903	4309	217
1904	4311	215
1905	4313	212
1906	4315	210
1907	4317	208
1908	4320	205
1909	4322	203
1910	4325	201
1911	4327	199
1912	4330	196
1913	4333	194
1914	4336	192
1915	4339	190
1916	4342	188
1917	4345	185
1918	4348	183
1919	4351	181
1920	4354	179
1921	4356	176
1922	4358	174
1923	4360	172
1924	4363	169
1925	4365	167
1926	4367	165
1927	4370	163
1928	4372	160
1929	4375	158
1930	4377	156
1931	4380	154
1932	4383	151
1933	4385	149
1934	4387	147
1935	4390	145
1936	4392	142
1937	4395	140
1938	4397	138
1939	4399	136
1940	4402	133
1941	4404	131
1942	4407	129
1943	4409	127
1944	4412	124
1945	4415	122
1946	4417	120
1947	4419	117
1948	4421	115
1949	4423	113
1950	4425	111
1951	4427	108
1952	4429	106
1953	4432	104
1954	4434	102
1955	4436	99
1956	4439	97
1957	4443	95
1958	4445	93
1959	4448	90
1960	4451	88
1961	4453	86
1962	4456	83
1963	4458	81
1964	4461	79
1965	4463	77
1966	4466	74
1967	4468	72
1968	4470	70
1969	4474	68
1970	4477	65
1971	4480	63
1972	4484	61
1973	4486	59
1974	4488	56
1975	4491	54
1976	4493	52
1977	4495	49
1978	4497	47
1979	4499	45
1980	4502	43
1981	4504	40
1982	4507	38
1983	4509	36
1984	4511	34
1985	4514	31
1986	4516	29
1987	4519	27
1988	4521	25
1989	4523	22
1990	4525	20
1991	4527	18
1992	4529	15
1993	4532	13
1994	4534	11
1995	4536	9
1996	4538	6
1997	4540	4
1998	4542	2
1999	4544	0
