iter	MAE
463	0.02815919044
464	0.02815250086
465	0.02810705459
466	0.02808844233
467	0.02805523525
468	0.02803688371
469	0.02800931748
470	0.02798471111
471	0.02795714592
472	0.02794923034
473	0.02793375376
474	0.02791013783
475	0.02789088145
476	0.0278660727
477	0.02784850643
478	0.02783009647
479	0.02777670395
480	0.02775260898
481	0.02774345127
482	0.0277304122
483	0.02770615838
484	0.02766383229
485	0.02762419862
486	0.02759965279
487	0.02757664826
488	0.0275564555
489	0.02754971002
490	0.02753310709
491	0.02752267243
492	0.02751169858
493	0.02749292945
494	0.0274697157
495	0.02745868917
496	0.02742081413
497	0.0273993529
498	0.02738058467
499	0.02737306467
500	0.02735063019
501	0.02734469127
502	0.02733093754
503	0.02731276193
504	0.02729236165
505	0.02727923889
506	0.02725283626
507	0.02721570465
508	0.02719832401
509	0.02717511202
510	0.02716236493
511	0.02715339123
512	0.02713130125
513	0.02712602372
514	0.02709759617
515	0.0270835006
516	0.02706727927
517	0.02705858925
518	0.02704637567
519	0.02700836578
520	0.02698286287
521	0.02697123699
522	0.02695873132
523	0.0269223723
524	0.0269118594
525	0.02689960227
526	0.02688262038
527	0.02685615057
528	0.02683999786
529	0.02682088894
530	0.02680768248
531	0.02678384179
532	0.02676370634
533	0.02674871448
534	0.02673284935
535	0.02672702529
536	0.02670605573
537	0.02667779131
538	0.02664400122
539	0.02662318637
540	0.02661305685
541	0.02660835744
542	0.02658882856
543	0.02656617261
544	0.02655894427
545	0.02654130594
546	0.02652955145
547	0.02650512411
548	0.02649632029
549	0.02647021797
550	0.02644715657
551	0.02642462962
552	0.02640428218
553	0.02639060896
554	0.02636952645
555	0.02635584686
556	0.02633330807
557	0.02632247538
558	0.02631141589
559	0.02629344667
560	0.02629098226
561	0.02626182603
562	0.02625126348
563	0.02623806753
564	0.02622473581
565	0.02619630541
566	0.02618680708
567	0.02616671579
568	0.02615022055
569	0.02612442964
570	0.02608984455
571	0.02605493545
572	0.02604006841
573	0.02603195126
574	0.02601558927
575	0.02599101741
576	0.02597020307
577	0.0259675428
578	0.02594564396
579	0.02593337996
580	0.02591282384
581	0.02589919567
582	0.02588799294
583	0.02586534454
584	0.02585425514
585	0.02584168772
586	0.02583377463
587	0.02582094444
588	0.02581293761
589	0.02580051264
590	0.025798028
591	0.02577776802
592	0.02576096417
593	0.02574921892
594	0.02573800717
595	0.02570810682
596	0.02569024311
597	0.02568347909
598	0.02567315505
599	0.02566679259
600	0.02564943425
601	0.02563069433
602	0.02561590967
603	0.02561242825
604	0.02560085838
605	0.0255812448
606	0.0255539614
607	0.02554054585
608	0.02552774196
609	0.02552603687
610	0.02551640928
611	0.0255056144
612	0.02549466954
613	0.02548481637
614	0.02547296757
615	0.02545989784
616	0.02543828722
617	0.0254332935
618	0.02542485896
619	0.02541530411
620	0.02539392524
621	0.02538622398
622	0.02537241013
623	0.02535742646
624	0.02533573499
625	0.02531313322
626	0.02529703283
627	0.02528583658
628	0.02527632497
629	0.02525776483
630	0.02524136101
631	0.02522834665
632	0.02521428687
633	0.02521149235
634	0.02519547194
635	0.02519070386
636	0.02518502188
637	0.02517990635
638	0.02516974639
639	0.0251647329
640	0.02515093351
641	0.02513976892
642	0.02513345886
643	0.02512080134
644	0.02510045086
645	0.02509364041
646	0.02507636622
647	0.02506640608
648	0.02504976053
649	0.0250455429
650	0.02503376236
651	0.02501810916
652	0.02500739505
653	0.02500182081
654	0.02498200751
655	0.02496872833
656	0.02495759047
657	0.02495394644
658	0.02493932477
659	0.02492646249
660	0.0249150041
661	0.02490943123
662	0.02490564047
663	0.02488431105
664	0.02487150579
665	0.02486115396
666	0.02485042769
667	0.02484533251
668	0.02483192401
669	0.0248289846
670	0.02481565634
671	0.0248042453
672	0.02479660846
673	0.02478626948
674	0.02476852626
675	0.02475123129
676	0.02474806406
677	0.02474429039
678	0.02474090949
679	0.02472574331
680	0.02471206183
681	0.02469931115
682	0.02468673642
683	0.02467959996
684	0.02467834371
685	0.02466998852
686	0.02466008241
687	0.02464588802
688	0.02462609166
689	0.02461447777
690	0.02460352207
691	0.02458587138
692	0.02457518771
693	0.02456561508
694	0.02455887896
695	0.02455290986
696	0.02451944431
697	0.02450936295
698	0.02450443465
699	0.0245011173
700	0.02449341084
701	0.02448491098
702	0.02448243776
703	0.02447174476
704	0.02446014802
705	0.02444751531
706	0.02443386886
707	0.02442210013
708	0.02440869556
709	0.02440100505
710	0.02439273895
711	0.02438378872
712	0.02438074493
713	0.02436969733
714	0.02436036467
715	0.02435192532
716	0.02433676757
717	0.0243221854
718	0.02431393993
719	0.0242964275
720	0.02427766715
721	0.0242701231
722	0.02425785348
723	0.02424607715
724	0.02423803275
725	0.02422676927
726	0.02421352112
727	0.02420571361
728	0.02419553506
729	0.02418653475
730	0.02417678039
731	0.02416568547
732	0.02415526802
733	0.02414355682
734	0.02412311492
735	0.02411041635
736	0.02409827415
737	0.02409084092
738	0.02408048341
739	0.02407276319
740	0.02406398682
741	0.02405183949
742	0.0240451802
743	0.02403772481
744	0.0240336718
745	0.02402963524
746	0.02401543134
747	0.02400296407
748	0.02399166901
749	0.02398433326
750	0.02397500839
751	0.02396081639
752	0.02394208854
753	0.02392339814
754	0.02391572866
755	0.02390748535
756	0.02389610871
757	0.02389313571
758	0.02387960891
759	0.02386843412
760	0.02386472677
761	0.02385896224
762	0.02384944471
763	0.02383593614
764	0.02380188858
765	0.02379036479
766	0.02377819663
767	0.02377494684
768	0.02376241043
769	0.02374829272
770	0.02374126736
771	0.02372997769
772	0.02371824429
773	0.02371096878
774	0.02370570681
775	0.02369680711
776	0.02367937016
777	0.0236664381
778	0.02365949606
779	0.02365149679
780	0.02363809208
781	0.02363462644
782	0.02363186982
783	0.02361573932
784	0.02360764942
785	0.02360195289
786	0.0235889224
787	0.02357194306
788	0.02356193601
789	0.02354321157
790	0.02352960008
791	0.02352195041
792	0.02350963736
793	0.02350409592
794	0.02349740865
795	0.02348934494
796	0.02348440927
797	0.02347537111
798	0.0234666949
799	0.02345954315
800	0.02345701881
801	0.02345186619
802	0.02344256017
803	0.02343412234
804	0.02343127774
805	0.02342167036
806	0.02341734363
807	0.02340232119
808	0.02339724832
809	0.02338307734
810	0.02337860013
811	0.02337139152
812	0.02335502537
813	0.02334991568
814	0.02334504354
815	0.02333767596
816	0.02333566323
817	0.02332771347
818	0.02331592796
819	0.02330561595
820	0.02329895873
821	0.02329640849
822	0.02329389407
823	0.02328534653
824	0.02327482109
825	0.02327182482
826	0.023269966
827	0.02325993675
828	0.02325779317
829	0.02324807926
830	0.02323859829
831	0.02323374473
832	0.02321882181
833	0.02320876346
834	0.02320457004
835	0.02319646923
836	0.02319325421
837	0.02318501858
838	0.02317810036
839	0.02316852803
840	0.02315848968
841	0.02314449185
842	0.02313520176
843	0.02313375335
844	0.02312182503
845	0.02311260539
846	0.02310552668
847	0.02310209417
848	0.02309214267
849	0.02308235554
850	0.02308042262
851	0.02306947489
852	0.02306086413
853	0.02304551094
854	0.02304257917
855	0.02303761319
856	0.02300803968
857	0.02299512484
858	0.02299049095
859	0.02298454952
860	0.02297620265
861	0.02296316224
862	0.02295314766
863	0.02294909684
864	0.02294892199
865	0.02294183864
866	0.02293540805
867	0.02292895034
868	0.02292787594
869	0.0229167306
870	0.02290716391
871	0.02289069348
872	0.02287561226
873	0.02286514067
874	0.02285529388
875	0.02284732271
876	0.02283886506
877	0.02283255232
878	0.02283123614
879	0.02282458366
880	0.02281116669
881	0.02280384053
882	0.02279632987
883	0.02278813136
884	0.02278113384
885	0.02277860822
886	0.02277175948
887	0.02276172799
888	0.02275846141
889	0.02275496482
890	0.02273792195
891	0.02273455746
892	0.02273113981
893	0.02272588571
894	0.02271851707
895	0.02271300989
896	0.0227080055
897	0.02269957061
898	0.02268994176
899	0.02268576817
900	0.02267409785
901	0.02266668959
902	0.02266290118
903	0.02265764035
904	0.02265422611
905	0.02264251165
906	0.02263892014
907	0.02260982687
908	0.0226027866
909	0.02259504905
910	0.02259144743
911	0.02256655582
912	0.02256185548
913	0.02255239039
914	0.02254947837
915	0.02254062988
916	0.02252876778
917	0.02252633107
918	0.02252480722
919	0.02252336434
920	0.02251852675
921	0.02251190513
922	0.02250627572
923	0.02249431142
924	0.02248960151
925	0.02248524876
926	0.02248143274
927	0.02246780108
928	0.02246165575
929	0.02244734119
930	0.02243734299
931	0.02243113926
932	0.02242125126
933	0.02241831606
934	0.02241639119
935	0.0224131307
936	0.02241100765
937	0.02240964002
938	0.02240790456
939	0.02240265822
940	0.02240138268
941	0.02239362148
942	0.02238191798
943	0.02235719999
944	0.02235581876
945	0.02235036377
946	0.0223487591
947	0.02234423348
948	0.0223368859
949	0.02233379581
950	0.02233173831
951	0.02233049429
952	0.02232508356
953	0.02231231039
954	0.0223058551
955	0.02229946227
956	0.02229694833
957	0.02228986358
958	0.02228802901
959	0.02227491111
960	0.02227077632
961	0.02226799951
962	0.02226523578
963	0.02226149096
964	0.02225552402
965	0.02224972662
966	0.02222205715
967	0.02221970653
968	0.02221183055
969	0.02220496927
970	0.0221988217
971	0.02219484834
972	0.02218282451
973	0.02217777755
974	0.02217077291
975	0.02216792313
976	0.02216594072
977	0.02215284654
978	0.02214664085
979	0.02214300886
980	0.02213763675
981	0.02213110953
982	0.02212318277
983	0.0221182195
984	0.02211319838
985	0.02210734692
986	0.02210484929
987	0.02209880798
988	0.02208940391
989	0.02207317091
990	0.02207036689
991	0.0220678932
992	0.02206202248
993	0.02205416092
994	0.02205162377
995	0.02204841161
996	0.02204199798
997	0.02203869179
998	0.02203326166
999	0.02202925588
1000	0.02202572556
1001	0.02201736384
1002	0.02201136781
1003	0.02199924278
1004	0.02199613046
1005	0.02198775343
1006	0.02198416122
1007	0.02197845607
1008	0.02197057471
1009	0.02196769395
1010	0.02195861247
1011	0.02195322593
1012	0.02195128467
1013	0.02193832148
1014	0.02193564306
1015	0.02192964637
1016	0.02192150038
1017	0.02191702626
1018	0.02191067168
1019	0.02189362226
1020	0.02189010027
1021	0.02187391206
1022	0.02187289344
1023	0.0218668842
1024	0.02186238817
1025	0.02183298426
1026	0.02183133274
1027	0.0218205766
1028	0.02181538089
1029	0.02180908349
1030	0.0218070931
1031	0.02180518632
1032	0.02180035656
1033	0.02179751543
1034	0.02179271766
1035	0.02178618773
1036	0.02178393433
1037	0.02177736144
1038	0.02177562609
1039	0.02176939944
1040	0.02175727441
1041	0.0217502039
1042	0.02174433221
1043	0.02174083141
1044	0.02173338464
1045	0.02171704032
1046	0.02171512583
1047	0.0217140008
1048	0.02170911858
1049	0.02170334833
1050	0.02169931058
1051	0.02169122002
1052	0.02168526402
1053	0.02167621039
1054	0.02166801991
1055	0.02166452454
1056	0.02166009301
1057	0.0216537762
1058	0.0216436738
1059	0.02163618062
1060	0.02163160844
1061	0.02162476781
1062	0.02162027214
1063	0.02161887099
1064	0.02161638374
1065	0.02160506037
1066	0.02160008739
1067	0.02159794439
1068	0.02159488024
1069	0.02158900183
1070	0.02158726375
1071	0.02157394474
1072	0.02156746454
1073	0.02155839275
1074	0.02155286388
1075	0.02155078192
1076	0.02154978767
1077	0.02154648393
1078	0.02154190402
1079	0.02153691531
1080	0.02152736226
1081	0.02152588095
1082	0.02152284593
1083	0.02152022256
1084	0.02151829903
1085	0.02151190333
1086	0.02150479366
1087	0.02149980857
1088	0.02149531404
1089	0.0214947531
1090	0.02149413217
1091	0.02149071608
1092	0.02148494398
1093	0.02148161407
1094	0.02147571389
1095	0.02147027792
1096	0.0214678917
1097	0.02146023311
1098	0.02145509791
1099	0.0214378542
1100	0.02143307137
1101	0.02142888726
1102	0.02142172199
1103	0.02141716173
1104	0.02141333944
1105	0.0213956242
1106	0.02139205231
1107	0.02138385169
1108	0.02138075358
1109	0.02137413569
1110	0.02136955545
1111	0.02136629498
1112	0.02136395698
1113	0.02136090705
1114	0.02135620642
1115	0.02134899692
1116	0.02134518803
1117	0.02133479285
1118	0.02133089983
1119	0.02132731174
1120	0.0213245165
1121	0.02131980872
1122	0.02131509849
1123	0.0213113387
1124	0.02130856494
1125	0.02130000652
1126	0.02129022691
1127	0.02128554369
1128	0.02128017088
1129	0.02127962168
1130	0.021276781
1131	0.02126816112
1132	0.02126546036
1133	0.02126112551
1134	0.0212529965
1135	0.02124841804
1136	0.02124496541
1137	0.02124287566
1138	0.02124187613
1139	0.02123451458
1140	0.02122384766
1141	0.02122022107
1142	0.02121698966
1143	0.0212144079
1144	0.02120872871
1145	0.0212067883
1146	0.02120517001
1147	0.02120054596
1148	0.02119791369
1149	0.0211955497
1150	0.02118273313
1151	0.02117977491
1152	0.02117912953
1153	0.0211759076
1154	0.02117328751
1155	0.02117208589
1156	0.02116963847
1157	0.02116824431
1158	0.02116549873
1159	0.02115854241
1160	0.02115616745
1161	0.02114376442
1162	0.02113688227
1163	0.02113523061
1164	0.0211205545
1165	0.02111356005
1166	0.02110979097
1167	0.02110814573
1168	0.02109840667
1169	0.02109743448
1170	0.02109616176
1171	0.02109402907
1172	0.0210905322
1173	0.02108735559
1174	0.0210859369
1175	0.0210756231
1176	0.02107478735
1177	0.02107233939
1178	0.02106939892
1179	0.02106637537
1180	0.0210624823
1181	0.02105491793
1182	0.0210485857
1183	0.02104734354
1184	0.02104659008
1185	0.02104380405
1186	0.02104091632
1187	0.02103672771
1188	0.02103183441
1189	0.02102823084
1190	0.02102759435
1191	0.0210248982
1192	0.02102102519
1193	0.02101347945
1194	0.02100961137
1195	0.02100845489
1196	0.02100741283
1197	0.02100701247
1198	0.0210052585
1199	0.02100380924
1200	0.02099765091
1201	0.02099488213
1202	0.02098843905
1203	0.02098222808
1204	0.02097683359
1205	0.0209681307
1206	0.02096054184
1207	0.02095624429
1208	0.02095175135
1209	0.02094858977
1210	0.02094564507
1211	0.02094094544
1212	0.02093575253
1213	0.02093107945
1214	0.02093080896
1215	0.02092982303
1216	0.02092792394
1217	0.020926811
1218	0.02091632721
1219	0.02090650381
1220	0.02089967117
1221	0.02089448787
1222	0.02088804202
1223	0.0208863482
1224	0.02087906218
1225	0.02087670379
1226	0.02087397675
1227	0.02087075896
1228	0.02086951653
1229	0.02086730105
1230	0.02085987492
1231	0.02085843607
1232	0.02085586208
1233	0.02084713404
1234	0.02084010461
1235	0.02083743808
1236	0.0208303108
1237	0.02081889706
1238	0.02081581835
1239	0.02081125465
1240	0.02080822592
1241	0.02079842962
1242	0.02079587453
1243	0.0207943836
1244	0.02079109206
1245	0.02079015152
1246	0.02078613676
1247	0.02078506186
1248	0.02077908619
1249	0.02077778353
1250	0.02077652512
1251	0.02076920015
1252	0.02076778379
1253	0.02076546276
1254	0.02075567238
1255	0.02074820492
1256	0.02074777999
1257	0.02074156054
1258	0.02073407704
1259	0.02073343522
1260	0.02073134971
1261	0.02073011056
1262	0.0207272292
1263	0.02071704971
1264	0.02071376997
1265	0.02070529519
1266	0.02070084687
1267	0.02069145104
1268	0.02068706988
1269	0.0206823782
1270	0.02067385717
1271	0.02066717089
1272	0.02065925379
1273	0.02065548435
1274	0.02065233996
1275	0.02063761222
1276	0.02063353135
1277	0.02062592336
1278	0.02062217112
1279	0.02061941032
1280	0.02061108344
1281	0.02060675796
1282	0.02060120629
1283	0.02059732117
1284	0.02059516842
1285	0.02059166665
1286	0.02058808814
1287	0.02058657567
1288	0.02058119836
1289	0.02057619873
1290	0.02057215464
1291	0.0205617992
1292	0.02055789374
1293	0.02054453053
1294	0.02054243884
1295	0.02053889065
1296	0.02052897531
1297	0.02052535964
1298	0.02050389305
1299	0.02050031743
1300	0.02049714807
1301	0.02049311289
1302	0.02049171934
1303	0.02048887308
1304	0.02048344815
1305	0.02047412081
1306	0.02047122685
1307	0.02046675309
1308	0.02046331758
1309	0.02046127862
1310	0.02044503866
1311	0.02043905779
1312	0.02043763658
1313	0.0204369668
1314	0.02043127092
1315	0.0204258108
1316	0.02041985902
1317	0.02041867891
1318	0.02041662904
1319	0.02041550691
1320	0.02041205118
1321	0.0204075528
1322	0.02040584446
1323	0.0204031835
1324	0.02039933742
1325	0.02039856824
1326	0.02039785982
1327	0.02039133903
1328	0.02038094768
1329	0.02037515613
1330	0.02036990933
1331	0.02036927595
1332	0.02036159361
1333	0.02035761311
1334	0.02035574224
1335	0.02034847149
1336	0.02034670579
1337	0.02034214318
1338	0.02033747161
1339	0.02033532888
1340	0.02033420744
1341	0.0203311935
1342	0.02032507688
1343	0.02032108768
1344	0.02031844168
1345	0.02031308654
1346	0.02030802609
1347	0.02030523807
1348	0.02030415852
1349	0.02030303533
1350	0.02030245697
1351	0.02029805358
1352	0.02029583924
1353	0.0202889861
1354	0.0202865357
1355	0.02028084638
1356	0.02027926545
1357	0.0202776496
1358	0.02027399435
1359	0.02027310967
1360	0.02027012149
1361	0.02026905481
1362	0.02026838752
1363	0.02026617789
1364	0.02026541277
1365	0.0202650838
1366	0.02026430275
1367	0.02026255725
1368	0.02026089315
1369	0.02025602438
1370	0.02024754336
1371	0.02024371403
1372	0.02024010898
1373	0.02023433466
1374	0.02023023471
1375	0.02022519391
1376	0.02022417131
1377	0.02021912438
1378	0.02021244272
1379	0.02020386769
1380	0.02020219429
1381	0.02019630538
1382	0.02019218911
1383	0.02019146858
1384	0.02018698379
1385	0.02018304674
1386	0.02017871787
1387	0.0201762247
1388	0.02017358838
1389	0.02016862499
1390	0.0201677442
1391	0.02015937104
1392	0.02015861682
1393	0.02015635493
1394	0.02015581744
1395	0.02014508124
1396	0.02014376981
1397	0.0201424354
1398	0.0201389471
1399	0.02012898154
1400	0.02012037402
1401	0.02011735296
1402	0.02011708069
1403	0.02011551556
1404	0.02010682452
1405	0.02009666884
1406	0.02008714806
1407	0.0200847741
1408	0.02008385817
1409	0.02008078346
1410	0.0200784556
1411	0.02007813418
1412	0.02007712551
1413	0.02007412214
1414	0.02006876235
1415	0.02006070403
1416	0.02006010283
1417	0.02005861031
1418	0.02005639093
1419	0.02005428588
1420	0.02005249685
1421	0.02004901644
1422	0.02004697376
1423	0.02003891045
1424	0.02003630303
1425	0.02003458079
1426	0.02003032279
1427	0.02002860647
1428	0.02002689002
1429	0.0200206481
1430	0.02001935793
1431	0.02001535476
1432	0.02001390063
1433	0.02001106196
1434	0.02000116377
1435	0.01999898181
1436	0.01999874436
1437	0.01999736679
1438	0.0199897066
1439	0.01998565912
1440	0.01997764758
1441	0.01997595017
1442	0.01996787338
1443	0.01996692585
1444	0.01996477195
1445	0.01995804504
1446	0.01995747073
1447	0.01995475377
1448	0.01994776636
1449	0.0199409808
1450	0.01993896347
1451	0.01993654176
1452	0.01993249738
1453	0.01992780438
1454	0.01992591651
1455	0.01992464884
1456	0.01992233501
1457	0.01991966872
1458	0.0199171456
1459	0.01990714598
1460	0.01990685542
1461	0.01990413611
1462	0.01990281537
1463	0.01989863321
1464	0.01989652794
1465	0.01989170405
1466	0.01988783355
1467	0.01988645798
1468	0.01988463535
1469	0.01988201975
1470	0.01988060737
1471	0.01987763199
1472	0.01987686657
1473	0.01987393995
1474	0.01987196008
1475	0.01987011104
1476	0.01986781718
1477	0.0198661538
1478	0.01986339013
1479	0.01986245896
1480	0.01986023512
1481	0.0198576776
1482	0.01985494614
1483	0.01984773854
1484	0.01984079792
1485	0.01983156264
1486	0.01982574415
1487	0.01982232731
1488	0.0198213213
1489	0.01981481564
1490	0.01981429301
1491	0.0198116336
1492	0.01980736379
1493	0.01980610456
1494	0.01980337871
1495	0.01980122512
1496	0.01979922162
1497	0.01979564486
1498	0.01979040182
1499	0.01978835542
