hour,minute,day_of_week,month,d1_volume,d1_tr,d1_adx,d1_ret_1d,d1_ret_5d,m1_volume,m1_ret_15m,m1_ret_60m,m1_ret_120m,is_long,entry_time,period,pnl_net,target
14,32,0,2,315737.0,3940.0,14.42280963390324,0.01521209166260351,0.030078163648956213,1071.0,0.007021063189568633,0.006920068197773466,-0.004264603788554977,0,2009-02-02 14:32:00,train,-62130.0,0
15,32,0,2,302018.0,4445.0,15.106971324912738,0.06773566569484935,0.05532609739698402,302.0,0.0023027189797184544,0.0016817135776243664,0.005955555555555492,1,2009-02-09 15:32:00,train,-52140.0,0
15,32,1,2,338893.0,4885.0,17.563697870825244,-0.07438016528925617,0.007263922518159882,1907.0,-0.00909341416368148,-0.026353790613718453,-0.03411227504700509,0,2009-02-17 15:32:00,train,42160.0,1
15,32,2,3,615237.0,4735.0,14.908897627424773,0.07588482303539301,0.009853603603603656,256.0,0.001245551601423589,0.0026728439059158227,0.009236839745314418,1,2009-03-04 15:32:00,train,137940.0,1
15,32,2,3,715786.0,4650.0,14.315706861137652,0.07502040816326527,0.045158730158730176,1968.0,0.0007843137254901489,-0.007853199595676874,-0.013071389898677399,1,2009-03-18 15:32:00,train,189540.0,1
14,32,4,3,611116.0,2110.0,22.645673531219483,0.018454280560566083,0.07941176470588229,3667.0,-0.011350974930362079,-0.01430257585225303,-0.029596719070403288,0,2009-03-27 14:32:00,train,4180.0,1
19,47,3,4,661896.0,3525.0,18.200061402647,0.016983390692802525,-0.05695851255723605,180.0,0.0019180709686257291,0.01604723862452251,0.026457997052424798,1,2009-04-02 19:47:00,train,-26400.0,0
15,32,0,4,558346.0,2815.0,18.907866453279325,0.0004813312246441104,0.057412790697674465,1705.0,-0.0033725697659039433,-0.0077687800381854855,-0.010049921177088805,1,2009-04-06 15:32:00,train,-72300.0,0
16,32,1,4,626838.0,5310.0,19.84776125948227,-0.0068728522336769515,0.1304960100140824,908.0,0.0035933206510252447,0.009139213602550544,0.012366737739871958,1,2009-04-07 16:32:00,train,193760.0,1
15,32,0,4,430644.0,1845.0,28.43677230094561,0.0025491171350411346,0.006994317117342108,2549.0,0.004419315006173985,0.004484596386325146,-0.00206624911215858,0,2009-04-20 15:32:00,train,-76380.0,0
14,39,4,4,666661.0,5250.0,24.723613249121712,0.058744993324432615,-0.013926883859736394,659.0,0.0019602883520930536,0.005967875055552074,-0.012834091333873254,1,2009-04-24 14:39:00,train,-9750.0,0
18,47,2,4,501515.0,2745.0,22.561471259354636,-0.011344262295082008,-0.0015231788079470565,506.0,-0.00536989070693028,0.011825192802056517,0.013127413127413057,1,2009-04-29 18:47:00,train,789640.0,1
15,32,4,5,745580.0,6325.0,41.81432881447768,-0.03770074422248337,0.04353828183073172,455.0,-0.0012202860350466471,-0.0010252404432944395,-0.0019023462270133518,1,2009-05-22 15:32:00,train,-126390.0,0
15,32,1,5,379086.0,3405.0,45.17012997309381,-0.0026440777554718187,0.05923036921476865,1371.0,0.0026711871372064877,0.010666390514161517,0.005822941358342826,1,2009-05-26 15:32:00,train,0.0,0
15,32,2,5,723473.0,6070.0,45.292730645350865,0.0,0.04285275445422898,468.0,-0.0037843869778273476,-0.006579902269098659,-0.0014589310898215357,1,2009-05-27 15:32:00,train,234150.0,1
14,32,3,6,612579.0,5785.0,38.10352641851348,-0.0179924242424242,-0.06450157870996842,749.0,-0.011198714407673394,-0.015007503751875984,-0.01020459458100842,0,2009-06-18 14:32:00,train,39600.0,1
14,32,4,7,429916.0,3460.0,27.258949218721316,-0.029623824451410652,-0.024424834541443396,459.0,-0.0027123792991211593,-0.004332755632582286,-0.0037932155630215902,0,2009-07-03 14:32:00,train,406800.0,1
15,32,4,7,595080.0,3370.0,31.90883023237158,0.003949051671394477,0.0611405055849501,649.0,-0.0025190296259788303,0.003028634361233573,0.014480646059593427,1,2009-07-17 15:32:00,train,150000.0,1
15,32,2,7,740547.0,8135.0,23.58635355780169,-0.03809848189957177,0.010788424174250855,1959.0,-0.0032679738562091387,-0.0023882456777944983,-0.007489669421487655,0,2009-07-29 15:32:00,train,-42400.0,0
