split,avg_trade,num_trades,total_pnl,win_rate,profit_factor,max_drawdown,sharpe,time_sec,avg_trade_1c,total_pts_1c,pf_1c,sharpe_1c,mdd_1c,lookback,length,lookback2,length2,min_s,max_s,koeff1,koeff2,mmcoff,capital,point_value_mult,exitday,sdel_day,exit_week,direction,sl_type,sl_pts,sl_atr_mult,trail_atr,trail_pts,be_target,be_offset,time_bars,time_target,tf1_minutes,tf2_minutes,use_legacy_bug
train,23506.642335766424,137,3220410.0,0.43795620437956206,2.101897108914821,559900.0,2.432536112301053,16.82,826.7518248175182,113265.0,1.617837174417019,1.9514651266493628,39445.0,285,270,40,115,280,390,1.007353141655165,0.9739019677892902,20,5000000,300.0,0,1,0,long,none,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,210,90,False
test,-459.7959183673469,49,-22530.0,0.40816326530612246,0.9826565567145221,518270.0,-0.044421441934941505,7.53,-230.40816326530611,-11290.0,0.8619804400977995,-0.3467451272213739,39960.0,285,270,40,115,280,390,1.007353141655165,0.9739019677892902,20,5000000,300.0,0,1,0,long,none,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,210,90,False
