trial,avg_trade,lookback,length,lookback2,length2,min_s,max_s,koeff1,koeff2,mmcoff,exitday,sdel_day,num_trades,total_pnl,win_rate,profit_factor,max_drawdown,sharpe
364,10116.425120772947,50,215,40,130,290,380,0.9982603133413168,0.9665547065042724,21,0,0,207,2094100.0,0.36231884057971014,1.4086965855752998,851835.0,1.497935615771565
365,20910.21582733813,290,220,40,120,300,370,1.0027318518110193,0.9565168808014295,20,0,0,139,2906520.0,0.4028776978417266,1.9450791354040498,573385.0,2.3140177568609293
366,9678.236994219653,300,210,40,120,280,370,0.9912692132778836,0.9562733772681831,20,0,0,173,1674335.0,0.3815028901734104,1.3927828279866283,902940.0,1.4331625933568848
368,10652.12643678161,280,210,40,115,280,370,0.996640455448302,0.9610863749384954,19,0,1,174,1853470.0,0.3850574712643678,1.4464804916062237,791055.0,1.467112037903433
369,19712.10714285714,285,225,40,125,270,360,1.0031215078984819,0.9559854763231245,21,0,0,140,2759695.0,0.45714285714285713,1.9543718346195145,511940.0,2.489256687002229
370,5789.224598930481,295,215,35,125,270,350,0.9952264557968461,0.9569141683833116,22,0,0,187,1082585.0,0.3689839572192513,1.2399848815853498,762435.0,1.0184277758388856
371,19016.312056737588,290,220,40,120,270,360,1.0022003438451677,0.9551810707216789,23,0,0,141,2681300.0,0.44680851063829785,1.9113387975820444,463845.0,2.3992575375092224
372,18787.35714285714,285,220,40,120,250,320,1.000560058396699,0.9488151738322413,23,0,0,140,2630230.0,0.4642857142857143,1.9597785769151472,473285.0,2.440584144544672
373,16845.105633802817,295,215,40,120,250,320,1.0052343770417482,0.9441907106189177,23,0,0,142,2392005.0,0.44366197183098594,1.8676099608089212,425725.0,2.4784018975901665
374,11640.14598540146,280,220,40,115,260,350,1.0123185703599105,0.949203371658311,25,0,0,137,1594700.0,0.41605839416058393,1.5650966780593163,383865.0,1.7583868834936587
377,12837.602739726028,275,215,40,120,260,330,1.003530534110655,0.938393687099548,22,0,0,146,1874290.0,0.4315068493150685,1.6192816585193397,447490.0,1.783065162211463
378,13736.296296296296,285,225,40,120,270,340,1.0112324251955207,0.9489106975957138,23,0,0,135,1854400.0,0.4222222222222222,1.720610093748482,436300.0,2.1024420599157074
381,16015.709219858156,295,220,40,125,270,360,1.0061915052998978,0.9531524119875421,22,0,0,141,2258215.0,0.41843971631205673,1.777890113675508,489955.0,2.3163417486260287
382,692.9073756432247,280,220,45,120,270,340,1.0140182434191172,0.9452958298296842,22,1,0,583,403965.0,0.5248713550600344,1.1675042605331576,255090.0,0.9104566487955413
384,9944.561855670103,200,205,45,125,270,370,1.0029684712118534,0.9580317212057345,21,0,0,194,1929245.0,0.3917525773195876,1.4866706019166687,438520.0,1.5695026799221647
385,12661.95530726257,285,215,40,120,280,400,0.9999618298955473,0.9512609984785283,21,0,0,179,2266490.0,0.3743016759776536,1.5484396683455874,767915.0,1.7514401173473308
386,11109.795918367347,275,225,40,115,230,360,1.0074423110384632,0.947483487531875,19,0,0,147,1633140.0,0.42857142857142855,1.4983354642239235,524805.0,1.5305973582421264
387,11612.040229885057,300,210,45,130,280,390,0.9910997977154373,0.9548393849213331,24,0,0,174,2020495.0,0.39655172413793105,1.5000878651974616,855230.0,1.678179144357812
389,19751.53846153846,285,220,40,120,280,380,1.0037662939144663,0.9516250683212638,21,0,0,143,2824470.0,0.3986013986013986,1.9648885472713298,606080.0,2.3676438642739424
390,10472.974683544304,70,220,40,125,250,380,0.9973084464026929,0.9430320526289988,25,0,0,237,2482095.0,0.3755274261603376,1.475644284582299,885300.0,1.7229775500360434
391,19871.761363636364,285,215,40,120,270,390,1.0030933714059231,0.9493574786248966,22,0,0,176,3497430.0,0.42613636363636365,2.1480967801765103,547430.0,2.694691164820117
392,13953.638888888889,280,260,40,120,260,400,1.0038004730028744,0.9374019000067328,23,0,0,180,2511655.0,0.39444444444444443,1.7158934791159552,635700.0,1.9265342981461435
393,19134.0490797546,290,215,40,115,270,390,1.010400431829021,0.9468654084965649,22,0,0,163,3118850.0,0.4110429447852761,2.1427477461798183,417595.0,2.5223163909967106
394,18647.02857142857,285,215,40,115,250,390,1.0064160169981038,0.9418637767309535,22,0,0,175,3263230.0,0.4114285714285714,2.0864613089887265,616820.0,2.5755775520639452
395,10497.316513761469,290,205,40,120,270,650,1.0089944195370264,0.9485007161260797,22,0,0,218,2288415.0,0.3944954128440367,1.6985265837622021,376540.0,1.9671878984007247
396,15570.343915343916,285,225,35,115,260,410,1.0024837226364596,0.9442910057496825,23,0,0,189,2942795.0,0.4021164021164021,1.8937792518215475,654530.0,2.3470266225753775
397,8226.759776536313,275,215,40,110,250,350,0.9961720855116063,0.9348959814752603,22,0,0,179,1472590.0,0.4245810055865922,1.3483861657152185,761125.0,1.2532337806376734
398,10079.594594594595,280,220,40,45,270,370,1.0107359133770544,0.9492800876407439,21,0,0,185,1864725.0,0.4,1.534669008279273,470930.0,1.7603757321945226
399,9822.901785714286,290,220,35,120,270,400,0.9996234756391323,0.9471598370306102,22,0,0,224,2200330.0,0.375,1.4678561898190625,798390.0,1.6522629342234152
400,20192.797202797203,285,225,40,115,280,380,1.0044824379902157,0.9527886610277724,24,0,0,143,2887570.0,0.40559440559440557,2.003316510454218,577000.0,2.3874103744421293
401,12107.5,280,215,40,110,270,420,1.0050665490278456,0.9406792276248147,24,0,0,188,2276210.0,0.4095744680851064,1.6540401065446824,533900.0,1.8951634056472288
402,7594.441340782123,115,225,40,115,280,390,1.0108927855388627,0.9463784370041033,23,0,0,179,1359405.0,0.3687150837988827,1.3413956385197536,694900.0,1.2923447032159463
403,1321.924219910847,280,210,40,115,260,380,1.0070253461079945,0.9519425864534389,24,1,0,673,889655.0,0.5319465081723626,1.2034552785102213,300335.0,1.097948312654153
404,8526.020408163266,285,220,35,110,280,400,0.987891772127767,0.9516190298835138,25,0,0,196,1671100.0,0.35714285714285715,1.3733142107814555,627555.0,1.3418196179365451
406,13353.14935064935,285,205,90,120,270,380,1.0032950697183467,0.9507988699066589,21,0,0,154,2056385.0,0.38311688311688313,1.639873853942531,474020.0,1.7156516062606875
407,9366.092896174863,275,225,40,115,260,390,1.011124338663188,0.9551417636184474,30,0,0,183,1713995.0,0.3879781420765027,1.5196932163767514,550465.0,1.6884575565692623
408,17285.9243697479,295,220,40,115,280,370,1.0171728141314313,0.9486120775608645,22,0,0,119,2057025.0,0.42016806722689076,1.8417734727951287,395185.0,2.234346711702164
409,10203.77232142857,290,215,35,120,270,380,0.999341701035003,0.9546460047381113,21,0,1,224,2285645.0,0.375,1.4876079074723758,804980.0,1.703577588747839
411,11250.357142857143,270,210,40,120,250,400,1.0050265762724988,0.9518678567364156,22,0,0,182,2047565.0,0.3791208791208791,1.6117311217104624,621730.0,1.7550848512380524
413,12514.05303030303,290,225,40,125,270,360,1.0141541972106607,0.9455657901858023,20,0,0,132,1651855.0,0.4166666666666667,1.6005457011041269,451355.0,1.809817826892324
414,9453.645833333334,275,220,45,120,280,410,1.009639016093141,0.9409250344178186,21,0,0,144,1361325.0,0.3888888888888889,1.4425180776350925,417445.0,1.2689155775975067
415,7991.289592760181,280,230,35,115,260,380,0.9964261061295117,0.9652321836555187,22,0,0,221,1766075.0,0.38009049773755654,1.378427748761216,815350.0,1.4204833896402538
416,13729.717514124293,285,215,40,125,290,390,0.9926986063456165,0.9523799295508424,21,0,0,177,2430160.0,0.4011299435028249,1.5930785215989614,803515.0,1.8651580424767342
417,13799.895833333334,295,200,35,120,220,370,1.0197980140217824,0.9598994875460098,20,0,0,144,1987185.0,0.3958333333333333,1.802126830804131,609185.0,2.094303522782371
418,15672.66081871345,290,270,45,110,240,420,1.0047183435383826,0.9543240298268215,23,0,0,171,2680025.0,0.4093567251461988,1.7792843154501852,578710.0,2.0951935470643837
419,11810.942408376963,285,215,40,130,290,390,0.9084074390089502,0.9486243166354486,23,0,0,191,2255890.0,0.4083769633507853,1.5135437842464583,838445.0,1.7101546372229262
420,13860.186335403727,295,225,40,125,280,400,1.0005984512889308,0.9643982219832178,19,0,0,161,2231490.0,0.34782608695652173,1.6230358159949074,664590.0,1.9364319825442375
421,9818.531468531468,280,255,45,120,270,360,1.0121440177551657,0.9573449496022726,21,0,0,143,1404050.0,0.3986013986013986,1.45589961473958,481940.0,1.5008956731000545
422,20994.398496240603,290,260,40,125,290,370,1.007330636545396,0.9610649914452031,22,0,0,133,2792255.0,0.42105263157894735,1.948957414667054,631375.0,2.180941956484298
423,1013.8385502471169,300,265,35,130,290,370,1.0083189285106497,0.9670598167500677,22,1,0,607,615400.0,0.5271828665568369,1.1941664865615274,196685.0,1.0767587876551923
424,16330.24,290,260,45,125,280,380,1.0156912402892224,0.9628735423410065,20,0,0,125,2041280.0,0.424,1.7342139575034394,581585.0,1.8364536575581685
426,10596.935483870968,290,255,35,125,270,360,1.0072581899425948,0.9679696919930368,21,0,0,155,1642525.0,0.4064516129032258,1.4756729910180986,727690.0,1.5302741452923525
427,22869.094202898552,285,270,40,125,280,380,1.0052985842211837,0.9593829712277391,21,0,0,138,3155935.0,0.43478260869565216,2.065756792397715,615395.0,2.414528836549389
428,7254.1596638655465,275,165,40,130,280,370,1.0152629684932395,0.9558924511925816,21,0,0,119,863245.0,0.37815126050420167,1.3238366945769935,622110.0,1.0164518172321888
429,16231.022099447513,280,270,35,125,270,390,1.0063941093093762,0.9589310931614001,20,0,1,181,2937815.0,0.4198895027624309,1.870721695317131,546675.0,2.2754473926278482
430,22402.98449612403,285,270,40,130,280,370,1.0102670279749226,0.9600947317527203,22,0,0,129,2889985.0,0.43410852713178294,1.9618726993150366,588085.0,2.2371475043000695
432,14699.312977099236,280,275,40,125,290,380,1.0200730092817782,0.9543776480463414,21,0,0,131,1925610.0,0.4122137404580153,1.6972338541921257,527925.0,1.7621487715491277
433,12486.290322580646,285,260,35,125,270,360,1.0050165919887224,0.9569449077644806,22,0,0,155,1935375.0,0.4129032258064516,1.6069955621069798,629950.0,1.8714648048772613
434,13165.950704225352,275,270,40,115,280,400,1.0110507936495872,0.960792059403552,21,0,0,142,1869565.0,0.4154929577464789,1.5977519935031301,653595.0,1.678849994331964
435,14399.173228346457,280,270,40,130,290,370,1.0154070956019101,0.9518524408985664,22,0,0,127,1828695.0,0.41732283464566927,1.6172164262980075,614175.0,1.629218372867063
436,21923.137931034482,285,265,40,125,280,390,1.003642363930115,0.9630295806438935,21,0,0,145,3178855.0,0.41379310344827586,2.069067104760912,583810.0,2.4306855539898997
437,13602.774725274725,140,270,35,130,300,410,1.0079603425478103,0.9645878348540013,21,0,0,182,2475705.0,0.3956043956043956,1.6227945828527441,526715.0,2.010873158661222
438,-11374.324324324325,285,265,40,125,290,390,1.0813052944093227,0.963762942539313,20,0,0,37,-420850.0,0.2702702702702703,0.5468299091183185,499745.0,-1.4651253545230485
439,14790.93525179856,280,275,40,135,280,420,1.011893084037969,0.9608033939810516,21,0,0,139,2055940.0,0.4028776978417266,1.6400640082687725,555390.0,1.78752070418614
440,19900.53691275168,285,265,35,130,290,400,1.0045427077049511,0.9703170756536458,20,0,0,149,2965180.0,0.40268456375838924,2.029485236550236,543540.0,2.4617840658951815
441,15440.030487804877,275,270,35,135,300,400,1.0026054130876603,0.9748500655661999,26,0,0,164,2532165.0,0.39634146341463417,1.8100465458500616,516955.0,2.0995300632897593
442,1425.1065449010655,285,270,35,130,290,410,1.0043391825290346,0.970845184629641,19,1,0,657,936295.0,0.5357686453576864,1.283066983505055,183500.0,1.5066929823793822
443,9225.57251908397,280,265,60,135,290,390,1.0184287327666413,0.9684933166282351,20,0,0,131,1208550.0,0.40458015267175573,1.4176010614955616,754945.0,1.2805535289180041
444,15524.833333333334,270,265,35,130,280,400,1.009023499532066,0.9727425680097479,20,0,0,150,2328725.0,0.41333333333333333,1.7482280099732674,557120.0,2.002077670094501
445,11941.440217391304,285,260,35,125,300,420,0.9989560122080312,0.9668352037127734,19,0,0,184,2197225.0,0.3858695652173913,1.5450926835561112,706270.0,1.795688674831039
446,9724.934640522875,95,275,80,120,300,410,1.0046888176049988,0.9594279837425117,21,0,0,153,1487915.0,0.3660130718954248,1.3544578961912657,524655.0,1.1480348153926612
447,17671.115384615383,295,260,45,125,290,390,1.0140968078094397,0.9625728633152623,20,0,0,130,2297245.0,0.4230769230769231,1.7987708516242318,531935.0,2.0213347884615436
448,9935.859375,275,265,40,130,280,580,1.0085829989797852,0.9573438610111749,21,0,0,192,1907685.0,0.375,1.5245915388771942,563740.0,1.5692892663025795
449,12639.309523809523,285,260,40,135,270,380,0.9970682072927428,0.9687079233714648,29,0,1,210,2654255.0,0.3952380952380952,1.5956493053295842,712470.0,1.9511907293395445
450,16927.085561497326,290,265,35,125,260,390,1.003309131662712,0.9513891016612983,19,0,0,187,3165365.0,0.40106951871657753,1.9056527386756392,630935.0,2.301053448522062
451,14745.950704225352,280,275,45,120,290,380,1.0115354754862127,0.9766786525428306,20,0,0,142,2093925.0,0.4084507042253521,1.6580644857154978,426725.0,1.7858904027099303
452,14958.31081081081,295,255,40,130,280,400,1.0063734642375135,0.9047773790682582,27,0,0,148,2213830.0,0.40540540540540543,1.6867005907505432,544515.0,2.100345156408732
453,14385.426829268292,285,270,35,110,290,410,1.000694352322793,0.9649594769193873,26,0,0,164,2359210.0,0.36585365853658536,1.7265971240525666,459935.0,2.030772340383834
454,12356.220238095239,275,280,40,125,270,380,1.0162169615153869,0.9568076595990339,21,0,0,168,2075845.0,0.39880952380952384,1.6651047073448935,683760.0,1.808091765192081
456,15176.733333333334,280,260,40,130,300,400,1.004202493137336,0.9160627554542262,22,0,0,150,2276510.0,0.4066666666666667,1.6687022855917542,642530.0,1.7864512651262265
457,12156.759776536313,290,265,40,115,280,430,0.9985788656783134,0.9718712897804476,20,0,0,179,2176060.0,0.3854748603351955,1.507883530766834,783810.0,1.6625927431621828
458,14144.296296296296,300,250,45,125,300,390,1.0128557945004997,0.9457166213229662,21,0,0,135,1909480.0,0.4074074074074074,1.6434533537766844,490400.0,1.82562822213402
459,22855.190839694656,285,270,40,120,280,380,1.007790618905843,1.004161872343279,21,0,0,131,2994030.0,0.45038167938931295,2.032767800319762,520640.0,2.3213252227475505
460,12869.267015706806,270,275,35,115,270,380,1.0033806741599853,0.9529670001917288,21,0,0,191,2458030.0,0.39790575916230364,1.7190964888158164,609465.0,2.091367792109595
461,9960.775862068966,280,270,40,110,290,370,0.9949941214246889,0.9512086339515321,20,0,0,174,1733175.0,0.3793103448275862,1.4175258849546863,579195.0,1.3910218306451643
462,2032.2817133443164,285,260,35,105,260,390,1.0067885376100598,1.004738519800463,21,1,0,607,1233595.0,0.5436573311367381,1.3169728660260034,341780.0,1.6284352323338571
463,8830.435897435897,275,280,40,120,280,400,0.9743181569454574,0.9551682899695778,22,0,0,195,1721935.0,0.4,1.3715094164579273,823830.0,1.3221634646158298
464,4994.873417721519,285,230,40,115,290,370,0.9992003157445654,1.0102201297562443,20,0,0,158,789190.0,0.34810126582278483,1.2143408094645758,938080.0,0.818023722846066
465,18887.065217391304,285,275,40,120,280,380,1.0062252248761023,0.9656908527352173,21,0,0,138,2606415.0,0.42028985507246375,1.855824987686751,543650.0,2.1487830611309953
466,6573.932291666667,295,140,35,120,300,390,0.9006851526154476,1.0001825734125531,22,0,0,192,1262195.0,0.3385416666666667,1.270019135879721,708170.0,1.0642874988506341
467,10540.8984375,280,180,40,135,270,360,1.002798469699156,1.0118653932718762,21,0,0,128,1349235.0,0.3828125,1.4941121538109408,454000.0,1.5266526593278846
468,12593.914027149322,290,255,40,125,260,620,1.009139359930472,0.9953218457291227,20,0,0,221,2783255.0,0.3574660633484163,1.7856687169903995,499680.0,2.036939535670649
469,8344.469696969696,265,265,35,115,290,400,0.9985299362505539,0.9432650396063474,22,0,0,198,1652205.0,0.3686868686868687,1.3928802850644355,628800.0,1.376398467977682
470,12818.687150837988,285,230,40,120,310,380,0.9927950850877331,0.9483188200699686,21,0,0,179,2294545.0,0.39106145251396646,1.5355311970853858,745725.0,1.7430240807172832
471,13167.770700636942,295,250,40,140,280,410,1.0029571932539791,0.9583868132352974,20,0,1,157,2067340.0,0.36942675159235666,1.5853411309354433,503330.0,1.7679364975856258
472,14623.60606060606,280,270,45,130,270,370,1.0095512101835218,1.0045117261921763,22,0,0,165,2412895.0,0.3878787878787879,1.69880953932459,394255.0,1.8664574604250221
473,14636.772727272728,290,230,35,125,300,390,1.0256911874181944,0.999073587710522,21,0,0,110,1610045.0,0.39090909090909093,1.693812955840686,613230.0,1.796885513420903
474,11986.969696969696,270,255,40,125,290,420,1.0136428722943882,1.0059103274944503,19,0,0,132,1582280.0,0.4090909090909091,1.497264273390384,657505.0,1.529757615333176
475,4811.192307692308,300,260,35,130,270,360,1.0063349472943235,1.0161669780396108,22,0,0,130,625455.0,0.36923076923076925,1.201047256737014,817975.0,0.7087013735237668
477,19744.858156028367,290,225,40,120,290,370,1.0011862554749924,0.9627890512914299,20,0,0,141,2784025.0,0.3829787234042553,1.881706961748703,622690.0,2.218251466540013
478,8777.117647058823,275,225,45,120,300,370,0.9964680570754902,0.9658803847658896,19,0,0,170,1492110.0,0.38823529411764707,1.3786547833998002,850540.0,1.2082915832739147
480,12643.098159509202,295,230,40,125,290,380,1.0003621932129476,0.975761425787492,20,0,0,163,2060825.0,0.3558282208588957,1.5701462559014872,569710.0,1.8932287506510153
483,13182.7304964539,275,250,40,130,280,370,1.0045364502603054,1.0023732558050715,20,0,0,141,1858765.0,0.3971631205673759,1.5771863035222442,720870.0,1.5290083738185767
484,5535.132275132275,300,270,35,120,300,380,0.9972743182506647,0.9670147928851541,8,0,0,189,1046140.0,0.37566137566137564,1.2215534622096471,724325.0,0.9292233114726974
485,13970.168918918918,280,120,40,125,290,370,1.000926543750556,0.9605969344432517,18,0,0,148,2067585.0,0.41216216216216217,1.648692784824821,342850.0,1.8968380437855037
486,20447.30215827338,285,265,45,120,290,380,1.006542910226441,0.9549763916744884,21,0,0,139,2842175.0,0.4028776978417266,1.94171313645385,480375.0,2.1963267748196875
488,19712.666666666668,290,265,45,125,280,370,1.0052953206149418,0.9636576466575683,21,0,1,135,2661210.0,0.4,1.869550016419181,502565.0,2.072569488359609
493,13860.833333333334,285,270,45,130,290,380,0.9429705191336244,0.9586636142839428,19,0,1,180,2494950.0,0.39444444444444443,1.5797227731054362,689175.0,1.795457720052123
495,9494.888059701492,270,260,45,120,280,390,1.014259565032452,0.9740566532974265,20,0,1,134,1272315.0,0.39552238805970147,1.3948523627087241,553925.0,1.253379076058945
496,14192.937853107345,280,265,45,130,270,380,1.0024944359594632,0.9563579296865327,20,0,1,177,2512150.0,0.3898305084745763,1.674708794056901,554035.0,1.8426976387176146
498,3277.4590163934427,295,265,40,115,290,370,1.0573179258804022,0.9611410572543501,21,0,1,61,199925.0,0.36065573770491804,1.1406723847988687,635150.0,0.3759097057501593
499,8237.651162790698,275,270,45,120,270,390,0.9914352223623252,0.9561387656473542,22,0,1,215,1771095.0,0.37209302325581395,1.3919604829420025,628305.0,1.3873029362246683
500,17546.715328467155,285,255,40,135,280,400,1.005885328508636,1.0077958350967662,20,0,1,137,2403900.0,0.40875912408759124,1.7847765301575331,566405.0,1.931606335694119
501,1256.4040561622464,290,260,50,130,290,380,1.0111499311972474,0.9646789878135948,21,1,0,641,805355.0,0.53198127925117,1.2429353563995054,183460.0,1.309072263207159
502,9621.555023923445,300,275,40,120,260,370,0.9999329883872509,0.9542841673484015,22,0,0,209,2010905.0,0.3923444976076555,1.4555903073170897,755280.0,1.6714933018267064
504,16675.034013605444,285,280,40,115,300,390,1.0034372438429275,0.9721367198785255,21,0,0,147,2451230.0,0.38095238095238093,1.7705604979409637,546285.0,2.008971441023424
506,7738.1720430107525,295,255,40,140,280,380,0.994835564931884,0.9644549471786849,22,0,0,186,1439300.0,0.3709677419354839,1.3102544785135894,771200.0,1.2055748451204238
507,13797.564935064935,275,265,35,130,320,400,1.006548810233839,0.9590590642240809,21,0,1,154,2124825.0,0.42207792207792205,1.6665155773598164,579175.0,1.8341999823745687
508,22690.567375886523,285,265,40,120,290,370,1.0005746410478455,0.954541293073406,28,0,0,141,3199370.0,0.41134751773049644,2.1274796220789884,554450.0,2.5294913713021288
509,11083.94578313253,280,270,45,115,300,370,0.9993746023667868,0.9758327394084972,19,0,0,166,1839935.0,0.39156626506024095,1.4743206856238376,653665.0,1.4677208767247707
510,10127.372881355932,285,260,40,120,260,340,0.9969497739238665,0.9521869781675354,20,0,0,177,1792545.0,0.4180790960451977,1.4189021184113668,573700.0,1.4736462170115472
511,8893.38028169014,175,270,40,115,270,350,1.0220316463585941,0.9607033368982006,29,0,0,142,1262860.0,0.3873239436619718,1.384567481108274,473000.0,1.2863026249527745
512,10829.060773480664,270,265,35,180,280,370,0.9920541351248833,0.968792363453456,28,0,0,181,1960060.0,0.39779005524861877,1.4964571521201997,570125.0,1.6456876063718204
514,14940.939849624061,280,260,40,120,300,380,1.0143418488652354,0.9548457160503057,28,0,0,133,1987145.0,0.42105263157894735,1.6781925967386333,521900.0,1.8519675312009287
515,14462.349726775956,290,265,35,110,270,370,1.0084461225019352,0.9583224740183073,18,0,0,183,2646610.0,0.39344262295081966,1.7276974070413105,670230.0,1.9426015052558625
517,17335.5,190,280,40,125,290,380,1.0026759961919318,0.949844894015041,30,0,0,170,2947035.0,0.4411764705882353,1.8675034477480355,489510.0,2.5961802010644033
518,11564.661016949152,275,255,45,120,280,390,0.9987433530442912,0.972428224908246,21,0,0,177,2046945.0,0.4067796610169492,1.542591387488784,683820.0,1.6428721127145678
519,14187.094594594595,295,190,85,130,270,350,1.0111538612419686,1.0357168630298028,27,0,0,74,1049845.0,0.3918918918918919,1.7048872685278438,325280.0,1.4574738102256006
520,8873.702290076335,265,265,75,105,290,370,1.0062961945840176,0.9670167357163068,20,0,1,131,1162455.0,0.3816793893129771,1.3508254903824826,475900.0,1.1527959755783672
521,15035.7421875,285,260,40,135,280,380,1.016272482598397,0.9593728620804054,22,0,0,128,1924575.0,0.4140625,1.646547597251314,627940.0,1.7365089308716453
523,13914.6875,275,280,40,120,300,380,1.0055032511062598,0.9235401427779086,22,0,0,144,2003715.0,0.4236111111111111,1.64480279068121,691290.0,1.7772627024568939
524,1570.0503597122301,300,210,35,125,270,390,1.001767916066983,0.9621625051612385,19,1,0,695,1091185.0,0.5266187050359712,1.243829870910509,302055.0,1.2992402671975176
526,11680.793103448275,285,260,45,115,190,360,1.0079736907470522,0.970799854240394,20,0,0,145,1693715.0,0.42758620689655175,1.51258759565347,468820.0,1.5635534817272865
528,20631.12,290,255,40,120,300,390,1.0142260478317957,0.9594865965521198,22,0,0,125,2578890.0,0.424,1.9303589917494308,599905.0,2.24728444469695
529,15306.65322580645,290,255,40,115,320,390,1.0192221954019143,0.94969291343326,23,0,0,124,1898025.0,0.4112903225806452,1.7261331813243148,560690.0,1.9959983951897953
530,14107.067669172933,295,250,45,110,310,400,1.0146888480416552,0.9570716606972145,22,0,0,133,1876240.0,0.39097744360902253,1.6404041265967524,542920.0,1.8093992878633887
531,18021.068376068375,300,255,40,120,310,390,1.0235805551284953,0.953075038432836,22,0,0,117,2108465.0,0.42735042735042733,1.9020518437073513,381340.0,1.9975343338218357
532,19528.92,290,265,40,115,300,370,1.0131018721348672,0.9599731661728674,22,0,0,125,2441115.0,0.416,1.8760788972190023,589390.0,2.155186864798318
533,19951.944444444445,285,255,50,125,300,380,1.0044048749772028,0.9549665299016479,21,0,1,144,2873080.0,0.4444444444444444,1.9917774172391176,487030.0,2.294142883051508
534,13876.848484848484,285,255,55,125,310,380,0.9896763804563744,0.9495441085774747,23,0,1,165,2289680.0,0.4303030303030303,1.5864951504928912,653700.0,1.8430458430540981
535,14529.191616766468,290,250,50,125,310,390,0.9954015044349847,0.953817085654245,21,0,1,167,2426375.0,0.437125748502994,1.607746188710342,701890.0,1.8306798918842808
536,14336.459627329192,295,255,35,125,300,400,1.0032469954118193,0.9560737338393706,21,0,1,161,2308170.0,0.37888198757763975,1.7292646438540757,526565.0,2.1513635266651323
539,11860.959302325582,275,260,50,125,300,380,0.9979550885521044,0.9504986961897187,20,0,1,172,2040085.0,0.42441860465116277,1.5280918945154505,634625.0,1.5935837022122166
541,15431.115384615385,290,265,40,125,310,390,1.0175047930797572,0.9604555922131015,21,0,1,130,2006045.0,0.3923076923076923,1.6900086851089078,634550.0,1.8043506978026498
543,9933.323699421966,300,245,45,130,300,410,0.9932393158108376,0.9563909333280666,20,0,1,173,1718465.0,0.3988439306358382,1.407074981730406,877750.0,1.4252657701267892
545,15309.307228915663,270,260,35,125,300,380,1.000564150348612,0.9628456842910241,20,0,0,166,2541345.0,0.3855421686746988,1.8307152955405372,595520.0,2.1669487934385105
546,15309.598540145986,290,205,45,115,290,400,1.0072265878512794,0.9593084040943969,28,0,1,137,2097415.0,0.40145985401459855,1.7357918019473402,365675.0,1.9625752542184194
548,12241.21052631579,285,250,40,130,290,380,0.9505355143347188,0.9556356430580172,21,0,0,190,2325830.0,0.4052631578947368,1.522466464568636,846430.0,1.7288154282606685
551,7738.991596638655,280,260,35,120,290,370,0.9958664729839356,1.023311687594175,19,0,0,119,920940.0,0.3865546218487395,1.3565727295078318,679775.0,1.1331715072862216
553,15584.395604395604,145,275,40,130,300,390,1.0034829588339378,0.9591953014795844,23,0,0,182,2836360.0,0.45604395604395603,1.7255091796213047,507985.0,2.2165698253123365
554,9918.371212121212,275,220,40,120,280,370,1.0128776031409228,0.9630089352605776,21,0,0,132,1309225.0,0.38636363636363635,1.4668084560173713,565905.0,1.4632413530017498
555,14027.978723404256,300,245,45,125,290,380,1.007638331731845,0.9360886972594861,20,0,0,141,1977945.0,0.41134751773049644,1.6486607472267998,470360.0,1.909638974381785
556,13735.40625,290,265,50,120,110,410,1.020187975057372,1.0005849227391221,5,0,1,160,2197665.0,0.39375,1.7624612726509457,351450.0,1.9422344077677187
557,13601.83510638298,295,260,40,115,270,400,1.0017247384267791,0.9476153176334894,22,0,0,188,2557145.0,0.39893617021276595,1.7013428156892216,626265.0,2.0411053508481456
559,9204.00709219858,280,215,40,125,310,380,1.0111024381923688,0.95252538690898,24,0,0,141,1297765.0,0.3829787234042553,1.437905971514086,525330.0,1.4260691391097704
560,7970.111940298508,290,270,35,120,260,600,0.9983826750074978,0.9643763683867469,19,0,0,268,2135990.0,0.3582089552238806,1.4354218117586863,747785.0,1.5641718303360688
561,812.8700361010831,275,250,40,110,290,370,1.0164005096267767,0.9308089448587322,25,1,0,554,450330.0,0.5216606498194946,1.157750652871848,234350.0,0.897953212842261
562,15451.554054054053,290,200,35,135,290,390,1.0036358237895195,0.9590868095711951,21,0,0,148,2286830.0,0.3783783783783784,1.7388657067483453,576000.0,2.061094298399937
565,7261.407766990291,270,220,40,115,270,350,1.0287773317376816,0.9661395989496194,21,0,1,103,747925.0,0.3786407766990291,1.3284290908452188,381730.0,0.9640695759300453
566,16972.545454545456,280,265,40,60,280,380,1.000024434134525,0.9611256699587941,23,0,0,165,2800470.0,0.4,1.8467157477815235,572035.0,2.151939088629048
567,19353.714285714286,285,270,30,120,260,370,1.012733111726409,0.9497153745370069,20,0,0,175,3386900.0,0.4057142857142857,2.172312937531909,276025.0,2.717302754361924
568,11767.6,60,280,45,130,300,390,1.005471973439107,0.9541716198993428,22,0,0,175,2059330.0,0.38857142857142857,1.4609559666213021,628365.0,1.4899504275745887
569,11592.833333333334,290,245,40,120,280,400,0.9962694851235643,0.9616840260598882,20,0,0,180,2086710.0,0.3888888888888889,1.4716410961133362,834370.0,1.5748238700537416
570,15338.896551724138,295,90,35,125,290,380,1.0095374756387643,0.9676152607781991,29,0,0,145,2224140.0,0.3931034482758621,1.805102522845699,326735.0,2.2646670768200523
