trial,avg_trade,lookback,length,lookback2,length2,min_s,max_s,koeff1,koeff2,mmcoff,exitday,sdel_day,num_trades,total_pnl,win_rate,profit_factor,max_drawdown,sharpe
1001,4189.20955882353,275,275,25,140,270,430,0.9051083233973045,0.9655312289685998,28,0,1,272,1139465.0,0.375,1.2005604247540882,657730.0,0.913855754389692
1002,12908.91447368421,275,285,35,125,270,450,1.0233016529542602,0.9709038624651541,28,0,0,152,1962155.0,0.40131578947368424,1.684419353375958,412980.0,1.7965051760504351
1003,1865.6521739130435,270,270,30,150,160,440,1.0114523887587248,0.9640952118459919,28,1,0,690,1287300.0,0.5246376811594203,1.254939918901657,267570.0,1.3552540892630507
1004,8556.575342465754,260,275,25,115,260,430,1.009268097927242,0.9613733415496198,27,0,0,219,1873890.0,0.3881278538812785,1.4636815107897647,487485.0,1.641106901766423
1005,8790.68,280,280,30,115,280,430,1.0182709638382106,1.0160090212870108,27,0,1,125,1098835.0,0.384,1.4540481016162656,560565.0,1.3947087926440367
1006,21344.479166666668,280,270,30,120,280,440,1.012156941053047,0.9693248396442036,28,0,0,144,3073605.0,0.4236111111111111,2.1309165501508573,328675.0,2.531945691867595
1007,15249.75935828877,270,275,30,105,240,430,1.0075491908478387,0.9742045578996423,28,0,0,187,2851705.0,0.3689839572192513,1.8656784606814736,435005.0,2.3035084284444194
1008,3466.966911764706,275,280,25,165,270,420,0.9415885105487427,0.9747295310137593,28,0,0,272,943015.0,0.3602941176470588,1.1636485585967056,720595.0,0.7247823301280878
1009,13870.696517412935,275,275,30,125,270,460,1.00153501226715,0.9706322177144691,27,0,1,201,2788010.0,0.38308457711442784,1.7744364661601921,433760.0,2.1642824056203422
1010,12687.670157068063,265,270,30,135,260,440,1.0115629189919073,0.9812016039126376,28,0,0,191,2423345.0,0.387434554973822,1.729000962637627,330835.0,2.1976873665534518
1011,14464.609375,280,275,30,110,270,450,1.0052176735141098,0.9760274980275186,27,0,0,192,2777205.0,0.3958333333333333,1.8350110494745862,312915.0,2.3749143896807436
1012,4775.840909090909,280,270,25,120,280,450,0.9975567737826728,0.9700781326698151,28,0,0,220,1050685.0,0.35909090909090907,1.2003015909781976,907035.0,0.8349779744798442
1013,14513.387096774193,270,285,30,125,250,440,1.0084828192374025,0.9696920718028762,28,0,1,186,2699490.0,0.3763440860215054,1.7811013004900167,397135.0,2.1221189670225797
1014,16238.689024390244,275,270,30,95,280,420,1.0031625027230486,0.973313469255265,29,0,0,164,2663145.0,0.42073170731707316,1.842423504328929,550000.0,2.1044829605715956
1015,11606.553672316384,280,280,20,120,280,450,1.012536364310943,0.967116309181299,27,0,0,177,2054360.0,0.4632768361581921,1.5685770904139313,395340.0,1.9177023129220554
1016,15608.324468085106,280,270,30,145,260,440,1.0068427741285284,0.9795359612872683,29,0,0,188,2934365.0,0.39361702127659576,1.8598090722894038,297190.0,2.333026277346843
1017,11518.333333333334,265,265,30,75,270,450,1.0003388526764194,0.9668819942997757,28,0,1,213,2453405.0,0.38967136150234744,1.6931619126189454,339555.0,2.123220362746458
1019,16480.398550724636,285,265,30,130,280,420,1.0160271946107808,0.9713712682525748,28,0,0,138,2274295.0,0.4057971014492754,1.8011198018947514,413880.0,2.0431908365684444
1020,5441.175115207373,285,275,25,115,280,420,0.9959819480623597,0.9769646817531736,29,0,0,217,1180735.0,0.35023041474654376,1.2297127459849613,957730.0,0.9428390277239874
1021,1416.940418679549,285,270,25,125,280,440,1.004186576427031,0.9663083478918063,29,1,1,621,879920.0,0.5314009661835749,1.2739442846290832,196110.0,1.433626744224594
1022,12922.328042328043,280,280,30,110,270,440,1.0080103437783858,0.9640041065604407,27,0,0,189,2442320.0,0.3862433862433862,1.6917254476012988,315580.0,2.0861799165010253
1023,13529.802631578947,270,265,30,140,290,430,1.0129642420479907,0.969816387614606,28,0,0,152,2056530.0,0.40789473684210525,1.6673686943259074,381470.0,1.955327366778428
1024,12089.798994974873,275,290,30,120,270,440,1.0007842044770918,0.9633515549756811,29,0,1,199,2405870.0,0.35678391959798994,1.6364794383016774,493105.0,2.002178670436909
1025,16544.484848484848,285,270,25,155,280,420,1.0056178836543044,0.973863641936379,26,0,0,165,2729840.0,0.41818181818181815,1.8311950880494239,399135.0,2.1397610688288196
1026,13027.32142857143,280,265,25,135,280,460,1.011280855313918,0.9678424900358984,28,0,0,168,2188590.0,0.40476190476190477,1.6580375142629065,276450.0,1.8970239649655662
1027,9938.11946902655,290,275,30,125,260,420,0.9981563289514306,0.9613111920494383,29,0,0,226,2246015.0,0.3672566371681416,1.4790211057934295,521460.0,1.7435364873966857
1028,13171.240875912408,290,270,35,120,290,430,1.0160099874190576,0.9653427292616755,29,0,1,137,1804460.0,0.36496350364963503,1.5967248027407952,568155.0,1.6858275547321258
1029,8807.676348547719,280,265,30,115,270,440,0.9190039807693579,0.9779107477470601,27,0,0,241,2122650.0,0.37344398340248963,1.4285268701175868,408920.0,1.6611980752585733
1030,14146.21546961326,285,260,20,130,290,410,1.003464500397478,0.9606632553681157,28,0,0,181,2560465.0,0.425414364640884,1.716700139255299,295680.0,2.131886822047508
1031,10230.064935064935,275,145,25,125,280,450,1.0090078808733478,0.9691752458583981,30,0,0,154,1575430.0,0.4090909090909091,1.5138095509877942,356570.0,1.5572722409979438
1032,11470.773195876289,295,280,30,115,260,410,1.006964654796405,0.9826216707037283,29,0,1,194,2225330.0,0.3865979381443299,1.6212231395730248,340705.0,2.0646289775735718
1033,12632.638888888889,245,265,35,130,290,430,1.0200840083723366,0.958868647252524,30,0,0,144,1819100.0,0.3819444444444444,1.602104768414241,505180.0,1.7928415467367458
1034,17702.5625,285,275,30,120,280,420,1.0004865786490598,0.9650435850650815,26,0,0,160,2832410.0,0.36875,1.8935709745044191,344410.0,2.2784563632057484
1035,15455.471204188481,290,260,35,125,100,410,1.0130769559502881,0.9727332841752909,28,0,1,191,2951995.0,0.4031413612565445,1.8985110016040518,637255.0,2.392845358419971
1036,10663.794642857143,180,270,35,65,270,460,1.0061371720447918,0.9585399456126316,29,0,0,224,2388690.0,0.38392857142857145,1.5695751595804293,427210.0,1.9142214041934356
1039,1899.9286987522282,270,265,35,100,250,430,1.0107894505102621,1.0082445584010211,29,1,1,561,1065860.0,0.5472370766488414,1.2942141779622303,327890.0,1.5233275096122876
1040,20429.929078014186,285,135,30,120,290,410,1.0040035886634773,0.9681442221165536,14,0,0,141,2880620.0,0.4326241134751773,2.138578229773341,192540.0,2.5322472378984675
1041,12122.935779816513,290,275,35,115,260,700,1.0152844729601964,0.9902134486543805,30,0,0,218,2642800.0,0.3577981651376147,1.8112496891969463,477745.0,2.244355648815216
1042,9060.984455958549,255,270,35,125,280,400,0.9997539031786233,0.9727732253296288,28,0,0,193,1748770.0,0.37823834196891193,1.4253791882191684,520400.0,1.4776136635604074
1044,5212.941176470588,265,265,35,135,270,360,1.0548061325885179,0.9631851766555256,29,0,0,68,354480.0,0.36764705882352944,1.2513124638873037,439040.0,0.6989676406719768
1045,12517.46875,275,280,35,130,280,430,1.0037757169205306,0.9765266612065383,18,0,0,160,2002795.0,0.41875,1.6090049519025371,608935.0,1.8329821361140473
1046,18407.761194029852,285,270,30,120,290,400,1.0187997215205304,0.9602530145408602,26,0,0,134,2466640.0,0.39552238805970147,1.9490635911543752,331820.0,2.2055082503228878
1047,19550.087719298244,290,255,40,115,270,370,1.0093706461997072,0.9556462308234289,27,0,1,171,3343065.0,0.4152046783625731,2.0902193603931627,631020.0,2.4936203945425763
1051,17317.567567567567,285,270,30,120,270,400,1.0067517945825994,0.9851071615769085,30,0,0,185,3203750.0,0.372972972972973,1.9709215989332363,342205.0,2.518633393090746
1052,13871.592592592593,300,260,40,85,300,380,1.0141554701187232,0.9575092737881494,19,0,0,135,1872665.0,0.42962962962962964,1.5892274485002376,674315.0,1.7752810908793495
1053,13600.410447761195,280,265,55,115,290,370,1.0086768697988078,0.9675477557665915,27,0,0,134,1822455.0,0.43283582089552236,1.6239393197609628,561035.0,1.6780322732120942
1054,11170.051813471502,290,285,40,55,280,450,0.9905219601287361,0.9537229431403622,28,0,1,193,2155820.0,0.39378238341968913,1.4802525323406692,630155.0,1.6631194296909835
1055,13079.5,280,115,25,160,290,420,1.0030162737348496,0.9641550376325416,16,0,0,160,2092720.0,0.4375,1.6804741520167394,319350.0,1.983481975301751
1056,8578.386363636364,295,255,35,195,260,390,0.99595974331174,0.9411166161835242,29,0,0,220,1887245.0,0.38181818181818183,1.3952002077306371,754105.0,1.544694414881225
1058,904.5833333333334,290,250,40,130,280,370,1.0111064819388595,1.0135442174032325,30,1,1,504,455910.0,0.5277777777777778,1.168107787213174,231840.0,0.941381809187326
1059,16251.08,285,275,40,150,290,380,1.0172624681139442,0.9468732126088366,19,0,0,125,2031385.0,0.416,1.6729526620652186,545235.0,1.7170182805353116
1060,16499.926470588234,280,265,40,145,300,400,1.0057102762962293,1.0028422333142184,20,0,0,136,2243990.0,0.4117647058823529,1.7223914999509067,521055.0,1.7743163052612145
1062,7490.021739130435,295,275,40,115,270,430,0.949439098399419,0.9717936233778034,13,0,1,230,1722705.0,0.3869565217391304,1.338190791507857,865030.0,1.3843336253113816
1063,15525.036231884058,290,280,40,135,300,390,1.010271062403815,0.9641557967131594,17,0,0,138,2142455.0,0.391304347826087,1.624810985238986,630485.0,1.7078715638852089
1064,15839.711538461539,285,255,35,110,290,410,1.005836053338681,0.9534515207232879,29,0,0,156,2470995.0,0.38461538461538464,1.7983622394251522,496470.0,2.093215697587322
1065,14365.073529411764,300,270,40,125,280,380,1.0148826927303325,0.9764579765581292,30,0,1,136,1953650.0,0.40441176470588236,1.640376165478721,570420.0,1.7407635255295257
1066,2423.867924528302,275,265,25,120,260,360,0.9986589818524648,0.9317649532959617,28,0,0,212,513860.0,0.3490566037735849,1.0970536934364197,912905.0,0.4382099544818029
1067,17534.335443037973,290,260,30,140,280,380,1.0025443489363222,0.9979066891760222,20,0,0,158,2770425.0,0.3670886075949367,1.8954518348290257,438545.0,2.086053850141469
1068,15384.354838709678,280,270,35,115,270,420,1.0090554526283688,0.967439274497155,19,0,0,186,2861490.0,0.41397849462365593,1.84103216742521,545360.0,2.1915999559573924
1069,15401.523178807947,295,245,40,130,290,400,1.005924301572652,0.9581512571994849,27,0,1,151,2325630.0,0.39072847682119205,1.7178379946724613,573800.0,1.998095488037452
1071,16683.455284552845,285,265,40,125,290,370,1.0176276058115201,0.9510168146664735,20,0,0,123,2052065.0,0.4065040650406504,1.7448701055925195,645995.0,1.845948787607868
1072,8555.026315789473,280,275,35,130,280,390,0.9955012765251873,0.9555092483888872,28,0,0,190,1625455.0,0.3736842105263158,1.373697883737772,663550.0,1.3410920658460874
1073,15888.00578034682,290,260,45,120,250,370,1.0025182160001698,0.9701932855441138,30,0,1,173,2748625.0,0.3930635838150289,1.7789407907228503,495555.0,2.0666716519358883
1074,12772.08,285,255,85,115,280,390,1.0083715320541826,0.9626188364648273,29,0,0,125,1596510.0,0.376,1.4968118972712081,481815.0,1.3679539840165147
1075,11278.994252873563,275,270,40,125,270,440,1.0139844918796896,0.9660945339032045,14,0,0,174,1962545.0,0.3850574712643678,1.6052744798999508,659080.0,1.6692356002679778
1076,9172.04918032787,290,265,35,105,310,400,1.0279127762749647,0.9587659023944891,17,0,0,122,1118990.0,0.3770491803278688,1.4003456097543523,665215.0,1.1702961436762818
1077,378.44117647058823,295,300,55,120,300,380,0.9991085221250193,0.9734862997549512,20,1,1,850,321675.0,0.5129411764705882,1.0661757445092699,370640.0,0.3838956869153103
1078,11189.153846153846,280,275,100,145,130,340,1.0062491390398765,0.9794418802678136,16,0,0,130,1454590.0,0.4461538461538462,1.4140857299428515,426700.0,1.289838001469279
1079,19016.164383561645,285,285,30,125,290,410,1.010201088941067,0.9445186317545553,18,0,0,146,2776360.0,0.3972602739726027,1.9138986085920346,367735.0,2.232677956180517
1080,11152.549668874171,295,255,45,135,210,360,1.0043385104227793,0.9512219821340414,30,0,1,151,1684035.0,0.4105960264900662,1.480363688226485,437505.0,1.7027458441044125
1081,8420.377777777778,235,280,40,130,260,380,0.9920692827383198,0.9565325753936238,25,0,0,225,1894585.0,0.38222222222222224,1.3870884369030227,494675.0,1.4522824674696118
1082,8724.375,270,260,35,110,280,370,1.0196783499150504,0.9613243402085961,27,0,0,136,1186515.0,0.36764705882352944,1.4125007170433825,592160.0,1.2770172133666808
1083,13454.738372093023,300,270,40,125,270,390,1.0125547905039332,0.9684823151659877,19,0,0,172,2314215.0,0.4011627906976744,1.6680527810814867,640110.0,1.82373713111023
1084,20834.791666666668,285,265,45,155,290,400,1.0008623907099616,0.9475595739593742,15,0,1,144,3000210.0,0.4305555555555556,2.0258583696490273,374460.0,2.358307046685786
1085,16085.029411764706,290,255,50,155,300,410,0.9856533099624004,0.9415408617873618,14,0,0,170,2734455.0,0.4294117647058823,1.7146893356769013,485000.0,2.0838912515689443
1086,15540.666666666666,290,260,45,155,280,420,0.9920913654123541,0.9396815834401908,14,0,0,165,2564210.0,0.4303030303030303,1.661822133091752,597220.0,1.959042451165783
1087,13918.137254901962,285,265,50,150,270,410,0.9947104920698032,0.9444501448243326,16,0,0,204,2839300.0,0.4117647058823529,1.6723538779400533,538375.0,1.9674806088968793
1088,11987.680722891566,300,250,45,170,290,420,0.9965185403846542,0.9369308037598649,15,0,1,166,1989955.0,0.43373493975903615,1.5118236509026561,648620.0,1.7189756784117933
1089,21789.428571428572,285,265,45,160,300,400,1.0002889860043342,0.9466820103839682,15,0,0,140,3050520.0,0.44285714285714284,2.0588278170865677,348160.0,2.3984087767940765
1090,10618.052325581395,295,260,45,165,310,430,0.9871804085768062,0.9411800069666254,15,0,0,172,1826305.0,0.4127906976744186,1.4382408026194073,711185.0,1.5573376754494832
1091,15152.916666666666,290,265,50,165,320,400,0.9972343908972834,0.9370203226283432,15,0,0,168,2545690.0,0.42857142857142855,1.6717507095010469,577480.0,1.954226480122177
1092,16780.057803468208,285,250,45,165,310,410,0.9316859869853769,0.9345203611516635,16,0,1,173,2902950.0,0.43352601156069365,1.7346738895236937,697050.0,2.107812795361864
1093,16379.844720496894,290,260,45,160,310,400,0.999012775153717,0.9463200587616376,15,0,0,161,2637155.0,0.43478260869565216,1.7177426049232016,580325.0,2.023709191355494
1094,10616.315789473685,295,255,50,155,300,410,0.9940285683425827,0.9495075586805801,15,0,0,171,1815390.0,0.4152046783625731,1.4519526883540756,666420.0,1.5719911004444238
1095,22112.711267605635,285,265,45,160,300,400,1.0010294989928483,0.9460152938564372,14,0,1,142,3140005.0,0.43661971830985913,2.0913632982753705,347375.0,2.4522792052175006
1096,646.4207650273224,280,255,15,160,300,420,0.9932024601816384,0.9364716553350041,14,1,1,732,473180.0,0.5273224043715847,1.1209566511076232,240250.0,0.682026115903986
1097,15992.016129032258,290,260,50,170,170,430,1.0006207805467988,0.9388116517114863,15,0,1,186,2974515.0,0.3924731182795699,1.8293365341184737,405865.0,2.104772409320711
1098,5000.255905511811,285,265,15,155,300,400,0.9805668084497873,0.9423865676233114,14,0,1,254,1270065.0,0.4094488188976378,1.2507363770250368,687135.0,1.1477424967760759
1099,10430.393258426966,295,245,50,165,300,420,0.9890607290749039,0.940495093043747,15,0,1,178,1856610.0,0.4044943820224719,1.4513159462002008,589410.0,1.596417190528484
1101,12217.5,300,260,45,160,290,410,0.9901915193268471,0.9445159589172986,14,0,1,168,2052540.0,0.42857142857142855,1.52054099703532,639670.0,1.75295390722467
1102,16156.59509202454,290,265,45,165,290,410,0.9993799714749905,0.9293901423509964,13,0,1,163,2633525.0,0.4294478527607362,1.6834847920562355,666870.0,1.9993024093410265
1103,13343.668639053254,275,250,50,155,300,460,0.9987417254122689,0.9441005163576023,15,0,1,169,2255080.0,0.4260355029585799,1.6473901485356008,479095.0,1.8764276261903081
1104,14354.02027027027,280,260,55,160,290,390,1.0013290897701448,0.9464813259318213,14,0,1,148,2124395.0,0.4391891891891892,1.690981505695309,512300.0,1.9599562402470225
1105,15882.469879518072,285,265,45,155,300,440,0.9951917382084248,0.9460141744144606,14,0,1,166,2636490.0,0.42771084337349397,1.6971871768902662,620220.0,2.0174295500680093
1106,21045.985401459853,290,245,45,170,290,400,1.0025422165130717,0.9482743441662841,15,0,1,137,2883300.0,0.44525547445255476,1.9711023542487622,434570.0,2.295844670264645
1108,15949.427710843374,285,240,50,170,290,430,0.9968281747985627,0.9403920335085436,15,0,1,166,2647605.0,0.43373493975903615,1.7197463657308296,549290.0,2.04010265246111
1109,13437.154696132597,110,245,45,170,300,420,1.0025043211579587,0.9469450474524419,15,0,1,181,2432125.0,0.39779005524861877,1.5952096892807803,424675.0,1.7709883133884967
1110,11024.850746268658,170,255,45,180,280,410,0.9925858685190241,0.9428321919563144,16,0,1,201,2215995.0,0.4228855721393035,1.4787246797603346,635115.0,1.6374438671222253
1111,20452.030303030304,140,245,50,165,290,400,1.0034624226827193,0.9377085620421381,14,0,1,165,3374585.0,0.4484848484848485,1.9684671369451794,393075.0,2.4415264455145276
1112,13005.419161676647,280,240,45,160,310,410,0.9988548919381046,0.9482268980114408,15,0,1,167,2171905.0,0.41916167664670656,1.5678947623013295,475335.0,1.7482218522107178
1113,19023.169014084506,290,250,45,175,290,400,1.0036391781648772,0.9483344319735625,15,0,1,142,2701290.0,0.4295774647887324,1.9032451139384414,434570.0,2.1569555503409323
1114,11417.732558139534,275,250,50,180,280,400,0.9971079418519423,0.9367602026365545,14,0,1,172,1963850.0,0.4186046511627907,1.5171537517577725,510790.0,1.6200655107955126
1115,14467.98561151079,300,155,45,160,300,450,1.0018544752962824,0.9437265577799169,16,0,1,139,2011050.0,0.38848920863309355,1.6839003455124193,432820.0,1.9168439263734252
1116,1233.3003048780488,285,245,45,165,280,420,1.0049350406123163,0.9475937003874321,15,1,1,656,809045.0,0.5289634146341463,1.2473973503352216,209830.0,1.3315562957579126
1117,9751.081081081082,290,250,45,160,290,430,1.0483021220677609,0.9431017898835945,15,0,1,74,721580.0,0.5135135135135135,1.591667554957895,208380.0,1.3778040966665668
1118,9752.95744680851,90,255,45,160,270,390,0.9908107128357951,0.945727079625078,13,0,1,235,2291945.0,0.35319148936170214,1.460388004716479,704285.0,1.6459814664338885
1119,12463.301886792453,295,245,50,170,290,400,1.0004859208206782,0.9404582385368896,14,0,1,159,1981665.0,0.4025157232704403,1.5783485387080394,460575.0,1.7844448887840816
1120,16147.430555555555,280,255,45,165,300,410,1.0052250643094778,0.949617176022351,16,0,1,144,2325230.0,0.4166666666666667,1.713070438257275,447705.0,1.8850191999828034
1121,16919.454545454544,285,270,45,155,280,390,0.9944458956809082,0.9496481450747014,14,0,1,165,2791710.0,0.43636363636363634,1.749917398440375,465230.0,2.1428394754669875
1122,15231.768707482994,295,240,50,165,290,380,1.006444771939123,0.9488952735641657,15,0,1,147,2239070.0,0.42857142857142855,1.776349641135883,498305.0,2.244145348035377
1123,6761.119402985075,275,265,20,175,270,410,0.9994327908511097,0.9470660317756622,16,0,1,268,1811980.0,0.3917910447761194,1.3358896075127396,557635.0,1.4298120203391662
1124,15456.82119205298,265,250,45,160,280,390,1.003493819025354,0.951345406441418,12,0,1,151,2333980.0,0.4105960264900662,1.7024791647228434,403765.0,1.7520293798630149
1125,17804.35754189944,290,260,45,180,150,430,1.006689824294415,0.943287244926138,14,0,0,179,3186980.0,0.4022346368715084,1.942153426820057,435375.0,2.2282203942572973
1126,11387.438271604939,280,270,60,170,300,400,0.9973777108077861,0.9330343308726344,15,0,0,162,1844765.0,0.41358024691358025,1.4585363246801022,778530.0,1.5298041471312347
1127,17009.666666666668,285,255,45,155,260,390,1.0022972637946266,0.9485145525056066,13,0,1,180,3061740.0,0.40555555555555556,1.921175907790344,405475.0,2.2776336338360235
1128,17354.825174825175,290,265,50,175,280,440,1.0072983906842616,0.951515779129943,15,0,0,143,2481740.0,0.4195804195804196,1.7684595138566341,577660.0,1.9350282157203542
1129,15500.884353741496,280,260,45,155,290,380,1.0008795807232294,0.9391762106789123,15,0,0,147,2278630.0,0.4217687074829932,1.7160009301039454,354915.0,1.920916219505102
1130,11383.839285714286,195,270,45,160,270,410,0.9950977520682076,0.9515321304084936,14,0,0,224,2549980.0,0.38839285714285715,1.5374115108125936,547045.0,1.7660102513932727
1131,16071.17857142857,295,260,45,165,310,380,1.0067574902081777,0.9450914903466066,16,0,1,140,2249965.0,0.4357142857142857,1.7042540737819345,447705.0,1.98486766467824
1132,19444.236641221374,285,250,45,190,290,400,1.0098441929783042,0.9482761756268184,16,0,0,131,2547195.0,0.42748091603053434,1.936632316305237,519115.0,2.2708288641197036
1133,12214.093959731543,275,265,50,165,280,420,1.0045482867496345,0.9524085739290067,15,0,0,149,1819900.0,0.4228187919463087,1.5682330882823587,496490.0,1.5677925792759744
1134,14377.575757575758,270,245,45,155,300,390,0.9988482034800249,0.9438969405241637,14,0,1,165,2372300.0,0.42424242424242425,1.6656210368009339,553020.0,1.9296066788156345
1135,1260.703642384106,300,270,10,185,260,380,1.0088637016658397,0.9479699390102196,14,1,0,604,761465.0,0.5182119205298014,1.2005982660558434,251000.0,1.094352067899589
1136,17435.1,290,255,50,110,290,390,1.0031599351124585,0.9521335701519202,13,0,0,150,2615265.0,0.42,1.8254460981502727,518575.0,2.0959540899151126
1137,16444.617647058825,285,265,45,160,280,400,0.9680287537879002,0.9525681533325491,15,0,0,170,2795585.0,0.4294117647058823,1.7360356909191677,596225.0,2.1067530494786366
1139,13591.70520231214,280,270,45,150,270,380,1.0061806966275217,0.9388084864967788,14,0,0,173,2351365.0,0.3815028901734104,1.7017250924023415,533870.0,1.8718248477208694
1140,14522.90625,290,270,45,185,280,370,0.9991634116723734,0.9495264532373846,16,0,0,160,2323665.0,0.425,1.6257201598993964,661970.0,1.821629817013538
1142,11216.144859813085,285,265,40,170,270,410,0.9892609994367016,0.9530573707890334,15,0,0,214,2400255.0,0.40654205607476634,1.5210039982808694,648950.0,1.7030770541485303
1144,14018.424657534246,280,275,40,155,300,390,1.0080614630917901,0.9342079497128577,15,0,1,146,2046690.0,0.4178082191780822,1.6037389104800113,539210.0,1.6699501513233912
1145,9688.708791208792,210,260,45,165,290,420,0.9961773838112692,0.9435027896337179,16,0,0,182,1763345.0,0.4065934065934066,1.3682484888163535,641420.0,1.3953700530131796
1146,13059.237288135593,295,255,40,160,270,400,1.004206705183079,0.9498527971422108,17,0,0,177,2311485.0,0.3898305084745763,1.6232450475761637,665880.0,1.885916544251512
1147,15487.368421052632,290,265,40,170,290,380,1.0117912370738602,0.9546024718794272,15,0,0,133,2059820.0,0.40601503759398494,1.6602516227261799,609100.0,1.8150137870904022
1148,12044.411764705883,300,275,45,155,280,530,1.0077363628968612,0.9399866960928936,9,0,1,153,1842795.0,0.40522875816993464,1.5115407890207748,442485.0,1.483931455348492
1150,-9537.291666666666,275,260,40,150,240,380,1.09042661895186,0.9468530536985118,14,0,0,48,-457790.0,0.3125,0.5079748930590486,429990.0,-1.7925399526065768
1152,14354.327485380118,290,265,40,180,260,400,1.0092193771509028,0.953324097291025,14,0,0,171,2454590.0,0.38596491228070173,1.6836050804101201,642120.0,1.7662627859594078
1153,529.5295536791315,260,270,65,170,290,370,0.9972041413059896,0.9546512175752483,17,1,0,829,438980.0,0.525934861278649,1.0931843871892164,244235.0,0.5386336768498355
1154,19025.966666666667,285,250,50,160,300,410,1.0019903970322237,0.9497832370306676,15,0,1,150,2853895.0,0.44,1.9516790049353074,457910.0,2.2889871000123794
1155,10998.947368421053,270,260,45,155,280,390,1.0121322334779017,0.9484802555330304,16,0,0,133,1462860.0,0.41353383458646614,1.4718614020431007,463295.0,1.4631608005198178
1156,7919.543378995434,295,275,40,165,270,370,0.9552702898793676,0.9546255198202273,14,0,0,219,1734380.0,0.4063926940639269,1.3582785738927095,686420.0,1.4403832217977626
1157,13469.931972789116,280,240,40,150,290,390,1.0056468449374292,0.9554046823343196,15,0,0,147,1980080.0,0.41496598639455784,1.6048372809080746,489495.0,1.7750805494701494
1158,14775.358974358975,285,255,55,160,250,430,0.9939937537172528,0.9502056561841359,16,0,1,195,2881195.0,0.41025641025641024,1.668109385362415,677620.0,1.9845275489291472
1159,14094.915966386554,290,265,45,45,320,420,1.015513798707844,1.0067944391153076,13,0,0,119,1677295.0,0.453781512605042,1.8529037867963,218845.0,2.2690891712733503
1160,15721.704545454546,285,280,40,155,280,370,1.0100096898546846,0.9438320379330482,13,0,0,132,2075265.0,0.3939393939393939,1.6484919409775822,563720.0,1.7508926157570317
1161,14943.959731543624,275,265,45,115,300,400,1.000525151598086,0.956844985231689,14,0,1,149,2226650.0,0.38926174496644295,1.7314088814287545,540920.0,1.8826531942804101
1162,9561.95945945946,300,270,40,170,290,380,1.0059971095977362,0.9517739921945882,15,0,0,148,1415170.0,0.39864864864864863,1.39484062491717,569615.0,1.2600754577374933
1164,11020.083798882682,280,260,40,150,270,390,1.0028108381227512,0.9571649222120184,14,0,1,179,1972595.0,0.37988826815642457,1.5206295288958567,653405.0,1.577568545418779
1166,13027.64534883721,285,275,50,160,270,380,1.0083496717186278,0.955713782247602,16,0,0,172,2240755.0,0.4011627906976744,1.6586658867241237,513260.0,1.735389311447057
1168,14394.119318181818,280,250,40,110,260,400,1.0044613960079092,0.9600880168353499,15,0,1,176,2533365.0,0.42045454545454547,1.7335114006514658,578015.0,2.007393817415868
1169,13229.512987012988,270,260,40,155,290,410,1.0002249407168509,0.9947110693841736,12,0,0,154,2037345.0,0.37662337662337664,1.596149822750808,679255.0,1.6056504938916552
1171,11973.208092485549,285,275,50,185,190,390,1.0064478878217666,1.0021209192853267,15,0,1,173,2071365.0,0.3988439306358382,1.58856297735952,487915.0,1.6100225440237714
1173,9634.945945945947,275,255,40,90,290,380,0.9986616905628888,0.9356838264335124,17,0,0,185,1782465.0,0.3837837837837838,1.4462320502293164,838695.0,1.5245185454765364
1174,13650.780141843972,285,280,40,170,300,430,1.00883170196355,0.9575368714294803,14,0,1,141,1924760.0,0.3971631205673759,1.583134260304207,600095.0,1.6231597677095406
1175,5208.333333333333,280,170,45,115,280,410,1.0150589552956943,0.9603875342913264,15,0,0,123,640625.0,0.3821138211382114,1.2374778508463016,413010.0,0.8267378935005149
1176,10111.421052631578,230,270,40,150,270,400,1.002440210285572,0.9455410826973594,15,0,0,190,1921170.0,0.37894736842105264,1.4805910672004983,587520.0,1.6813334174124088
1177,13535.42857142857,300,260,45,115,290,380,1.0062371878340521,0.9520784432298762,14,0,1,140,1894960.0,0.4142857142857143,1.6041580982805839,429535.0,1.7399631414489893
1178,9364.21511627907,290,245,40,165,300,370,0.9932803102699033,0.9616873039077517,16,0,0,172,1610645.0,0.38953488372093026,1.3716275614151263,883370.0,1.2448727064869636
1179,17199.748201438848,285,265,50,110,280,420,1.0103569944600714,0.9555590726410802,14,0,0,139,2390765.0,0.4460431654676259,1.8183165529433711,546915.0,2.1075899840331895
1180,11603.25,295,255,40,115,290,390,1.0019285601313703,1.0121151135679465,18,0,0,140,1624455.0,0.39285714285714285,1.5398761690163314,683135.0,1.7022053274303175
1181,10015.29197080292,275,85,45,120,260,340,1.018293100321876,0.9487775674924904,15,0,1,137,1372095.0,0.40145985401459855,1.5866913242399623,328990.0,1.8044141697445708
1182,9595.783783783783,280,270,40,105,280,390,0.997008582497793,0.9634640561319445,16,0,0,185,1775220.0,0.3783783783783784,1.4057460230389467,747170.0,1.4199845183825088
1183,7442.650273224043,280,50,45,120,270,370,1.0134563137293888,0.9423049826124639,5,0,0,183,1362005.0,0.44808743169398907,1.5934326160173933,300190.0,2.20727321807457
1184,17816.95804195804,290,275,40,115,310,400,1.0052967102393697,0.9569632807566817,13,0,1,143,2547825.0,0.3986013986013986,1.8003081460819743,588845.0,2.123135810343284
