entry_time,exit_time,entry_price,exit_price,contracts,pnl,exit_reason,direction
2010-12-30 17:32:00,2011-01-19 17:32:00,176740.0,190770.0,50,701500.0,signal_reverse,long
2011-02-25 17:32:00,2011-03-09 11:29:00,190980.0,202725.0,13,152685.0,expiration,long
2011-03-23 17:32:00,2011-04-12 17:32:00,192390.0,202025.0,16,154160.0,signal_reverse,long
2011-04-21 17:32:00,2011-04-26 17:32:00,199315.0,198960.0,13,-4615.0,signal_reverse,long
2011-06-29 17:32:00,2011-07-11 17:32:00,187230.0,190585.0,16,53680.0,signal_reverse,long
2011-07-19 17:32:00,2011-07-29 17:32:00,191530.0,194165.0,15,39525.0,signal_reverse,long
2011-08-01 17:32:00,2011-08-02 17:32:00,199765.0,195180.0,14,-64190.0,signal_reverse,long
2011-10-19 17:32:00,2011-10-21 17:32:00,140100.0,143055.0,8,23640.0,signal_reverse,long
2011-10-24 17:32:00,2011-11-01 17:32:00,148025.0,145790.0,10,-22350.0,signal_reverse,long
2011-11-08 17:32:00,2011-11-11 17:32:00,157660.0,152235.0,8,-43400.0,signal_reverse,long
2011-11-16 17:32:00,2011-11-17 17:31:00,151680.0,149780.0,7,-13300.0,signal_reverse,long
2011-11-30 17:32:00,2011-12-06 17:32:00,153065.0,147170.0,9,-53055.0,signal_reverse,long
2012-01-18 17:32:00,2012-02-10 17:32:00,148165.0,160255.0,14,169260.0,signal_reverse,long
2012-02-13 17:32:00,2012-02-14 17:32:00,164450.0,163805.0,15,-9675.0,signal_reverse,long
2012-02-15 17:32:00,2012-02-16 17:32:00,165705.0,163075.0,12,-31560.0,signal_reverse,long
2012-02-17 17:32:00,2012-02-21 17:32:00,165565.0,164990.0,15,-8625.0,signal_reverse,long
2012-02-24 17:32:00,2012-03-01 17:32:00,171610.0,171095.0,12,-6180.0,signal_reverse,long
2012-06-18 17:32:00,2012-06-22 17:32:00,133520.0,127805.0,16,-91440.0,signal_reverse,long
2012-06-29 17:32:00,2012-07-09 17:32:00,133545.0,134215.0,14,9380.0,signal_reverse,long
2012-07-16 17:32:00,2012-07-23 17:32:00,136255.0,131860.0,22,-96690.0,signal_reverse,long
2012-07-30 17:32:00,2012-08-02 17:32:00,139170.0,134000.0,16,-82720.0,signal_reverse,long
2012-08-06 17:32:00,2012-08-15 17:32:00,142975.0,141390.0,15,-23775.0,signal_reverse,long
2012-08-23 17:32:00,2012-08-28 17:32:00,144105.0,142105.0,16,-32000.0,signal_reverse,long
2012-09-07 17:32:00,2012-09-10 11:29:00,146875.0,146265.0,17,-10370.0,expiration,long
2012-09-18 17:32:00,2012-09-20 17:32:00,155030.0,149230.0,17,-98600.0,signal_reverse,long
2012-10-02 17:32:00,2012-10-04 17:32:00,150270.0,147800.0,13,-32110.0,signal_reverse,long
2012-10-05 17:32:00,2012-10-08 17:32:00,151190.0,148180.0,14,-42140.0,signal_reverse,long
2012-12-03 17:32:00,2012-12-10 11:31:00,144590.0,147810.0,22,70840.0,expiration,long
2012-12-18 17:32:00,2012-12-24 17:32:00,151260.0,151540.0,24,6720.0,signal_reverse,long
2012-12-28 17:32:00,2013-01-16 17:32:00,152430.0,156760.0,31,134230.0,signal_reverse,long
2013-01-17 17:32:00,2013-01-22 17:32:00,158250.0,158790.0,30,16200.0,signal_reverse,long
2013-05-03 17:32:00,2013-05-13 17:32:00,139900.0,140330.0,20,8600.0,signal_reverse,long
