rank_oos,action_idx,koeff1,koeff2,sl_pts,policy_q,is_policy_best,train_avg_trade,train_trades,train_total_pnl,train_pf,train_max_dd_abs,train_max_dd_pct,oos_avg_trade,oos_trades,oos_total_pnl,oos_pf,oos_max_dd_abs,oos_max_dd_pct,delta_oos_pnl_vs_konkop,delta_oos_pf_vs_konkop,delta_oos_max_dd_pct_vs_konkop
11,10,0.5,0.75,10.0,110.45399475097656,0,1200.837837837838,925,1110775.0,1.2160721371937224,222610.0,4.4521999999999995,1916.7246376811595,345,661270.0,1.3927574450898637,193690.0,3.8738,-11002853.0,-0.18724255491013642,-12.0562
12,11,0.5,0.75,71.25,-41.84397888183594,0,1200.837837837838,925,1110775.0,1.2160721371937224,222610.0,4.4521999999999995,1916.7246376811595,345,661270.0,1.3927574450898637,193690.0,3.8738,-11002853.0,-0.18724255491013642,-12.0562
13,12,0.5,0.75,80.0,-176.3623809814453,0,1200.837837837838,925,1110775.0,1.2160721371937224,222610.0,4.4521999999999995,1916.7246376811595,345,661270.0,1.3927574450898637,193690.0,3.8738,-11002853.0,-0.18724255491013642,-12.0562
14,13,0.5,0.75,132.5,96.93721008300781,0,1200.837837837838,925,1110775.0,1.2160721371937224,222610.0,4.4521999999999995,1916.7246376811595,345,661270.0,1.3927574450898637,193690.0,3.8738,-11002853.0,-0.18724255491013642,-12.0562
15,14,0.5,0.75,193.75,-99.79293823242188,0,1200.837837837838,925,1110775.0,1.2160721371937224,222610.0,4.4521999999999995,1916.7246376811595,345,661270.0,1.3927574450898637,193690.0,3.8738,-11002853.0,-0.18724255491013642,-12.0562
16,15,0.5,0.75,255.0,-237.0115966796875,0,1200.837837837838,925,1110775.0,1.2160721371937224,222610.0,4.4521999999999995,1916.7246376811595,345,661270.0,1.3927574450898637,193690.0,3.8738,-11002853.0,-0.18724255491013642,-12.0562
17,16,0.5,0.75,316.25,-55.75543212890625,0,1200.837837837838,925,1110775.0,1.2160721371937224,222610.0,4.4521999999999995,1916.7246376811595,345,661270.0,1.3927574450898637,193690.0,3.8738,-11002853.0,-0.18724255491013642,-12.0562
18,17,0.5,0.75,377.5,99.5812759399414,0,1200.837837837838,925,1110775.0,1.2160721371937224,222610.0,4.4521999999999995,1916.7246376811595,345,661270.0,1.3927574450898637,193690.0,3.8738,-11002853.0,-0.18724255491013642,-12.0562
19,18,0.5,0.75,438.75,59.21862030029297,0,1200.837837837838,925,1110775.0,1.2160721371937224,222610.0,4.4521999999999995,1916.7246376811595,345,661270.0,1.3927574450898637,193690.0,3.8738,-11002853.0,-0.18724255491013642,-12.0562
20,19,0.5,0.75,500.0,140.28848266601562,0,1200.837837837838,925,1110775.0,1.2160721371937224,222610.0,4.4521999999999995,1916.7246376811595,345,661270.0,1.3927574450898637,193690.0,3.8738,-11002853.0,-0.18724255491013642,-12.0562
21,80,0.75,0.5,10.0,-320.85699462890625,0,1114.4962486602358,933,1039825.0,1.1996300463066065,252780.0,5.0556,1886.907514450867,346,652870.0,1.3815498801940271,190960.0,3.8191999999999995,-11011253.0,-0.19845011980597294,-12.110800000000001
22,81,0.75,0.5,71.25,-79.47657012939453,0,1114.4962486602358,933,1039825.0,1.1996300463066065,252780.0,5.0556,1886.907514450867,346,652870.0,1.3815498801940271,190960.0,3.8191999999999995,-11011253.0,-0.19845011980597294,-12.110800000000001
23,82,0.75,0.5,80.0,121.1888656616211,0,1114.4962486602358,933,1039825.0,1.1996300463066065,252780.0,5.0556,1886.907514450867,346,652870.0,1.3815498801940271,190960.0,3.8191999999999995,-11011253.0,-0.19845011980597294,-12.110800000000001
24,83,0.75,0.5,132.5,136.96221923828125,0,1114.4962486602358,933,1039825.0,1.1996300463066065,252780.0,5.0556,1886.907514450867,346,652870.0,1.3815498801940271,190960.0,3.8191999999999995,-11011253.0,-0.19845011980597294,-12.110800000000001
25,84,0.75,0.5,193.75,-140.80816650390625,0,1114.4962486602358,933,1039825.0,1.1996300463066065,252780.0,5.0556,1886.907514450867,346,652870.0,1.3815498801940271,190960.0,3.8191999999999995,-11011253.0,-0.19845011980597294,-12.110800000000001
26,85,0.75,0.5,255.0,-134.3327178955078,0,1114.4962486602358,933,1039825.0,1.1996300463066065,252780.0,5.0556,1886.907514450867,346,652870.0,1.3815498801940271,190960.0,3.8191999999999995,-11011253.0,-0.19845011980597294,-12.110800000000001
27,86,0.75,0.5,316.25,-274.1587219238281,0,1114.4962486602358,933,1039825.0,1.1996300463066065,252780.0,5.0556,1886.907514450867,346,652870.0,1.3815498801940271,190960.0,3.8191999999999995,-11011253.0,-0.19845011980597294,-12.110800000000001
28,87,0.75,0.5,377.5,-437.5361328125,0,1114.4962486602358,933,1039825.0,1.1996300463066065,252780.0,5.0556,1886.907514450867,346,652870.0,1.3815498801940271,190960.0,3.8191999999999995,-11011253.0,-0.19845011980597294,-12.110800000000001
29,88,0.75,0.5,438.75,-78.12336730957031,0,1114.4962486602358,933,1039825.0,1.1996300463066065,252780.0,5.0556,1886.907514450867,346,652870.0,1.3815498801940271,190960.0,3.8191999999999995,-11011253.0,-0.19845011980597294,-12.110800000000001
30,89,0.75,0.5,500.0,-2.2533206939697266,0,1114.4962486602358,933,1039825.0,1.1996300463066065,252780.0,5.0556,1886.907514450867,346,652870.0,1.3815498801940271,190960.0,3.8191999999999995,-11011253.0,-0.19845011980597294,-12.110800000000001
31,90,0.75,0.75,10.0,-44.72600173950195,0,1062.3383620689656,928,985850.0,1.1895016271555245,252310.0,5.0462,1873.1014492753623,345,646220.0,1.380418081956308,190960.0,3.8191999999999995,-11017903.0,-0.19958191804369196,-12.110800000000001
32,91,0.75,0.75,71.25,67.6570053100586,0,1062.3383620689656,928,985850.0,1.1895016271555245,252310.0,5.0462,1873.1014492753623,345,646220.0,1.380418081956308,190960.0,3.8191999999999995,-11017903.0,-0.19958191804369196,-12.110800000000001
33,92,0.75,0.75,80.0,-56.51026916503906,0,1062.3383620689656,928,985850.0,1.1895016271555245,252310.0,5.0462,1873.1014492753623,345,646220.0,1.380418081956308,190960.0,3.8191999999999995,-11017903.0,-0.19958191804369196,-12.110800000000001
34,93,0.75,0.75,132.5,-0.18093490600585938,0,1062.3383620689656,928,985850.0,1.1895016271555245,252310.0,5.0462,1873.1014492753623,345,646220.0,1.380418081956308,190960.0,3.8191999999999995,-11017903.0,-0.19958191804369196,-12.110800000000001
35,94,0.75,0.75,193.75,-24.74163055419922,0,1062.3383620689656,928,985850.0,1.1895016271555245,252310.0,5.0462,1873.1014492753623,345,646220.0,1.380418081956308,190960.0,3.8191999999999995,-11017903.0,-0.19958191804369196,-12.110800000000001
36,95,0.75,0.75,255.0,303.955078125,0,1062.3383620689656,928,985850.0,1.1895016271555245,252310.0,5.0462,1873.1014492753623,345,646220.0,1.380418081956308,190960.0,3.8191999999999995,-11017903.0,-0.19958191804369196,-12.110800000000001
37,96,0.75,0.75,316.25,-485.54644775390625,0,1062.3383620689656,928,985850.0,1.1895016271555245,252310.0,5.0462,1873.1014492753623,345,646220.0,1.380418081956308,190960.0,3.8191999999999995,-11017903.0,-0.19958191804369196,-12.110800000000001
38,97,0.75,0.75,377.5,432.15814208984375,0,1062.3383620689656,928,985850.0,1.1895016271555245,252310.0,5.0462,1873.1014492753623,345,646220.0,1.380418081956308,190960.0,3.8191999999999995,-11017903.0,-0.19958191804369196,-12.110800000000001
39,98,0.75,0.75,438.75,325.6507263183594,0,1062.3383620689656,928,985850.0,1.1895016271555245,252310.0,5.0462,1873.1014492753623,345,646220.0,1.380418081956308,190960.0,3.8191999999999995,-11017903.0,-0.19958191804369196,-12.110800000000001
40,99,0.75,0.75,500.0,201.31195068359375,0,1062.3383620689656,928,985850.0,1.1895016271555245,252310.0,5.0462,1873.1014492753623,345,646220.0,1.380418081956308,190960.0,3.8191999999999995,-11017903.0,-0.19958191804369196,-12.110800000000001
41,160,1.0,0.5,10.0,53.938514709472656,0,1215.2115655853315,709,861585.0,1.2181288592846888,205250.0,4.105,1849.7761194029852,268,495740.0,1.3981367706702004,153080.0,3.0616,-11168383.0,-0.1818632293297997,-12.8684
42,161,1.0,0.5,71.25,-8.392227172851562,0,1215.2115655853315,709,861585.0,1.2181288592846888,205250.0,4.105,1849.7761194029852,268,495740.0,1.3981367706702004,153080.0,3.0616,-11168383.0,-0.1818632293297997,-12.8684
43,162,1.0,0.5,80.0,4004.000244140625,1,1215.2115655853315,709,861585.0,1.2181288592846888,205250.0,4.105,1849.7761194029852,268,495740.0,1.3981367706702004,153080.0,3.0616,-11168383.0,-0.1818632293297997,-12.8684
44,163,1.0,0.5,132.5,55.34223937988281,0,1215.2115655853315,709,861585.0,1.2181288592846888,205250.0,4.105,1849.7761194029852,268,495740.0,1.3981367706702004,153080.0,3.0616,-11168383.0,-0.1818632293297997,-12.8684
45,164,1.0,0.5,193.75,-110.6386947631836,0,1215.2115655853315,709,861585.0,1.2181288592846888,205250.0,4.105,1849.7761194029852,268,495740.0,1.3981367706702004,153080.0,3.0616,-11168383.0,-0.1818632293297997,-12.8684
46,165,1.0,0.5,255.0,-64.18048095703125,0,1215.2115655853315,709,861585.0,1.2181288592846888,205250.0,4.105,1849.7761194029852,268,495740.0,1.3981367706702004,153080.0,3.0616,-11168383.0,-0.1818632293297997,-12.8684
47,166,1.0,0.5,316.25,-341.09796142578125,0,1215.2115655853315,709,861585.0,1.2181288592846888,205250.0,4.105,1849.7761194029852,268,495740.0,1.3981367706702004,153080.0,3.0616,-11168383.0,-0.1818632293297997,-12.8684
48,167,1.0,0.5,377.5,-83.05184936523438,0,1215.2115655853315,709,861585.0,1.2181288592846888,205250.0,4.105,1849.7761194029852,268,495740.0,1.3981367706702004,153080.0,3.0616,-11168383.0,-0.1818632293297997,-12.8684
49,168,1.0,0.5,438.75,-383.47137451171875,0,1215.2115655853315,709,861585.0,1.2181288592846888,205250.0,4.105,1849.7761194029852,268,495740.0,1.3981367706702004,153080.0,3.0616,-11168383.0,-0.1818632293297997,-12.8684
50,169,1.0,0.5,500.0,106.86476135253906,0,1215.2115655853315,709,861585.0,1.2181288592846888,205250.0,4.105,1849.7761194029852,268,495740.0,1.3981367706702004,153080.0,3.0616,-11168383.0,-0.1818632293297997,-12.8684
51,170,1.0,0.75,10.0,360.11798095703125,0,1225.2275960170698,703,861335.0,1.2213196156549064,184490.0,3.6898,1802.434456928839,267,481250.0,1.3903841785911288,153080.0,3.0616,-11182873.0,-0.18961582140887123,-12.8684
52,171,1.0,0.75,71.25,-254.82455444335938,0,1225.2275960170698,703,861335.0,1.2213196156549064,184490.0,3.6898,1802.434456928839,267,481250.0,1.3903841785911288,153080.0,3.0616,-11182873.0,-0.18961582140887123,-12.8684
53,172,1.0,0.75,80.0,-122.318115234375,0,1225.2275960170698,703,861335.0,1.2213196156549064,184490.0,3.6898,1802.434456928839,267,481250.0,1.3903841785911288,153080.0,3.0616,-11182873.0,-0.18961582140887123,-12.8684
54,173,1.0,0.75,132.5,-536.9405517578125,0,1225.2275960170698,703,861335.0,1.2213196156549064,184490.0,3.6898,1802.434456928839,267,481250.0,1.3903841785911288,153080.0,3.0616,-11182873.0,-0.18961582140887123,-12.8684
55,174,1.0,0.75,193.75,313.5158996582031,0,1225.2275960170698,703,861335.0,1.2213196156549064,184490.0,3.6898,1802.434456928839,267,481250.0,1.3903841785911288,153080.0,3.0616,-11182873.0,-0.18961582140887123,-12.8684
56,175,1.0,0.75,255.0,-76.44937133789062,0,1225.2275960170698,703,861335.0,1.2213196156549064,184490.0,3.6898,1802.434456928839,267,481250.0,1.3903841785911288,153080.0,3.0616,-11182873.0,-0.18961582140887123,-12.8684
57,176,1.0,0.75,316.25,55.70235824584961,0,1225.2275960170698,703,861335.0,1.2213196156549064,184490.0,3.6898,1802.434456928839,267,481250.0,1.3903841785911288,153080.0,3.0616,-11182873.0,-0.18961582140887123,-12.8684
58,177,1.0,0.75,377.5,108.52925872802734,0,1225.2275960170698,703,861335.0,1.2213196156549064,184490.0,3.6898,1802.434456928839,267,481250.0,1.3903841785911288,153080.0,3.0616,-11182873.0,-0.18961582140887123,-12.8684
59,178,1.0,0.75,438.75,87.31433868408203,0,1225.2275960170698,703,861335.0,1.2213196156549064,184490.0,3.6898,1802.434456928839,267,481250.0,1.3903841785911288,153080.0,3.0616,-11182873.0,-0.18961582140887123,-12.8684
60,179,1.0,0.75,500.0,-376.51025390625,0,1225.2275960170698,703,861335.0,1.2213196156549064,184490.0,3.6898,1802.434456928839,267,481250.0,1.3903841785911288,153080.0,3.0616,-11182873.0,-0.18961582140887123,-12.8684
61,30,0.5,1.005,10.0,230.2913360595703,0,1042.097812097812,777,809710.0,1.1831338871536456,219000.0,4.38,1421.6546762589928,278,395220.0,1.3076743425662105,149040.0,2.9808000000000003,-11268903.0,-0.27232565743378956,-12.9492
62,31,0.5,1.005,71.25,-120.5648422241211,0,1042.097812097812,777,809710.0,1.1831338871536456,219000.0,4.38,1421.6546762589928,278,395220.0,1.3076743425662105,149040.0,2.9808000000000003,-11268903.0,-0.27232565743378956,-12.9492
63,32,0.5,1.005,80.0,134.58175659179688,0,1042.097812097812,777,809710.0,1.1831338871536456,219000.0,4.38,1421.6546762589928,278,395220.0,1.3076743425662105,149040.0,2.9808000000000003,-11268903.0,-0.27232565743378956,-12.9492
64,33,0.5,1.005,132.5,296.53314208984375,0,1042.097812097812,777,809710.0,1.1831338871536456,219000.0,4.38,1421.6546762589928,278,395220.0,1.3076743425662105,149040.0,2.9808000000000003,-11268903.0,-0.27232565743378956,-12.9492
65,34,0.5,1.005,193.75,-143.4916229248047,0,1042.097812097812,777,809710.0,1.1831338871536456,219000.0,4.38,1421.6546762589928,278,395220.0,1.3076743425662105,149040.0,2.9808000000000003,-11268903.0,-0.27232565743378956,-12.9492
66,35,0.5,1.005,255.0,-46.985782623291016,0,1042.097812097812,777,809710.0,1.1831338871536456,219000.0,4.38,1421.6546762589928,278,395220.0,1.3076743425662105,149040.0,2.9808000000000003,-11268903.0,-0.27232565743378956,-12.9492
67,36,0.5,1.005,316.25,-65.72295379638672,0,1042.097812097812,777,809710.0,1.1831338871536456,219000.0,4.38,1421.6546762589928,278,395220.0,1.3076743425662105,149040.0,2.9808000000000003,-11268903.0,-0.27232565743378956,-12.9492
68,37,0.5,1.005,377.5,-16.294921875,0,1042.097812097812,777,809710.0,1.1831338871536456,219000.0,4.38,1421.6546762589928,278,395220.0,1.3076743425662105,149040.0,2.9808000000000003,-11268903.0,-0.27232565743378956,-12.9492
69,38,0.5,1.005,438.75,-98.64881896972656,0,1042.097812097812,777,809710.0,1.1831338871536456,219000.0,4.38,1421.6546762589928,278,395220.0,1.3076743425662105,149040.0,2.9808000000000003,-11268903.0,-0.27232565743378956,-12.9492
70,39,0.5,1.005,500.0,115.47999572753906,0,1042.097812097812,777,809710.0,1.1831338871536456,219000.0,4.38,1421.6546762589928,278,395220.0,1.3076743425662105,149040.0,2.9808000000000003,-11268903.0,-0.27232565743378956,-12.9492
71,20,0.5,1.0,10.0,2.0101776123046875,0,914.2376950780313,833,761560.0,1.1596724195227397,223620.0,4.4724,1293.4013605442176,294,380260.0,1.2678057059954504,169160.0,3.3832,-11283863.0,-0.3121942940045497,-12.5468
72,21,0.5,1.0,71.25,316.266845703125,0,914.2376950780313,833,761560.0,1.1596724195227397,223620.0,4.4724,1293.4013605442176,294,380260.0,1.2678057059954504,169160.0,3.3832,-11283863.0,-0.3121942940045497,-12.5468
73,22,0.5,1.0,80.0,-288.4019775390625,0,914.2376950780313,833,761560.0,1.1596724195227397,223620.0,4.4724,1293.4013605442176,294,380260.0,1.2678057059954504,169160.0,3.3832,-11283863.0,-0.3121942940045497,-12.5468
74,23,0.5,1.0,132.5,131.5,0,914.2376950780313,833,761560.0,1.1596724195227397,223620.0,4.4724,1293.4013605442176,294,380260.0,1.2678057059954504,169160.0,3.3832,-11283863.0,-0.3121942940045497,-12.5468
75,24,0.5,1.0,193.75,-99.02767944335938,0,914.2376950780313,833,761560.0,1.1596724195227397,223620.0,4.4724,1293.4013605442176,294,380260.0,1.2678057059954504,169160.0,3.3832,-11283863.0,-0.3121942940045497,-12.5468
76,25,0.5,1.0,255.0,-167.30099487304688,0,914.2376950780313,833,761560.0,1.1596724195227397,223620.0,4.4724,1293.4013605442176,294,380260.0,1.2678057059954504,169160.0,3.3832,-11283863.0,-0.3121942940045497,-12.5468
77,26,0.5,1.0,316.25,367.8720703125,0,914.2376950780313,833,761560.0,1.1596724195227397,223620.0,4.4724,1293.4013605442176,294,380260.0,1.2678057059954504,169160.0,3.3832,-11283863.0,-0.3121942940045497,-12.5468
78,27,0.5,1.0,377.5,353.0460510253906,0,914.2376950780313,833,761560.0,1.1596724195227397,223620.0,4.4724,1293.4013605442176,294,380260.0,1.2678057059954504,169160.0,3.3832,-11283863.0,-0.3121942940045497,-12.5468
79,28,0.5,1.0,438.75,-19.009414672851562,0,914.2376950780313,833,761560.0,1.1596724195227397,223620.0,4.4724,1293.4013605442176,294,380260.0,1.2678057059954504,169160.0,3.3832,-11283863.0,-0.3121942940045497,-12.5468
80,29,0.5,1.0,500.0,-35.818885803222656,0,914.2376950780313,833,761560.0,1.1596724195227397,223620.0,4.4724,1293.4013605442176,294,380260.0,1.2678057059954504,169160.0,3.3832,-11283863.0,-0.3121942940045497,-12.5468
81,110,0.75,1.005,10.0,-111.76045227050781,0,964.769820971867,782,754450.0,1.1688438409875725,228740.0,4.5748,1352.831541218638,279,377440.0,1.2898212420910375,149040.0,2.9808000000000003,-11286683.0,-0.2901787579089625,-12.9492
82,111,0.75,1.005,71.25,-140.7958984375,0,964.769820971867,782,754450.0,1.1688438409875725,228740.0,4.5748,1352.831541218638,279,377440.0,1.2898212420910375,149040.0,2.9808000000000003,-11286683.0,-0.2901787579089625,-12.9492
83,112,0.75,1.005,80.0,-357.6151428222656,0,964.769820971867,782,754450.0,1.1688438409875725,228740.0,4.5748,1352.831541218638,279,377440.0,1.2898212420910375,149040.0,2.9808000000000003,-11286683.0,-0.2901787579089625,-12.9492
84,113,0.75,1.005,132.5,191.27883911132812,0,964.769820971867,782,754450.0,1.1688438409875725,228740.0,4.5748,1352.831541218638,279,377440.0,1.2898212420910375,149040.0,2.9808000000000003,-11286683.0,-0.2901787579089625,-12.9492
85,114,0.75,1.005,193.75,-257.1541748046875,0,964.769820971867,782,754450.0,1.1688438409875725,228740.0,4.5748,1352.831541218638,279,377440.0,1.2898212420910375,149040.0,2.9808000000000003,-11286683.0,-0.2901787579089625,-12.9492
86,115,0.75,1.005,255.0,56.407020568847656,0,964.769820971867,782,754450.0,1.1688438409875725,228740.0,4.5748,1352.831541218638,279,377440.0,1.2898212420910375,149040.0,2.9808000000000003,-11286683.0,-0.2901787579089625,-12.9492
87,116,0.75,1.005,316.25,50.65578079223633,0,964.769820971867,782,754450.0,1.1688438409875725,228740.0,4.5748,1352.831541218638,279,377440.0,1.2898212420910375,149040.0,2.9808000000000003,-11286683.0,-0.2901787579089625,-12.9492
88,117,0.75,1.005,377.5,-18.3629150390625,0,964.769820971867,782,754450.0,1.1688438409875725,228740.0,4.5748,1352.831541218638,279,377440.0,1.2898212420910375,149040.0,2.9808000000000003,-11286683.0,-0.2901787579089625,-12.9492
89,118,0.75,1.005,438.75,175.99649047851562,0,964.769820971867,782,754450.0,1.1688438409875725,228740.0,4.5748,1352.831541218638,279,377440.0,1.2898212420910375,149040.0,2.9808000000000003,-11286683.0,-0.2901787579089625,-12.9492
90,119,0.75,1.005,500.0,256.8993225097656,0,964.769820971867,782,754450.0,1.1688438409875725,228740.0,4.5748,1352.831541218638,279,377440.0,1.2898212420910375,149040.0,2.9808000000000003,-11286683.0,-0.2901787579089625,-12.9492
91,100,0.75,1.0,10.0,-333.02947998046875,0,823.6233611442193,839,691020.0,1.143027606012781,244070.0,4.8814,1228.7457627118645,295,362480.0,1.2521266754307256,169160.0,3.3832,-11301643.0,-0.3278733245692744,-12.5468
92,101,0.75,1.0,71.25,-399.49310302734375,0,823.6233611442193,839,691020.0,1.143027606012781,244070.0,4.8814,1228.7457627118645,295,362480.0,1.2521266754307256,169160.0,3.3832,-11301643.0,-0.3278733245692744,-12.5468
93,102,0.75,1.0,80.0,177.47421264648438,0,823.6233611442193,839,691020.0,1.143027606012781,244070.0,4.8814,1228.7457627118645,295,362480.0,1.2521266754307256,169160.0,3.3832,-11301643.0,-0.3278733245692744,-12.5468
94,103,0.75,1.0,132.5,-118.15135955810547,0,823.6233611442193,839,691020.0,1.143027606012781,244070.0,4.8814,1228.7457627118645,295,362480.0,1.2521266754307256,169160.0,3.3832,-11301643.0,-0.3278733245692744,-12.5468
95,104,0.75,1.0,193.75,183.48851013183594,0,823.6233611442193,839,691020.0,1.143027606012781,244070.0,4.8814,1228.7457627118645,295,362480.0,1.2521266754307256,169160.0,3.3832,-11301643.0,-0.3278733245692744,-12.5468
96,105,0.75,1.0,255.0,-281.66107177734375,0,823.6233611442193,839,691020.0,1.143027606012781,244070.0,4.8814,1228.7457627118645,295,362480.0,1.2521266754307256,169160.0,3.3832,-11301643.0,-0.3278733245692744,-12.5468
97,106,0.75,1.0,316.25,-42.9943733215332,0,823.6233611442193,839,691020.0,1.143027606012781,244070.0,4.8814,1228.7457627118645,295,362480.0,1.2521266754307256,169160.0,3.3832,-11301643.0,-0.3278733245692744,-12.5468
98,107,0.75,1.0,377.5,-96.14550018310547,0,823.6233611442193,839,691020.0,1.143027606012781,244070.0,4.8814,1228.7457627118645,295,362480.0,1.2521266754307256,169160.0,3.3832,-11301643.0,-0.3278733245692744,-12.5468
99,108,0.75,1.0,438.75,-178.92401123046875,0,823.6233611442193,839,691020.0,1.143027606012781,244070.0,4.8814,1228.7457627118645,295,362480.0,1.2521266754307256,169160.0,3.3832,-11301643.0,-0.3278733245692744,-12.5468
100,109,0.75,1.0,500.0,150.0718994140625,0,823.6233611442193,839,691020.0,1.143027606012781,244070.0,4.8814,1228.7457627118645,295,362480.0,1.2521266754307256,169160.0,3.3832,-11301643.0,-0.3278733245692744,-12.5468
101,190,1.0,1.005,10.0,-12.201087951660156,0,1208.5429936305732,628,758965.0,1.2155547382337613,258145.0,5.1629000000000005,1317.3275862068965,232,305620.0,1.3038395005269123,170450.0,3.4090000000000003,-11358503.0,-0.27616049947308774,-12.520999999999999
102,191,1.0,1.005,71.25,190.15618896484375,0,1208.5429936305732,628,758965.0,1.2155547382337613,258145.0,5.1629000000000005,1317.3275862068965,232,305620.0,1.3038395005269123,170450.0,3.4090000000000003,-11358503.0,-0.27616049947308774,-12.520999999999999
103,192,1.0,1.005,80.0,80.65034484863281,0,1208.5429936305732,628,758965.0,1.2155547382337613,258145.0,5.1629000000000005,1317.3275862068965,232,305620.0,1.3038395005269123,170450.0,3.4090000000000003,-11358503.0,-0.27616049947308774,-12.520999999999999
104,193,1.0,1.005,132.5,-160.25543212890625,0,1208.5429936305732,628,758965.0,1.2155547382337613,258145.0,5.1629000000000005,1317.3275862068965,232,305620.0,1.3038395005269123,170450.0,3.4090000000000003,-11358503.0,-0.27616049947308774,-12.520999999999999
105,194,1.0,1.005,193.75,-86.8097915649414,0,1208.5429936305732,628,758965.0,1.2155547382337613,258145.0,5.1629000000000005,1317.3275862068965,232,305620.0,1.3038395005269123,170450.0,3.4090000000000003,-11358503.0,-0.27616049947308774,-12.520999999999999
106,195,1.0,1.005,255.0,102.55584716796875,0,1208.5429936305732,628,758965.0,1.2155547382337613,258145.0,5.1629000000000005,1317.3275862068965,232,305620.0,1.3038395005269123,170450.0,3.4090000000000003,-11358503.0,-0.27616049947308774,-12.520999999999999
107,196,1.0,1.005,316.25,-98.93497467041016,0,1208.5429936305732,628,758965.0,1.2155547382337613,258145.0,5.1629000000000005,1317.3275862068965,232,305620.0,1.3038395005269123,170450.0,3.4090000000000003,-11358503.0,-0.27616049947308774,-12.520999999999999
108,197,1.0,1.005,377.5,348.66357421875,0,1208.5429936305732,628,758965.0,1.2155547382337613,258145.0,5.1629000000000005,1317.3275862068965,232,305620.0,1.3038395005269123,170450.0,3.4090000000000003,-11358503.0,-0.27616049947308774,-12.520999999999999
109,198,1.0,1.005,438.75,139.92796325683594,0,1208.5429936305732,628,758965.0,1.2155547382337613,258145.0,5.1629000000000005,1317.3275862068965,232,305620.0,1.3038395005269123,170450.0,3.4090000000000003,-11358503.0,-0.27616049947308774,-12.520999999999999
110,199,1.0,1.005,500.0,206.38516235351562,0,1208.5429936305732,628,758965.0,1.2155547382337613,258145.0,5.1629000000000005,1317.3275862068965,232,305620.0,1.3038395005269123,170450.0,3.4090000000000003,-11358503.0,-0.27616049947308774,-12.520999999999999
111,180,1.0,1.0,10.0,30.66852569580078,0,945.8383233532934,668,631820.0,1.1653918442779585,242825.0,4.8565,1122.0675105485232,237,265930.0,1.249023775857064,170470.0,3.4093999999999998,-11398193.0,-0.33097622414293615,-12.5206
