entry_time,exit_time,entry_price,exit_price,contracts,pnl,exit_reason,direction,pnl_1c
2019-03-25 18:04:00,2019-03-27 18:04:00,120580.0,119040.0,40,61600.0,signal_reverse,short,1540.0
2019-04-10 16:04:00,2019-04-11 16:04:00,124050.0,123010.0,100,-104000.0,signal_reverse,long,-1040.0
2019-04-11 18:04:00,2019-04-12 16:04:00,123090.0,123780.0,40,-27600.0,close_opposing,short,-690.0
2019-04-12 18:04:00,2019-04-24 18:04:00,123110.0,124040.0,40,-37200.0,signal_reverse,short,-930.0
2019-05-16 18:04:00,2019-05-21 16:04:00,123990.0,125400.0,40,-56400.0,close_opposing,short,-1410.0
2019-05-21 18:04:00,2019-05-22 16:04:00,125430.0,127230.0,40,-72000.0,close_opposing,short,-1800.0
2019-05-22 18:04:00,2019-06-03 16:04:00,127070.0,129690.0,40,-104800.0,close_opposing,short,-2620.0
2019-06-03 18:04:00,2019-06-06 16:04:00,129730.0,129770.0,40,-1600.0,close_opposing,short,-40.0
2019-06-07 16:04:00,2019-06-10 11:30:00,130420.0,128780.0,100,-164000.0,expiration,long,-1640.0
2019-09-04 16:04:00,2019-09-09 11:29:00,132490.0,134100.0,100,161000.0,expiration,long,1610.0
2019-09-18 18:04:00,2019-09-19 18:04:00,137280.0,136850.0,40,17200.0,signal_reverse,short,430.0
2019-10-16 18:04:00,2019-11-05 18:04:00,134270.0,145460.0,40,-447600.0,signal_reverse,short,-11190.0
2019-12-18 18:04:00,2019-12-30 18:04:00,151700.0,155190.0,40,-139600.0,signal_reverse,short,-3490.0
2020-02-12 18:04:00,2020-02-13 18:04:00,155440.0,154100.0,40,53600.0,signal_reverse,short,1340.0
2020-04-03 16:04:00,2020-04-15 16:04:00,106150.0,105120.0,28,-28840.0,signal_reverse,long,-1030.0
2020-04-28 16:04:00,2020-05-04 16:04:00,111360.0,108260.0,56,-173600.0,signal_reverse,long,-3100.0
2020-05-05 16:04:00,2020-05-06 16:04:00,111440.0,110500.0,60,-56400.0,signal_reverse,long,-940.0
2020-05-07 16:04:00,2020-05-08 16:04:00,111710.0,112200.0,52,25480.0,signal_reverse,long,490.0
2020-05-12 18:04:00,2020-05-13 18:04:00,112930.0,110450.0,40,99200.0,signal_reverse,short,2480.0
2020-05-18 18:04:00,2020-06-01 18:04:00,115530.0,123910.0,40,-335200.0,signal_reverse,short,-8380.0
2020-07-20 18:04:00,2020-07-21 16:04:00,123190.0,126160.0,40,-118800.0,close_opposing,short,-2970.0
2020-07-21 18:04:00,2020-07-27 16:04:00,126030.0,126820.0,40,-31600.0,close_opposing,short,-790.0
2020-07-27 18:04:00,2020-07-30 18:04:00,127130.0,123370.0,40,150400.0,signal_reverse,short,3760.0
2020-08-03 18:04:00,2020-08-04 18:04:00,125880.0,125460.0,40,16800.0,signal_reverse,short,420.0
2020-08-05 16:04:00,2020-08-06 16:04:00,128680.0,128560.0,76,-9120.0,signal_reverse,long,-120.0
2020-08-11 16:04:00,2020-08-13 16:04:00,129360.0,131260.0,96,182400.0,signal_reverse,long,1900.0
2020-11-06 16:04:00,2020-11-20 16:04:00,115740.0,126080.0,60,620400.0,signal_reverse,long,10340.0
2020-11-20 18:04:00,2020-11-23 18:04:00,126020.0,126170.0,40,-6000.0,signal_reverse,short,-150.0
2020-12-28 18:04:00,2020-12-29 18:04:00,139180.0,139770.0,40,-23600.0,signal_reverse,short,-590.0
2021-01-04 18:04:00,2021-01-21 18:04:00,143270.0,145610.0,40,-93600.0,signal_reverse,short,-2340.0
2021-02-09 18:04:00,2021-02-15 16:04:00,145740.0,149180.0,40,-137600.0,close_opposing,short,-3440.0
2021-02-15 18:04:00,2021-02-16 16:04:00,149380.0,149600.0,40,-8800.0,close_opposing,short,-220.0
2021-02-16 18:04:00,2021-02-18 18:04:00,149170.0,145140.0,40,161200.0,signal_reverse,short,4030.0
2021-02-19 18:04:00,2021-02-20 18:05:00,147170.0,146690.0,40,19200.0,signal_reverse,short,480.0
2021-04-16 15:04:00,2021-04-20 15:04:00,146410.0,143910.0,40,100000.0,signal_reverse,short,2500.0
2021-04-22 15:04:00,2021-04-27 12:59:00,146920.0,149520.0,40,-104000.0,close_opposing,short,-2600.0
2021-04-27 15:04:00,2021-04-28 15:04:00,149720.0,147850.0,40,74800.0,signal_reverse,short,1870.0
2021-05-05 15:04:00,2021-05-06 12:59:00,150110.0,151560.0,40,-58000.0,close_opposing,short,-1450.0
2021-05-06 15:04:00,2021-05-17 15:04:00,151950.0,153120.0,40,-46800.0,signal_reverse,short,-1170.0
2021-05-21 15:04:00,2021-05-24 15:04:00,156120.0,155220.0,40,36000.0,signal_reverse,short,900.0
